DLiP-ID,T006IO
GGI6,0.38285714285714295
GGI7,0.2708333333333333
GGI8,0.12723607961703198
GGI9,0.13562500000000002
JGI1,0.23809523809523808
JGI2,0.0919540229885058
JGI3,0.041666666666666664
JGI4,0.04944444444444445
JGI5,0.0333994708994709
JGI6,0.022521008403361346
JGI7,0.02256944444444444
JGI8,0.011566916328821088
JGI9,0.013562500000000005
MIC0,25.38578711900298
MIC1,44.956710349242634
MIC2,48.233184577277164
MIC3,48.300384577277164
MIC4,48.300384577277164
MIC5,48.300384577277164
MPC2,29
MPC3,36
MPC4,42
MPC5,52
MPC6,53
MPC7,54
MPC8,56
MPC9,54
Mare,1.0428
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.22780277656981565
RPCG,0.136812707988676
SIC0,0.4141651127993493
SIC1,0.8429459211266789
SIC2,0.9405265763074837
SIC3,0.9541129127801841
SIC4,0.9541129127801841
SIC5,0.9541129127801841
SaaN,11.534379881582263
SaaO,0
SaaS,0
Sare,31.283999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.36296045683917
SsLi,0
SsOH,9.322152345710245
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,60.967886910728055
TIC1,124.08730238949181
TIC2,138.45183036609208
TIC3,140.45183036609208
TIC4,140.45183036609208
TIC5,140.45183036609208
Vabc,233.9862743819277
WPol,30
apol,35.44892999999999
bpol,16.51307
nRot,3
ABCGG,12.503866987619599
ATS0Z,1136.0
ATS0d,110.0
ATS0i,5058.2850038243905
ATS0m,4655.692114149772
ATS0p,49.101986048490005
ATS0s,231.7552964487121
ATS0v,7480.093476211944
ATS1Z,975.0
ATS1d,131.0
ATS1i,4707.113619214649
ATS1m,3809.6922058351993
ATS1p,57.22216476599997
ATS1s,128.01851851851853
ATS1v,8807.889635873453
ATS2Z,1412.0
ATS2d,188.0
ATS2i,7800.939397420176
ATS2m,5451.1923176703995
ATS2p,79.14527742939599
ATS2s,213.46193415637867
ATS2v,12036.82119976021
ATS3Z,1648.0
ATS3d,190.0
ATS3i,9412.032796416597
ATS3m,6367.617956876801
ATS3p,82.011727592849
ATS3s,322.395061728395
ATS3v,12762.862183854293
ATS4Z,1265.0
ATS4d,173.0
ATS4i,9280.693169357735
ATS4m,4708.8206385376
ATS4p,77.414452838245
ATS4s,239.81069958847732
ATS4v,11416.094476656144
ATS5Z,1194.0
ATS5d,150.0
ATS5i,8360.792373431148
ATS5m,4453.060970835199
ATS5p,72.12167878969798
ATS5s,224.1604938271605
ATS5v,10465.40529586446
ATS6Z,1051.0
ATS6d,128.0
ATS6i,8027.801589957621
ATS6m,3904.6827874575993
ATS6p,63.410207925943006
ATS6s,189.08641975308643
ATS6v,8836.546996806259
ATS7Z,728.0
ATS7d,99.0
ATS7i,6312.229268220484
ATS7m,2663.2139430959987
ATS7p,46.513150782093994
ATS7s,142.86625514403295
ATS7v,6499.820100758505
ATS8Z,638.0
ATS8d,80.0
ATS8i,5022.373180841992
ATS8m,2431.040296686399
ATS8p,33.351255120792
ATS8s,133.63168724279834
ATS8v,4870.201729586517
C1SP1,0
C1SP2,4
C1SP3,2
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.09907152331394756
JGI10,0.011007947034883062
JGT10,0.5357876593058358
Kier1,16.3718820861678
Kier2,7.319857312722949
Kier3,4.25
MAXdO,11.09266177024835
MAXsF,13.217615204316697
MID_C,24.81162153897906
MID_N,8.106092508577131
MID_O,3.4955164301798916
MID_X,3.4560642952561627
MID_h,15.057673234013183
MINdO,11.09266177024835
MINsF,13.217615204316697
MPC10,52
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.442417710521793
MWC04,6.300785794663244
MWC05,7.147559271189454
MWC06,8.0106915391303
MWC07,8.864322722511439
MWC08,9.730383384791782
MWC09,10.587669666710424
MWC10,11.455667046129946
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.8690200000000003
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,0.0
SRW06,6.5722825426940075
SRW07,0.0
SRW08,8.161375023197486
SRW09,0.0
SRW10,9.794955345712667
SaaCH,4.500717750062988
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.6724698853413067
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3539465360677474
SdssS,0
SsCH3,1.4119997321701867
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5185604581338707
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8955490588684114
VE1_D,4.398065228048898
VE2_A,0.19477745294342058
VE2_D,0.2199032614024449
VE3_A,2.052981814997674
VE3_D,2.174311903880599
VR1_A,161.19356454251434
VR1_D,101.98700564053645
VR2_A,8.059678227125717
VR2_D,5.099350282026823
VR3_A,5.775753087642722
VR3_D,5.317992590047682
WPath,891
Xc-3d,1.4899872236809848
Xc-4d,0.0
Xc-5d,0.355498860309242
Xc-6d,0.0
Xp-0d,14.698306133819765
Xp-1d,9.507239053047547
Xp-2d,8.575096564890297
Xp-3d,7.134909692148654
Xp-4d,5.05739109053109
Xp-5d,3.987664635867761
Xp-6d,2.6941310345177167
Xp-7d,1.7579183041608029
ZMIC0,62.62711751027482
ZMIC1,31.40777052523563
ZMIC2,25.755053799402983
ZMIC3,25.56126109302908
ZMIC4,25.56126109302908
ZMIC5,25.56126109302908
nAcid,0
nAtom,30
nBase,0
nRing,2
piPC1,3.367295829986474
piPC2,3.970291913552122
piPC3,4.4942386252808095
piPC4,5.01396308418893
piPC5,5.575475506168485
piPC6,5.802684680252981
piPC7,6.127551265854018
piPC8,6.462346696591782
piPC9,6.7214068753122405
AATS0Z,37.86666666666667
AATS0d,3.6666666666666665
AATS0i,168.6095001274797
AATS0m,155.18973713832574
AATS0p,1.6367328682830002
AATS0s,7.725176548290404
AATS0v,249.33644920706482
AATS1Z,31.451612903225808
AATS1d,4.225806451612903
AATS1i,151.84237481337576
AATS1m,122.89329696242578
AATS1p,1.8458762827741926
AATS1s,4.12962962962963
AATS1v,284.1254721249501
AATS2Z,28.816326530612244
AATS2d,3.836734693877551
AATS2i,159.2028448453097
AATS2m,111.24882280959999
AATS2p,1.615209743457061
AATS2s,4.356366003191401
AATS2v,245.6494122400043
AATS3Z,29.428571428571427
AATS3d,3.392857142857143
AATS3i,168.07201422172494
AATS3m,113.70746351565717
AATS3p,1.4644951355865892
AATS3s,5.757054673721339
AATS3v,227.90825328311237
AATS4Z,22.589285714285715
AATS4d,3.0892857142857144
AATS4i,165.726663738531
AATS4m,84.08608283102856
AATS4p,1.3824009435400892
AATS4s,4.2823339212228095
AATS4v,203.8588299402883
AATS5Z,23.41176470588235
AATS5d,2.9411764705882355
AATS5i,163.93710536139506
AATS5m,87.31492099676862
AATS5p,1.4141505645038819
AATS5s,4.395303800532559
AATS5v,205.20402540910706
AATS6Z,21.895833333333332
AATS6d,2.6666666666666665
AATS6i,167.24586645745043
AATS6m,81.34755807203332
AATS6p,1.3210459984571459
AATS6s,3.939300411522634
AATS6v,184.0947291001304
AATS7Z,19.157894736842106
AATS7d,2.6052631578947367
AATS7i,166.11129653211802
AATS7m,70.08457744989471
AATS7p,1.2240302837393155
AATS7s,3.759638293264025
AATS7v,171.0478973883817
AATS8Z,22.0
AATS8d,2.7586206896551726
AATS8i,173.1852820979997
AATS8m,83.82897574780687
AATS8p,1.1500432800273102
AATS8s,4.607989215268908
AATS8v,167.93799067539715
AMID_C,1.2405810769489531
AMID_N,0.40530462542885654
AMID_O,0.17477582150899457
AMID_X,0.17280321476280813
AMID_h,0.7528836617006591
ATS0dv,345.60493827160496
ATS0pe,212.88960000000003
ATS0se,253.25643300000004
ATS1dv,325.55555555555554
ATS1pe,215.4255
ATS1se,253.31562600000004
ATS2dv,462.1111111111111
ATS2pe,339.23580000000004
ATS2se,402.70095000000003
ATS3dv,487.77777777777777
ATS3pe,407.76419999999996
ATS3se,480.93671199999994
ATS4dv,342.1111111111111
ATS4pe,380.52660000000003
ATS4se,458.05891
ATS5dv,296.6666666666667
ATS5pe,348.4302
ATS5se,420.214724
ATS6dv,242.22222222222223
ATS6pe,318.31979999999993
ATS6se,388.536472
ATS7dv,189.11111111111111
ATS7pe,248.2155
ATS7se,304.11542599999996
ATS8dv,183.11111111111111
ATS8pe,194.70480000000006
ATS8se,237.12767399999993
ATSC0Z,365.86666666666656
ATSC0c,0.9974723097295357
ATSC0d,19.86666666666666
ATSC0i,69.3136807803366
ATSC0m,1721.5980526913384
ATSC0p,7.21443144366
ATSC0s,90.86846009246557
ATSC0v,1308.8233076475233
ATSC1Z,-7.595555555555546
ATSC1c,-0.6007168250538282
ATSC1d,5.737777777777777
ATSC1i,-14.783803970415033
ATSC1m,-31.708929536985295
ATSC1p,-0.13463999583899589
ATSC1s,-9.951234398550351
ATSC1v,9.762111656001608
ATSC2Z,-20.51555555555555
ATSC2c,0.008755557663916808
ATSC2d,-2.782222222222223
ATSC2i,-26.677313988440982
ATSC2m,-92.86796783107829
ATSC2p,-1.672508339906996
ATSC2s,6.469403207505634
ATSC2v,-36.67308632397969
ATSC3Z,-10.151111111111103
ATSC3c,0.21941421451166174
ATSC3d,-2.2844444444444454
ATSC3i,28.836217920893233
ATSC3m,-50.42092735889526
ATSC3p,-0.37876413547599946
ATSC3s,7.081617978289213
ATSC3v,-213.64405232574967
ATSC4Z,-79.0177777777778
ATSC4c,-0.11721669426015875
ATSC4d,-7.1511111111111125
ATSC4i,-12.317082598664122
ATSC4m,-394.19930916644824
ATSC4p,-0.9454128349099994
ATSC4s,-19.51989093803452
ATSC4v,-199.59908078968078
ATSC5Z,-85.84000000000002
ATSC5c,-0.04934940272972609
ATSC5d,-3.5733333333333333
ATSC5i,-6.81710451898003
ATSC5m,-396.3031889740842
ATSC5p,0.1022205526530002
ATSC5s,-20.727367779301936
ATSC5v,-312.3317671349056
ATSC6Z,-37.32000000000001
ATSC6c,0.20033136633536175
ATSC6d,1.813333333333334
ATSC6i,18.626586337847
ATSC6m,-168.49083469291992
ATSC6p,-0.5323900368830015
ATSC6s,2.6534857491236146
ATSC6v,-67.93742577377917
ATSC7Z,-24.23111111111113
ATSC7c,-0.3598899040438647
ATSC7d,-0.031111111111110562
ATSC7i,-26.558390406467076
ATSC7m,-112.83555830650977
ATSC7p,-1.5844277310440007
ATSC7s,-10.65473623600738
ATSC7v,-204.55210558427106
ATSC8Z,110.72888888888887
ATSC8c,0.34344835278234526
ATSC8d,-1.004444444444445
ATSC8i,-8.219998318959043
ATSC8m,511.47577525820066
ATSC8p,1.345220914502998
ATSC8s,7.940260461650496
ATSC8v,350.26480130504376
AXp-0d,0.7349153066909883
AXp-1d,0.4527256691927403
AXp-2d,0.2956929849962171
AXp-3d,0.19819193589301817
AXp-4d,0.12041407358407358
AXp-5d,0.07668585838207233
AXp-6d,0.050832661028636164
AXp-7d,0.0325540426696445
GATS1Z,0.5510115912724538
GATS1c,1.5366116997651706
GATS1d,0.800497943277766
GATS1i,1.2306177590986345
GATS1m,0.5499351328780382
GATS1p,0.8987486560514403
GATS1s,0.6838771079177349
GATS1v,0.825079255029122
GATS2Z,0.8355056672814901
GATS2c,0.8764387138683309
GATS2d,1.2065128064648682
GATS2i,1.20521587556903
GATS2m,0.8329481958495696
GATS2p,1.0601713664146666
GATS2s,0.6006822351857207
GATS2v,0.9155232940115559
GATS3Z,0.7169132002290715
GATS3c,0.9469765568674199
GATS3d,0.990532118887824
GATS3i,0.8664820662444941
GATS3m,0.7198485600576113
GATS3p,0.861039310018438
GATS3s,0.9741240821257292
GATS3v,0.8913598642646008
GATS4Z,0.9009185625780928
GATS4c,0.9710277306441811
GATS4d,1.1860318791946314
GATS4i,1.1828492595268323
GATS4m,0.9152619871250712
GATS4p,1.0017372738113892
GATS4s,1.0530449277530107
GATS4v,1.0428869368855245
GATS5Z,0.9130884496655808
GATS5c,1.0038001720543317
GATS5d,0.958843268851165
GATS5i,0.8610522561381574
GATS5m,0.908741135457948
GATS5p,0.8702277904110326
GATS5s,0.9546315712714938
GATS5v,1.0594470328268881
GATS6Z,1.1740957543731783
GATS6c,0.760245256876581
GATS6d,0.7906879194630875
GATS6i,0.6578837942430646
GATS6m,1.1688494603782515
GATS6p,1.049000258937833
GATS6s,0.7330806541214435
GATS6v,1.0854485465530468
GATS7Z,1.0335588652754337
GATS7c,1.112723458376181
GATS7d,0.9411427057576832
GATS7i,1.2450831307483559
GATS7m,1.0388412021883087
GATS7p,1.1819975412797041
GATS7s,1.0217009730397022
GATS7v,1.207442583691908
GATS8Z,0.6354774052478137
GATS8c,0.576689455674056
GATS8d,1.1325503355704702
GATS8i,1.1488828986417916
GATS8m,0.6511067039056574
GATS8p,0.7720902451904303
GATS8s,1.053523653809629
GATS8v,0.794053954524795
MATS1Z,-0.02009075519608763
MATS1c,-0.5828120312562335
MATS1d,0.2794977267806885
MATS1i,-0.20640812761745972
MATS1m,-0.017824172601887504
MATS1p,-0.018060573613361348
MATS1s,-0.1059798617419873
MATS1v,0.007218090305382048
MATS2Z,-0.0343309335395966
MATS2c,0.005374129643733173
MATS2d,-0.08574167922202443
MATS2i,-0.2356396197229744
MATS2m,-0.033026256854514005
MATS2p,-0.14193560586151446
MATS2s,0.04358893176582532
MATS2v,-0.017155035261887337
MATS3Z,-0.01486359850062473
MATS3c,0.1178411952453575
MATS3d,-0.06160115052732507
MATS3i,0.22287048836937826
MATS3m,-0.01568961526350265
MATS3p,-0.028125481526202534
MATS3s,0.041749622620216593
MATS3v,-0.08744661729359832
MATS4Z,-0.1157004893794253
MATS4c,-0.06295378530998771
MATS4d,-0.19283317353787163
MATS4i,-0.09519674950373001
MATS4m,-0.12266405680991462
MATS4p,-0.07020250528598648
MATS4s,-0.11507936219507893
MATS4v,-0.08169787195084735
MATS5Z,-0.13801234779626143
MATS5c,-0.029102622845863124
MATS5d,-0.10580339518357683
MATS5i,-0.057853823900383065
MATS5m,-0.13540879798365305
MATS5p,0.008334646648773364
MATS5s,-0.13417823158371397
MATS5v,-0.14037385171044353
MATS6Z,-0.06375273323615165
MATS6c,0.12552439074078253
MATS6d,0.057046979865771855
MATS6i,0.16795553677271968
MATS6m,-0.06116803601075819
MATS6p,-0.04612196756603588
MATS6s,0.01825087155119259
MATS6v,-0.03244203465854464
MATS7Z,-0.052286328065060665
MATS7c,-0.2848436048643021
MATS7d,-0.0012363122571529281
MATS7i,-0.3024965646730331
MATS7m,-0.05174303246157482
MATS7p,-0.1733835864906422
MATS7s,-0.09256934542494355
MATS7v,-0.12338449618451112
MATS8Z,0.3130843470393084
MATS8c,0.35619174183025637
MATS8d,-0.052302707706549455
MATS8i,-0.1226806373737766
MATS8m,0.3073382141258862
MATS8p,0.1928922401518203
MATS8s,0.09039508910106502
MATS8v,0.27684630597925697
MAXaaN,4.031811224489796
MAXsCl,5.36296045683917
MAXsOH,9.322152345710245
MINaaN,3.6090621063240116
MINsCl,5.36296045683917
MINsOH,9.322152345710245
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.101832532312145
SpAD_D,185.2408780588413
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.1568533998769388
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,469
TMWC10,113.15461765248963
TSRW10,53.35871722951795
VE1_Dt,4.433585293053482
VE2_Dt,0.2216792646526741
VE3_Dt,2.1823557585241913
VR1_Dt,99.88659545803927
VR2_Dt,4.994329772901963
VR3_Dt,5.2971826776123585
Xc-3dv,0.4791007974199697
Xc-4dv,0.0
Xc-5dv,0.04348791268080165
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1388888888888889
Xch-7d,0.30577976915299365
Xp-0dv,11.148118153256029
Xp-1dv,6.0976419114319
Xp-2dv,4.151395459846117
Xp-3dv,2.6398263065629246
Xp-4dv,1.5199646432816782
Xp-5dv,0.9732410685827777
Xp-6dv,0.5057357552195592
Xp-7dv,0.2630670753423608
Xpc-4d,3.43422621814898
Xpc-5d,4.487206355997588
Xpc-6d,6.271123109766638
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,6.962746415416585
AATS0dv,11.520164609053499
AATS0pe,7.096320000000001
AATS0se,8.441881100000002
AATS1dv,10.50179211469534
AATS1pe,6.949209677419355
AATS1se,8.171471806451613
AATS2dv,9.430839002267573
AATS2pe,6.923179591836735
AATS2se,8.218386734693878
AATS3dv,8.71031746031746
AATS3pe,7.281503571428571
AATS3se,8.58815557142857
AATS4dv,6.109126984126983
AATS4pe,6.795117857142857
AATS4se,8.179623392857144
AATS5dv,5.816993464052288
AATS5pe,6.831964705882354
AATS5se,8.239504392156862
AATS6dv,5.046296296296297
AATS6pe,6.631662499999998
AATS6se,8.094509833333333
AATS7dv,4.976608187134503
AATS7pe,6.531986842105263
AATS7se,8.003037526315788
AATS8dv,6.314176245210728
AATS8pe,6.713958620689658
AATS8se,8.176816344827584
AATSC0Z,12.195555555555552
AATSC0c,0.033249076990984526
AATSC0d,0.662222222222222
AATSC0i,2.3104560260112197
AATSC0m,57.38660175637794
AATSC0p,0.240481048122
AATSC0s,3.028948669748852
AATSC0v,43.62744358825078
AATSC1Z,-0.2450179211469531
AATSC1c,-0.019377962098510587
AATSC1d,0.185089605734767
AATSC1i,-0.47689690227145265
AATSC1m,-1.0228686947414611
AATSC1p,-0.004343225672225674
AATSC1s,-0.3210075612435597
AATSC1v,0.3149068276129551
AATSC2Z,-0.41868480725623575
AATSC2c,0.00017868485028401648
AATSC2d,-0.056780045351473935
AATSC2i,-0.5444349793559384
AATSC2m,-1.8952646496138426
AATSC2p,-0.03413282326340808
AATSC2s,0.1320286368878701
AATSC2v,-0.7484303331424427
AATSC3Z,-0.1812698412698411
AATSC3c,0.003918110973422531
AATSC3d,-0.04079365079365081
AATSC3i,0.5149324628730935
AATSC3m,-0.9003737028374154
AATSC3p,-0.006763645276357133
AATSC3s,0.12645746389802165
AATSC3v,-3.8150723629598153
AATSC4Z,-1.4110317460317463
AATSC4c,-0.002093155254645692
AATSC4d,-0.12769841269841273
