DLiP-ID,C000LU
DLiP-Mol-ID,31016
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H21N3O5S2/c1-27(23,24)20-16-6-4-14(5-7-16)18(22)19-15-8-10-17(11-9-15)28(25,26)21-12-2-3-13-21/h4-11,20H,2-3,12-13H2,1H3,(H,19,22)"
Standard Inchi Key(RDKit),LEZHMWZXDXZKEG-UHFFFAOYSA-N
Canonical SMILES(RDKit),CS(=O)(=O)Nc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),423.516
MW Monoisotopic(RDKit),423.092262772
MolLogP(RDKit),2.0949
XLogP(SDF),
XLogP(CDK),1.827
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),112.65
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.738773588610453
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1818430.4413287404
qed,0.738773588610453
Chi0,20.363596551749417
Chi1,13.14881503833608
TPSA,112.64999999999999
Chi0n,15.252180907010201
Chi0v,16.885174068865652
Chi1n,8.645051520786893
Chi1v,11.976526387645789
Chi2n,6.541271813015564
Chi2v,10.227661992140979
Chi3n,4.265327311477426
Chi3v,6.784688883658142
Chi4n,2.89476762326171
Chi4v,4.976081716057428
MolMR,107.29650000000002
MolWt,423.51600000000025
fr_SH,0
Kappa1,20.308016555346505
Kappa2,7.89885738261335
Kappa3,4.8863532789087225
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1057.2090858789002
MolLogP,2.0949
NOCount,8
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.673332447691727
SMR_VSA1,21.630131152729696
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,17.737126721369794
SMR_VSA6,29.384165463794975
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,164.21495078070478
NHOHCount,2
PEOE_VSA1,5.316788604006331
PEOE_VSA2,9.51663204852391
PEOE_VSA3,16.835593968657875
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,61.3725797935449
PEOE_VSA8,30.027736852889273
PEOE_VSA9,11.15125265902918
RingCount,3
SMR_VSA10,37.328534585533795
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,423.09226277199997
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,20.046582306815168
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,10.038883468458419
SlogP_VSA2,46.393271684642166
SlogP_VSA3,20.046582306815168
SlogP_VSA4,0.0
SlogP_VSA5,23.19963192162084
SlogP_VSA6,53.42642002321065
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
