DLiP-ID,T007A2
DLiP-Mol-ID,25258
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H"
Standard Inchi Key(RDKit),XEFQLINVKFYRCS-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),289.545
MW Monoisotopic(RDKit),287.951162504
MolLogP(RDKit),5.1447
XLogP(SDF),
XLogP(CDK),4.695
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),29.46
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.82868506280899
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Transthyretin tetramer
Common Target Pref Name,Transthyretin tetramer
RDKit Descriptors
Ipc,6760.591529483623
qed,0.8286850628089901
Chi0,12.41384908344359
Chi1,8.0585506480638
TPSA,29.46
Chi0n,8.453456920129257
Chi0v,10.721243758184622
Chi1n,4.674869541152853
Chi1v,5.808762960180536
Chi2n,3.28885256961871
Chi2v,4.568924257303285
Chi3n,2.0348262969219864
Chi3v,2.8003900677145026
Chi4n,1.2532758781535325
Chi4v,1.8666891995174282
MolMR,69.65280000000003
MolWt,289.54499999999996
fr_SH,0
Kappa1,12.369104292002639
Kappa2,5.046296347606327
Kappa3,2.9732672324480336
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,505.9421592432012
MolLogP,5.144700000000002
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.3122378354877973
SMR_VSA1,9.843390348640755
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,51.466102351993634
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,113.3060749879089
NHOHCount,1
PEOE_VSA1,9.843390348640755
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,34.802819670697545
