DLiP-ID,C001QQ
AATSC4m,-0.6941144089145789
AATSC4p,-0.002650027719181928
AATSC4s,0.19631915667452116
AATSC4v,-2.3066808657963933
AATSC5Z,1.0615491721195658
AATSC5c,0.0001966274156593721
AATSC5d,0.013213849678313237
AATSC5i,0.08651663719892272
AATSC5m,5.076221804902805
AATSC5p,0.02345200874004455
AATSC5s,0.09789230771575724
AATSC5v,7.080340010588279
AATSC6Z,-0.8122856419424384
AATSC6c,-0.002498183273727862
AATSC6d,-0.13870836562291394
AATSC6i,0.03571881630170086
AATSC6m,-3.7780510293867127
AATSC6p,-0.01096399001113457
AATSC6s,-0.34458481353886145
AATSC6v,-2.1797772337600065
AATSC7Z,-0.1647688361133356
AATSC7c,0.00204262714378843
AATSC7d,-0.22708190657488989
AATSC7i,-0.24241499056298413
AATSC7m,-0.9723531485763345
AATSC7p,-0.05036830143943633
AATSC7s,0.18599556248567867
AATSC7v,-7.461417348505179
AATSC8Z,-1.447078538355849
AATSC8c,7.444325238009575e-05
AATSC8d,-0.20008656770945013
AATSC8i,-0.14719230474182177
AATSC8m,-6.941278816377177
AATSC8p,-0.04747338909355614
AATSC8s,-0.13302549291088994
AATSC8v,-10.312306300436122
ATS0are,314.2495999999998
ATS1are,329.12900000000013
ATS2are,556.5628000000003
ATS3are,754.8957
ATS4are,845.2579
ATS5are,835.2170000000001
ATS6are,775.0339999999997
ATS7are,766.6249999999999
ATS8are,754.7119999999998
ATSC0dv,215.87234042553186
ATSC0pe,8.161085106382973
ATSC0se,5.855715744680848
ATSC1dv,50.83521955636033
ATSC1pe,-1.4589078768673605
ATSC1se,-1.1720389678587608
ATSC2dv,45.121774558623805
ATSC2pe,0.8305712992304204
ATSC2se,0.2610273499320953
ATSC3dv,28.30692621095517
ATSC3pe,1.1449570846536898
ATSC3se,1.081074826618376
ATSC4dv,48.26799456767767
ATSC4pe,1.555181620642826
ATSC4se,1.5617501530104128
ATSC5dv,29.528746038931644
ATSC5pe,1.037522679945675
ATSC5se,0.2779627596197427
ATSC6dv,-76.42417383431415
ATSC6pe,-2.872445586238117
ATSC6se,-2.0935278696242663
ATSC7dv,-46.788592123132645
ATSC7pe,1.124213671344499
ATSC7se,0.6886573164327735
ATSC8dv,-134.75418741511996
ATSC8pe,-1.9008553644182873
ATSC8se,-1.0472685722046218
AXp-0dv,0.5462206169536541
AXp-1dv,0.28602776083491527
AXp-2dv,0.15113362270033626
AXp-3dv,0.07878522295897872
AXp-4dv,0.03808179742223551
AXp-5dv,0.019504197708700353
AXp-6dv,0.010264323998827742
AXp-7dv,0.005439956109059416
BertzCT,1075.453994856704
ECIndex,490
ETA_eta,25.212392220793618
GATS1dv,0.5457685143838731
GATS1pe,0.8976422373230644
GATS1se,0.9605152871201177
GATS2dv,0.7458111571062489
GATS2pe,0.7214055856797359
GATS2se,0.7583524743056925
GATS3dv,0.871213033079866
GATS3pe,0.8599661130453103
GATS3se,0.8623134312607236
GATS4dv,0.8621904805228284
GATS4pe,0.8512488872283801
GATS4se,0.8185328964413393
GATS5dv,0.9145065378802815
GATS5pe,0.8277613788542014
GATS5se,0.814692385749172
GATS6dv,1.1187167356593735
GATS6pe,1.0746451268010446
GATS6se,1.0756027050384998
GATS7dv,1.0572487831506168
GATS7pe,0.8955877099787877
GATS7se,0.9169278102786823
GATS8dv,1.291617818447163
GATS8pe,1.20649644588776
GATS8se,1.2085624754271926
LogEE_A,4.223429388912965
LogEE_D,130.3644328143239
MATS1dv,0.22587568439557965
MATS1pe,-0.1714674701152899
MATS1se,-0.19198347250056072
MATS2dv,0.11695202425539505
MATS2pe,0.05694394940975104
MATS2se,0.02494161663441036
MATS3dv,0.054539999197556366
MATS3pe,0.05835266782536349
MATS3se,0.07678832293230459
MATS4dv,0.08083822347571609
MATS4pe,0.068895001487038
MATS4se,0.09642420709026674
MATS5dv,0.048704818737343884
MATS5pe,0.04526615632695076
MATS5se,0.01690170646387453
MATS6dv,-0.14100989953459156
MATS6pe,-0.14019087752918183
MATS6se,-0.14240151535459433
MATS7dv,-0.08706727926124735
MATS7pe,0.055336661169740314
MATS7se,0.04724275060965911
MATS8dv,-0.25735835745484353
MATS8pe,-0.0960271793959141
MATS8se,-0.07373455965072086
MAXaaCH,1.7698668587805493
MAXaaNH,2.051521228657773
MAXaaaC,0.49336876417233566
MAXaasC,0.9324247091959939
MAXaasN,1.4015154950869237
MAXsCH3,1.8793862187896277
MDEC-11,0.33333333333333337
MDEC-12,1.9038455090528033
MDEC-13,4.917526117498818
MDEC-22,1.3398602321756279
MDEC-23,13.156459506393855
MDEC-33,15.609109990980121
MDEN-22,1.1447142425533319
MDEN-23,1.040041911525952
MDEO-11,2.6302655977812583
MINaaCH,1.760449892920131
MINaaNH,2.051521228657773
MINaaaC,0.44531984861845997
MINaasC,-0.08819489061056496
MINaasN,1.4015154950869237
MINsCH3,1.869400996496956
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0714285714285716
SM1_Dzi,1.9398034571003986
SM1_Dzm,2.0655941885209126
SM1_Dzp,-8.566492858762185
SM1_Dzv,-3.671265381321869
SddssSe,0
SpAD_Dt,630.6858574342491
SpAbs_A,33.99791875073827
SpAbs_D,260.72886562864784
SpMAD_A,1.2591821759532693
SpMAD_D,9.65662465291288
SpMax_A,2.5274133563055523
SpMax_D,130.3644328143239
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,161.56
TpiPC10,9.676879755693323
VAdjMat,5.857980995127572
VE1_DzZ,5.094800886208429
VE1_Dzi,5.088161277194145
VE1_Dzm,5.094806758413228
VE1_Dzp,5.090830982198774
VE1_Dzv,5.100855005152567
VE2_DzZ,0.1886963291188307
VE2_Dzi,0.18845041767385723
VE2_Dzm,0.18869654660789734
VE2_Dzp,0.18854929563699163
VE2_Dzv,0.18892055574639138
VE3_DzZ,2.6214723586874484
VE3_Dzi,2.6201682961074897
VE3_Dzm,2.6214735112744774
VE3_Dzp,2.6206928480469767
VE3_Dzv,2.6226599467583274
VR1_DzZ,166.55159395854477
VR1_Dzi,167.37074984557262
VR1_Dzm,166.55233218491762
VR1_Dzp,168.04054638107976
VR1_Dzv,166.6404642312324
VR2_DzZ,6.168577554020176
VR2_Dzi,6.198916660947134
VR2_Dzm,6.1686048957376896
VR2_Dzp,6.223723940039991
VR2_Dzv,6.171869045601199
VR3_DzZ,6.1085569080547595
VR3_Dzi,6.113463183692924
VR3_Dzm,6.108561340463476
VR3_Dzp,6.117457070800345
VR3_Dzv,6.109090355792247
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.047308758192707016
Xch-7dv,0.11932421453217784
Xpc-4dv,2.002302299027018
Xpc-5dv,2.2775802534040372
Xpc-6dv,3.050197917017381
Zagreb1,144.0
Zagreb2,173.0
fragCpx,139.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,2
nBondsM,17
nBondsO,29
nBondsS,32
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,2
AATS0are,6.686161702127656
AATS1are,6.716918367346942
AATS2are,6.6257476190476225
AATS3are,6.6804929203539825
AATS4are,6.501983846153846
AATS5are,6.327401515151516
AATS6are,6.568084745762709
AATS7are,6.552350427350427
AATS8are,6.620280701754384
AATSC0dv,4.593028519692167
AATSC0pe,0.17364010864644625
AATSC0se,0.12458969669533719
AATSC1dv,1.0374534603338843
AATSC1pe,-0.029773630140150213
AATSC1se,-0.023919162609362467
AATSC2dv,0.5371639828407596
AATSC2pe,0.00988775356226691
AATSC2se,0.003107468451572563
AATSC3dv,0.2505037717783643
AATSC3pe,0.010132363581006104
AATSC3se,0.009567033863879434
AATSC4dv,0.37129226590521286
AATSC4pe,0.011962935543406354
AATSC4se,0.012013462715464714
AATSC5dv,0.2237026215070579
AATSC5pe,0.00786002030261875
AATSC5se,0.002105778481967748
AATSC6dv,-0.6476624901213063
AATSC6pe,-0.024342759205407773
AATSC6se,-0.017741761606985307
AATSC7dv,-0.3999024967789115
AATSC7pe,0.009608663857645292
AATSC7se,0.005885959969510884
AATSC8dv,-1.1820542755712278
AATSC8pe,-0.01667416986331831
AATSC8se,-0.00918656642284756
AETA_eta,0.9337923044738377
ATSC0are,8.988995744680851
ATSC1are,-1.7262423721140785
ATSC2are,0.8470416478044345
ATSC3are,1.4838378904481648
ATSC4are,2.0229670891806246
ATSC5are,0.7923225894069728
ATSC6are,-3.270304210049795
ATSC7are,1.1689850611136257
ATSC8are,-1.9402662743322772
BCUTZ-1h,8.02464579422797
BCUTZ-1l,5.681386688233665
BCUTc-1h,0.5194990439106265
BCUTc-1l,-0.44286027832054486
BCUTd-1h,3.2814588185859153
BCUTd-1l,0.9772132992589287
BCUTi-1h,14.561358492099455
BCUTi-1l,10.945119865435442
BCUTm-1h,16.012587950970953
BCUTm-1l,11.694820026987252
BCUTp-1h,2.000512964154856
BCUTp-1l,0.7441125382634506
BCUTs-1h,7.009386273674642
BCUTs-1l,1.1735741899595367
BCUTv-1h,20.90017531623645
BCUTv-1l,14.701775804882697
BalabanJ,1.8268396121015518
Diameter,11
ETA_beta,32.25
GATS1are,0.9290111808053702
GATS2are,0.7343270908926715
GATS3are,0.8600189942486718
GATS4are,0.8390869731173759
GATS5are,0.8318320600951985
GATS6are,1.0839583071262686
GATS7are,0.9023866295019105
GATS8are,1.2057035449706417
HybRatio,0.4117647058823529
Lipinski,True
LogEE_Dt,313.38515425434514
MATS1are,-0.184201166271848
MATS2are,0.052724462561383606
MATS3are,0.06865856092117091
MATS4are,0.08136397323339371
MATS5are,0.03138446934371886
MATS6are,-0.14490815576357305
MATS7are,0.052240795617804085
MATS8are,-0.08899040158578697
MAXssCH2,-0.2855744520030232
MAXsssCH,-1.4965287226001511
MINssCH2,-0.7344611870612954
MINsssCH,-1.6379359042999913
NsssssAs,0
RotRatio,0.1724137931034483
SM1_Dzpe,2.197062423500612
SM1_Dzse,2.052020773761969
SMR_VSA1,20.426109579362823
SMR_VSA2,0.0
SMR_VSA3,19.519035210632982
SMR_VSA4,0.0
SMR_VSA5,38.70412996853872
SMR_VSA6,6.606881964512918
SMR_VSA7,44.09772178171633
SMR_VSA8,0.0
SMR_VSA9,11.518332492848387
SpAD_DzZ,198.51146201746877
SpAD_Dzi,194.39024314644683
SpAD_Dzm,198.55310103354034
SpAD_Dzp,277.3324185774674
SpAD_Dzv,246.48538870680994
SpAbs_Dt,630.6858574342491
SpDiam_A,5.0548267126111055
SpDiam_D,178.46276424471563
SpMAD_Dt,23.358735460527743
SpMax_Dt,313.38515425434514
SsssssAs,0
VE1_Dzpe,5.093909828037804
VE1_Dzse,5.094919382855571
VE2_Dzpe,0.1886633269643631
VE2_Dzse,0.18870071788353968
VE3_Dzpe,2.621297447808558
VE3_Dzse,2.6214956167640238
VMcGowan,262.8500000000003
VR1_Dzpe,166.627077908585
VR1_Dzse,166.54213284871645
VR2_Dzpe,6.171373255873518
VR2_Dzse,6.168227142545054
VR3_Dzpe,6.109010022000551
VR3_Dzse,6.108500100561436
mZagreb1,11.083333333333332
mZagreb2,5.8888888888888875
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,42
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.19125522861023087
AATSC1are,-0.03522943616559344
AATSC2are,0.010083829140528982
AATSC3are,0.013131308765028007
AATSC4are,0.01556128530138942
AATSC5are,0.006002443859143733
AATSC6are,-0.02771444245804911
AATSC7are,0.009991325308663467
AATSC8are,-0.01701987959940594
AETA_beta,1.1944444444444444
BCUTdv-1h,6.023574187999889
BCUTdv-1l,0.9948225167595549
BCUTpe-1h,3.4977283671037593
BCUTpe-1l,2.2268223524786777
BCUTse-1h,3.709550139945432
BCUTse-1l,2.4220645872217745
ETA_alpha,12.100000000000003
ETA_dBeta,-4.25
ETA_eta_B,0.6917604541622815
ETA_eta_F,28.051013880688195
ETA_eta_L,6.3462243850158355
ETA_eta_R,53.26340610148181
ETA_psi_1,0.4820717131474107
LabuteASA,152.29232415746102
LogEE_DzZ,99.33245058545396
LogEE_Dzi,97.26696614570861
LogEE_Dzm,99.35305400523391
LogEE_Dzp,137.4415776122626
LogEE_Dzv,122.81228437299323
PEOE_VSA1,24.993209227154175
PEOE_VSA2,9.77851570501903
PEOE_VSA3,9.77851570501903
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,37.10711151969846
PEOE_VSA8,0.0
PEOE_VSA9,24.185039805658015
SM1_Dzare,2.456956724057701
SpAD_Dzpe,197.0171687595556
SpAD_Dzse,198.72910468293387
SpAbs_DzZ,196.5934725994794
SpAbs_Dzi,192.661263363108
SpAbs_Dzm,196.64051382194688
SpAbs_Dzp,283.44964808328734
SpAbs_Dzv,249.2958341273084
SpDiam_Dt,425.15981540789824
SpMAD_DzZ,7.3522763710173615
SpMAD_Dzi,7.199638635053587
SpMAD_Dzm,7.3538185567977905
SpMAD_Dzp,10.271571058424719
SpMAD_Dzv,9.129088470622591
SpMax_DzZ,99.33245058545396
SpMax_Dzi,97.26696614570861
SpMax_Dzm,99.35305400523391
SpMax_Dzp,137.4415776122626
SpMax_Dzv,122.81228437299323
VE1_Dzare,5.09297566305446
VE2_Dzare,0.1886287282612763
VE3_Dzare,2.6211140423924904
VR1_Dzare,166.67122598562142
VR2_Dzare,6.17300836983783
VR3_Dzare,6.109274938303928
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.44814814814814824
AETA_dBeta,-0.1574074074074074
AETA_eta_B,0.025620757561565982
AETA_eta_F,1.0389264400254887
AETA_eta_L,0.2350453475931791
AETA_eta_R,1.9727187444993264
BCUTare-1h,3.5508623220255306
BCUTare-1l,2.1780106003412936
ETA_beta_s,18.25
ETA_dPsi_A,0.23192828685258926
ETA_dPsi_B,0.0
ETA_eta_BR,0.9497604541622815
ETA_eta_FL,6.376228723194979
ETA_eta_RL,12.722453108210814
LogEE_Dzpe,98.58995706212968
LogEE_Dzse,99.44055311086551
PEOE_VSA10,18.31189916324491
PEOE_VSA11,11.518332492848387
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,11.24901029325548
SlogP_VSA2,64.86392591775362
SlogP_VSA3,6.544756405912575
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.126902983393991
SlogP_VSA6,21.721808505066864
SlogP_VSA7,0.0
SlogP_VSA8,22.551733928080907
SlogP_VSA9,0.0
SpAD_Dzare,194.68363528840365
SpAbs_Dzpe,194.98285170075872
SpAbs_Dzse,196.82908544796916
SpDiam_DzZ,141.98832594736274
SpDiam_Dzi,138.91332128933078
SpDiam_Dzm,142.01561310770506
SpDiam_Dzp,192.73203364110222
SpDiam_Dzv,173.7080435208963
SpMAD_Dzpe,7.296932176279837
SpMAD_Dzse,7.360337210479032
SpMax_Dzpe,98.58995706212968
SpMax_Dzse,99.44055311086551
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6759259259259259
AETA_eta_BR,0.035176313117121535
AETA_eta_FL,0.2361566193775918
AETA_eta_RL,0.4712019669707709
DetourIndex,4184
EState_VSA1,36.1677914210133
EState_VSA2,18.063088898760963
EState_VSA3,11.033401435232523
EState_VSA4,11.126902983393991
EState_VSA5,4.567099647791355
EState_VSA6,12.13273413692322
EState_VSA7,13.847474399381248
EState_VSA8,14.951935562841626
EState_VSA9,5.106527394840706
ETA_beta_ns,14.0
ETA_shape_p,0.24793388429752058
ETA_shape_x,0.0
ETA_shape_y,0.48760330578512384
GhoseFilter,False
LogEE_Dzare,97.43281604138915
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,192.42344971650053
SpDiam_Dzpe,140.9640965163314
SpDiam_Dzse,142.13694384312163
SpMAD_Dzare,7.210505010681617
SpMax_Dzare,97.43281604138915
TopoPSA(NO),161.56
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.4015154950869237
VSA_EState9,75.43181783824639
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.5185185185185185
EState_VSA10,24.90865655266576
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.05185185185185173
FilterItLogS,-2.3171100516603356
SpDiam_Dzare,139.39942056907154
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6617021276595745
ETA_epsilon_2,0.9296296296296291
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.6207547169811319
ETA_epsilon_5,0.8312499999999997
AETA_beta_ns_d,0.037037037037037035
ETA_dEpsilon_A,0.22144238739983413
ETA_dEpsilon_B,0.04094741067844254
ETA_dEpsilon_C,-0.1804949767213916
ETA_dEpsilon_D,0.09837962962962943
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.5185185185185185
MDEDescriptor,"0.33333333333333337,1.9038455090528033,4.917526117498818,0.0,1.3398602321756279,13.156459506393855,0.0,15.609109990980121,0.0,0.0,2.6302655977812583,0.0,0.0,0.0,0.0,0.0,1.1447142425533319,1.040041911525952,0.0"
APolDescriptor,52.46785999999998
BCUTDescriptor,"11.890000000000004,15.999952447666514,-0.39340606584505344,0.32791250431216157,4.220006344791664,11.673119826005287"
BPolDescriptor,29.06014
TPSADescriptor,161.56
ALOGPDescriptor,"1.1049000000000009,1.220804010000002,86.7674"
XLogPDescriptor,0.5759999999999996
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,376.13828451999996
ChiPathDescriptor,"19.877950698581344,12.722453108210818,12.088667843189079,10.3827614382652,7.993842669974923,6.702326815533032,5.089412310776673,3.923264406875119,14.74795665774866,8.294805064212543,6.498745776114456,4.569542931620766,2.8942166040898987,2.047940759413537,1.293304823852295,0.8268733285770314"
ChiChainDescriptor,"0.0,0.0,0.0,0.15647203227376255,0.5194288721278822,0.0,0.0,0.0,0.04730875819270702,0.11932421453217783"
AtomCountDescriptor,47
BondCountDescriptor,29
SmallRingDescriptor,"3,3,1,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.3706342469207513,0.0,0.7697652869181568,0.0,0.9962926104371234,0.0,0.21752377465641723,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,2,4,3,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"54.2704306980705,2.010015951780389,27.826056701643342,14.963555675684649,12.862501025958643"
FractionalPSADescriptor,0.42952288200647004
WienerNumbersDescriptor,"1698.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.815798319545602,8.436772792131396,12.917536423085034,2.002302299027018,2.2775802534040377,2.895878626362144"
FractionalCSP3Descriptor,0.4117647058823529
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,2,3,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,8.788534342888047,4.451843043995244"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1699.1
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.4117647058823529
AutocorrelationDescriptorMass,"33.086735418351594,32.48818926141939,49.69890054261777,58.32710026376347,54.049878901078614"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.9239294674679227,-0.37497035522005867,-0.12380352484272268,-0.10079086791342695,0.17267608254827344"
EccentricConnectivityIndexDescriptor,490
AutocorrelationDescriptorPolarizability,"1829.657546205821,2207.516894821455,3251.6295258823866,3587.085269607271,3226.179126228636"
