DLiP-ID,C000B7
DLiP-Mol-ID,30561
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H23N3O2/c1-11(10-23)21-19(24)13-6-15-14-4-3-5-16-18(14)12(8-20-16)7-17(15)22(2)9-13/h3-6,8,11,13,17,20,23H,7,9-10H2,1-2H3,(H,21,24)/t11-,13+,17+/m0/s1"
Standard Inchi Key(RDKit),WVVSZNPYNCNODU-XTQGRXLLSA-N
Canonical SMILES(RDKit),C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
SMILES(SDF),
MW(SDF),
MW(RDKit),325.412
MW Monoisotopic(RDKit),325.179026976
MolLogP(RDKit),1.5346
XLogP(SDF),
XLogP(CDK),1.182
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),68.36
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.801650582039263
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,474343.90858568816
qed,0.8016505820392625
Chi0,16.844570503761737
Chi1,11.579718698118981
TPSA,68.36
Chi0n,14.042797978540431
Chi0v,14.042797978540431
Chi1n,8.50704177044572
Chi1v,8.50704177044572
Chi2n,7.022255817036692
Chi2v,7.022255817036692
Chi3n,5.267512441743629
Chi3v,5.267512441743629
Chi4n,4.010100258329156
Chi4v,4.010100258329156
MolMR,94.57820000000004
MolWt,325.4120000000001
fr_SH,0
Kappa1,15.419590786039532
Kappa2,5.756503799910857
Kappa3,2.3556579924784398
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,823.1262741208847
MolLogP,1.5346000000000002
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.745962361723902
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,15.200676855804018
SMR_VSA4,5.917906046161393
SMR_VSA5,25.428240480912557
SMR_VSA6,20.199310353102682
SMR_VSA7,41.59886786722578
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,1
fr_Ar_OH,0
