DLiP-ID,C000OY
AATSC6i,-0.02128193263247421
AATSC6m,-11.998722394671201
AATSC6p,-0.010902217244314413
AATSC6s,-0.5567200491307635
AATSC6v,-8.737921726104302
AATSC7Z,-1.4591836734693873
AATSC7c,-0.0005384523364007451
AATSC7d,-0.014232008592910798
AATSC7i,-0.0532691163677455
AATSC7m,-6.893022024704614
AATSC7p,-0.01430349455519283
AATSC7s,-0.28879676870748305
AATSC7v,-6.70296774456407
AATSC8Z,0.387755102040817
AATSC8c,0.0004764958250317274
AATSC8d,0.08673469387755109
AATSC8i,-0.05613272795880426
AATSC8m,1.7468472602040883
AATSC8p,-0.009091664577301076
AATSC8s,0.06962159863945576
AATSC8v,-0.6096399867130914
ATS0are,178.90000000000003
ATS1are,192.2
ATS2are,299.5
ATS3are,392.5799999999999
ATS4are,374.69
ATS5are,320.86999999999995
ATS6are,284.37000000000006
ATS7are,223.08999999999997
ATS8are,153.92000000000002
ATSC0dv,108.85714285714283
ATSC0pe,3.5766964285714264
ATSC0se,2.6604857142857137
ATSC1dv,20.367346938775533
ATSC1pe,-0.2569783163265315
ATSC1se,-0.21304669387755093
ATSC2dv,22.06122448979593
ATSC2pe,0.05523099489795777
ATSC2se,-0.09939559183673469
ATSC3dv,48.204081632653065
ATSC3pe,2.1852827806122432
ATSC3se,1.4557055510204078
ATSC4dv,-32.10204081632652
ATSC4pe,-0.4963034438775534
ATSC4se,-0.392200489795918
ATSC5dv,-77.42857142857142
ATSC5pe,-1.9809544642857158
ATSC5se,-1.3723468571428563
ATSC6dv,-81.59183673469387
ATSC6pe,-2.1107478316326524
ATSC6se,-1.2128934693877542
ATSC7dv,-27.734693877551027
ATSC7pe,-0.7088237244897929
ATSC7se,-0.31314204081632663
ATSC8dv,16.57142857142856
ATSC8pe,0.3874857142857173
ATSC8se,0.26995085714285677
AXp-0dv,0.5255479221741288
AXp-1dv,0.278700655257918
AXp-2dv,0.14182507078975976
AXp-3dv,0.07204706898216774
AXp-4dv,0.037595434703149466
AXp-5dv,0.01973940284961259
AXp-6dv,0.00964070745356459
AXp-7dv,0.005227351121141336
BertzCT,757.5407671777517
ECIndex,270
ETA_eta,9.444416819240482
GATS1dv,0.5084645669291339
GATS1pe,0.7307930802066953
GATS1se,0.7846743129611135
GATS2dv,0.6491037024627243
GATS2pe,0.6958046243492976
GATS2se,0.7607414762347712
GATS3dv,0.7969536594810896
GATS3pe,0.7595953018478074
GATS3se,0.8250210021342793
GATS4dv,1.2814960629921264
GATS4pe,1.3913552247277374
GATS4se,1.476890668954677
GATS5dv,1.4401012373453321
GATS5pe,1.5960535353211156
GATS5se,1.65914223120222
GATS6dv,1.4413385826771656
GATS6pe,1.492721036471205
GATS6se,1.4400992944360322
GATS7dv,1.1030874430169917
GATS7pe,0.920762927313791
GATS7se,0.7726823554746913
GATS8dv,0.7883858267716537
GATS8pe,0.4549674230509994
GATS8se,0.268860465865524
LogEE_A,3.8379313597186835
LogEE_D,64.738393962453
MATS1dv,0.1746281714785654
MATS1pe,-0.06705808931825584
MATS1se,-0.07473957852307668
MATS2dv,0.12073490813648302
MATS2pe,0.00919943083951149
MATS2se,-0.02225698669187403
MATS3dv,0.20326147756120655
MATS3pe,0.2804489116258436
MATS3se,0.2511544070151829
MATS4dv,-0.14486347101349173
MATS4pe,-0.06816295087552914
MATS4se,-0.0724153069831596
MATS5dv,-0.40644919385076866
MATS5pe,-0.3164858975867742
MATS5se,-0.2947575323824558
MATS6dv,-0.4663750364537767
MATS6pe,-0.3671975613747501
MATS6se,-0.28366597339309074
MATS7dv,-0.18773311230832998
MATS7pe,-0.14602613776258916
MATS7se,-0.0867271112799235
MATS8dv,0.15223097112860884
MATS8pe,0.10833620409895496
MATS8se,0.10146675687575833
MAXaaCH,1.860815381708239
MAXaaaC,0.4714380196523058
MAXaasC,0.6785676492819351
MDEC-22,10.154826347095446
MDEC-23,16.218346502876834
MDEC-33,8.098009088008032
MDEO-11,0.33333333333333337
MDEO-12,0.5773502691896258
MINaaCH,1.6345833333333333
MINaaaC,0.3839640022675741
MINaasC,-0.34731481481481485
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.75
SM1_Dzi,0.5194025576349036
SM1_Dzm,0.7477967372960812
SM1_Dzp,-3.246882793017456
SM1_Dzv,-1.196983434174077
SddssSe,0
SpAD_Dt,321.5614841876527
SpAbs_A,24.210868591645216
SpAbs_D,129.47678792490606
SpMAD_A,1.345048255091401
SpMAD_D,7.1931548847170035
SpMax_A,2.4600112010197988
SpMax_D,64.738393962453
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,50.44
TpiPC10,9.016520935931004
VAdjMat,5.321928094887363
VE1_DzZ,4.184003291275925
VE1_Dzi,4.184960738463984
VE1_Dzm,4.18401325339781
VE1_Dzp,4.183375231824694
VE1_Dzv,4.187970484261156
VE2_DzZ,0.23244462729310694
VE2_Dzi,0.2324978188035547
VE2_Dzm,0.23244518074432274
VE2_Dzp,0.23240973510137192
VE2_Dzv,0.23266502690339752
VE3_DzZ,2.019055178298257
VE3_Dzi,2.0192839873094637
VE3_Dzm,2.0190575592978237
VE3_Dzp,2.0189050573372707
VE3_Dzv,2.0200029101924404
VR1_DzZ,91.02042030662273
VR1_Dzi,90.98165423299538
VR1_Dzm,91.02000275491295
VR1_Dzp,91.7009125909618
VR1_Dzv,91.0853228492666
VR2_DzZ,5.056690017034596
VR2_Dzi,5.054536346277521
VR2_Dzm,5.056666819717386
VR2_Dzp,5.094495143942322
VR2_Dzv,5.060295713848145
VR3_DzZ,5.098870545219161
VR3_Dzi,5.098444549259372
VR3_Dzm,5.098865957757731
VR3_Dzp,5.106318996033903
VR3_Dzv,5.099583345861987
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0726105518097527
Xch-7dv,0.07329067411093776
Xpc-4dv,0.8148618521223193
Xpc-5dv,1.0801070337238377
Xpc-6dv,1.381783212901435
Zagreb1,96.0
Zagreb2,115.0
fragCpx,94.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,20
nBondsS,12
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,3
naHRing,1
AATS0are,6.389285714285715
AATS1are,6.406666666666666
AATS2are,6.372340425531915
AATS3are,6.435737704918032
AATS4are,6.573508771929824
AATS5are,6.548367346938774
AATS6are,6.319333333333335
AATS7are,5.8707894736842094
AATS8are,5.497142857142857
AATSC0dv,3.8877551020408156
AATSC0pe,0.12773915816326523
AATSC0se,0.09501734693877549
AATSC1dv,0.6789115646258511
AATSC1pe,-0.00856594387755105
AATSC1se,-0.007101556462585031
AATSC2dv,0.46938775510204106
AATSC2pe,0.001175127551020378
AATSC2se,-0.002114799826313504
AATSC3dv,0.7902308464369355
AATSC3pe,0.03582430787888923
AATSC3se,0.023864025426564062
AATSC4dv,-0.5631936985320443
AATSC4pe,-0.008707077962764095
AATSC4se,-0.006880710347296807
AATSC5dv,-1.5801749271137024
AATSC5pe,-0.040427642128279914
AATSC5se,-0.02800707871720115
AATSC6dv,-1.8131519274376415
AATSC6pe,-0.0469055073696145
AATSC6se,-0.02695318820861676
AATSC7dv,-0.7298603651987112
AATSC7pe,-0.01865325590762613
AATSC7se,-0.00824058002148228
AATSC8dv,0.5918367346938771
AATSC8pe,0.01383877551020419
AATSC8se,0.009641102040816312
AETA_eta,0.5246898232911379
ATSC0are,3.9
ATSC1are,-0.3000000000000009
ATSC2are,-1.021405182655136e-15
ATSC3are,2.329999999999998
ATSC4are,-0.5600000000000027
ATSC5are,-2.130000000000002
ATSC6are,-2.13
ATSC7are,-0.6599999999999977
ATSC8are,0.42000000000000315
BCUTZ-1h,8.024222599982348
BCUTZ-1l,5.672342142537204
BCUTc-1h,0.5011347374484546
BCUTc-1l,-0.5254771305699979
BCUTd-1h,3.287792686027045
BCUTd-1l,0.977787462290606
BCUTi-1h,13.638720203621597
BCUTi-1l,10.93336478598486
BCUTm-1h,16.011694959373425
BCUTm-1l,11.685789649623972
BCUTp-1h,2.014575760551417
BCUTp-1l,0.7487624380515497
BCUTs-1h,7.008278502657589
BCUTs-1l,1.3816544862630042
BCUTv-1h,20.914939898391864
BCUTv-1l,14.701727557058453
BalabanJ,1.703007398142893
Diameter,9
ETA_beta,27.5
GATS1are,0.7499999999999999
GATS2are,0.7151391162029459
GATS3are,0.7808322824716265
GATS4are,1.429554655870445
GATS5are,1.628335949764521
GATS6are,1.479230769230769
GATS7are,0.8626518218623479
GATS8are,0.3758241758241756
HybRatio,0.0
Lipinski,True
LogEE_Dt,160.78074209382635
MATS1are,-0.071794871794872
MATS2are,-1.5602479604115553e-16
MATS3are,0.2742328709541822
MATS4are,-0.07053531264057614
MATS5are,-0.3120879120879124
MATS6are,-0.3398290598290598
MATS7are,-0.12469635627530322
MATS8are,0.1076923076923085
NsssssAs,0
RotRatio,0.05
SM1_Dzpe,0.7761627906976745
SM1_Dzse,0.7454844006568143
SMR_VSA1,9.523678331894054
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,64.82063119212685
SMR_VSA8,0.0
SMR_VSA9,17.07321074385534
SpAD_DzZ,86.8403718396228
SpAD_Dzi,88.52772372836787
SpAD_Dzm,86.85637326938428
SpAD_Dzp,109.47621047570092
SpAD_Dzv,98.74745804913192
SpAbs_Dt,321.56148418765264
SpDiam_A,4.920022402039598
SpDiam_D,94.30030200181524
SpMAD_Dt,17.86452689931404
SpMax_Dt,160.78074209382635
SsssssAs,0
VE1_Dzpe,4.183883748178299
VE1_Dzse,4.184023691233381
VE2_Dzpe,0.23243798600990548
VE2_Dzse,0.2324457606240767
VE3_Dzpe,2.0190266064265114
VE3_Dzse,2.019060053989384
VMcGowan,172.83999999999978
VR1_Dzpe,91.0254507808217
VR1_Dzse,91.01956554363693
VR2_Dzpe,5.0569694878234275
VR2_Dzse,5.056642530202051
VR3_Dzpe,5.098925811226242
VR3_Dzse,5.098861154282529
mZagreb1,5.166666666666666
mZagreb2,3.972222222222222
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,22
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1392857142857143
AATSC1are,-0.01000000000000003
AATSC2are,-2.1732025162875236e-17
AATSC3are,0.038196721311475376
AATSC4are,-0.009824561403508819
AATSC5are,-0.04346938775510208
AATSC6are,-0.04733333333333333
AATSC7are,-0.01736842105263152
AATSC8are,0.015000000000000112
AETA_beta,1.5277777777777777
BCUTdv-1h,6.023795885614676
BCUTdv-1l,2.7343983248859685
BCUTpe-1h,3.495034508615419
BCUTpe-1l,2.217088825664769
BCUTse-1h,3.7078807496972166
BCUTse-1l,2.413256861710735
ETA_alpha,8.5
ETA_dBeta,5.5
ETA_eta_B,0.1433566145440004
ETA_eta_F,17.931680969365672
ETA_eta_L,3.1488650533090543
ETA_eta_R,27.376097788606156
ETA_psi_1,0.5704697986577183
LabuteASA,102.93073453354502
LogEE_DzZ,43.43911099295046
LogEE_Dzi,44.285705402379705
LogEE_Dzm,43.4471837919728
LogEE_Dzp,53.83619335090118
LogEE_Dzv,49.04123362618428
PEOE_VSA1,9.523678331894054
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,12.13273413692322
PEOE_VSA8,5.563451491696996
PEOE_VSA9,5.386224214464796
SM1_Dzare,0.8571428571428571
SpAD_Dzpe,86.6505483602914
SpAD_Dzse,86.87316947072924
SpAbs_DzZ,86.25703850628948
SpAbs_Dzi,88.1237439613185
SpAbs_Dzm,86.27475358482064
SpAbs_Dzp,110.91926949481979
SpAbs_Dzv,99.27945068654259
SpDiam_Dt,220.3190397661603
SpMAD_DzZ,4.824465102201267
SpMAD_Dzi,4.918206873798216
SpMAD_Dzm,4.825354070521349
SpMAD_Dzp,6.082011693094496
SpMAD_Dzv,5.48596989161844
SpMax_DzZ,43.43911099295046
SpMax_Dzi,44.285705402379705
SpMax_Dzm,43.4471837919728
SpMax_Dzp,53.83619335090118
SpMax_Dzv,49.04123362618428
VE1_Dzare,4.183498911502164
VE2_Dzare,0.23241660619456464
VE3_Dzare,2.0189346214672814
VR1_Dzare,91.04187963373595
VR2_Dzare,5.057882201874219
VR3_Dzare,5.0991062813075185
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4722222222222222
AETA_dBeta,0.3055555555555556
AETA_eta_B,0.007964256363555577
AETA_eta_F,0.9962044982980929
AETA_eta_L,0.17493694740605858
AETA_eta_R,1.520894321589231
BCUTare-1h,3.5486824061014883
BCUTare-1l,2.1680385037697314
ETA_beta_s,11.0
ETA_dPsi_A,0.14353020134228167
ETA_dPsi_B,0.0
ETA_eta_BR,0.4013566145440004
ETA_eta_FL,5.6219918945200416
ETA_eta_RL,8.770856947829095
LogEE_Dzpe,43.34327420453653
LogEE_Dzse,43.45565657975682
PEOE_VSA10,5.583020141642242
PEOE_VSA11,5.760247418874442
PEOE_VSA12,11.178302225184446
PEOE_VSA13,0.0
SlogP_VSA1,5.428790391900541
SlogP_VSA2,5.106527394840706
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,63.80899173727966
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,86.06522248857121
SpAbs_Dzpe,86.04686618974876
SpAbs_Dzse,86.29334827021839
SpDiam_DzZ,63.63939968292753
SpDiam_Dzi,65.0035217417408
SpDiam_Dzm,63.652362638268684
SpDiam_Dzp,79.46791763692579
SpDiam_Dzv,72.30790552876259
SpMAD_Dzpe,4.813919353349522
SpMAD_Dzse,4.826287192818291
SpMax_Dzpe,43.34327420453653
SpMax_Dzse,43.45565657975682
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6111111111111112
AETA_eta_BR,0.02229758969688891
AETA_eta_FL,0.3123328830288912
AETA_eta_RL,0.48726983043494976
DetourIndex,1431
EState_VSA1,5.428790391900541
EState_VSA2,11.509759252158346
EState_VSA3,16.532695847804035
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,36.39820241076966
EState_VSA7,18.19910120538483
EState_VSA8,0.0
EState_VSA9,4.417150937053347
ETA_beta_ns,16.5
ETA_shape_p,0.0784313725490196
ETA_shape_x,0.0
ETA_shape_y,0.35294117647058826
GhoseFilter,True
LogEE_Dzare,43.04692217697213
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,85.39855582190455
SpDiam_Dzpe,63.48557711103318
SpDiam_Dzse,63.66596883264677
SpMAD_Dzare,4.781401249365067
SpMax_Dzare,43.04692217697213
TopoPSA(NO),50.44
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.609444444444444
VSA_EState9,38.89055555555555
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9166666666666666
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.027777777777777776
FilterItLogS,-4.197734470988406
SpDiam_Dzare,63.01072319651612
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6392857142857143
ETA_epsilon_2,0.8277777777777775
ETA_epsilon_3,0.44400000000000034
ETA_epsilon_4,0.5261904761904764
ETA_epsilon_5,0.7999999999999998
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.195285714285714
ETA_dEpsilon_B,0.11309523809523792
ETA_dEpsilon_C,-0.08219047619047609
ETA_dEpsilon_D,0.02777777777777768
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.8888888888888888
MDEDescriptor,"0.0,0.0,0.0,0.0,10.154826347095446,16.218346502876834,0.0,8.098009088008032,0.0,0.0,0.33333333333333337,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,35.473929999999996
BCUTDescriptor,"11.849999999999998,15.996925976764388,-0.3549036003194541,0.22623959734446827,5.3419837758505695,9.92917236112325"
BPolDescriptor,13.806069999999997
TPSADescriptor,50.44
ALOGPDescriptor,"3.6527,13.342217289999999,63.049800000000005"
XLogPDescriptor,4.909000000000001
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,238.06299426
ChiPathDescriptor,"12.535169427003234,8.770856947829097,7.724271796347722,6.978152101058976,5.749307564078538,4.786734061655918,3.0014272958614847,2.170052729462326,9.459862599134318,5.574013105158358,3.9711019821132734,2.809835690304541,1.9173671698606227,1.3028005880744313,0.6362866919352632,0.3763692807221762"
ChiChainDescriptor,"0.0,0.0,0.0,0.23075632711195054,0.3470246649094343,0.0,0.0,0.0,0.0726105518097527,0.07329067411093776"
AtomCountDescriptor,28
BondCountDescriptor,20
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"0.9903990397689926,0.0,0.40432871486274263,0.0,0.372391454134376,0.0,0.07157385537609025,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"37.12512836902107,2.0625071316122816,8.29473158159784,8.29473158159784,0.0"
FractionalPSADescriptor,0.21187669321218422
WienerNumbersDescriptor,"565.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.9684339481598183,4.905981979362303,7.424589041632726,0.8148618521223194,1.0801070337238372,1.2730217700082789"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.005,5.551020408163265,2.52465483234714"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,594.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"20.323407106622838,21.328367908530257,30.656735817060515,34.86985784240753,29.095388806866588"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.3284548475463081,-0.07479216540887564,-0.14556606336948208,3.696491761743539E-4,0.06158596807278083"
EccentricConnectivityIndexDescriptor,270
AutocorrelationDescriptorPolarizability,"1151.5125211797256,1362.5307183251343,1914.482035147309,1956.9210936014395,1540.9169706724392"
