DLiP-ID,C000K1
DLiP-Mol-ID,30936
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H14N2/c1-13(2)8-9-7-12-11-6-4-3-5-10(9)11/h3-7,12H,8H2,1-2H3"
Standard Inchi Key(RDKit),OCDGBSUVYYVKQZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)Cc1c[nH]c2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),174.247
MW Monoisotopic(RDKit),174.115698448
MolLogP(RDKit),2.2295
XLogP(SDF),
XLogP(CDK),1.881
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),19.03
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.739343094124741
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1441.2552593255232
qed,0.7393430941247411
Chi0,9.259148545064338
Chi1,6.270856947829096
TPSA,19.03
Chi0n,8.041071722634637
Chi0v,8.041071722634637
Chi1n,4.46890888598928
Chi1v,4.46890888598928
Chi2n,3.5972803349455513
Chi2v,3.5972803349455513
Chi3n,2.161491529385364
Chi3v,2.161491529385364
Chi4n,1.6031186937447304
Chi4v,1.6031186937447304
MolMR,55.68970000000003
MolWt,174.24699999999999
fr_SH,0
Kappa1,8.324208694276335
Kappa2,3.225521047241006
Kappa3,1.5791053362428094
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,401.13741294975756
MolLogP,2.2295
NOCount,2
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.4565877422952416
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,14.09534396535438
SMR_VSA7,36.02576333715651
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
