DLiP-ID,C000CQ
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,31.90923688476644
TIC1,61.219280948873624
TIC2,68.07403392114696
TIC3,79.6836743955838
TIC4,84.43856189774726
TIC5,84.43856189774726
Vabc,141.69926050059215
WPol,11
apol,22.065136999999986
bpol,9.326862999999998
nRot,2
ABCGG,7.393377258481351
ATS0Z,474.0
ATS0d,57.0
ATS0i,3260.7563513532414
ATS0m,1871.3895949999996
ATS0p,28.809124143640993
ATS0s,128.05555555555554
ATS0v,4343.984641023407
ATS1Z,491.0
ATS1d,68.0
ATS1i,2983.965844962751
ATS1m,1853.608691
ATS1p,35.432790456
ATS1s,80.0
ATS1v,5213.469150263941
ATS2Z,624.0
ATS2d,97.0
ATS2i,4674.0015631952
ATS2m,2287.9095690000004
ATS2p,48.91399784084901
ATS2s,110.36111111111111
ATS2v,6888.692229484171
ATS3Z,605.0
ATS3d,97.0
ATS3i,6174.985971346995
ATS3m,2118.0098949999997
ATS3p,50.01929466224499
ATS3s,155.33333333333334
ATS3v,6748.129532994998
ATS4Z,460.0
ATS4d,78.0
ATS4i,5869.2972719994395
ATS4m,1585.90842
ATS4p,38.81231765649
ATS4s,113.83333333333333
ATS4v,5098.687555483045
ATS5Z,398.0
ATS5d,55.0
ATS5i,4537.456734312092
ATS5m,1414.873543
ATS5p,26.821998290792003
ATS5s,106.83333333333334
ATS5v,3780.978169780497
ATS6Z,266.0
ATS6d,33.0
ATS6i,3264.991025733696
ATS6m,902.0758199999997
ATS6p,16.807209713396002
ATS6s,87.66666666666667
ATS6v,2429.2038192389477
ATS7Z,101.0
ATS7d,17.0
ATS7i,2105.575540145446
ATS7m,295.049541
ATS7p,8.796200807396001
ATS7s,43.5
ATS7v,1104.2813956881225
ATS8Z,17.0
ATS8d,6.0
ATS8i,893.0597804817969
ATS8m,31.282272
ATS8p,2.9821510105469997
ATS8s,11.0
ATS8v,290.00148028877624
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,5
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.0
JGI10,0.0
JGT10,0.38150674722103295
Kier1,9.090909090909092
Kier2,4.792899408284024
Kier3,3.2653061224489797
MAXdO,10.620096371882086
MID_C,16.25020980449811
MID_N,1.8467021346727295
MID_O,3.434197650674336
MID_X,0.0
MID_h,5.280899785347065
MINdO,10.620096371882086
MPC10,0
MWC01,11.0
MWC02,3.8918202981106265
MWC03,4.634728988229636
MWC04,5.41610040220442
MWC05,6.180016653652572
MWC06,6.968850378341948
MWC07,7.738488122494646
MWC08,8.529319371214077
MWC09,9.300820725104558
MWC10,10.09216387496809
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.7344999999999999
SRW02,3.1354942159291497
SRW03,0.0
SRW04,4.31748811353631
SRW05,0.0
SRW06,5.700443573390687
SRW07,0.0
SRW08,7.1631723908466425
SRW09,0.0
SRW10,8.662677858158219
SaaCH,9.226989795918367
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.8880092592592593
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3924074074074071
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,1.5745096371882086
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.0966822945027075
VE1_D,3.2710266968400745
VE2_A,0.28151657222751886
VE2_D,0.2973660633490977
VE3_A,1.225641490613181
VE3_D,1.2804140900026169
VR1_A,40.80077775298171
VR1_D,39.32956043218292
VR2_A,3.709161613907428
VR2_D,3.575414584743902
VR3_A,3.8040113236058333
VR3_D,3.7672865897854577
WPath,168
Xc-3d,0.4927992798267444
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,8.104448006685086
Xp-1d,5.325698502695489
Xp-2d,4.2531581111358046
Xp-3d,3.157370556845781
Xp-4d,2.158544187169514
Xp-5d,1.6212344350520913
Xp-6d,0.7133731610262557
Xp-7d,0.4023689270621825
ZMIC0,36.87439173532016
ZMIC1,27.456531022985303
ZMIC2,22.439494984166476
ZMIC3,18.103250492179875
ZMIC4,17.519905189038187
ZMIC5,17.519905189038187
nAcid,0
nAtom,20
nBase,0
nRing,1
piPC1,2.772588722239781
piPC2,3.1986731175506815
piPC3,3.548179572010801
piPC4,3.9631912920025454
piPC5,4.381245079339061
piPC6,3.9330503726202215
piPC7,3.9761708252518977
piPC8,4.0375537278753555
piPC9,2.7842393394597567
AATS0Z,23.7
AATS0d,2.85
AATS0i,163.03781756766207
AATS0m,93.56947974999999
AATS0p,1.4404562071820497
AATS0s,6.402777777777777
AATS0v,217.19923205117033
AATS1Z,24.55
AATS1d,3.4
AATS1i,149.19829224813753
AATS1m,92.68043455
AATS1p,1.7716395228
AATS1s,4.0
AATS1v,260.67345751319704
AATS2Z,20.129032258064516
AATS2d,3.129032258064516
AATS2i,150.7742439740387
AATS2m,73.80353448387098
AATS2p,1.5778708980919034
AATS2s,3.560035842293907
AATS2v,222.21587837045712
AATS3Z,15.512820512820513
AATS3d,2.4871794871794872
AATS3i,158.33297362428192
AATS3m,54.307946025641016
AATS3p,1.2825460169806406
AATS3s,3.982905982905983
AATS3v,173.02896238448713
AATS4Z,12.777777777777779
AATS4d,2.1666666666666665
AATS4i,163.03603533331776
AATS4m,44.05301166666666
AATS4p,1.0781199349025001
AATS4s,3.1620370370370368
AATS4v,141.63020987452902
AATS5Z,14.74074074074074
AATS5d,2.037037037037037
AATS5i,168.05395312267007
AATS5m,52.40272381481481
AATS5p,0.9934073441034075
AATS5s,3.9567901234567904
AATS5v,140.03622851038878
AATS6Z,14.0
AATS6d,1.736842105263158
AATS6i,171.84163293335243
AATS6m,47.47767473684209
AATS6p,0.884589984915579
AATS6s,4.614035087719299
AATS6v,127.85283259152357
AATS7Z,8.416666666666666
AATS7d,1.4166666666666667
AATS7i,175.46462834545386
AATS7m,24.58746175
AATS7p,0.7330167339496668
AATS7s,3.625
AATS7v,92.02344964067687
AATS8Z,3.4
AATS8d,1.2
AATS8i,178.6119560963594
AATS8m,6.2564544
AATS8p,0.5964302021093999
AATS8s,2.2
AATS8v,58.00029605775525
AMID_C,1.477291800408919
AMID_N,0.16788201224297541
AMID_O,0.3121997864249396
AMID_X,0.0
AMID_h,0.48008179866791506
ATS0dv,158.0
ATS0pe,128.4888
ATS0se,157.69537200000005
ATS1dv,136.0
ATS1pe,132.5276
ATS1se,158.37305199999997
ATS2dv,152.0
ATS2pe,197.52210000000002
ATS2se,239.606972
ATS3dv,146.0
ATS3pe,243.9071
ATS3se,301.65471600000006
ATS4dv,110.0
ATS4pe,216.58149999999998
ATS4se,272.627272
ATS5dv,102.0
ATS5pe,169.20650000000003
ATS5se,211.40629999999996
ATS6dv,60.0
ATS6pe,125.12600000000002
ATS6se,155.77675999999997
ATS7dv,15.0
ATS7pe,74.35400000000001
ATS7se,94.952988
ATS8dv,0.0
ATS8pe,27.698000000000004
ATS8se,36.744192
ATSC0Z,154.0
ATSC0c,0.4205353565250085
ATSC0d,8.950000000000001
ATSC0i,28.893395365412523
ATSC0m,728.8467337499998
ATSC0p,4.465610602202551
ATSC0s,50.7
ATSC0v,968.3327012068942
ATSC1Z,-5.0
ATSC1c,-0.15925966910817566
ATSC1d,1.3499999999999999
ATSC1i,7.9589037296275285
ATSC1m,-22.348959000000153
ATSC1p,0.7993514208000021
ATSC1s,-2.9277777777777776
ATSC1v,71.90935046086369
ATSC2Z,-32.0
ATSC2c,-0.11332211314712168
ATSC2d,-3.6725000000000008
ATSC2i,-0.7584272472608035
ATSC2m,-155.36465731250013
ATSC2p,-0.83858852258035
ATSC2s,-2.7877777777777775
ATSC2v,-252.6677265093242
ATSC3Z,-51.0
ATSC3c,0.05790442393190695
ATSC3d,-1.5025000000000004
ATSC3i,-3.298020698859649
ATSC3m,-246.9003953125
ATSC3p,-1.1068985531576716
ATSC3s,7.57111111111111
ATSC3v,-362.98571350302626
ATSC4Z,12.0
ATSC4c,0.0038030737491172237
ATSC4d,-1.3599999999999997
ATSC4i,-11.949012485751691
ATSC4m,55.355236750000095
ATSC4p,-0.9632773298386904
ATSC4s,-1.9377777777777763
ATSC4v,-80.91979069145677
ATSC5Z,30.0
ATSC5c,0.0527700380175577
ATSC5d,-1.0324999999999998
ATSC5i,-7.614937641222013
ATSC5m,142.4478241875
ATSC5p,-0.5545140163634936
ATSC5s,-1.4644444444444462
ATSC5v,74.96369126539022
ATSC6Z,-30.0
ATSC6c,-0.04004561864810459
ATSC6d,-0.40249999999999964
ATSC6i,-3.4380791410284472
ATSC6m,-138.3796480625
ATSC6p,-0.4600693894964236
ATSC6s,-14.206666666666667
ATSC6v,-92.11092958282995
ATSC7Z,-19.0
ATSC7c,-0.03709775361385734
ATSC7d,0.8800000000000003
ATSC7i,1.9928509039872964
ATSC7m,-86.40021999999992
ATSC7p,0.2450634927283187
ATSC7s,-9.403333333333334
ATSC7v,6.655611075274985
ATSC8Z,9.0
ATSC8c,0.009681539887999632
ATSC8d,0.9625000000000001
ATSC8i,1.8741184461651992
ATSC8m,44.26167681250004
ATSC8p,0.45562690445021176
ATSC8s,-1.1277777777777767
ATSC8v,95.98682215931319
AXp-0d,0.7367680006077351
AXp-1d,0.48415440933595355
AXp-2d,0.32716600854890804
AXp-3d,0.2255264683461272
AXp-4d,0.14390294581130095
AXp-5d,0.1013271521907557
AXp-6d,0.07133731610262557
AXp-7d,0.050296115882772816
GATS1Z,0.8204545454545455
GATS1c,1.2492553984627413
GATS1d,0.9553072625698322
GATS1i,0.9249020301229284
GATS1m,0.8244334473221478
GATS1p,0.8954144889071335
GATS1s,0.6971975673898749
GATS1v,0.8926994574307853
GATS2Z,0.9352744030163386
GATS2c,0.947881745121379
GATS2d,1.5408181654352133
GATS2i,1.1195402855423748
GATS2m,0.9458078822402443
GATS2p,1.181915617963712
GATS2s,0.6610234494849879
GATS2v,1.1568120605667906
GATS3Z,1.0724275724275725
GATS3c,0.6984175600816268
GATS3d,1.0342357828391346
GATS3i,1.0284722425125248
GATS3m,1.0785436538922464
GATS3p,1.1115536401100938
GATS3s,0.8542723804065026
GATS3v,1.1564711160914685
GATS4Z,0.9184704184704185
GATS4c,0.7750413474627946
GATS4d,1.0319677219118557
GATS4i,1.0970544928034782
GATS4m,0.9217635996041278
GATS4p,1.0673055245081053
GATS4s,0.8654607105461806
GATS4v,1.0301810080040221
GATS5Z,0.8864838864838865
GATS5c,0.9574291013154592
GATS5d,0.9435133457479824
GATS5i,1.0857348501031252
GATS5m,0.8822384233662753
GATS5p,0.9554870453936916
GATS5s,1.1429594727315524
GATS5v,0.8561670430539564
GATS6Z,1.3181818181818183
GATS6c,1.4513689343730338
GATS6d,0.7262569832402234
GATS6i,0.9774159481175355
GATS6m,1.2992407946014208
GATS6p,0.9030964053785577
GATS6s,1.8559609905763752
GATS6v,0.9235015907446678
GATS7Z,1.346861471861472
GATS7c,1.6202656111274565
GATS7d,0.4422718808193668
GATS7i,0.6257056804802621
GATS7m,1.3276146187321334
GATS7p,0.7118189612122452
GATS7s,1.6746794871794872
GATS7v,0.8671316762221709
GATS8Z,0.9129870129870131
GATS8c,1.37221006976512
GATS8d,0.21229050279329606
GATS8i,0.3595238428066925
GATS8m,0.9014413326922591
GATS8p,0.4359851512055083
GATS8s,0.9743589743589743
GATS8v,0.60546533136603
MATS1Z,-0.032467532467532464
MATS1c,-0.3787069663397132
MATS1d,0.15083798882681562
MATS1i,0.2754575441540149
MATS1m,-0.030663454969486116
MATS1p,0.17900159507990732
MATS1s,-0.05774709620863466
MATS1v,0.07426099559711093
MATS2Z,-0.13405948889819858
MATS2c,-0.17385230422529457
MATS2d,-0.2647323842133718
MATS2i,-0.016934939465242622
MATS2m,-0.13752584479117613
MATS2p,-0.12115361178397377
MATS2s,-0.03547468063597095
MATS2v,-0.1683423850650268
MATS3Z,-0.16983016983016982
MATS3c,0.07061136695071445
MATS3d,-0.08609081793439337
MATS3i,-0.05853561496294308
MATS3m,-0.1737204565468681
MATS3p,-0.12711369938763278
MATS3s,0.0765802974875953
MATS3v,-0.19223405293773052
MATS4Z,0.04329004329004329
MATS4c,0.005024116799520335
MATS4d,-0.08441961514587211
MATS4i,-0.22975286171484788
MATS4m,0.04219393170266179
MATS4p,-0.11983894696699583
MATS4s,-0.021233593883166514
MATS4v,-0.0464256130325876
MATS5Z,0.1443001443001443
MATS5c,0.092950370149717
MATS5d,-0.08545416925305191
MATS5i,-0.1952243575985417
MATS5m,0.14477242185426145
MATS5p,-0.0919809539662112
MATS5s,-0.021395930227839085
MATS5v,0.057344609066053924
MATS6Z,-0.2050580997949419
MATS6c,-0.10023719084122176
MATS6d,-0.04733901793590116
MATS6i,-0.12525459984876086
MATS6m,-0.19985379736115277
MATS6p,-0.10844733476136757
MATS6s,-0.294958303055469
MATS6v,-0.1001297107122771
MATS7Z,-0.2056277056277056
MATS7c,-0.14702590019384493
MATS7d,0.16387337057728124
MATS7i,0.11495423543361531
MATS7m,-0.19757290524685236
MATS7p,0.09146322662924201
MATS7s,-0.3091168091168091
MATS7v,0.011455448227280556
MATS8Z,0.23376623376623376
MATS8c,0.09208776135258331
MATS8d,0.4301675977653631
MATS8i,0.2594528503782084
MATS8m,0.24291349477423685
MATS8p,0.4081205864438652
MATS8s,-0.08897655051501197
MATS8v,0.39650348290284426
MAXsOH,8.196552343159485
MINsOH,8.196552343159485
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,13.796486381433127
SpAD_D,63.05387075334545
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.21958333333333302
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,106
TMWC10,84.75230881432057
TSRW10,39.97927615186101
VE1_Dt,3.280099695157819
VE2_Dt,0.29819088137798355
VE3_Dt,1.2831839966036516
VR1_Dt,38.74788579379499
VR2_Dt,3.522535072163181
VR3_Dt,3.7523863739550922
Xc-3dv,0.19001991384646114
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.10206207261596575
Xch-7d,0.07216878364870322
Xp-0dv,5.9493200130984984
Xp-1dv,3.295521326691417
Xp-2dv,2.1973549890351247
Xp-3dv,1.3322064265694151
Xp-4dv,0.8207855780748524
Xp-5dv,0.4917405255958027
Xp-6dv,0.1727954137130736
Xp-7dv,0.07357433857802959
Xpc-4d,0.8618680660540503
Xpc-5d,1.0764062751078378
Xpc-6d,1.3190052204847236
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,20
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,7.9
AATS0pe,6.42444
AATS0se,7.884768600000003
AATS1dv,6.8
AATS1pe,6.62638
AATS1se,7.918652599999999
AATS2dv,4.903225806451613
AATS2pe,6.371680645161291
AATS2se,7.729257161290323
AATS3dv,3.7435897435897436
AATS3pe,6.254028205128206
AATS3se,7.73473630769231
AATS4dv,3.0555555555555554
AATS4pe,6.016152777777777
AATS4se,7.572979777777778
AATS5dv,3.7777777777777777
AATS5pe,6.266907407407409
AATS5se,7.829862962962961
AATS6dv,3.1578947368421053
AATS6pe,6.585578947368422
AATS6se,8.19877684210526
AATS7dv,1.25
AATS7pe,6.1961666666666675
AATS7se,7.912749000000001
AATS8dv,0.0
AATS8pe,5.539600000000001
AATS8se,7.3488384
AATSC0Z,7.7
AATSC0c,0.021026767826250424
AATSC0d,0.44750000000000006
AATSC0i,1.4446697682706262
AATSC0m,36.44233668749999
AATSC0p,0.22328053011012755
AATSC0s,2.535
AATSC0v,48.41663506034471
AATSC1Z,-0.25
AATSC1c,-0.007962983455408783
AATSC1d,0.06749999999999999
AATSC1i,0.39794518648137645
AATSC1m,-1.1174479500000076
AATSC1p,0.03996757104000011
AATSC1s,-0.14638888888888887
AATSC1v,3.5954675230431845
AATSC2Z,-1.032258064516129
AATSC2c,-0.003655552037003925
AATSC2d,-0.1184677419354839
AATSC2i,-0.024465395072929143
AATSC2m,-5.011763139112907
AATSC2p,-0.027051242663882258
AATSC2s,-0.08992831541218636
AATSC2v,-8.150571822881426
AATSC3Z,-1.3076923076923077
AATSC3c,0.001484728818766845
AATSC3d,-0.03852564102564104
AATSC3i,-0.08456463330409357
AATSC3m,-6.330779366987179
AATSC3p,-0.028382014183530042
AATSC3s,0.1941310541310541
AATSC3v,-9.307325987257084
AATSC4Z,0.3333333333333333
AATSC4c,0.00010564093747547843
AATSC4d,-0.03777777777777777
AATSC4i,-0.33191701349310254
AATSC4m,1.5376454652777805
AATSC4p,-0.02675770360663029
AATSC4s,-0.05382716049382712
AATSC4v,-2.247771963651577
AATSC5Z,1.1111111111111112
AATSC5c,0.001954445852502137
AATSC5d,-0.038240740740740735
AATSC5i,-0.2820347274526671
AATSC5m,5.275845340277778
AATSC5p,-0.020537556161610876
AATSC5s,-0.05423868312757208
AATSC5v,2.7764330098292676
AATSC6Z,-1.5789473684210527
AATSC6c,-0.0021076641393739256
AATSC6d,-0.02118421052631577
AATSC6i,-0.18095153373833933
AATSC6m,-7.283139371710526
AATSC6p,-0.024214178394548612
AATSC6s,-0.747719298245614
AATSC6v,-4.847943662254208
AATSC7Z,-1.5833333333333333
AATSC7c,-0.0030914794678214446
AATSC7d,0.07333333333333336
AATSC7i,0.16607090866560803
