DLiP-ID,T006AE
DLiP-Mol-ID,23731
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H30N2O5S/c1-4-16-8-10-19(11-9-16)33(29,30)27-20-6-5-7-21(27)25(28)26-13-12-17-14-18(31-2)15-22(32-3)23(17)24(20)26/h8-11,14-15,20-21,24H,4-7,12-13H2,1-3H3"
Standard Inchi Key(RDKit),UIEYFILNLTYGIJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1ccc(S(=O)(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),470.591
MW Monoisotopic(RDKit),470.18754306
MolLogP(RDKit),3.3176
XLogP(SDF),
XLogP(CDK),3.608
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),76.15
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.670193057137533
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,35911270.21614127
qed,0.6701930571375331
Chi0,23.327698166887174
Chi1,15.899745238896843
TPSA,76.15
Chi0n,19.28271004360901
Chi0v,20.099206624536738
Chi1n,11.58079340328109
Chi1v,13.020856732081732
Chi2n,8.975435025061625
Chi2v,10.818609246864751
Chi3n,7.361568149538185
Chi3v,9.309803839888133
Chi4n,5.760139594558897
Chi4v,7.5913894618045
MolMR,123.97580000000006
MolWt,470.5910000000003
fr_SH,0
Kappa1,22.224029993507415
Kappa2,8.326894230234164
Kappa3,3.4201836911796266
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1160.7785934138435
MolLogP,3.3176000000000023
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.6387521933074483
SMR_VSA1,22.686060076000857
SMR_VSA2,0.0
SMR_VSA3,9.205125722146711
SMR_VSA4,0.0
SMR_VSA5,62.048851277282324
SMR_VSA6,20.764351488467643
SMR_VSA7,53.08855688586065
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,194.88430714400857
NHOHCount,0
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
