DLiP-ID,C001IW
DLiP-Mol-ID,32447
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H6Cl2F3N3O2S/c15-8-2-1-6(3-9(8)16)10-5-25-13(21-10)22-11(14(17,18)19)7(4-20-22)12(23)24/h1-5H,(H,23,24)"
Standard Inchi Key(RDKit),QLQOGFPNPZXVTP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1cnn(-c2nc(-c3ccc(Cl)c(Cl)c3)cs2)c1C(F)(F)F
SMILES(SDF),
MW(SDF),
MW(RDKit),408.188
MW Monoisotopic(RDKit),406.950987452
MolLogP(RDKit),5.0196
XLogP(SDF),
XLogP(CDK),4.711
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),68.01
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.661112247948841
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,424304.54718755203
qed,0.6611122479488406
Chi0,18.353006672199015
Chi1,11.680559115991947
TPSA,68.00999999999999
Chi0n,11.881924673921823
Chi0v,14.21027914688646
Chi1n,6.480478752781714
Chi1v,8.116060510055064
Chi2n,4.765774682761582
Chi2v,6.416727828703937
Chi3n,3.156762858087113
Chi3v,4.711946007165311
Chi4n,2.072359939903541
Chi4v,3.1656033873337917
MolMR,86.65330000000003
MolWt,408.18800000000005
fr_SH,0
Kappa1,17.714341704166063
Kappa2,6.321752433568377
Kappa3,3.3474546570377615
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,968.6304568958607
MolLogP,5.019600000000001
NOCount,5
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,2.0878210443693126
SMR_VSA1,23.07230972193699
SMR_VSA2,0.0
SMR_VSA3,14.76446326439343
SMR_VSA4,0.0
SMR_VSA5,6.176298517443475
SMR_VSA6,0.0
SMR_VSA7,51.07865366149192
SMR_VSA8,0.0
SMR_VSA9,16.388937966384788
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,151.80161498351893
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,0.0
PEOE_VSA3,14.460318640164214
