DLiP-ID,I001AV
DLiP-Mol-ID,29684
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17ClN2O3S/c1-11-8-9-14(18-12(2)20-24-13(18)3)10-17(11)25(22,23)21-16-7-5-4-6-15(16)19/h4-10,21H,1-3H3"
Standard Inchi Key(RDKit),WGMAQYUYNQXUDX-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)Nc1ccccc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),376.865
MW Monoisotopic(RDKit),376.064841084
MolLogP(RDKit),4.72106
XLogP(SDF),
XLogP(CDK),4.56
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),72.2
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.714526247488411
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,419517.26757873193
qed,0.7145262474884109
Chi0,18.189869965382485
Chi1,11.792530882788027
TPSA,72.2
Chi0n,13.99962311469202
Chi0v,15.572048641638201
