DLiP-ID,T002JF
DLiP-Mol-ID,18819
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H15NO/c1-9-7-8-11-5-3-4-6-12(11)13(9)10(2)14/h3-6,9H,7-8H2,1-2H3"
Standard Inchi Key(RDKit),IJTWYLGCGAIGAQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)N1c2ccccc2CCC1C
SMILES(SDF),
MW(SDF),
MW(RDKit),189.258
MW Monoisotopic(RDKit),189.1153641
MolLogP(RDKit),2.3742
XLogP(SDF),
XLogP(CDK),2.082
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),20.31
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.613257303010679
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD2/Ack
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1821.225859911283
qed,0.6132573030106787
Chi0,10.129392033067417
Chi1,6.698377302757661
TPSA,20.310000000000002
Chi0n,8.656426794285046
Chi0v,8.656426794285046
Chi1n,5.07603884991544
Chi1v,5.07603884991544
Chi2n,3.905429156827517
Chi2v,3.905429156827517
Chi3n,2.862627217929001
Chi3v,2.862627217929001
Chi4n,2.168155359418829
Chi4v,2.168155359418829
MolMR,57.38500000000004
MolWt,189.25799999999995
fr_SH,0
Kappa1,9.253025268373419
Kappa2,3.4457081435691497
Kappa3,1.4090555397784896
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,359.0942913293867
MolLogP,2.374200000000001
NOCount,2
