DLiP-ID,C003B1
DLiP-Mol-ID,31136
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H16N2O3/c19-12-15(10-14-6-7-16(21)17(22)11-14)18(23)20-9-8-13-4-2-1-3-5-13/h1-7,10-11,21-22H,8-9H2,(H,20,23)/b15-10+"
Standard Inchi Key(RDKit),ZZQHNBGRWRQWFI-XNTDXEJSSA-N
Canonical SMILES(RDKit),N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),308.337
MW Monoisotopic(RDKit),308.116092372
MolLogP(RDKit),2.36368
XLogP(SDF),
XLogP(CDK),2.557
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),93.35
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.448895249735797
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,153849.26511389014
qed,0.44889524973579664
Chi0,16.656489770562878
Chi1,11.096555450524585
TPSA,93.35
Chi0n,12.360255062043468
Chi0v,12.360255062043468
Chi1n,7.058119063093586
Chi1v,7.058119063093586
Chi2n,4.909467223671959
Chi2v,4.909467223671959
Chi3n,3.2176082754688555
