DLiP-ID,C000PL
DLiP-Mol-ID,31175
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)/t8-/m1/s1"
Standard Inchi Key(RDKit),KPYSYYIEGFHWSV-MRVPVSSYSA-N
Canonical SMILES(RDKit),NC[C@@H](CC(=O)O)c1ccc(Cl)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),213.664
MW Monoisotopic(RDKit),213.055656304
MolLogP(RDKit),1.857
XLogP(SDF),
XLogP(CDK),1.334
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),63.32
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.802631632760236
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1291.597724738647
qed,0.8026316327602356
Chi0,10.55204176387779
Chi1,6.6302289553358005
TPSA,63.32000000000001
Chi0n,7.611741536483899
Chi0v,8.367670482502353
Chi1n,4.305053781112119
Chi1v,4.683018254121346
Chi2n,3.082039597478802
Chi2v,3.5184753779507862
Chi3n,2.046947477345725
Chi3v,2.2989237926852093
Chi4n,1.2829985791968497
Chi4v,1.408986736866592
MolMR,55.50020000000002
MolWt,213.664
fr_SH,0
Kappa1,11.017279752704791
Kappa2,4.97980295758765
Kappa3,3.0132151439158164
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,310.402966410215
MolLogP,1.857
NOCount,3
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.782977187746648
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,12.338727669087403
SMR_VSA6,6.544756405912575
SMR_VSA7,34.85155307928476
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
