DLiP-ID,I000QN
AATS4s,4.252032520325203
AATS4v,193.97732025339513
AATS5Z,20.156521739130437
AATS5d,2.8521739130434782
AATS5i,163.46514471425556
AATS5m,73.5482740173913
AATS5p,1.2442853151842432
AATS5s,4.841062801932367
AATS5v,186.64321983886455
AATS6Z,18.403846153846153
AATS6d,2.8076923076923075
AATS6i,160.12010802427253
AATS6m,66.2809218076923
AATS6p,1.282752337185952
AATS6s,4.6960470085470085
AATS6v,183.3579206126618
AATS7Z,16.784313725490197
AATS7d,2.7941176470588234
AATS7i,162.94548596112188
AATS7m,60.513994784313724
AATS7p,1.2198190249507843
AATS7s,4.242374727668845
AATS7v,168.38734782263825
AATS8Z,16.12087912087912
AATS8d,2.8131868131868134
AATS8i,164.1644346120465
AATS8m,57.96911542857143
AATS8p,1.204875241571209
AATS8s,3.4126984126984126
AATS8v,166.83179894902514
AMID_C,1.4669904769977236
AMID_N,0.28405464144259435
AMID_O,0.29282593014093844
AMID_X,0.0
AMID_h,0.5768805715835328
ATS0dv,500.0
ATS0pe,319.80690000000004
ATS0se,386.84831199999996
ATS1dv,466.0
ATS1pe,342.6047
ATS1se,404.928316
ATS2dv,699.0
ATS2pe,577.2423
ATS2se,690.5282199999999
ATS3dv,737.0
ATS3pe,748.2818
ATS3se,908.9253719999999
ATS4dv,724.0
ATS4pe,814.0382
ATS4se,991.046924
ATS5dv,691.0
ATS5pe,781.4402
ATS5se,950.075032
ATS6dv,542.0
ATS6pe,682.6125
ATS6se,834.947912
ATS7dv,505.0
ATS7pe,644.1049999999999
ATS7se,794.637392
ATS8dv,391.0
ATS8pe,567.4676999999999
ATS8se,702.4203360000001
ATSC0Z,353.66666666666663
ATSC0c,1.1359138165356069
ATSC0d,31.0
ATSC0i,75.63185519719494
ATSC0m,1671.64042725
ATSC0p,10.495062116217916
ATSC0s,155.99479166666669
ATSC0v,2199.143653349239
ATSC1Z,19.18749999999997
ATSC1c,-0.4047012074926585
ATSC1d,9.6875
ATSC1i,-7.609223525088181
ATSC1m,88.24247042187483
ATSC1p,0.009919958191504485
ATSC1s,-3.23752170138889
ATSC1v,0.8847273931527937
ATSC2Z,-0.729166666666698
ATSC2c,-0.3055130616379562
ATSC2d,-2.0625
ATSC2i,4.190881984839044
ATSC2m,-7.5790132656252
ATSC2p,0.30740870944114995
ATSC2s,32.19867621527777
ATSC2v,5.146602040810919
ATSC3Z,74.97222222222221
ATSC3c,0.27561152088373136
ATSC3d,-10.75
ATSC3i,-5.744501030099675
ATSC3m,343.3788083124999
ATSC3p,-1.7998993028301322
ATSC3s,38.498697916666664
ATSC3v,7.530181159048503
ATSC4Z,-55.47916666666667
ATSC4c,-0.1273784219074365
ATSC4d,-10.5625
ATSC4i,-37.86613310242678
ATSC4m,-258.449664703125
ATSC4p,-3.914338532779286
ATSC4s,-65.42762586805556
ATSC4v,-536.6012106448236
ATSC5Z,-120.36805555555557
ATSC5c,0.07167649089481565
ATSC5d,-4.0625
ATSC5i,10.90879151643686
ATSC5m,-559.675634203125
ATSC5p,-0.030115274396092184
ATSC5s,-81.28266059027779
ATSC5v,-325.7965064153818
ATSC6Z,-120.6111111111111
ATSC6c,-0.28110463979836287
ATSC6d,1.5
ATSC6i,-13.566431954802233
ATSC6m,-575.5835092499999
ATSC6p,-1.8884996093404447
ATSC6s,-8.592881944444434
ATSC6v,-756.9042086111427
ATSC7Z,66.7916666666667
ATSC7c,0.21860946332792283
ATSC7d,-2.875
ATSC7i,-11.944438362782677
ATSC7m,295.5546730937502
ATSC7p,-1.1551170639125723
ATSC7s,90.90690104166667
ATSC7v,-158.25095366969245
ATSC8Z,70.9652777777778
ATSC8c,0.06947610046779801
ATSC8d,-2.5625
ATSC8i,6.391554244760358
ATSC8m,329.9851824218752
ATSC8p,-0.29294687630280003
ATSC8s,36.5202907986111
ATSC8v,230.076570276169
AXp-0d,0.7083449299232517
AXp-1d,0.43846164395717463
AXp-2d,0.27803638776897804
AXp-3d,0.17806618442017708
AXp-4d,0.1119629356313062
AXp-5d,0.07214266863831346
AXp-6d,0.04569858056345865
AXp-7d,0.029641728369598615
GATS1Z,0.6305926706215004
GATS1c,1.3527768830030562
GATS1d,0.713472485768501
GATS1i,1.2710591848059896
GATS1m,0.6391176521821961
GATS1p,0.9948343009249435
GATS1s,0.5017432612700962
GATS1v,0.8917235919778561
GATS2Z,0.791250934382008
GATS2c,1.275408045659084
GATS2d,1.150166852057842
GATS2i,1.1014810915279818
GATS2m,0.7977107051764075
GATS2p,0.9557436899534045
GATS2s,0.45982640100158473
GATS2v,0.9167603341786158
GATS3Z,0.8145454840911308
GATS3c,0.9644234353910742
GATS3d,1.2547274749721915
GATS3i,1.0633891729170628
GATS3m,0.8215423943497642
GATS3p,1.060527602459127
GATS3s,0.5761778721336803
GATS3v,0.9840004649434045
GATS4Z,1.0480218845543783
GATS4c,1.1780888512389525
GATS4d,1.2141358510359297
GATS4i,1.1554083925371428
GATS4m,1.0443291540223263
GATS4p,1.1193721587498515
GATS4s,1.3118930748587643
GATS4v,1.0478282324624513
GATS5Z,1.1833299184526496
GATS5c,1.1398781224302674
GATS5d,1.0481065918653578
GATS5i,0.9013952993574701
GATS5m,1.1733787607587725
GATS5p,0.9372859746556376
GATS5s,1.604598815746879
GATS5v,0.9720588678795324
GATS6Z,1.1628180961357213
GATS6c,1.07615780712358
GATS6d,0.8746898263027295
GATS6i,1.0203282033620686
GATS6m,1.1618203822361757
GATS6p,1.0683437351981895
GATS6s,1.2048465485078619
GATS6v,1.1318718883830272
GATS7Z,0.9361174252924546
GATS7c,0.8400697274957483
GATS7d,0.9735926628716004
GATS7i,1.0375115363610363
GATS7m,0.944778703302384
GATS7p,1.0300551820774553
GATS7s,0.4749945608328024
GATS7v,1.0682521636649933
GATS8Z,0.9258733726217234
GATS8c,0.8492317790027815
GATS8d,0.9913151364764269
GATS8i,0.9306920969992211
GATS8m,0.9317784276018451
GATS8p,0.9870687425482542
GATS8s,0.535860342344266
GATS8v,0.9913883428709982
MATS1Z,0.05106170649221039
MATS1c,-0.33532055739265465
MATS1d,0.29411764705882354
MATS1i,-0.09469055231538306
MATS1m,0.04968277598088157
MATS1p,0.0008896022849293623
MATS1s,-0.019533211434886136
MATS1v,0.0003786403876127507
MATS2Z,-0.0011375085313140338
MATS2c,-0.14839059804110472
MATS2d,-0.03670745272525027
MATS2i,0.030571916346986302
MATS2m,-0.0025014497688500663
MATS2p,0.016160438435787974
MATS2s,0.1138806410623942
MATS2v,0.0012911864897575086
MATS3Z,0.08771815788618416
MATS3c,0.10040035160449476
MATS3d,-0.1434927697441602
MATS3i,-0.03142901761181342
MATS3m,0.08499901081223984
MATS3p,-0.07096536544186414
MATS3s,0.10212197163412882
MATS3v,0.0014168865351678705
MATS4Z,-0.061216983517620296
MATS4c,-0.04376093654999957
MATS4d,-0.13296616837136113
MATS4i,-0.19538100068599934
MATS4m,-0.06033498837051105
MATS4p,-0.14554909038020183
MATS4s,-0.16367682390723276
MATS4v,-0.09522131497713758
MATS5Z,-0.14205630455271895
MATS5c,0.026337512221574766
MATS5d,-0.0546984572230014
MATS5i,0.060202605212214245
MATS5m,-0.13974521025196696
MATS5p,-0.0011976921643516085
MATS5s,-0.21748595169211163
MATS5v,-0.06183526417548034
MATS6Z,-0.15739868049010367
MATS6c,-0.11421694242574862
MATS6d,0.022332506203473945
MATS6i,-0.08278826582608902
MATS6m,-0.15891810404656137
MATS6p,-0.08305002816172723
MATS6s,-0.025423576456930903
MATS6v,-0.1588529259752255
MATS7Z,0.08887287242889622
MATS7c,0.09056588630978817
MATS7d,-0.043643263757115754
MATS7i,-0.07431937450252749
MATS7m,0.0832024338349632
MATS7p,-0.05179430999505417
MATS7s,0.274238118338384
MATS7v,-0.0338636527484752
MATS8Z,0.10584043666041786
MATS8c,0.03226189679112501
MATS8d,-0.043601559730591995
MATS8i,0.044576048850994546
MATS8m,0.10412413780090911
MATS8p,-0.014723250567506346
MATS8s,0.12348777728898588
MATS8v,0.05518469421083736
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.491541141175105
SpAD_D,364.2881428864939
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0443959435626122
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,988
TMWC10,140.70933794734376
TSRW10,79.90076461299509
VE1_Dt,5.401581035407074
VE2_Dt,0.1800527011802358
VE3_Dt,2.785303983720013
VR1_Dt,192.3447424622522
VR2_Dt,6.411491415408407
VR3_Dt,6.357901584309867
Xc-3dv,0.7668404487454554
Xc-4dv,0.0
Xc-5dv,0.1501688759421991
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.43258928054836454
Xch-7d,0.599574805578844
Xp-0dv,15.929964373317421
Xp-1dv,9.449654284568528
Xp-2dv,6.983739823658666
Xp-3dv,5.23126498661967
Xp-4dv,3.6624732868229533
Xp-5dv,2.4440082955907902
Xp-6dv,1.2908041360120819
Xp-7dv,0.7892240987789371
Xpc-4d,5.459004694441109
Xpc-5d,8.515778687605486
Xpc-6d,13.267570995132047
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,51
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.273580419395449
AATS0dv,10.416666666666666
AATS0pe,6.662643750000001
AATS0se,8.059339833333333
AATS1dv,9.137254901960784
AATS1pe,6.717739215686274
AATS1se,7.9397709019607845
AATS2dv,8.03448275862069
AATS2pe,6.634968965517241
AATS2se,7.937105977011493
AATS3dv,6.353448275862069
AATS3pe,6.450705172413793
AATS3se,7.835563551724137
AATS4dv,5.8861788617886175
AATS4pe,6.618196747967479
AATS4se,8.05729206504065
AATS5dv,6.008695652173913
AATS5pe,6.795132173913044
AATS5se,8.261522017391304
AATS6dv,5.211538461538462
AATS6pe,6.56358173076923
AATS6se,8.028345307692307
AATS7dv,4.950980392156863
AATS7pe,6.314754901960783
AATS7se,7.790562666666666
AATS8dv,4.2967032967032965
AATS8pe,6.23590879120879
AATS8se,7.718904791208793
AATSC0Z,7.3680555555555545
AATSC0c,0.023664871177825144
AATSC0d,0.6458333333333334
AATSC0i,1.5756636499415613
AATSC0m,34.825842234374996
AATSC0p,0.2186471274212066
AATSC0s,3.249891493055556
AATSC0v,45.81549277810914
AATSC1Z,0.37622549019607787
AATSC1c,-0.007935317793973695
AATSC1d,0.18995098039215685
AATSC1i,-0.14920046127623884
AATSC1m,1.730244518075977
AATSC1p,0.00019450898414714678
AATSC1s,-0.06348081767429196
AATSC1v,0.017347595944172425
AATSC2Z,-0.008381226053640207
AATSC2c,-0.003511644386643175
AATSC2d,-0.023706896551724137
AATSC2i,0.04817105729700051
AATSC2m,-0.0871150950071862
AATSC2p,0.003533433441852298
AATSC2s,0.37009972661238816
AATSC2v,0.05915634529667723
AATSC3Z,0.6463122605363985
AATSC3c,0.0023759613869287185
AATSC3d,-0.09267241379310345
AATSC3i,-0.04952156060430755
AATSC3m,2.960162140624999
AATSC3p,-0.01551637330025976
AATSC3s,0.3318853268678161
AATSC3v,0.06491535481938365
AATSC4Z,-0.45105013550135503
AATSC4c,-0.0010355969260767196
AATSC4d,-0.0858739837398374
AATSC4i,-0.3078547406701364
AATSC4m,-2.1012167862042683
AATSC4p,-0.0318238905104007
AATSC4s,-0.531931917626468
AATSC4v,-4.362611468657103
AATSC5Z,-1.0466787439613527
AATSC5c,0.0006232738338679621
AATSC5d,-0.035326086956521736
AATSC5i,0.09485905666466835
AATSC5m,-4.866744645244565
AATSC5p,-0.00026187195127036684
AATSC5s,-0.7068057442632851
AATSC5v,-2.83301309926419
AATSC6Z,-1.159722222222222
AATSC6c,-0.0027029292288304123
