DLiP-ID,P000H5
Mv,0.6138502246786389
SZ,25.333333333333343
Si,45.06351287265881
Sm,23.840063275330937
Sp,25.456451497006
Sv,23.94015876246692
nB,0
nC,13
nF,0
nH,18
nI,0
nN,8
nO,0
nP,0
nS,0
nX,0
ABC,16.389424793914728
AMW,7.337575450666679
IC0,1.5119569275341505
IC1,3.7720804237685592
IC2,4.682587475161557
IC3,4.733869526443609
IC4,4.836433629007711
IC5,4.836433629007711
MID,42.684513207061585
Mpe,0.9760683760683756
Mse,1.0075821241152638
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,78.21740000000003
SdO,0
SdS,0
Spe,38.06666666666665
SsF,0
SsI,0
Sse,39.29570284049529
StN,0
fMF,0.46153846153846156
nBr,0
nCl,0
AMID,2.0325958670029327
BIC0,0.27219961151175
BIC1,0.6790926429467931
BIC2,0.8430124353393479
BIC3,0.8522448110653322
BIC4,0.8707095625173007
BIC5,0.8707095625173007
CIC0,3.7734452913280983
CIC1,1.5133217950936895
CIC2,0.6028147437006917
CIC3,0.5515326924186397
CIC4,0.44896858985453747
CIC5,0.44896858985453747
GGI1,3.5
GGI2,2.88888888888889
GGI3,1.7361111111111112
GGI4,0.8200000000000001
GGI5,0.5977777777777779
GGI6,0.42290249433106575
GGI7,0.19706632653061223
GGI8,0.12345679012345677
GGI9,0.08938271604938272
JGI1,0.15217391304347824
JGI2,0.09027777777777782
JGI3,0.062003968253968256
JGI4,0.032799999999999996
JGI5,0.023911111111111112
JGI6,0.02013821401576503
JGI7,0.0103719119226638
JGI8,0.007716049382716048
JGI9,0.008125701459034792
MIC0,13.431103831276895
MIC1,35.38318515761409
MIC2,37.634207034648995
MIC3,38.250155752597706
MIC4,38.353540367982326
MIC5,38.353540367982326
MPC2,32
MPC3,43
MPC4,54
MPC5,53
MPC6,57
MPC7,61
MPC8,61
MPC9,59
Mare,0.9913846153846158
NaaN,4
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1921751925535015
RPCG,0.08463988848358424
SIC0,0.28606279426348347
SIC1,0.7136789723035588
SIC2,0.8859472337697593
SIC3,0.8956498163090861
SIC4,0.9150549813877393
SIC5,0.9150549813877393
SaaN,16.597281978766915
SaaO,0
SaaS,0
Sare,38.664000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,58.96632017383187
TIC1,147.1111365269738
TIC2,182.62091153130072
TIC3,184.62091153130075
TIC4,188.62091153130075
TIC5,188.62091153130075
Vabc,235.79022110996928
WPol,28
apol,42.512273999999984
bpol,24.897725999999995
nRot,5
ABCGG,14.891471347418905
ATS0Z,878.0
ATS0d,128.0
ATS0i,6666.764868086482
ATS0m,3463.291116999999
ATS0p,53.938732287282015
ATS0s,123.86111111111111
ATS0v,8011.740508271496
ATS1Z,1048.0
ATS1d,158.0
ATS1i,6446.5002096889975
ATS1m,3979.5255429999984
ATS1p,66.94395356000001
ATS1s,135.3888888888889
ATS1v,9955.11020626699
ATS2Z,1490.0
ATS2d,253.0
ATS2i,11655.856592524491
ATS2m,5581.0656
ATS2p,98.76330560849
ATS2s,200.13888888888889
ATS2v,14381.843017036657
ATS3Z,1402.0
ATS3d,246.0
ATS3i,13274.37410783414
ATS3m,5040.875396
ATS3p,106.32252529364101
ATS3s,220.11111111111114
ATS3v,14751.726447929757
ATS4Z,1394.0
ATS4d,258.0
ATS4i,15457.350676429189
ATS4m,4832.512285000001
ATS4p,113.84734250848999
ATS4s,247.61111111111111
ATS4v,15081.61614751442
ATS5Z,1321.0
ATS5d,240.0
ATS5i,15303.23553234983
ATS5m,4688.114052999999
ATS5p,104.635010031527
ATS5s,224.5
ATS5v,13852.842318566036
ATS6Z,1179.0
ATS6d,216.0
ATS6i,14202.796537263486
ATS6m,4064.710301
ATS6p,95.62432332788599
ATS6s,212.50000000000003
ATS6v,12659.76184046047
ATS7Z,1047.0
ATS7d,198.0
ATS7i,13521.87489257173
ATS7m,3586.872983
ATS7p,89.597440492433
ATS7s,198.16666666666669
ATS7v,11770.397853367675
ATS8Z,910.0
ATS8d,157.0
ATS8i,11929.02797532828
ATS8m,3140.057368
ATS8p,76.83013533728199
ATS8s,180.16666666666669
ATS8v,9849.78143580852
C1SP1,0
C1SP2,6
C1SP3,3
C2SP1,0
C2SP2,0
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.38461538461538464
GGI10,0.053057851239669426
JGI10,0.006632231404958678
JGT10,0.4141508783714738
Kier1,15.879017013232515
Kier2,7.05078125
Kier3,3.504597079502434
MID_C,26.37044682155122
MID_N,16.314066385510376
MID_O,0.0
MID_X,0.0
MID_h,16.314066385510376
MPC10,54
MWC01,23.0
MWC02,4.709530201312334
MWC03,5.564520407322694
MWC04,6.437751649736401
MWC05,7.3098814858247865
MWC06,8.190077049719049
MWC07,9.069352678675205
MWC08,9.953562605168434
MWC09,10.837362767167287
MWC10,11.724490240233825
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,3
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.856019999999999
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.1647859739235145
SRW05,3.4339872044851463
SRW06,6.650279048587422
SRW07,5.733341276897746
SRW08,8.216898580913613
SRW09,7.742835955430749
SRW10,9.832904131080666
SaaCH,7.286711083729482
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.057042338540354
SaasN,5.761186831596734
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.7556712175610985
SsNH2,6.025569166333506
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7506122329704628
VE1_D,4.516183584183299
VE2_A,0.178600582522403
VE2_D,0.21505636115158566
VE3_A,2.063856433511343
VE3_D,2.249604642135454
VR1_A,314.2181979115933
VR1_D,113.0674426422816
VR2_A,14.96277132912349
VR2_D,5.384163935346743
VR3_A,6.492024987115564
VR3_D,5.4699218229473425
WPath,984
Xc-3d,1.2762270462167016
Xc-4d,0.0
Xc-5d,0.4219863395958417
Xc-6d,0.0
Xp-0d,14.819626477379408
Xp-1d,10.164703797946448
Xp-2d,9.041335008667447
Xp-3d,7.938961449634128
Xp-4d,6.284026247499935
Xp-5d,4.004338000468612
Xp-6d,2.7897685716059453
Xp-7d,1.967240954764326
ZMIC0,76.72889200578459
ZMIC1,29.595675637733162
ZMIC2,23.64789489765566
ZMIC3,22.637001907236503
ZMIC4,22.16820145208527
ZMIC5,22.16820145208527
nAcid,0
nAtom,39
nBase,0
nRing,3
piPC1,3.449987545831587
piPC2,4.073291153024268
piPC3,4.6646176446315115
piPC4,5.213235944179136
piPC5,5.321179035691299
piPC6,5.629418059367339
piPC7,5.943455327921622
piPC8,6.175477381219153
piPC9,6.328661967148697
AATS0Z,22.512820512820515
AATS0d,3.282051282051282
AATS0i,170.94268892529442
AATS0m,88.8023363333333
AATS0p,1.3830444176226158
AATS0s,3.175925925925926
AATS0v,205.42924380183322
AATS1Z,25.5609756097561
AATS1d,3.8536585365853657
AATS1i,157.23171243143895
AATS1m,97.06159860975606
AATS1p,1.6327793551219516
AATS1s,3.3021680216802176
AATS1v,242.80756600651196
AATS2Z,21.285714285714285
AATS2d,3.6142857142857143
AATS2i,166.51223703606416
AATS2m,79.72950857142857
AATS2p,1.4109043658355713
AATS2s,2.859126984126984
AATS2v,205.45490024338082
AATS3Z,17.525
AATS3d,3.075
AATS3i,165.92967634792677
AATS3m,63.01094245
AATS3p,1.3290315661705125
AATS3s,2.751388888888889
AATS3v,184.39658059912196
AATS4Z,15.152173913043478
AATS4d,2.8043478260869565
AATS4i,168.01468126553465
AATS4m,52.527307445652184
AATS4p,1.2374711142227173
AATS4s,2.691425120772947
AATS4v,163.93061029906977
AATS5Z,14.516483516483516
AATS5d,2.6373626373626373
AATS5i,168.16742343241572
AATS5m,51.51773684615384
AATS5p,1.1498352750717253
AATS5s,2.467032967032967
AATS5v,152.22903646775865
AATS6Z,14.204819277108435
AATS6d,2.602409638554217
AATS6i,171.11803056943958
AATS6m,48.97241326506024
AATS6p,1.1521002810588674
AATS6s,2.560240963855422
AATS6v,152.52725108988517
AATS7Z,13.253164556962025
AATS7d,2.5063291139240507
AATS7i,171.1629733236928
AATS7m,45.403455481012664
AATS7p,1.1341448163599113
AATS7s,2.508438818565401
AATS7v,148.99237789073007
AATS8Z,13.0
AATS8d,2.242857142857143
AATS8i,170.41468536183257
AATS8m,44.857962400000005
AATS8p,1.0975733619611712
AATS8s,2.573809523809524
AATS8v,140.71116336869315
AMID_C,1.2557355629310105
AMID_N,0.7768603040719226
AMID_O,0.0
AMID_X,0.0
AMID_h,0.7768603040719226
ATS0dv,298.0
ATS0pe,245.58530000000002
ATS0se,300.57214799999986
ATS1dv,327.0
ATS1pe,275.6647
ATS1se,326.41682799999984
ATS2dv,432.0
ATS2pe,457.4444
ATS2se,552.037248
ATS3dv,295.0
ATS3pe,508.99510000000004
ATS3se,620.905136
ATS4dv,314.0
ATS4pe,578.7917000000001
ATS4se,710.5669800000001
ATS5dv,290.0
ATS5pe,553.9302999999999
ATS5se,688.305604
ATS6dv,227.0
ATS6pe,518.0208000000001
ATS6se,639.88786
ATS7dv,218.0
ATS7pe,484.51800000000003
ATS7se,602.620908
ATS8dv,229.0
ATS8pe,423.67150000000004
ATS8se,528.8151680000001
ATSC0Z,285.5897435897435
ATSC0c,0.7400995863048284
ATSC0d,22.97435897435897
ATSC0i,64.61463225575694
ATSC0m,1360.9241003589743
ATSC0p,7.597874834690307
ATSC0s,21.55270655270656
ATSC0v,1787.8751035100718
ATSC1Z,26.072320841551615
ATSC1c,-0.32593797655547985
ATSC1d,12.411571334648263
ATSC1i,-25.902371101962903
ATSC1m,119.46960090466845
ATSC1p,-1.5006804624311894
ATSC1s,-0.004839652275549472
ATSC1v,-149.59904797334326
ATSC2Z,74.5312294543064
ATSC2c,0.03313545835561062
ATSC2d,0.07166337935568945
ATSC2i,1.127478754367279
ATSC2m,358.58759304799503
ATSC2p,1.9421657205895537
ATSC2s,4.22947256921616
ATSC2v,519.6552542809326
ATSC3Z,-75.92767915844838
ATSC3c,-0.3142867825702987
ATSC3d,-12.819197896120972
ATSC3i,-13.129621987205207
ATSC3m,-356.04950624917785
ATSC3p,-0.808087308586346
ATSC3s,-0.854554751990649
ATSC3v,-250.03427817918123
ATSC4Z,-166.67324128862592
ATSC4c,0.38726016736272684
ATSC4d,-7.888231426692963
ATSC4i,27.967245997407627
ATSC4m,-800.0542685391188
ATSC4p,-2.7318827595171338
ATSC4s,-9.900686682737968
ATSC4v,-960.1195927481683
ATSC5Z,56.93162393162393
ATSC5c,-0.13477966132923436
ATSC5d,-3.9658119658119655
ATSC5i,-26.71409608106584
ATSC5m,264.67759949572644
ATSC5p,-1.3396639898128462
ATSC5s,4.316476733143399
ATSC5v,-57.37885856038599
ATSC6Z,-109.15253122945431
ATSC6c,0.01972356706766945
ATSC6d,-8.48389217619987
ATSC6i,2.5903485413923155
ATSC6m,-517.1400989178172
ATSC6p,-1.218013833865835
ATSC6s,-8.964022207611949
ATSC6v,-454.0756653576474
ATSC7Z,-75.8612754766601
ATSC7c,-0.2125970491911317
ATSC7d,-2.794214332675872
ATSC7i,-0.8581935347628005
ATSC7m,-351.0545121374097
ATSC7p,0.5522618125363239
ATSC7s,-8.685824384542334
ATSC7v,-27.05066582092995
ATSC8Z,5.095332018408941
ATSC8c,0.3086870620093799
ATSC8d,5.81525312294543
ATSC8i,12.730673651903755
ATSC8m,17.633607304404833
ATSC8p,-0.5803711474073743
ATSC8s,2.073489663233254
ATSC8v,-155.49014343172178
AXp-0d,0.7056964989228289
AXp-1d,0.441943643388976
AXp-2d,0.28254171902085773
AXp-3d,0.18462701045660762
AXp-4d,0.11637085643518398
AXp-5d,0.07555354717865306
AXp-6d,0.04894330827378851
AXp-7d,0.032249851717447965
GATS1Z,0.7886120466519806
GATS1c,1.589983628090617
GATS1d,0.6051284843205575
GATS1i,1.7160405843908597
GATS1m,0.7936649311700182
GATS1p,1.2824760031847549
GATS1s,0.9365079876839743
GATS1v,1.075755403570455
GATS2Z,0.8059513121104074
GATS2c,1.185654443349619
GATS2d,1.2641422193877552
GATS2i,1.1319298062659824
GATS2m,0.8034591013542144
GATS2p,0.8414212918298576
GATS2s,0.6751628741384192
GATS2v,0.7901416285766274
GATS3Z,1.071948509606752
GATS3c,1.2658688723251597
GATS3d,1.3955775669642858
GATS3i,1.1905952230403847
GATS3m,1.07010563126067
GATS3p,1.054577282312786
GATS3s,0.9250256113681423
GATS3v,1.0406003777856885
GATS4Z,1.2011377032798025
GATS4c,0.7736751499626127
GATS4d,1.1416318905279503
GATS4i,0.8590836207533922
GATS4m,1.2028931539915455
GATS4p,1.1361005283225536
GATS4s,1.2547321762119599
GATS4v,1.1942151430673165
GATS5Z,0.8853474591488601
GATS5c,0.8794405179843899
GATS5d,1.0542091836734695
GATS5i,1.1159001088940408
GATS5m,0.8886911071576125
GATS5p,1.0756697002767772
GATS5s,0.8078274006231704
GATS5v,1.0138237386535969
GATS6Z,1.1638567197502532
GATS6c,0.9692376888206612
GATS6d,1.1657836703958693
GATS6i,0.9515115602262628
GATS6m,1.161460130483242
GATS6p,1.010666167175928
GATS6s,1.186329322577819
GATS6v,1.0642067667812602
GATS7Z,1.1183609083738877
GATS7c,1.1532401263031107
GATS7d,1.046846745027125
GATS7i,0.9378388988730821
GATS7m,1.1139966792557285
GATS7p,0.9128347687201303
GATS7s,1.278943669631129
GATS7v,0.9700065950426117
GATS8Z,0.974174640227792
GATS8c,0.592658797925374
GATS8d,0.673421556122449
GATS8i,0.7946682268390803
GATS8m,0.9775364682134133
GATS8p,1.01901917652441
GATS8s,0.93683221603248
GATS8v,1.037292087089649
MATS1Z,0.0868396042552633
MATS1c,-0.418914655273529
MATS1d,0.5138828397212546
MATS1i,-0.38131983335881225
MATS1m,0.08350341908465655
MATS1p,-0.18787839606372386
MATS1s,-0.00021359598923152744
MATS1v,-0.07959254712965277
MATS2Z,0.1453992766077522
MATS2c,0.024944188974832585
MATS2d,0.0017378826530612828
MATS2i,0.009721741231763925
MATS2m,0.1468006305965501
MATS2p,0.14241663388210912
MATS2s,0.1093329241809083
MATS2v,0.16193648679987102
MATS3Z,-0.12960809840186752
MATS3c,-0.2070191759841294
MATS3d,-0.27201450892857143
MATS3i,-0.0990594621575403
MATS3m,-0.12754137739987859
MATS3p,-0.05184904614869205
MATS3s,-0.01932914738929278
MATS3v,-0.06817685999041274
MATS4Z,-0.24740020454847106
MATS4c,0.22181425203096777
MATS4d,-0.1455502717391304
MATS4i,0.18348290401993236
MATS4m,-0.2492081959858983
MATS4p,-0.15242166529581977
MATS4s,-0.19473332567027787
MATS4v,-0.22764857448147333
MATS5Z,0.0854346766539261
MATS5c,-0.0780472156276173
MATS5d,-0.0739795918367347
MATS5i,-0.17718739425986177
MATS5m,0.08335017132610065
MATS5p,-0.0755660921522924
MATS5s,0.08583231045227076
MATS5v,-0.01375428257530073
MATS6Z,-0.17958816771845879
MATS6c,0.012522233980287435
MATS6d,-0.17351549053356286
MATS6i,0.018837091255908746
MATS6m,-0.17855039850588647
MATS6p,-0.07532629395909071
MATS6s,-0.1954283757634635
MATS6v,-0.11933767318965492
MATS7Z,-0.13113392173219296
MATS7c,-0.14180925863683796
MATS7d,-0.060041817359855365
MATS7i,-0.006556799101696592
MATS7m,-0.127343906998283
MATS7p,0.035883136307526396
MATS7s,-0.19895128297372136
MATS7v,-0.00746927239970242
MATS8Z,0.009940230356822207
MATS8c,0.2323779054513683
MATS8d,0.14102359693877553
MATS8i,0.10977086217407056
MATS8m,0.007218946561913225
MATS8p,-0.04255790550713944
MATS8s,0.05360022660749694
MATS8v,-0.048454292248392566
MAXaaN,4.23627236079617
MINaaN,4.038798080960779
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.306888893796287
SpAD_D,193.86607624810767
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.6832040501385737
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,518
TMWC10,117.79652908516
TSRW10,71.62517977302892
VE1_Dt,4.517173765872696
VE2_Dt,0.21510351266060454
VE3_Dt,2.2498238699717925
VR1_Dt,112.38275909080471
VR2_Dt,5.351559956704986
VR3_Dt,5.463847881551848
Xc-3dv,0.5711847029286491
Xc-4dv,0.0
Xc-5dv,0.11496817859071123
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.3367876570272817
Xch-6d,0.569889700065867
Xch-7d,0.63321555946447
Xp-0dv,12.138566858007481
Xp-1dv,6.799381167542295
Xp-2dv,4.943613605845253
Xp-3dv,3.518498764094741
Xp-4dv,2.2975987703192127
Xp-5dv,1.2885218078212912
Xp-6dv,0.747591397940127
Xp-7dv,0.45032288609126536
Xpc-4d,3.4514102036351413
Xpc-5d,5.228793533516032
Xpc-6d,6.594813205873651
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,0
nHBAcc,8
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,6.337655033198116
AATS0dv,7.641025641025641
AATS0pe,6.297058974358975
AATS0se,7.70697815384615
AATS1dv,7.975609756097561
AATS1pe,6.723529268292682
AATS1se,7.961386048780484
AATS2dv,6.171428571428572
AATS2pe,6.53492
AATS2se,7.8862464
AATS3dv,3.6875
AATS3pe,6.362438750000001
AATS3se,7.761314199999999
AATS4dv,3.4130434782608696
AATS4pe,6.291214130434784
AATS4se,7.723554130434783
AATS5dv,3.1868131868131866
AATS5pe,6.087146153846152
AATS5se,7.563797846153847
AATS6dv,2.7349397590361444
AATS6pe,6.241214457831327
AATS6se,7.709492289156627
AATS7dv,2.759493670886076
AATS7pe,6.133139240506329
AATS7se,7.62811275949367
AATS8dv,3.2714285714285714
AATS8pe,6.05245
AATS8se,7.554502400000001
AATSC0Z,7.322813938198551
AATSC0c,0.018976912469354575
AATSC0d,0.5890861275476659
AATSC0i,1.6567854424553063
AATSC0m,34.89548975279421
AATSC0p,0.19481730345359763
AATSC0s,0.5526335013514503
AATSC0v,45.84295137205312
AATSC1Z,0.6359102644280882
AATSC1c,-0.007949706745255606
AATSC1d,0.3027212520645918
AATSC1i,-0.6317651488283634
AATSC1m,2.9138927049919134
AATSC1p,-0.03660196249832169
AATSC1s,-0.00011804029940364566
AATSC1v,-3.6487572676425186
AATSC2Z,1.0647318493472342
AATSC2c,0.00047336369079443736
AATSC2d,0.001023762562224135
AATSC2i,0.016106839348103988
AATSC2m,5.122679900685643
AATSC2p,0.027745224579850767
AATSC2s,0.060421036703087995
AATSC2v,7.423646489727608
AATSC3Z,-0.9490959894806048
AATSC3c,-0.003928584782128734
AATSC3d,-0.16023997370151216
AATSC3i,-0.16412027484006508
AATSC3m,-4.450618828114723
AATSC3p,-0.010101091357329325
AATSC3s,-0.010681934399883113
AATSC3v,-3.1254284772397654
AATSC4Z,-1.8116656661807164
AATSC4c,0.0042093496452470305
AATSC4d,-0.08574164594231481
AATSC4i,0.3039918043196481
AATSC4m,-8.696242049338247
AATSC4p,-0.029694377820838412
AATSC4s,-0.10761615959497792
AATSC4v,-10.436082529871396
AATSC5Z,0.6256222410068564
AATSC5c,-0.0014810951794421358
AATSC5d,-0.04358035127265896
AATSC5i,-0.2935614953963279
AATSC5m,2.908545049403587
AATSC5p,-0.014721582305635672
AATSC5s,0.04743381025432307
AATSC5v,-0.630536907256989
AATSC6Z,-1.3150907377042689
AATSC6c,0.0002376333381646922
