DLiP-ID,P000HI
CIC0,2.1249535320618147
CIC1,0.9006516669551292
CIC2,0.4503258334775655
CIC3,8.881784197001252e-16
CIC4,8.881784197001252e-16
CIC5,8.881784197001252e-16
GGI1,2.5
GGI2,1.1111111111111116
GGI3,0.625
GGI4,0.46222222222222226
GGI5,0.125
GGI6,0.0
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.25
JGI2,0.0854700854700855
JGI3,0.05681818181818182
JGI4,0.06603174603174604
JGI5,0.03125
JGI6,0.0
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,17.961578695518966
MIC1,29.837978024295655
MIC2,35.77857494352802
MIC3,36.232503383673404
MIC4,36.232503383673404
MIC5,36.232503383673404
MPC2,13
MPC3,14
MPC4,15
MPC5,16
MPC6,9
MPC7,6
MPC8,0
MPC9,0
Mare,1.0552000000000004
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.32797231372429814
RPCG,0.23546944422987726
SIC0,0.456101091120817
SIC1,0.7694709782844974
SIC2,0.8847354891422484
SIC3,0.9999999999999998
SIC4,0.9999999999999998
SIC5,0.9999999999999998
SaaN,3.3287037037037037
SaaO,0
SaaS,0
Sare,15.828000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,17.02314814814815
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,26.72905595320056
TIC1,45.09358392980084
TIC2,51.8484714319643
TIC3,58.60335893412777
TIC4,58.60335893412777
TIC5,58.60335893412777
Vabc,115.897517004368
WPol,11
apol,16.859964999999995
bpol,7.024034999999999
nRot,1
ABCGG,6.9894684010497965
ATS0Z,462.0
ATS0d,51.0
ATS0i,2452.948316878745
ATS0m,1834.7650979999994
ATS0p,22.096076524244992
ATS0s,155.33333333333334
ATS0v,3589.0066367653853
ATS1Z,442.0
ATS1d,58.0
ATS1i,2251.0546146860006
ATS1m,1702.8639740000003
ATS1p,26.046688902
ATS1s,77.11111111111111
ATS1v,4176.030887600712
ATS2Z,618.0
ATS2d,76.0
ATS2i,3193.3345123957006
ATS2m,2379.449501
ATS2p,33.90727848
ATS2s,142.11111111111114
ATS2v,5352.545799240488
ATS3Z,571.0
ATS3d,72.0
ATS3i,4085.0463479099985
ATS3m,2123.5393990000007
ATS3p,32.068348851698
ATS3s,142.44444444444443
ATS3v,4975.161451724367
ATS4Z,400.0
ATS4d,46.0
ATS4i,3286.2600078069477
ATS4m,1448.541799
ATS4p,21.466680227698003
ATS4s,110.66666666666664
ATS4v,3410.4543429668784
ATS5Z,280.0
ATS5d,24.0
ATS5i,2368.590101136448
ATS5m,1007.2125240000001
ATS5p,12.026339317698
ATS5s,134.0
ATS5v,1920.1320206712112
ATS6Z,48.0
ATS6d,9.0
ATS6i,1448.8792352421478
ATS6m,94.77417600000001
ATS6p,4.676610049698
ATS6s,36.0
ATS6v,586.9722583597131
ATS7Z,2.0
ATS7d,2.0
ATS7i,369.83530404849796
ATS7m,2.032128
ATS7p,0.8892258096979999
ATS7s,2.0
ATS7v,62.16748886186053
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8s,0.0
ATS8v,0.0
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,4
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.48957001332001343
Kier1,8.1
Kier2,3.408284023668639
Kier3,2.2857142857142856
MAXdO,10.179537037037036
MID_C,12.229095909916929
MID_N,1.9924043984764968
MID_O,5.164010292741372
MID_X,0.0
MID_h,7.1564146912178686
MINdO,10.179537037037036
MPC10,0
MWC01,10.0
MWC02,3.8501476017100584
MWC03,4.61512051684126
MWC04,5.43372200355424
MWC05,6.22455842927536
MWC06,7.04141166379481
MWC07,7.840312983320164
MWC08,8.65434302956347
MWC09,9.456653425317034
MWC10,10.268720769756413
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.4853999999999999
SRW02,3.044522437723423
SRW03,0.0
SRW04,4.290459441148391
SRW05,0.0
SRW06,5.733341276897746
SRW07,0.0
SRW08,7.261927092702751
SRW09,0.0
SRW10,8.830689198760998
SaaCH,4.041944444444444
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.4306481481481472
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.142685185185185
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,2.988081800737837
VE1_D,3.122778545415962
VE2_A,0.29880818007378374
VE2_D,0.3122778545415962
VE3_A,1.094631643314129
VE3_D,1.1387231649368124
VR1_A,32.05393686135103
VR1_D,34.41525450166089
VR2_A,3.2053936861351033
VR2_D,3.441525450166089
VR3_A,3.4674200108106312
VR3_D,3.5384999109024813
WPath,117
Xc-3d,0.7886751345948129
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,7.560477932315068
Xp-1d,4.698377302757662
Xp-2d,4.275874226943092
Xp-3d,2.919765780988073
Xp-4d,2.0865282661443345
Xp-5d,1.5721029009847696
Xp-6d,0.6030986202514902
Xp-7d,0.3285328532178296
ZMIC0,34.64583920098992
ZMIC1,25.323794738326107
ZMIC2,19.61910567614607
ZMIC3,18.75307485892089
ZMIC4,18.75307485892089
ZMIC5,18.75307485892089
nAcid,1
nAtom,15
nBase,0
nRing,1
piPC1,2.70805020110221
piPC2,3.2386784521643803
piPC3,3.6699514442284173
piPC4,4.104707349257647
piPC5,4.541298109393681
piPC6,4.2018901887852635
piPC7,4.123093975508087
piPC8,0.0
piPC9,0.0
AATS0Z,30.8
AATS0d,3.4
AATS0i,163.52988779191634
AATS0m,122.31767319999996
AATS0p,1.4730717682829995
AATS0s,10.355555555555556
AATS0v,239.26710911769234
AATS1Z,29.466666666666665
AATS1d,3.8666666666666667
AATS1i,150.07030764573338
AATS1m,113.52426493333336
AATS1p,1.7364459267999999
AATS1s,5.140740740740741
AATS1v,278.4020591733808
AATS2Z,29.428571428571427
AATS2d,3.619047619047619
AATS2i,152.06354820931907
AATS2m,113.3071190952381
AATS2p,1.6146323085714287
AATS2s,6.767195767195768
AATS2v,254.8831332971661
AATS3Z,22.84
AATS3d,2.88
AATS3i,163.40185391639994
AATS3m,84.94157596000002
AATS3p,1.28273395406792
AATS3s,5.697777777777777
AATS3v,199.00645806897467
AATS4Z,20.0
AATS4d,2.3
AATS4i,164.31300039034738
AATS4m,72.42708995000001
AATS4p,1.0733340113849001
AATS4s,5.533333333333332
AATS4v,170.52271714834393
AATS5Z,20.0
AATS5d,1.7142857142857142
AATS5i,169.185007224032
AATS5m,71.94375171428572
AATS5p,0.8590242369784286
AATS5s,9.571428571428571
AATS5v,137.1522871908008
AATS6Z,6.0
AATS6d,1.125
AATS6i,181.10990440526848
AATS6m,11.846772000000001
AATS6p,0.58457625621225
AATS6s,4.5
AATS6v,73.37153229496414
AATS7Z,1.0
AATS7d,1.0
AATS7i,184.91765202424898
AATS7m,1.016064
AATS7p,0.44461290484899996
AATS7s,1.0
AATS7v,31.083744430930263
AMID_C,1.222909590991693
AMID_N,0.19924043984764966
AMID_O,0.5164010292741372
AMID_X,0.0
AMID_h,0.7156414691217868
ATS0dv,186.0
ATS0pe,107.95740000000002
ATS0se,129.0922
ATS1dv,162.0
ATS1pe,106.29850000000003
ATS1se,125.64091200000003
ATS2dv,225.0
ATS2pe,149.25570000000005
ATS2se,176.08005200000005
ATS3dv,190.0
ATS3pe,173.9152
ATS3se,209.449308
ATS4dv,124.0
ATS4pe,138.5545
ATS4se,168.85773999999998
ATS5dv,88.0
ATS5pe,101.64520000000002
ATS5se,124.20979200000002
ATS6dv,0.0
ATS6pe,53.13
ATS6se,67.9104
ATS7dv,0.0
ATS7pe,9.680000000000001
ATS7se,13.436928
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,116.4
ATSC0c,0.9572724128369696
ATSC0d,9.333333333333334
ATSC0i,22.35174599006332
ATSC0m,544.658958
ATSC0p,3.145515204163332
ATSC0s,59.06666666666666
ATSC0v,618.6109610576611
ATSC1Z,-13.999999999999995
ATSC1c,-0.6754431001789658
ATSC1d,1.3333333333333326
ATSC1i,-0.7122410778000023
ATSC1m,-60.466564000000155
ATSC1p,0.4824859713333345
ATSC1s,-16.62222222222222
ATSC1v,67.32871768915109
ATSC2Z,7.440000000000002
ATSC2c,0.22622826059745954
ATSC2d,-2.3333333333333344
ATSC2i,-8.898041646856326
ATSC2m,27.600196999999895
ATSC2p,-0.9618188664163319
ATSC2s,18.484444444444446
ATSC2v,-186.97639610894535
ATSC3Z,-14.599999999999998
ATSC3c,0.08492920785410929
ATSC3d,-1.8888888888888893
ATSC3i,2.7900874331794445
ATSC3m,-70.058369
ATSC3p,-0.5104383958938887
ATSC3s,-5.333333333333337
ATSC3v,-94.53146369797582
ATSC4Z,-27.2
ATSC4c,-0.33440333984558146
ATSC4d,-5.11111111111111
ATSC4i,-6.371429003888107
ATSC4m,-126.1741269999999
ATSC4p,-1.372886792438111
ATSC4s,-22.755555555555556
ATSC4v,-162.30413973435256
ATSC5Z,-2.2400000000000015
ATSC5c,0.48264029642901296
ATSC5d,-0.444444444444444
ATSC5i,-3.58857908254844
ATSC5m,-15.969347999999929
ATSC5p,-0.5327033120217787
ATSC5s,16.115555555555556
ATSC5v,-139.2125732394097
ATSC6Z,-36.480000000000004
ATSC6c,-0.3702403164400746
ATSC6d,2.8888888888888893
ATSC6i,4.094152054131552
ATSC6m,-163.91477999999987
ATSC6p,0.9045315789115543
ATSC6s,-24.124444444444443
ATSC6v,61.99559218108816
ATSC7Z,28.88
ATSC7c,0.10765278516555533
ATSC7d,0.8888888888888891
ATSC7i,1.51017832875022
ATSC7m,136.65351200000006
ATSC7p,0.4180722144435552
ATSC7s,4.702222222222222
ATSC7v,144.3947823816136
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.7560477932315068
AXp-1d,0.46983773027576625
AXp-2d,0.32891340207254555
AXp-3d,0.2085546986420052
AXp-4d,0.1391018844096223
AXp-5d,0.0982564313115481
AXp-6d,0.06701095780572114
AXp-7d,0.054755475536304936
GATS1Z,0.7497136311569301
GATS1c,1.5671410349315247
GATS1d,0.9499999999999998
GATS1i,1.138160050022812
GATS1m,0.7439971357881042
GATS1p,0.8850981864897811
GATS1s,0.9700275896664158
GATS1v,0.7507900017412106
GATS2Z,0.6185567010309279
GATS2c,0.5792715407294076
GATS2d,1.2142857142857142
GATS2i,1.3929516387536478
GATS2m,0.631686183827838
GATS2p,1.205437958540261
GATS2s,0.4690243290694758
GATS2v,1.066682981841924
GATS3Z,0.9621993127147765
GATS3c,0.7208650903720538
GATS3d,1.02
GATS3i,0.9461321755731313
GATS3m,0.9661581026268553
GATS3p,0.9934803089288684
GATS3s,0.8527464258841233
GATS3v,0.9995661283410732
GATS4Z,1.1817010309278349
GATS4c,1.2395594815528619
GATS4d,1.3499999999999999
GATS4i,1.0633445261450603
GATS4m,1.1785094096441908
GATS4p,1.2227708154065982
GATS4s,1.3088788562829194
GATS4v,1.1365063823766541
GATS5Z,1.2027491408934707
GATS5c,0.7698860500811777
GATS5d,0.857142857142857
GATS5i,0.8601942525583217
GATS5m,1.2038070399275431
GATS5p,1.048129129063592
GATS5s,1.1117381489841984
GATS5v,1.167839149085644
GATS6Z,2.029639175257732
GATS6c,1.919291730300726
GATS6d,0.09374999999999999
GATS6i,0.2140875484731512
GATS6m,1.999649223156631
GATS6p,0.30538727938298366
GATS6s,2.1924379232505644
GATS6v,0.9085973014928141
GATS7Z,0.0
GATS7c,0.19131334340434958
GATS7d,0.0
GATS7i,0.0
GATS7m,0.0
GATS7p,0.0
GATS7s,0.0
GATS7v,0.0
MATS1Z,-0.12027491408934703
MATS1c,-0.7055913145738992
MATS1d,0.14285714285714277
MATS1i,-0.0318651204302624
MATS1m,-0.11101729460584794
MATS1p,0.15338853574598119
MATS1s,-0.28141459744168545
MATS1v,0.10883854623920143
MATS2Z,0.04565537555228278
MATS2c,0.16880421136714752
MATS2d,-0.17857142857142863
MATS2i,-0.2843511212186426
MATS2m,0.036195909640342964
MATS2p,-0.21841047695536497
MATS2s,0.2235300440718048
MATS2v,-0.21589428098865834
MATS3Z,-0.07525773195876288
MATS3c,0.05323199961591706
MATS3d,-0.12142857142857144
MATS3i,0.07489582516962578
MATS3m,-0.07717677416773525
MATS3p,-0.09736498400356497
MATS3s,-0.05417607223476301
MATS3v,-0.0916874769270354
MATS4Z,-0.17525773195876287
MATS4c,-0.2619970047406971
MATS4d,-0.4107142857142856
MATS4i,-0.2137896410884608
MATS4m,-0.17374284193816553
MATS4p,-0.32734386181498726
MATS4s,-0.2889390519187359
MATS4v,-0.1967765081185137
MATS5Z,-0.02061855670103094
MATS5c,0.5401958694122192
MATS5d,-0.051020408163265245
MATS5i,-0.17201815739954354
MATS5m,-0.031414182146409564
MATS5p,-0.1814499411223085
MATS5s,0.2923250564334086
MATS5v,-0.24111491367010088
MATS6Z,-0.5876288659793815
MATS6c,-0.7251860431951748
MATS6d,0.5803571428571429
MATS6i,0.34344230222146116
MATS6m,-0.5642801022286679
MATS6p,0.5391793078012728
MATS6s,-0.7658013544018059
MATS6v,0.18790765546862875
MATS7Z,1.860824742268041
MATS7c,0.8434337790523693
MATS7d,0.7142857142857144
MATS7i,0.5067316651979616
MATS7m,1.8817304387381444
MATS7p,0.9968292647819769
MATS7s,0.5970654627539503
MATS7v,1.7506331701761724
MAXaaN,3.3287037037037037
MAXsOH,8.6875
MINaaN,3.3287037037037037
MINsOH,8.335648148148149
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,11.908678249899133
SpAD_D,48.13108275058423
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,93
TMWC10,83.38499042313282
TSRW10,39.16093944723331
VE1_Dt,3.1448357537519516
VE2_Dt,0.31448357537519517
VE3_Dt,1.1457616642264763
VR1_Dt,33.193430409307766
VR2_Dt,3.3193430409307765
VR3_Dt,3.5023519771040457
Xc-3dv,0.1679282958145167
Xc-4dv,0.0
Xc-5dv,0.011785113019775792
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.13144585576580214
Xp-0dv,4.981939884532615
Xp-1dv,2.59256827208814
Xp-2dv,1.6861786871398188
Xp-3dv,0.953510199118696
Xp-4dv,0.5423805270177511
Xp-5dv,0.3001277366893375
Xp-6dv,0.08803967585712152
Xp-7dv,0.027609913647108894
Xpc-4d,1.3896048410856587
Xpc-5d,1.522807794524097
Xpc-6d,2.1178750550108107
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,15
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,12.4
AATS0pe,7.197160000000001
AATS0se,8.606146666666666
AATS1dv,10.8
AATS1pe,7.086566666666669
AATS1se,8.376060800000001
AATS2dv,10.714285714285714
AATS2pe,7.107414285714288
AATS2se,8.384764380952383
AATS3dv,7.6
AATS3pe,6.956608
AATS3se,8.37797232
AATS4dv,6.2
AATS4pe,6.927725
AATS4se,8.442886999999999
AATS5dv,6.285714285714286
AATS5pe,7.26037142857143
AATS5se,8.872128000000002
AATS6dv,0.0
AATS6pe,6.64125
AATS6se,8.4888
AATS7dv,0.0
AATS7pe,4.840000000000001
AATS7se,6.718464
AATSC0Z,7.760000000000001
AATSC0c,0.06381816085579797
AATSC0d,0.6222222222222222
AATSC0i,1.4901163993375548
AATSC0m,36.3105972
AATSC0p,0.2097010136108888
AATSC0s,3.9377777777777774
AATSC0v,41.24073073717741
AATSC1Z,-0.933333333333333
AATSC1c,-0.04502954001193105
AATSC1d,0.08888888888888884
AATSC1i,-0.04748273852000016
AATSC1m,-4.031104266666677
AATSC1p,0.0321657314222223
AATSC1s,-1.108148148148148
AATSC1v,4.488581179276739
AATSC2Z,0.35428571428571437
AATSC2c,0.01077277431416474
AATSC2d,-0.11111111111111116
AATSC2i,-0.4237162688979203
AATSC2m,1.3142950952380903
AATSC2p,-0.04580089840077771
AATSC2s,0.8802116402116402
AATSC2v,-8.90363790994978
AATSC3Z,-0.584
AATSC3c,0.0033971683141643715
AATSC3d,-0.07555555555555557
AATSC3i,0.11160349732717778
AATSC3m,-2.80233476
AATSC3p,-0.02041753583575555
AATSC3s,-0.21333333333333346
AATSC3v,-3.781258547919033
AATSC4Z,-1.3599999999999999
AATSC4c,-0.016720166992279073
AATSC4d,-0.2555555555555555
AATSC4i,-0.31857145019440536
AATSC4m,-6.308706349999995
AATSC4p,-0.06864433962190555
AATSC4s,-1.1377777777777778
AATSC4v,-8.115206986717627
AATSC5Z,-0.16000000000000011
AATSC5c,0.03447430688778664
AATSC5d,-0.03174603174603171
AATSC5i,-0.2563270773248886
AATSC5m,-1.1406677142857091
AATSC5p,-0.03805023657298419
AATSC5s,1.1511111111111112
AATSC5v,-9.943755231386406
AATSC6Z,-4.5600000000000005
AATSC6c,-0.046280039555009325
AATSC6d,0.36111111111111116
AATSC6i,0.511769006766444
AATSC6m,-20.489347499999983
AATSC6p,0.11306644736394429
AATSC6s,-3.0155555555555553
AATSC6v,7.74944902263602
AATSC7Z,14.44
AATSC7c,0.05382639258277767
AATSC7d,0.44444444444444453
AATSC7i,0.75508916437511
AATSC7m,68.32675600000003
AATSC7p,0.2090361072217776
AATSC7s,2.351111111111111
AATSC7v,72.1973911908068
ATS0are,107.87490000000001
ATS1are,104.74999999999999
ATS2are,147.51999999999998
ATS3are,173.007
ATS4are,138.03799999999998
ATS5are,102.28
ATS6are,53.68000000000001
ATS7are,9.680000000000001
ATS8are,0.0
ATSC0dv,68.39999999999999
ATSC0pe,3.0963599999999993
ATSC0se,2.4080357333333318
ATSC1dv,2.400000000000003
ATSC1pe,-0.8363800000000002
ATSC1se,-0.6422058666666666
ATSC2dv,8.840000000000005
ATSC2pe,0.9907559999999996
ATSC2se,0.8076633066666659
ATSC3dv,-14.400000000000002
ATSC3pe,-0.2186399999999997
ATSC3se,-0.1836512888888893
ATSC4dv,-21.6
ATSC4pe,-1.2073400000000003
ATSC4se,-1.079375377777777
ATSC5dv,-3.8400000000000016
ATSC5pe,0.6602639999999993
ATSC5se,0.6231783822222234
ATSC6dv,-21.279999999999998
ATSC6pe,-1.3311119999999987
ATSC6se,-0.9269865244444437
ATSC7dv,15.679999999999998
ATSC7pe,0.3942720000000007
ATSC7se,0.19735950222222115
