DLiP-ID,C000LB
DLiP-Mol-ID,30988
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H15N5/c22-12-15-5-3-7-17(11-15)20-25-19-9-2-1-8-18(19)21(26-20)24-14-16-6-4-10-23-13-16/h1-11,13H,14H2,(H,24,25,26)"
Standard Inchi Key(RDKit),IXQNRYRNLQWBMV-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1cccc(-c2nc(NCc3cccnc3)c3ccccc3n2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),337.386
MW Monoisotopic(RDKit),337.13274548
MolLogP(RDKit),4.17558
XLogP(SDF),
XLogP(CDK),3.668
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),74.49
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.604614478201667
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1556646.803859973
qed,0.604614478201667
Chi0,17.76937394568524
Chi1,12.830831138144495
TPSA,74.49000000000001
Chi0n,13.924164393461893
Chi0v,13.924164393461893
Chi1n,8.234272959522603
Chi1v,8.234272959522603
Chi2n,5.820404389436274
Chi2v,5.820404389436274
Chi3n,4.035848065348485
Chi3v,4.035848065348485
Chi4n,2.7567635177781287
Chi4v,2.7567635177781287
MolMR,101.2527
MolWt,337.386
fr_SH,0
Kappa1,15.730576868049663
Kappa2,6.994053963066903
Kappa3,3.212428763439241
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1100.110444376296
MolLogP,4.175580000000002
NOCount,5
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.7657438681586346
SMR_VSA1,0.0
SMR_VSA2,5.261891554738487
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,5.316788604006331
SMR_VSA7,84.18426081123626
SMR_VSA8,0.0
SMR_VSA9,17.457077302489196
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,150.55852610006974
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,9.967957041894417
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,35.89528683400505
PEOE_VSA8,29.88811925530052
PEOE_VSA9,17.14937352210553
RingCount,4
SMR_VSA10,16.720787709916088
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,337.13274548000004
NumHDonors,1
PEOE_VSA10,5.817862777835028
PEOE_VSA11,5.824404497999927
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,14.951935562841626
SlogP_VSA3,6.544756405912575
SlogP_VSA4,11.33111286753076
SlogP_VSA5,11.126902983393991
SlogP_VSA6,73.05735782784225
SlogP_VSA7,0.0
SlogP_VSA8,22.29078092177798
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,1
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,17.9326123956095
EState_VSA4,27.847690693310078
EState_VSA5,0.0
EState_VSA6,18.329577708536295
EState_VSA7,54.727780119305955
EState_VSA8,21.35396695869302
EState_VSA9,10.245870075685694
SlogP_VSA10,5.817862777835028
