DLiP-ID,T007TX
AATSC5Z,-0.0662109375
AATSC5c,-0.002120090673904609
AATSC5d,-0.06260184151785714
AATSC5i,-0.07647656813922271
AATSC5m,-0.376979429521484
AATSC5p,-0.020835632928807378
AATSC5s,0.039715673053075405
AATSC5v,-2.749784408741778
AATSC6Z,0.4923604910714286
AATSC6c,0.0035661145166485334
AATSC6d,-0.04474469866071429
AATSC6i,-0.029155097678623128
AATSC6m,2.243454256996373
AATSC6p,-0.009154168504729788
AATSC6s,0.16589126829117062
AATSC6v,-0.03113833749634734
AATSC7Z,-0.11196711033950617
AATSC7c,-0.0019991523726417887
AATSC7d,0.007068021797839506
AATSC7i,-0.0868192505161697
AATSC7m,-0.5062551269983362
AATSC7p,-0.009246426510571826
AATSC7s,-0.04723593629436729
AATSC7v,-0.8871715193318253
AATSC8Z,-0.8673514484489051
AATSC8c,-0.0047473610324555845
AATSC8d,0.061133168909671534
AATSC8i,0.027052430697730546
AATSC8m,-3.947619748800681
AATSC8p,0.014827566284768535
AATSC8s,-0.28602900818316607
AATSC8v,0.09509632439501974
ATS0are,392.63470000000007
ATS1are,431.67900000000003
ATS2are,740.5009000000001
ATS3are,951.62
ATS4are,998.6519999999999
ATS5are,1048.107
ATS6are,1058.364
ATS7are,973.1460000000001
ATS8are,828.767
ATSC0dv,243.4375
ATSC0pe,7.031599999999997
ATSC0se,4.583667937499999
ATSC1dv,71.72265625
ATSC1pe,-0.04779999999999293
ATSC1se,-0.24812687109374926
ATSC2dv,1.693359375
ATSC2pe,0.22640000000000943
ATSC2se,0.20214305273437616
ATSC3dv,-95.3564453125
ATSC3pe,-2.3869999999999933
ATSC3se,-1.616936911132811
ATSC4dv,-78.0673828125
ATSC4pe,-0.5498999999999923
ATSC4se,0.27922384667968825
ATSC5dv,24.7568359375
ATSC5pe,0.1961999999999986
ATSC5se,-0.07765014160156304
ATSC6dv,70.5380859375
ATSC6pe,2.4201999999999995
ATSC6se,1.5405447958984373
ATSC7dv,-39.357421875
ATSC7pe,-1.298200000000001
ATSC7se,-1.2384854667968745
ATSC8dv,-53.7333984375
ATSC8pe,-3.547699999999997
ATSC8se,-2.291801553710936
AXp-0dv,0.5639208450081789
AXp-1dv,0.30588035974445626
AXp-2dv,0.16182133141713168
AXp-3dv,0.08866142226900688
AXp-4dv,0.04798460274715884
AXp-5dv,0.026338584485248534
AXp-6dv,0.0140936548927329
AXp-7dv,0.007788255173147225
BertzCT,1347.297445998434
ECIndex,1102
ETA_eta,30.726107471461788
GATS1dv,0.5556444914294344
GATS1pe,0.7894948183494342
GATS1se,0.8572385877400319
GATS2dv,0.981440786753987
GATS2pe,0.9145996258054437
GATS2se,0.9293846437627854
GATS3dv,1.1962930142034869
GATS3pe,1.1165482916750005
GATS3se,1.1198824494732182
GATS4dv,1.1034439307906156
GATS4pe,0.9576196692442216
GATS4se,0.8857050796036471
GATS5dv,0.917607188703466
GATS5pe,0.892182149155242
GATS5se,0.8991926239421221
GATS6dv,0.9006007702182285
GATS6pe,0.9332297058990839
GATS6se,0.9791484158967833
GATS7dv,1.091884181999715
GATS7pe,1.1841958681760432
GATS7se,1.272568187646992
GATS8dv,1.2032945100868606
GATS8pe,1.4956242372804645
GATS8se,1.5853602376079516
LogEE_A,4.493147705094281
LogEE_D,253.92643474819684
MATS1dv,0.27729366457751264
MATS1pe,-0.006398008318748366
MATS1se,-0.05094853640761079
MATS2dv,0.003772763865015992
MATS2pe,0.01746305539834294
MATS2se,0.02391903415617523
MATS3dv,-0.16173754606816018
MATS3pe,-0.14016724500824815
MATS3se,-0.14565594097036563
MATS4dv,-0.1259141419312159
MATS4pe,-0.03070590711100103
MATS4se,0.023918378138577338
MATS5dv,0.037192004401247016
MATS5pe,0.010204383477038281
MATS5se,-0.006195423939657666
MATS6dv,0.10596882450027507
MATS6pe,0.125874866927259
MATS6se,0.12291449715053825
MATS7dv,-0.06387105976322921
MATS7pe,-0.07293775752353229
MATS7se,-0.10674381647545737
MATS8dv,-0.10311366809403784
MATS8pe,-0.2356959593875073
MATS8se,-0.2335733386950626
MAXaaCH,2.1605928670321224
MAXaaaC,0.9897152748712995
MAXaasC,1.2825988996435165
MAXaasN,1.9951603646337732
MAXdssC,-0.8669473436465733
MAXsCH3,1.6014352218550543
MAXssNH,3.3744449349931838
MDEC-12,2.0794036234945716
MDEC-13,1.5031388905657808
MDEC-22,22.709494816984098
MDEC-23,33.13163890023529
MDEC-33,9.02693158627785
MDEN-22,0.4999999999999999
MDEN-23,0.20100756305184242
MDEO-11,0.4999999999999999
MDEO-12,0.5443310539518174
MDEO-22,0.1111111111111111
MINaaCH,1.856442023629458
MINaaaC,0.9416059646694293
MINaasC,0.6727229133451116
MINaasN,1.9951603646337732
MINdssC,-0.8669473436465733
MINsCH3,1.6014352218550543
MINssNH,3.3744449349931838
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4285714285714288
SM1_Dzi,1.3682854998861482
SM1_Dzm,1.4245628518413376
SM1_Dzp,-5.883722511902063
SM1_Dzv,-2.553951796962389
SddssSe,0
SpAD_Dt,926.193709847081
SpAbs_A,46.45306489107512
SpAbs_D,507.85286949639396
SpMAD_A,1.3272304254592893
SpMAD_D,14.51008198561125
SpMax_A,2.4836683141372258
SpMax_D,253.92643474819684
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,85.61
TpiPC10,9.133773971709102
VAdjMat,6.285402218862249
VE1_DzZ,5.821299360691081
VE1_Dzi,5.822066495075663
VE1_Dzm,5.821300422969981
VE1_Dzp,5.818032178528106
VE1_Dzv,5.82086702371233
VE2_DzZ,0.16632283887688804
VE2_Dzi,0.16634475700216178
VE2_Dzm,0.16632286922771375
VE2_Dzp,0.16622949081508873
VE2_Dzv,0.16631048639178084
VE3_DzZ,3.0142864631710906
VE3_Dzi,3.014418235099448
VE3_Dzm,3.014286645652481
VE3_Dzp,3.01372505941044
VE3_Dzv,3.0142121922897656
VR1_DzZ,246.56976220059846
VR1_Dzi,246.6362613452289
VR1_Dzm,246.56994759443134
VR1_Dzp,247.11385546989723
VR1_Dzv,246.69122205856658
VR2_DzZ,7.044850348588527
VR2_Dzi,7.0467503241493965
VR2_Dzm,7.044855645555181
VR2_Dzp,7.060395870568493
VR2_Dzv,7.04832063024476
VR3_DzZ,6.760407932893841
VR3_Dzi,6.760677593611102
VR3_Dzm,6.760408684785563
VR3_Dzp,6.7626121522364215
VR3_Dzv,6.760900409956893
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.17921183506745994
Xch-7dv,0.22921634764919574
Xpc-4dv,1.8932058691904021
Xpc-5dv,2.7866656836832533
Xpc-6dv,3.7009195838608187
Zagreb1,186.0
Zagreb2,220.0
fragCpx,331.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,1
nBondsM,23
nBondsO,39
nBondsS,45
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.134917187500001
AATS1are,6.348220588235295
AATS2are,6.275431355932205
AATS3are,6.139483870967742
AATS4are,6.126699386503067
AATS5are,5.989182857142857
AATS6are,6.047794285714286
AATS7are,6.007074074074074
AATS8are,6.049394160583942
AATSC0dv,3.8037109375
AATSC0pe,0.10986874999999996
AATSC0se,0.07161981152343748
AATSC1dv,1.0547449448529411
AATSC1pe,-0.0007029411764704843
AATSC1se,-0.0036489245749080773
AATSC2dv,0.014350503177966102
AATSC2pe,0.00191864406779669
AATSC2se,0.0017130767180879335
AATSC3dv,-0.615202872983871
AATSC3pe,-0.015399999999999957
AATSC3se,-0.010431851039566523
AATSC4dv,-0.47894099884969327
AATSC4pe,-0.003373619631901793
AATSC4se,0.0017130297342312162
AATSC5dv,0.14146763392857142
AATSC5pe,0.0011211428571428492
AATSC5se,-0.00044371509486607454
AATSC6dv,0.4030747767857143
AATSC6pe,0.013829714285714282
AATSC6se,0.008803113119419642
AATSC7dv,-0.2429470486111111
AATSC7pe,-0.008013580246913586
AATSC7se,-0.0076449720172646575
AATSC8dv,-0.3922145871350365
AATSC8pe,-0.025895620437956183
AATSC8se,-0.01672847849424041
AETA_eta,0.8778887848989082
ATSC0are,7.445010937499996
ATSC1are,-0.18896474609374822
ATSC2are,0.26544858398437765
ATSC3are,-2.6607905517578097
ATSC4are,-0.14051223144531
ATSC5are,0.10013259277343695
ATSC6are,2.5311654052734367
ATSC7are,-1.6124058105468748
ATSC8are,-3.7796749755859356
BCUTZ-1h,8.028985208032195
BCUTZ-1l,5.6790452400138856
BCUTc-1h,0.43577368427966084
BCUTc-1l,-0.5290464571216262
BCUTd-1h,3.2578408700729855
BCUTd-1l,0.9728720892498685
BCUTi-1h,14.552566585959969
BCUTi-1l,10.940260882956617
BCUTm-1h,16.01442164681781
BCUTm-1l,11.690864347515966
BCUTp-1h,2.011641091421642
BCUTp-1l,0.7415613514053228
BCUTs-1h,7.008295836329824
BCUTs-1l,1.2453840311476059
BCUTv-1h,20.911236654019127
BCUTv-1l,14.700975247191924
BalabanJ,1.0977804697629496
Diameter,18
ETA_beta,45.25
GATS1are,0.8182795231790081
GATS2are,0.9274757293333449
GATS3are,1.1327617839336106
GATS4are,0.9383185298767615
GATS5are,0.8904414050768478
GATS6are,0.9410033187073473
GATS7are,1.205245598964799
GATS8are,1.5193134307586844
HybRatio,0.2857142857142857
Lipinski,False
LogEE_Dt,463.0968549235405
MATS1are,-0.023888369578921934
MATS2are,0.01933806606277523
MATS3are,-0.1475684873050099
MATS4are,-0.0074103916254257395
MATS5are,0.004918719388094514
MATS6are,0.12433606289974453
MATS7are,-0.08556063002948264
MATS8are,-0.23716386646823065
MAXssCH2,1.1500877957890436
MAXsssCH,-0.3920266704208115
MINssCH2,-0.050555554770089994
MINsssCH,-0.3920266704208115
NsssssAs,0
RotRatio,0.23076923076923078
SM1_Dzpe,1.51843635250918
SM1_Dzse,1.4147681802120078
SMR_VSA1,19.374790486512623
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,31.725127320852
SMR_VSA6,25.57822451570936
SMR_VSA7,83.68134523447164
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,387.8869299725224
SpAD_Dzi,385.88669159485767
SpAD_Dzm,387.98358346900096
SpAD_Dzp,559.7482072201879
SpAD_Dzv,484.08984756251397
SpAbs_Dt,926.1937098470812
SpDiam_A,4.885968821589508
SpDiam_D,393.1363765740664
SpMAD_Dt,26.462677424202315
SpMax_Dt,463.0968549235405
SsssssAs,0
VE1_Dzpe,5.821306778994861
VE1_Dzse,5.821298347497183
VE2_Dzpe,0.1663230508284246
VE2_Dzse,0.16632280992849094
VE3_Dzpe,3.014287737508415
VE3_Dzse,3.0142862891216344
VMcGowan,357.20000000000135
VR1_Dzpe,246.57782191065718
VR1_Dzse,246.5688339741698
VR2_Dzpe,7.045080626018777
VR2_Dzse,7.044823827833422
VR3_Dzpe,6.760440619701276
VR3_Dzse,6.760404168327709
mZagreb1,9.472222222222223
mZagreb2,7.750000000000001
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,57
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.11632829589843743
AATSC1are,-0.002778893324908062
AATSC2are,0.002249564271054048
AATSC3are,-0.017166390656502
AATSC4are,-0.0008620382297258282
AATSC5are,0.0005721862444196397
AATSC6are,0.01446380231584821
AATSC7are,-0.009953122287326388
AATSC8are,-0.027588868434933838
AETA_beta,1.292857142857143
BCUTdv-1h,6.022230910190807
BCUTdv-1l,0.9975671496080691
BCUTpe-1h,3.5010897178096054
BCUTpe-1l,2.2275161357244153
BCUTse-1h,3.7140068006703557
BCUTse-1l,2.4233531442440333
ETA_alpha,16.53333333333333
ETA_dBeta,-0.25
ETA_eta_B,0.2956887239938979
ETA_eta_F,36.382490626316326
ETA_eta_L,8.11681334452179
ETA_eta_R,67.10859809777811
ETA_psi_1,0.5747392815758982
LabuteASA,203.87739232281814
LogEE_DzZ,193.9842813127918
LogEE_Dzi,192.96922192545375
LogEE_Dzm,194.03249353026737
LogEE_Dzp,279.0027520029187
LogEE_Dzv,241.68007352454808
PEOE_VSA1,24.464141554238488
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,54.80329714831868
PEOE_VSA8,41.322726019078175
PEOE_VSA9,26.179341957864423
SM1_Dzare,1.6998604001861328
SpAD_Dzpe,385.36632470248577
SpAD_Dzse,388.26661191725907
SpAbs_DzZ,386.5926116035415
SpAbs_Dzi,384.6747815806728
SpAbs_Dzm,386.6928540784064
SpAbs_Dzp,563.8892265177396
SpAbs_Dzv,485.91409884605844
SpDiam_Dt,671.3613157269576
SpMAD_DzZ,11.08248371350064
SpMAD_Dzi,11.025334045567362
SpMAD_Dzm,11.085245241971457
SpMAD_Dzp,15.992805920576796
SpMAD_Dzv,13.831138501786114
SpMax_DzZ,193.9842813127918
SpMax_Dzi,192.96922192545375
SpMax_Dzm,194.03249353026737
SpMax_Dzp,279.0027520029187
SpMax_Dzv,241.68007352454808
VE1_Dzare,5.821463837966883
VE2_Dzare,0.16632753822762522
VE3_Dzare,3.0143147171642375
VR1_Dzare,246.56459287939336
VR2_Dzare,7.0447026536969535
VR3_Dzare,6.760386967730283
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47238095238095235
AETA_dBeta,-0.007142857142857143
AETA_eta_B,0.008448249256968512
AETA_eta_F,1.0394997321804664
AETA_eta_L,0.23190895270062256
AETA_eta_R,1.9173885170793747
BCUTare-1h,3.5550414867300244
BCUTare-1l,2.1778718559478696
ETA_beta_s,22.75
ETA_dPsi_A,0.13926071842410181
ETA_dPsi_B,0.0
ETA_eta_BR,0.7256887239938978
ETA_eta_FL,9.001711493857409
ETA_eta_RL,17.118524838379198
LogEE_Dzpe,192.72654624702884
LogEE_Dzse,194.1737279066356
PEOE_VSA10,17.31688644440284
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.790514511606428
SlogP_VSA2,40.888346763234146
SlogP_VSA3,17.63618042992384
SlogP_VSA4,0.0
SlogP_VSA5,35.70431505324243
SlogP_VSA6,66.86051425622918
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,380.54964531063865
SpAbs_Dzpe,383.99754257764044
SpAbs_Dzse,386.98393115739077
SpDiam_DzZ,298.8003039559807
SpDiam_Dzi,297.651685870926
SpDiam_Dzm,298.87871386529457
SpDiam_Dzp,437.5503287208693
SpDiam_Dzv,375.99163578280195
SpMAD_Dzpe,11.010466420071022
SpMAD_Dzse,11.093331769064545
SpMax_Dzpe,192.72654624702884
SpMax_Dzse,194.1737279066356
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.65
AETA_eta_BR,0.020733963542682796
AETA_eta_FL,0.2571917569673545
AETA_eta_RL,0.4891007096679771
DetourIndex,7865
EState_VSA1,12.011146117099809
EState_VSA2,6.4208216229260096
EState_VSA3,12.356393797796823
EState_VSA4,59.53490030443605
EState_VSA5,5.563451491696996
EState_VSA6,7.109797541277533
EState_VSA7,59.294879767097314
EState_VSA8,17.449522740929552
EState_VSA9,14.457704428547306
ETA_beta_ns,22.5
ETA_shape_p,0.07056451612903225
ETA_shape_x,0.0
ETA_shape_y,0.3266129032258065
GhoseFilter,False
LogEE_Dzare,190.32339009532464
SlogP_VSA10,5.817862777835028
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,379.0245196414563
SpDiam_Dzpe,296.807901647717
SpDiam_Dzse,299.1014035953808
SpMAD_Dzare,10.87284700887539
SpMax_Dzare,190.32339009532464
TopoPSA(NO),85.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9951603646337732
VSA_EState9,74.83817296869957
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6428571428571429
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02761904761904767
FilterItLogS,-6.694016012815332
SpDiam_Dzare,292.9522622984369
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5854166666666658
ETA_epsilon_2,0.8219047619047616
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5227642276422751
ETA_epsilon_5,0.7936936936936935
AETA_beta_ns_d,0.02857142857142857
ETA_dEpsilon_A,0.1410867697594504
ETA_dEpsilon_B,0.06265243902439066
ETA_dEpsilon_C,-0.07843433073505973
ETA_dEpsilon_D,0.028211068211068113
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8285714285714286
MDEDescriptor,"0.0,2.0794036234945716,1.5031388905657808,0.0,22.709494816984098,33.13163890023529,0.0,9.02693158627785,0.0,0.0,0.4999999999999999,0.5443310539518174,0.1111111111111111,0.0,0.0,0.0,0.4999999999999999,0.20100756305184242,0.0"
APolDescriptor,75.12499699999998
BCUTDescriptor,"11.988220358339658,15.997949092451693,-0.3486766104176944,0.2609057959026668,4.2801040966071,11.678314930011565"
BPolDescriptor,40.453002999999995
TPSADescriptor,85.61
ALOGPDescriptor,"4.107400000000001,16.87073476000001,133.0528"
XLogPDescriptor,4.945
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,471.21580664000004
ChiPathDescriptor,"24.200095366003374,17.118524838379198,15.168858361067779,12.779299364019414,11.140891411640322,9.32703340490504,6.5534591781832585,4.856730652913796,19.73722957528626,11.929334030033795,8.738351896525112,6.4722838256375015,4.750475671968722,3.3450002296265646,1.9308307203044093,1.207179551837821"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.49438774919813083,0.7901704400409633,0.0,0.0,0.037267799624996496,0.1792118350674599,0.22921634764919568"
AtomCountDescriptor,64
BondCountDescriptor,39
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.02749430154621,0.0,0.3860827634879543,0.0,0.8378066155216122,0.0,0.13820140422300808,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,3,2,5,0,0"
ZagrebIndexDescriptor,186.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.77
WeightedPathDescriptor,"72.59878686359383,2.074251053245538,20.563735801353545,10.74487457124329,9.818861230110276"
FractionalPSADescriptor,0.18167896491087876
WienerNumbersDescriptor,"4291.0,56.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.697581592449472,8.03220226514515,11.39272979378283,1.8932058691904017,2.7866656836832546,3.32624318901061"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,0,11,1,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.600920447074294,12.697530864197532,6.533308313004316"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,3434.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"39.17781704599322,42.155825395058486,59.1209125085498,60.65091901522582,59.53558182727706"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.6827694456810217,-0.3406443371525664,0.03398892004609571,-0.20441634503609088,0.2734704575170557"
EccentricConnectivityIndexDescriptor,1102
AutocorrelationDescriptorPolarizability,"2445.3115366777292,2898.9087236894834,4087.5010558520826,4188.681588042789,3835.456396497623"
