DLiP-ID,T003JL
CIC0,3.982020979810759
CIC1,1.85509775004327
CIC2,0.7901955000865382
CIC3,0.3199999999999985
CIC4,0.2799999999999976
CIC5,0.2799999999999976
GGI1,5.5
GGI2,3.4444444444444455
GGI3,1.9097222222222223
GGI4,1.8200000000000003
GGI5,0.7500000000000001
GGI6,0.5420861678004535
GGI7,0.35505243764172334
GGI8,0.2975639329805996
GGI9,0.20250000000000007
JGI1,0.17741935483870963
JGI2,0.08401084010840112
JGI3,0.044412144702842375
JGI4,0.0491891891891892
JGI5,0.025862068965517248
JGI6,0.019360220278587626
JGI7,0.012243187504887012
JGI8,0.011444766653099986
JGI9,0.008804347826086956
MIC0,16.86596683016473
MIC1,37.126316086133485
MIC2,41.88681809781596
MIC3,43.5204951619032
MIC4,43.5608151619032
MIC5,43.5608151619032
MPC2,44
MPC3,56
MPC4,71
MPC5,88
MPC6,89
MPC7,98
MPC8,103
MPC9,107
Mare,1.00592
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.19338456070332438
RPCG,0.1196413333267133
SIC0,0.29445031093719237
SIC1,0.6713066939224551
SIC2,0.8599901426407396
SIC3,0.9433011775566217
SIC4,0.9503885303620442
SIC5,0.9503885303620442
SaaN,4.555049469293836
SaaO,0
SaaS,0
Sare,50.296
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.816221017603594
SsSH,0
SssO,5.442635949441505
SssS,0
StCH,0
StsC,0
TIC0,83.09176049819827
TIC1,189.43792198657272
TIC2,242.68303448440932
TIC3,266.1928094887363
TIC4,268.1928094887363
TIC5,268.1928094887363
Vabc,342.59042018111245
WPol,43
apol,55.45944599999999
bpol,28.610553999999993
nRot,7
ABCGG,16.994914630447514
ATS0Z,1230.0
ATS0d,172.0
ATS0i,8316.811725130978
ATS0m,4934.0746982995415
ATS0p,73.31849390667799
ATS0s,320.0277777777778
ATS0v,11067.586002917124
ATS1Z,1359.0
ATS1d,223.0
ATS1i,7768.336367510449
ATS1m,5199.9222546704
ATS1p,96.67176648600001
ATS1s,174.19444444444446
ATS1v,14400.180247647588
ATS2Z,1962.0
ATS2d,337.0
ATS2i,14274.401178051045
ATS2m,7337.5318403408
ATS2p,142.48225161594303
ATS2s,315.66666666666663
ATS2v,20521.38129350601
ATS3Z,2214.0
ATS3d,375.0
ATS3i,20134.95685935733
ATS3m,8176.480885122571
ATS3p,159.79823713952698
ATS3s,450.6388888888888
ATS3v,22608.27844299015
ATS4Z,2014.0
ATS4d,338.0
ATS4i,19665.27913299758
ATS4m,7287.641103084799
ATS4p,148.186104133131
ATS4s,403.25
ATS4v,20754.098076443006
ATS5Z,1657.0
ATS5d,298.0
ATS5i,18629.378716289735
ATS5m,5790.530719580798
ATS5p,130.92744324728204
ATS5s,369.0277777777777
ATS5v,18049.639084119604
ATS6Z,1538.0
ATS6d,260.0
ATS6i,16299.028107459231
ATS6m,5516.1100811712
ATS6p,110.886975732829
ATS6s,336.5833333333333
ATS6v,15689.280378097397
ATS7Z,1568.0
ATS7d,229.0
ATS7i,13878.446433866085
ATS7m,5814.517698423999
ATS7p,98.04597586758399
ATS7s,408.02777777777777
ATS7v,14479.361421715425
ATS8Z,1404.0
ATS8d,215.0
ATS8i,12855.571453473884
ATS8m,5195.6576705728
ATS8p,91.014051507584
ATS8s,364.5277777777778
ATS8v,13242.623341735569
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,5
C3SP2,2
C3SP3,2
C4SP3,0
FCSP3,0.42857142857142855
GGI10,0.14733598612386492
JGI10,0.006697090278357495
JGT10,0.4394432103456787
Kier1,21.240374609781476
Kier2,9.427685950413224
Kier3,5.389030612244898
MAXdO,10.750253185787225
MAXsF,14.379427875715756
MID_C,44.01888654326913
MID_N,4.122900773005799
MID_O,5.429133648880075
MID_X,3.5516732622357674
MID_h,13.103707684121643
MINdO,10.750253185787225
MINsF,14.348735782548914
MPC10,107
MWC01,31.0
MWC02,5.017279836814924
MWC03,5.877735781779639
MWC04,6.7650389767805414
MWC05,7.644440761556566
MWC06,8.537975730598767
MWC07,9.42617729477462
MWC08,10.322954180280107
MWC09,11.21631027745916
MWC10,12.11528870682436
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.917600000000003
SRW02,4.143134726391533
SRW03,1.9459101490553132
SRW04,5.476463551931511
SRW05,3.9318256327243257
SRW06,7.009408932708637
SRW07,5.860786223465865
SRW08,8.638879709672837
SRW09,7.760893195851024
SRW10,10.319661779452645
SaaCH,6.90281306556455
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.07227279873788
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9172955106911693
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.2674101174231946
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.668087827855155
VE1_D,5.209126299979952
VE2_A,0.13100313670911268
VE2_D,0.18604022499928402
VE3_A,2.329289915633087
VE3_D,2.680031562142871
VR1_A,1303.6926340894568
VR1_D,174.5942107394648
VR2_A,46.5604512174806
VR2_D,6.2355075264094575
VR3_A,8.202575421829678
VR3_D,6.192083902760111
WPath,2435
Xc-3d,1.9361048087981207
Xc-4d,0.0
Xc-5d,0.42479246499677625
Xc-6d,0.0
Xp-0d,19.67299762850793
Xp-1d,13.524877143252588
Xp-2d,12.423301639004945
Xp-3d,10.020303094061862
Xp-4d,8.161340641856015
Xp-5d,6.520104220194991
Xp-6d,4.28506585269742
Xp-7d,3.1718823419407425
ZMIC0,89.48560423318554
ZMIC1,40.926303004836754
ZMIC2,28.45894714776516
ZMIC3,24.192967235008787
ZMIC4,24.047212987417797
ZMIC5,24.047212987417797
nAcid,1
nAtom,50
nBase,0
nRing,4
piPC1,3.6635616461296463
piPC2,4.23410650459726
piPC3,4.718498871295094
piPC4,5.216293531069446
piPC5,5.701279344438083
piPC6,5.82452409235233
piPC7,6.008659610997081
piPC8,6.173720997615901
piPC9,6.369954491670576
AATS0Z,24.6
AATS0d,3.44
AATS0i,166.33623450261956
AATS0m,98.68149396599082
AATS0p,1.4663698781335597
AATS0s,6.400555555555557
AATS0v,221.35172005834247
AATS1Z,25.641509433962263
AATS1d,4.2075471698113205
AATS1i,146.57238429264999
AATS1m,98.1117406541585
AATS1p,1.823995594075472
AATS1s,3.2866876310272537
AATS1v,271.70151410655825
AATS2Z,21.096774193548388
AATS2d,3.6236559139784945
AATS2i,153.48818471022628
AATS2m,78.8981918316215
AATS2p,1.5320672216768068
AATS2s,3.39426523297491
AATS2v,220.66001390866677
AATS3Z,17.85483870967742
AATS3d,3.024193548387097
AATS3i,162.37868434965588
AATS3m,65.93936197679493
AATS3p,1.2886954608026369
AATS3s,3.6341845878136194
AATS3v,182.32482615314638
AATS4Z,16.783333333333335
AATS4d,2.816666666666667
AATS4i,163.87732610831318
AATS4m,60.73034252570666
AATS4p,1.234884201109425
AATS4s,3.3604166666666666
AATS4v,172.9508173036917
AATS5Z,14.794642857142858
AATS5d,2.6607142857142856
AATS5i,166.33373853830122
AATS5m,51.70116713911427
AATS5p,1.1689950289935898
AATS5s,3.2948908730158726
AATS5v,161.15749182249647
AATS6Z,15.855670103092784
AATS6d,2.6804123711340204
AATS6i,168.03121760267248
AATS6m,56.86711423887835
AATS6p,1.1431646982765877
AATS6s,3.469931271477663
AATS6v,161.74515853708658
AATS7Z,18.89156626506024
AATS7d,2.7590361445783134
AATS7i,167.21019799838658
AATS7m,70.05443010149396
AATS7p,1.1812768176817348
AATS7s,4.915997322623829
AATS7v,174.45013761102922
AATS8Z,18.233766233766232
AATS8d,2.792207792207792
AATS8i,166.95547342173876
AATS8m,67.47607364380261
AATS8p,1.1820006689296623
AATS8s,4.734126984126985
AATS8v,171.98212132124115
AMID_C,1.5721030908310405
AMID_N,0.14724645617877855
AMID_O,0.19389763031714555
AMID_X,0.1268454736512774
AMID_h,0.46798956014720156
ATS0dv,446.0
ATS0pe,328.6973
ATS0se,398.6154639999999
ATS1dv,405.0
ATS1pe,349.4025
ATS1se,415.63992399999995
ATS2dv,558.0
ATS2pe,599.2556999999999
ATS2se,724.377484
ATS3dv,612.0
ATS3pe,793.2926
ATS3se,971.215784
ATS4dv,482.0
ATS4pe,768.0728000000001
ATS4se,941.1198079999999
ATS5dv,363.0
ATS5pe,716.6854999999999
ATS5se,882.6818480000002
ATS6dv,413.0
ATS6pe,624.3025999999999
ATS6se,767.969632
ATS7dv,491.0
ATS7pe,555.1510999999999
ATS7se,675.7854120000001
ATS8dv,441.0
ATS8pe,509.62910000000005
ATS8se,622.5372000000002
ATSC0Z,397.67999999999995
ATSC0c,1.1938092244216676
ATSC0d,30.879999999999992
ATSC0i,114.56862759497758
ATSC0m,1916.7534616845505
ATSC0p,11.80349089413968
ATSC0s,141.42277777777778
ATSC0v,2440.766866086674
ATSC1Z,9.499199999999995
ATSC1c,-0.6318166496688994
ATSC1d,8.0272
ATSC1i,-2.1452646282939725
ATSC1m,47.40477330505921
ATSC1p,0.4535838866722977
ATSC1s,-3.459255555555554
ATSC1v,130.42606875472376
ATSC2Z,1.3151999999999895
ATSC2c,0.04330119151052832
ATSC2d,-5.316799999999995
ATSC2i,-26.450471011981406
ATSC2m,2.5273991945413483
ATSC2p,-2.690853793535766
ATSC2s,25.43196666666667
ATSC2v,-419.0602951792992
ATSC3Z,63.51359999999999
ATSC3c,-0.09555775560079274
ATSC3d,-4.1423999999999985
ATSC3i,-4.3061208822584405
ATSC3m,339.61784685197796
ATSC3p,0.27352654225179307
ATSC3s,33.9442888888889
ATSC3v,154.91860548355078
ATSC4Z,-52.11200000000001
ATSC4c,0.26277953289086403
ATSC4d,-12.111999999999998
ATSC4i,-25.689296055535323
ATSC4m,-246.24277900326098
ATSC4p,-3.4535706390401524
ATSC4s,-19.858000000000004
ATSC4v,-595.8030996807342
ATSC5Z,-187.32320000000004
ATSC5c,-0.19584421514698833
ATSC5d,-2.4512000000000014
ATSC5i,-9.921078391087839
ATSC5m,-904.0010290955677
ATSC5p,-1.789156157721723
ATSC5s,-68.48202222222224
ATSC5v,-646.8080410008407
ATSC6Z,-21.5392
ATSC6c,0.07797620222535866
ATSC6d,-0.46720000000000017
ATSC6i,-0.6128986817247903
ATSC6m,-131.7171118877446
ATSC6p,-0.14399399538705845
ATSC6s,-37.957966666666664
ATSC6v,61.35777406323762
ATSC7Z,48.77119999999999
ATSC7c,-0.11998485336016254
ATSC7d,2.9392000000000005
ATSC7i,5.127458995049327
ATSC7m,232.83027427828665
ATSC7p,0.5118555266484115
ATSC7s,41.752077777777785
ATSC7v,161.98475464280716
ATSC8Z,50.0928
ATSC8c,-0.21599002466678024
ATSC8d,3.9248000000000003
ATSC8i,6.543831784866967
ATSC8m,254.66846807016555
ATSC8p,1.556207976864493
ATSC8s,50.529477777777785
ATSC8v,274.41300512540556
AXp-0d,0.7026070581609974
AXp-1d,0.4362863594597609
AXp-2d,0.28234776452283966
AXp-3d,0.17893398382253325
AXp-4d,0.1149484597444509
AXp-5d,0.07409209341130672
AXp-6d,0.048146807333678876
AXp-7d,0.032366146346334106
GATS1Z,0.7241766396040432
GATS1c,1.443239414248608
GATS1d,0.8532725584123573
GATS1i,1.0138457921553163
GATS1m,0.72163590660752
GATS1p,1.062316184733596
GATS1s,0.5744684541266863
GATS1v,0.9525163895160689
GATS2Z,0.8320300755132458
GATS2c,0.8803760915060729
GATS2d,1.2284806953033598
GATS2i,1.0558558381648258
GATS2m,0.8309488417001837
GATS2p,1.1610732756295923
GATS2s,0.48887874562714406
GATS2v,1.0907745485688978
GATS3Z,0.8848600106423711
GATS3c,0.9577348209348322
GATS3d,1.0877172822998498
GATS3i,0.9536435423947135
GATS3m,0.8760961315190868
GATS3p,0.968364619245492
GATS3s,0.7108482205481897
GATS3v,0.9542738821200341
GATS4Z,1.0175476094682492
GATS4c,0.8402704350374189
GATS4d,1.1239745250431783
GATS4i,1.1115081584737874
GATS4m,1.0182321279323827
GATS4p,1.0958214209781332
GATS4s,0.9504107070603902
GATS4v,1.0741918681453804
GATS5Z,1.2249955994769668
GATS5c,0.9798987683401487
GATS5d,0.9846583549222802
GATS5i,1.1580297716750085
GATS5m,1.2310459251619403
GATS5p,1.0575213957058358
GATS5s,1.3883644293509219
GATS5v,1.091764334450472
GATS6Z,1.0720944363908609
GATS6c,0.969604834938218
GATS6d,0.9815180812990763
GATS6i,1.1856707827129873
GATS6m,1.087944483561838
GATS6p,0.9995869770298473
GATS6s,1.328516159434696
GATS6v,0.9611802138962913
GATS7Z,0.983490388833548
GATS7c,1.2699724777149266
GATS7d,0.8794244334852366
GATS7i,1.1060185369149225
GATS7m,0.9845881447117688
GATS7p,0.9477725930975766
GATS7s,1.1412465675020114
GATS7v,0.8951962333219554
GATS8Z,0.9665148771968327
GATS8c,1.381202161193069
GATS8d,0.855216674517193
GATS8i,1.0191025479640936
GATS8m,0.9602549837715691
GATS8p,0.8796421842742327
GATS8s,0.9240685658125879
GATS8v,0.8696112770726435
MATS1Z,0.0225344735313877
MATS1c,-0.4992870141145217
MATS1d,0.24523413823443158
MATS1i,-0.017664823237203843
MATS1m,0.023331891734658515
MATS1p,0.03625277732554445
MATS1s,-0.023075834661121734
MATS1v,0.05041180409280132
MATS2Z,0.0017780546524681726
MATS2c,0.01950077953268395
MATS2d,-0.09256783107694017
MATS2i,-0.12412371203439598
MATS2m,0.000708915777861481
MATS2p,-0.12256506154808197
MATS2s,0.09668244799934513
MATS2v,-0.09230756001231478
MATS3Z,0.0643993225222419
MATS3c,-0.032275971969894963
MATS3d,-0.05409075714524485
MATS3i,-0.015155449636396864
MATS3m,0.07144511953138526
MATS3p,0.009344096723127885
MATS3s,0.09678224029198404
MATS3v,0.025593259437604047
MATS4Z,-0.05460001341111784
MATS4c,0.09171605462414012
MATS4d,-0.16342832469775476
MATS4i,-0.0934276126123578
MATS4m,-0.05352861490483692
MATS4p,-0.12191204950911376
MATS4s,-0.05850660548945047
MATS4v,-0.10171036610787211
MATS5Z,-0.21028572865476916
MATS5c,-0.0732365367950435
MATS5d,-0.03543671354552186
MATS5i,-0.03865851364495504
MATS5m,-0.210549711299027
MATS5p,-0.06766900018967292
MATS5s,-0.21617685516859
MATS5v,-0.11830445330302362
MATS6Z,-0.027918629079589457
MATS6c,0.03366862799400545
MATS6d,-0.007798728700389941
MATS6i,-0.0027575363531900416
MATS6m,-0.035422092541399205
MATS6p,-0.006288284510750342
MATS6s,-0.13835085483936221
MATS6v,0.0129581071542515
MATS7Z,0.07387910119657871
MATS7c,-0.06054571422807676
MATS7d,0.05733816093389103
MATS7i,0.02696052824189229
MATS7m,0.07317540005859396
MATS7p,0.026123348216699104
MATS7s,0.17784867811407715
MATS7v,0.039979720657270575
MATS8Z,0.08179388505278667
MATS8c,-0.11748381558919618
MATS8d,0.0825314581791266
MATS8i,0.037089048790622504
MATS8m,0.0862756418163249
MATS8p,0.08561235564669555
MATS8s,0.23200894312729986
MATS8v,0.07300585137577718
MAXaaN,4.555049469293836
MAXsOH,8.816221017603594
MAXssO,5.442635949441505
MINaaN,4.555049469293836
MINsOH,8.816221017603594
MINssO,5.442635949441505
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.45860245052534
SpAD_D,360.69624575883427
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.23552567689242
SssNH2,0
SsssAs,0
SsssCH,-0.35304942831770236
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,822
TMWC10,135.92320154686868
TSRW10,83.0869639012537
VE1_Dt,5.21605688875463
VE2_Dt,0.18628774602695106
VE3_Dt,2.6813611483324276
VR1_Dt,174.40753779286146
VR2_Dt,6.2288406354593375
VR3_Dt,6.191014149011368
Xc-3dv,0.8350684009567221
Xc-4dv,0.0
Xc-5dv,0.09265544031834408
Xc-6dv,0.0
Xch-3d,0.23570226039551584
Xch-4d,0.30274943015462097
Xch-5d,0.36724255472665146
Xch-6d,0.8260581318118524
Xch-7d,1.1814891906446667
Xp-0dv,15.380701801389687
Xp-1dv,9.578042398056589
Xp-2dv,7.420139263563386
Xp-3dv,5.167497761477502
Xp-4dv,3.632255786190545
Xp-5dv,2.489800518808724
Xp-6dv,1.3709757535812714
Xp-7dv,0.8561052652076436
Xpc-4d,4.137622549694492
Xpc-5d,6.333230043639077
Xpc-6d,9.156832203570277
n3Ring,1
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,53
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,6.588797514610181
AATS0dv,8.92
AATS0pe,6.573945999999999
AATS0se,7.972309279999998
AATS1dv,7.6415094339622645
AATS1pe,6.592499999999999
AATS1se,7.842262716981131
AATS2dv,6.0
AATS2pe,6.443609677419354
AATS2se,7.789005204301075
AATS3dv,4.935483870967742
AATS3pe,6.397520967741936
AATS3se,7.83238535483871
AATS4dv,4.016666666666667
AATS4pe,6.400606666666667
AATS4se,7.842665066666666
AATS5dv,3.2410714285714284
AATS5pe,6.398977678571428
AATS5se,7.88108792857143
AATS6dv,4.257731958762887
AATS6pe,6.436109278350514
AATS6se,7.917212701030929
AATS7dv,5.9156626506024095
AATS7pe,6.6885674698795174
AATS7se,8.141992915662652
AATS8dv,5.7272727272727275
AATS8pe,6.618559740259741
AATS8se,8.084898701298703
AATSC0Z,7.953599999999999
AATSC0c,0.02387618448843335
AATSC0d,0.6175999999999998
AATSC0i,2.291372551899552
AATSC0m,38.33506923369101
AATSC0p,0.2360698178827936
AATSC0s,2.8284555555555557
AATSC0v,48.81533732173348
AATSC1Z,0.17923018867924517
AATSC1c,-0.011921068861677347
AATSC1d,0.1514566037735849
AATSC1i,-0.040476691099886275
AATSC1m,0.8944296850011172
AATSC1p,0.008558186540986749
AATSC1s,-0.06526897274633121
AATSC1v,2.4608692217872408
AATSC2Z,0.014141935483870854
AATSC2c,0.0004656042097906271
AATSC2d,-0.05716989247311823
AATSC2i,-0.284413666795499
AATSC2m,0.02717633542517579
AATSC2p,-0.0289339117584491
AATSC2s,0.2734620071684588
AATSC2v,-4.506024679347303
AATSC3Z,0.5122064516129031
AATSC3c,-0.0007706270612967157
AATSC3d,-0.03340645161290321
AATSC3i,-0.03472678130853581
AATSC3m,2.7388536036449835
AATSC3p,0.0022058592117080084
AATSC3s,0.273744265232975
AATSC3v,1.2493435926092804
AATSC4Z,-0.43426666666666675
AATSC4c,0.0021898294407572
AATSC4d,-0.10093333333333332
AATSC4i,-0.21407746712946102
