DLiP-ID,T0039D
DLiP-Mol-ID,19942
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H15NO2/c1-16(2)14-9-7-12(8-10-14)11-3-5-13(6-4-11)15(17)18/h3-10H,1-2H3,(H,17,18)"
Standard Inchi Key(RDKit),KOXRFVAXGRMERH-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)c1ccc(-c2ccc(C(=O)O)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),241.29
MW Monoisotopic(RDKit),241.11027872
MolLogP(RDKit),3.1178
XLogP(SDF),
XLogP(CDK),3.786
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),40.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.897136389113028
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,E1/E2
Common Target Pref Name,E1/E2
RDKit Descriptors
Ipc,12911.079952257574
qed,0.8971363891130278
Chi0,13.120955864630139
Chi1,8.575387400469408
TPSA,40.540000000000006
Chi0n,10.421477634980787
Chi0v,10.421477634980787
Chi1n,5.6884993418236425
Chi1v,5.6884993418236425
Chi2n,4.323804048939999
Chi2v,4.323804048939999
