DLiP-ID,T007OD
DLiP-Mol-ID,25879
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H28N4O3S2/c1-30-13-21-25-12-19(32-21)16(11-22(28)29)10-18-14-31-20(26-18)6-2-5-17-8-7-15-4-3-9-24-23(15)27-17/h7-8,12,14,16H,2-6,9-11,13H2,1H3,(H,24,27)(H,28,29)"
Standard Inchi Key(RDKit),YKGDXSKYOQQGRW-UHFFFAOYSA-N
Canonical SMILES(RDKit),COCc1ncc(C(CC(=O)O)Cc2csc(CCCc3ccc4c(n3)NCCC4)n2)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),472.636
MW Monoisotopic(RDKit),472.160282756
MolLogP(RDKit),4.4754
XLogP(SDF),
XLogP(CDK),1.12
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),97.23
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.424703152921055
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,27313757.035946082
qed,0.42470315292105465
Chi0,22.33828804643758
Chi1,15.601688085973592
TPSA,97.23
Chi0n,18.172559920482342
Chi0v,19.80555308233779
Chi1n,10.91704126401699
Chi1v,12.613190656199611
Chi2n,8.015075956275954
Chi2v,10.104507783949684
Chi3n,5.492867940011114
Chi3v,7.5836120471889865
Chi4n,3.9261856118649785
Chi4v,5.772343342989378
MolMR,126.71150000000007
MolWt,472.6360000000003
fr_SH,0
Kappa1,22.820435409457904
Kappa2,10.979959019025962
Kappa3,6.11448649813272
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
