DLiP-ID,C0014Z
DLiP-Mol-ID,31833
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15ClN2O3/c1-2-14(21)20-15(13-6-4-8-23-13)11-9-12(18)10-5-3-7-19-16(10)17(11)22/h3-9,15,22H,2H2,1H3,(H,20,21)"
Standard Inchi Key(RDKit),UPLAQKIMKDWICQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCC(=O)NC(c1ccco1)c1cc(Cl)c2cccnc2c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),330.771
MW Monoisotopic(RDKit),330.07712002
MolLogP(RDKit),3.8024
XLogP(SDF),
XLogP(CDK),2.693
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),75.36
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.762538495815039
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,260919.71531356865
qed,0.7625384958150386
Chi0,16.396976746569035
Chi1,11.113392202930195
TPSA,75.36
Chi0n,12.414797179640427
Chi0v,13.17072612565888
Chi1n,7.203064719887958
Chi1v,7.581029192897185
Chi2n,5.06529270122882
Chi2v,5.472492827969426
Chi3n,3.6101257259358714
Chi3v,3.9228347344241707
Chi4n,2.4468501104402067
Chi4v,2.7168960125315262
MolMR,87.40250000000003
MolWt,330.771
fr_SH,0
Kappa1,15.368928878914653
Kappa2,6.29992189421445
Kappa3,2.874099856983307
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,846.4206943392138
MolLogP,3.8024000000000027
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1773537834382832
SMR_VSA1,14.318215515965875
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,19.386399651764595
SMR_VSA6,0.0
SMR_VSA7,59.13817413387294
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
