DLiP-ID,C0016V
DLiP-Mol-ID,31929
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H28N4O2/c1-2-7-20-10-6-11-21(23(20)29)16-24-25-22(28)18-27-14-12-26(13-15-27)17-19-8-4-3-5-9-19/h2-6,8-11,16,29H,1,7,12-15,17-18H2,(H,25,28)/b24-16+"
Standard Inchi Key(RDKit),YQNRVGJCPCNMKT-LFVJCYFKSA-N
Canonical SMILES(RDKit),C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),392.503
MW Monoisotopic(RDKit),392.221226136
MolLogP(RDKit),2.3886
XLogP(SDF),
XLogP(CDK),3.831
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),68.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.411240592835646
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4021949.5226983563
qed,0.4112405928356455
Chi0,20.476480726871785
Chi1,14.152198343190415
TPSA,68.17
Chi0n,16.627459613852334
Chi0v,16.627459613852334
Chi1n,9.877435652261688
Chi1v,9.877435652261688
Chi2n,7.178842636729664
Chi2v,7.178842636729664
Chi3n,4.989059934923571
Chi3v,4.989059934923571
Chi4n,3.394990365776381
Chi4v,3.394990365776381
MolMR,115.90350000000004
MolWt,392.5030000000001
fr_SH,0
Kappa1,20.76603637355235
Kappa2,10.547785640647668
Kappa3,6.270882223065955
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,843.2112687278563
MolLogP,2.3886000000000007
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4181590536658306
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,15.22561085881134
SMR_VSA4,5.101407525739723
SMR_VSA5,12.965578028838586
SMR_VSA6,32.72378202956288
SMR_VSA7,77.87624681321626
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,171.69817028055985
NHOHCount,2
PEOE_VSA1,5.106527394840706
PEOE_VSA2,14.594356645772777
PEOE_VSA3,5.425791397110385
PEOE_VSA4,5.101407525739723
PEOE_VSA5,6.578935683598497
PEOE_VSA6,48.54058958606515
PEOE_VSA7,23.61409167478161
PEOE_VSA8,38.28723352125987
PEOE_VSA9,12.75935698544789
RingCount,3
SMR_VSA10,12.121780308886823
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,392.221226136
NumHDonors,2
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
