DLiP-ID,P000HP
AATSC5Z,-0.5878215191402004
AATSC5c,0.004119762193460759
AATSC5d,-0.07185374149659864
AATSC5i,-0.15768083733304267
AATSC5m,-2.9719920117965795
AATSC5p,-0.037991998369670106
AATSC5s,0.05129539899457482
AATSC5v,-8.547485232702925
AATSC6Z,0.4921512833075792
AATSC6c,-0.0003117804322857271
AATSC6d,-0.04418789808917197
AATSC6i,-0.15697400536098222
AATSC6m,2.3297675877044615
AATSC6p,-0.003768698293938941
AATSC6s,0.035084520010720405
AATSC6v,0.9778548277450069
AATSC7Z,-1.4633005569091542
AATSC7c,-0.002357389145706826
AATSC7d,-0.034926470588235295
AATSC7i,0.12934600967156562
AATSC7m,-6.868261679635833
AATSC7p,-0.0017615935408138703
AATSC7s,-0.11866286208763584
AATSC7v,-3.9002959015530014
AATSC8Z,0.13888888888888903
AATSC8c,0.0022635444083358674
AATSC8d,-0.022970085470085472
AATSC8i,-0.058289988985788854
AATSC8m,0.610498183637408
AATSC8p,-0.0076742281888955936
AATSC8s,0.013506510702023545
AATSC8v,-1.1424067653977794
ATS0are,329.26449999999994
ATS1are,364.249
ATS2are,609.9819
ATS3are,725.7128000000001
ATS4are,838.2118999999999
ATS5are,933.8619000000001
ATS6are,964.7439
ATS7are,852.6828999999999
ATS8are,705.0928999999999
ATSC0dv,226.07692307692304
ATSC0pe,6.0536673076923035
ATSC0se,3.9173922307692295
ATSC1dv,108.53254437869822
ATSC1pe,0.4953852071005944
ATSC1se,0.17747013609467233
ATSC2dv,69.39792899408283
ATSC2pe,1.3264539571005938
ATSC2se,0.42934619378697886
ATSC3dv,-83.8579881656805
ATSC3pe,-2.004343047337272
ATSC3se,-1.3718064201183484
ATSC4dv,-119.80917159763315
ATSC4pe,-2.768806102071
ATSC4se,-1.6612505813609506
ATSC5dv,8.51331360946746
ATSC5pe,1.838284726331366
ATSC5se,1.7661655014792863
ATSC6dv,-14.347633136094665
ATSC6pe,0.7209025517751452
ATSC6se,-0.0003522352070992954
ATSC7dv,-109.77810650887575
ATSC7pe,-3.421968343195263
ATSC7se,-1.6150751420118363
ATSC8dv,11.211538461538463
ATSC8pe,0.8150216346153808
ATSC8se,0.4975450192307735
AXp-0dv,0.5687871421583364
AXp-1dv,0.28411147946684023
AXp-2dv,0.14461583693717983
AXp-3dv,0.07457769920300306
AXp-4dv,0.038438841130252865
AXp-5dv,0.019508304876475625
AXp-6dv,0.0099201198709821
AXp-7dv,0.00501763122994588
BertzCT,1460.9535828828107
ECIndex,693
ETA_eta,26.568911809155825
GATS1dv,0.3706071064015944
GATS1pe,0.6683301226588245
GATS1se,0.7384974331699183
GATS2dv,0.7848050715424152
GATS2pe,0.7836738104665137
GATS2se,0.8647077955057975
GATS3dv,1.1440480241092696
GATS3pe,1.110748115448501
GATS3se,1.1595998234758622
GATS4dv,1.1615144061567393
GATS4pe,1.1135580435843064
GATS4se,1.1336940801578392
GATS5dv,0.943782072202818
GATS5pe,0.8937803656168227
GATS5se,0.8908816299012545
GATS6dv,1.0230439314901947
GATS6pe,0.9719840641703986
GATS6se,1.0180621291465908
GATS7dv,1.2216527730520585
GATS7pe,1.3055164907984895
GATS7se,1.2525030584023331
GATS8dv,0.9283769989792446
GATS8pe,0.8566460190850621
GATS8se,0.8132555502958642
LogEE_A,4.39265624723772
LogEE_D,167.1723901865026
MATS1dv,0.4457784474797065
MATS1pe,0.0759870878378196
MATS1se,0.0420671937080542
MATS2dv,0.16802349528124497
MATS2pe,0.11993705157443571
MATS2se,0.059991579687180954
MATS3dv,-0.1722160112769164
MATS3pe,-0.15372299072730783
MATS3se,-0.16258523173241465
MATS4dv,-0.21036131622897133
MATS4pe,-0.18155409195588182
MATS4se,-0.16833333831260902
MATS5dv,0.01332074170260143
MATS5pe,0.10741878554187803
MATS5se,0.1594851857893966
MATS6dv,-0.02101975844290379
MATS6pe,0.03944225207456049
MATS6se,-2.9781008226112637e-05
MATS7dv,-0.1856623901687249
MATS7pe,-0.2161333938802549
MATS7se,-0.15763770753381312
MATS8dv,0.02204075460285056
MATS8pe,0.05983675996640142
MATS8se,0.05644855215703016
MAXaaCH,1.9517757936507936
MAXaaNH,2.9190528418157387
MAXaaaC,0.8111030801209373
MAXaasC,0.8832959189312907
MAXaasN,1.7189477828168302
MAXsCH3,1.9570824234320807
MDEC-11,0.8601532551232607
MDEC-12,4.088756444347951
MDEC-13,10.478596909513545
MDEC-22,5.057540239774584
MDEC-23,18.964469645681433
MDEC-33,19.486492230833502
MDEN-22,0.9527712118202334
MDEN-23,1.074569931823542
MDEO-12,0.23904572186687872
MDEO-22,0.19999999999999996
MINaaCH,1.6848188303099016
MINaaNH,2.9190528418157387
MINaaaC,0.6596509931132948
MINaasC,0.6545260665994794
MINaasN,1.7189477828168302
MINsCH3,1.622147555009658
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4642857142857144
SM1_Dzi,1.6456504849231428
SM1_Dzm,1.460297629707019
SM1_Dzp,-5.8377918839265455
SM1_Dzv,-2.793606575391221
SddssSe,0
SpAD_Dt,788.6067356542264
SpAbs_A,41.04361271866402
SpAbs_D,334.34478037300534
SpMAD_A,1.3239875070536782
SpMAD_D,10.785315495903394
SpMax_A,2.568868512471174
SpMax_D,167.1723901865026
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,98.83
TpiPC10,10.261068262902384
VAdjMat,6.129283016944966
VE1_DzZ,5.471477884174802
VE1_Dzi,5.469736316788195
VE1_Dzm,5.471478915103451
VE1_Dzp,5.456759175065335
VE1_Dzv,5.4688028631525905
VE2_DzZ,0.17649928658628394
VE2_Dzi,0.1764431069931676
VE2_Dzm,0.1764993198420468
VE2_Dzp,0.1760244895182366
VE2_Dzv,0.17641299558556744
VE3_DzZ,2.8309508713552356
VE3_Dzi,2.830632521422709
VE3_Dzm,2.830951059773899
VE3_Dzp,2.828257167342476
VE3_Dzv,2.8304618489732136
VR1_DzZ,212.0106388629759
VR1_Dzi,212.3615136264378
VR1_Dzm,212.01207127867985
VR1_Dzp,215.04641530125303
VR1_Dzv,213.30754171363037
VR2_DzZ,6.839052866547609
VR2_Dzi,6.850371407304445
VR2_Dzm,6.8390990735058015
VR2_Dzp,6.936981138750098
VR2_Dzv,6.8808884423751735
VR3_DzZ,6.488038568219896
VR3_Dzi,6.489692186824972
VR3_Dzm,6.488045324535866
VR3_Dzp,6.50225600144103
VR3_Dzv,6.494137093650572
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05077262294812929
Xch-6dv,0.17653156945844317
Xch-7dv,0.23567183318118431
Xpc-4dv,2.2643765448472033
Xpc-5dv,3.388765174566549
Xpc-6dv,4.511778947439314
Zagreb1,174.0
Zagreb2,215.0
fragCpx,295.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,26
nBondsD,1
nBondsM,27
nBondsO,35
nBondsS,29
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,4
AATS0are,6.332009615384615
AATS1are,6.504446428571429
AATS2are,6.420862105263158
AATS3are,6.479578571428573
AATS4are,6.398564122137404
AATS5are,6.352802040816327
AATS6are,6.144865605095542
AATS7are,6.2697272058823525
AATS8are,6.0264350427350415
AATSC0dv,4.347633136094673
AATSC0pe,0.11641667899408276
AATSC0se,0.07533446597633134
AATSC1dv,1.938081149619611
AATSC1pe,0.008846164412510614
AATSC1se,0.0031691095731191487
AATSC2dv,0.7305045157271877
AATSC2pe,0.01396267323263783
AATSC2se,0.004519433618810304
AATSC3dv,-0.7487320371935758
AATSC3pe,-0.017895920065511356
AATSC3se,-0.01224827160819954
AATSC4dv,-0.9145738289895661
AATSC4pe,-0.02113592444329008
AATSC4se,-0.012681302147793515
AATSC5dv,0.05791369802358816
AATSC5pe,0.012505338274363034
AATSC5se,0.012014731302580179
AATSC6dv,-0.0913861983190743
AATSC6pe,0.0045917359985678035
AATSC6se,-2.243536350950926e-06
AATSC7dv,-0.8071919596240864
AATSC7pe,-0.025161531935259288
AATSC7se,-0.011875552514792914
AATSC8dv,0.0958251150558843
AATSC8pe,0.006965996877054537
AATSC8se,0.004252521531886953
AETA_eta,0.8570616712630911
ATSC0are,6.510605769230764
ATSC1are,0.4511360946745573
ATSC2are,1.1912836908284035
ATSC3are,-2.256629733727806
ATSC4are,-2.9504049186390486
ATSC5are,2.441956767751481
ATSC6are,0.5713787352070986
ATSC7are,-3.4854535502958544
ATSC8are,0.9325947115384585
BCUTZ-1h,8.033577039538093
BCUTZ-1l,5.666134124764502
BCUTc-1h,0.4803729928885611
BCUTc-1l,-0.5285348066614932
BCUTd-1h,3.319035253947398
BCUTd-1l,0.9776917151824861
BCUTi-1h,14.56579789898011
BCUTi-1l,10.93032995408554
BCUTm-1h,16.016290018530206
BCUTm-1l,11.680041963556501
BCUTp-1h,2.0214811827790085
BCUTp-1l,0.715714149677376
BCUTs-1h,7.008282744142827
BCUTs-1l,1.2714485635209722
BCUTv-1h,20.918737558901242
BCUTv-1l,14.681725337690951
BalabanJ,1.3616753865826925
Diameter,13
ETA_beta,43.75
GATS1are,0.6987648007129535
GATS2are,0.8177216293843812
GATS3are,1.1413118778510383
GATS4are,1.1287590746536214
GATS5are,0.8816140986237078
GATS6are,0.9782909281054638
GATS7are,1.3031851874825544
GATS8are,0.8351345856292667
HybRatio,0.21739130434782608
Lipinski,True
LogEE_Dt,393.9993402350097
MATS1are,0.06434302778581291
MATS2are,0.10015520766995195
MATS3are,-0.16092526332246115
MATS4are,-0.1798838908369989
MATS5are,0.1326791196198701
MATS6are,0.02906741197001594
MATS7are,-0.20469269120668143
MATS8are,0.06366328313417588
MAXsssCH,-0.262699934912237
MINsssCH,-0.262699934912237
NsssssAs,0
RotRatio,0.11428571428571428
SM1_Dzpe,1.5820838433292534
SM1_Dzse,1.4467993662172398
SMR_VSA1,9.259957890773396
SMR_VSA2,0.0
SMR_VSA3,24.675698467758426
SMR_VSA4,0.0
SMR_VSA5,26.813052428219834
SMR_VSA6,7.109797541277533
SMR_VSA7,70.35790647638086
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,238.70707225798066
SpAD_Dzi,233.9164304257069
SpAD_Dzm,238.7462450900183
SpAD_Dzp,308.9253859187494
SpAD_Dzv,282.4370607870501
SpAbs_Dt,788.6067356542267
SpDiam_A,5.061988370726121
SpDiam_D,243.900361799213
SpMAD_Dt,25.43892695658795
SpMax_Dt,393.9993402350097
SsssssAs,0
VE1_Dzpe,5.471275920842442
VE1_Dzse,5.471504100013756
VE2_Dzpe,0.17649277164007876
VE2_Dzse,0.17650013225850825
VE3_Dzpe,2.830913958648255
VE3_Dzse,2.8309556627071704
VMcGowan,300.84000000000077
VR1_Dzpe,212.01505027140308
VR1_Dzse,212.01080311274302
VR2_Dzpe,6.839195170045261
VR2_Dzse,6.839058164927194
VR3_Dzpe,6.488059375489552
VR3_Dzse,6.488039342943771
mZagreb1,9.694444444444445
mZagreb2,6.722222222222219
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12520395710059162
AATSC1are,0.008056001690617095
AATSC2are,0.01253982832450951
AATSC3are,-0.020148479765426837
AATSC4are,-0.022522174951443118
AATSC5are,0.016611950801030482
AATSC6are,0.0036393550013190993
AATSC7are,-0.02562833492864599
AATSC8are,0.007970894970414175
AETA_beta,1.4112903225806452
BCUTdv-1h,6.033517198751941
BCUTdv-1l,0.9934222420537696
BCUTpe-1h,3.515437089343412
BCUTpe-1l,2.2113362088903337
BCUTse-1h,3.7236453196375257
BCUTse-1l,2.4066852057880066
ETA_alpha,14.500000000000002
ETA_dBeta,1.25
ETA_eta_B,0.42381126173116
ETA_eta_F,34.87298488958068
ETA_eta_L,6.305733005156784
ETA_eta_R,61.44189669873651
ETA_psi_1,0.5576923076923079
LabuteASA,177.05210789787088
LogEE_DzZ,119.40077115203181
LogEE_Dzi,116.99923756316988
LogEE_Dzm,119.420228920161
LogEE_Dzp,153.88496661168364
LogEE_Dzv,140.94818137010012
PEOE_VSA1,14.243936411720604
PEOE_VSA2,14.53505668968577
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.223030325587056
PEOE_VSA7,45.03667987291831
PEOE_VSA8,17.146519277774868
PEOE_VSA9,52.849891576281266
SM1_Dzare,1.7854816193578409
SpAD_Dzpe,237.19061623517558
SpAD_Dzse,238.92645132855233
SpAbs_DzZ,237.44885334015726
SpAbs_Dzi,232.58638317174245
SpAbs_Dzm,237.49134001576468
SpAbs_Dzp,313.607725107294
SpAbs_Dzv,284.6899693155914
SpDiam_Dt,519.7693549176535
SpMAD_DzZ,7.700228137354214
SpMAD_Dzi,7.545691304055061
SpMAD_Dzm,7.701491777097365
SpMAD_Dzp,9.965335029637076
SpMAD_Dzv,9.11087292861452
SpMax_DzZ,119.40077115203181
SpMax_Dzi,116.99923756316988
SpMax_Dzm,119.420228920161
SpMax_Dzp,153.88496661168364
SpMax_Dzv,140.94818137010012
VE1_Dzare,5.471050939063635
VE2_Dzare,0.17648551416334307
VE3_Dzare,2.830872837270376
VR1_Dzare,211.98123603357087
VR2_Dzare,6.838104388179706
VR3_Dzare,6.487899872970327
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,24
nAromBond,26
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46774193548387105
AETA_dBeta,0.04032258064516129
AETA_eta_B,0.013671331023585807
AETA_eta_F,1.1249349964380864
AETA_eta_L,0.20341074210183174
AETA_eta_R,1.9819966677011776
BCUTare-1h,3.56980592221845
BCUTare-1l,2.162471691205303
ETA_beta_s,21.25
ETA_dPsi_A,0.15630769230769204
ETA_dPsi_B,0.0
ETA_eta_BR,0.85381126173116
ETA_eta_FL,8.68466929548515
ETA_eta_RL,14.990402300641936
LogEE_Dzpe,118.64634308027584
LogEE_Dzse,119.5098966115735
PEOE_VSA10,11.509759252158346
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.426606352003523
SlogP_VSA2,31.785496009035956
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,30.11368143740995
SlogP_VSA6,52.04315460657938
SlogP_VSA7,0.0
SlogP_VSA8,33.063229350707566
SlogP_VSA9,0.0
SpAD_Dzare,234.90669581527416
SpAbs_Dzpe,235.84475004114253
SpAbs_Dzse,237.68157963953797
SpDiam_DzZ,174.02560663133812
SpDiam_Dzi,170.318048843915
SpDiam_Dzm,174.05087712967764
SpDiam_Dzp,219.36373910935833
SpDiam_Dzv,202.93842996349568
SpMAD_Dzpe,7.651310201134696
SpMAD_Dzse,7.707304881566205
SpMax_Dzpe,118.64634308027584
SpMax_Dzse,119.5098966115735
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6854838709677419
AETA_eta_BR,0.02754229876552129
AETA_eta_FL,0.2801506224350049
AETA_eta_RL,0.4835613645368366
DetourIndex,6039
EState_VSA1,0.0
EState_VSA2,11.731584227351433
EState_VSA3,17.026459969774606
EState_VSA4,38.93438462278823
EState_VSA5,0.0
EState_VSA6,24.07058433229504
EState_VSA7,51.10304694137992
EState_VSA8,20.10859881996707
EState_VSA9,9.259957890773396
ETA_beta_ns,22.5
ETA_shape_p,0.16091954022988503
ETA_shape_x,0.0
ETA_shape_y,0.4413793103448276
GhoseFilter,True
LogEE_Dzare,117.51094408890668
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,233.40447258064728
SpDiam_Dzpe,172.9747665527031
SpDiam_Dzse,174.17683422514185
SpMAD_Dzare,7.577635348879812
SpMax_Dzare,117.51094408890668
TopoPSA(NO),98.83
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.069997357643322
VSA_EState9,62.09666930902336
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.7258064516129032
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.032258064516128976
FilterItLogS,-6.986058451177891
SpDiam_Dzare,171.44492252868758
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6211538461538463
ETA_epsilon_2,0.8387096774193546
ETA_epsilon_3,0.44588235294117595
ETA_epsilon_4,0.5530303030303025
ETA_epsilon_5,0.8218749999999998
AETA_beta_ns_d,0.03225806451612903
ETA_dEpsilon_A,0.17527149321267033
ETA_dEpsilon_B,0.06812354312354374
ETA_dEpsilon_C,-0.10714795008912659
ETA_dEpsilon_D,0.01683467741935485
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8064516129032258
MDEDescriptor,"0.8601532551232607,4.088756444347951,10.478596909513545,0.0,5.057540239774584,18.964469645681433,0.0,19.486492230833502,0.0,0.0,0.0,0.23904572186687872,0.19999999999999996,0.0,0.0,0.0,0.9527712118202334,1.074569931823542,0.0"
APolDescriptor,62.38865299999998
BCUTDescriptor,"11.850000000000014,15.996939663621177,-0.34810878194772316,0.2843234204858947,5.30579679053534,11.714057884385376"
BPolDescriptor,33.027347
TPSADescriptor,98.83
ALOGPDescriptor,"3.7414,13.998073960000001,115.34540000000001"
XLogPDescriptor,2.690000000000001
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,415.16443970000006
ChiPathDescriptor,"21.69794165489025,14.990402300641943,13.79911311012787,12.49460852337092,11.195169637484408,9.168358012746385,6.533763799789358,5.080470467431573,17.63240140690843,9.94390178133941,7.520023520733353,5.667905139428229,4.189833683197562,2.770179292459537,1.6467398985830297,1.043667295828744"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.6860236470252049,1.0359785353965658,0.0,0.0,0.05077262294812929,0.17653156945844314,0.2356718331811843"
AtomCountDescriptor,52
BondCountDescriptor,35
SmallRingDescriptor,"5,5,3,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"2.1717223978923315,0.0,0.7154745335762617,0.0,0.9860771224293565,0.0,0.23434945233009657,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,3,3,1,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"64.211875888686,2.071350835118903,24.225832529040837,8.401553820015367,15.824278709025466"
FractionalPSADescriptor,0.23805025322355416
WienerNumbersDescriptor,"2502.0,57.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.890312195374331,10.727323586704285,15.90366572550994,2.264376544847203,3.388765174566549,4.04306245724314"
FractionalCSP3Descriptor,0.21739130434782608
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,0,0,0,7,1,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.775510204081634,9.330621301775148,4.07202216066482"
AromaticAtomsCountDescriptor,24
AromaticBondsCountDescriptor,26
FragmentComplexityDescriptor,2206.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21739130434782608
AutocorrelationDescriptorMass,"35.123308613005236,38.54364883740132,57.62009237877917,62.537061550959216,64.17362907030875"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.6278669693520904,-0.3332387031649211,0.05573806705383838,0.042111745859949264,-0.2731475392264976"
EccentricConnectivityIndexDescriptor,693
AutocorrelationDescriptorPolarizability,"2338.8482628108436,2874.278811607839,4339.625899084287,4648.216553072011,4502.844278742104"
