DLiP-ID,C000RG
DLiP-Mol-ID,31260
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H10N4O3S/c1-2-3-10-9(17)11-4-5-6(14)12-8(16)13-7(5)15/h2,4H,1,3H2,(H2,10,11,17)(H2,12,13,14,15,16)"
Standard Inchi Key(RDKit),NYMBNSWXYHDBHB-UHFFFAOYSA-N
Canonical SMILES(RDKit),C=CCN/C(S)=N/C=C1C(=O)NC(=O)NC1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),254.271
MW Monoisotopic(RDKit),254.04736118
MolLogP(RDKit),-0.7023
XLogP(SDF),
XLogP(CDK),-0.872
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),99.66
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.133538661611734
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4966.743666920591
qed,0.13353866161173394
Chi0,12.836498814253964
Chi1,8.04091255785876
TPSA,99.66
Chi0n,8.68808616314385
Chi0v,9.582513354143767
Chi1n,4.526510027058727
Chi1v,4.973723622558684
Chi2n,2.902429232911129
Chi2v,3.326036030661108
Chi3n,1.6638223549309765
Chi3v,1.9374062917773207
Chi4n,0.9273077628185767
Chi4v,1.076329882655067
MolMR,64.38510000000001
MolWt,254.271
fr_SH,1
Kappa1,12.977069081153589
Kappa2,5.8484003505478315
Kappa3,3.7592436480708202
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,419.5219201647943
MolLogP,-0.7023000000000001
NOCount,7
