DLiP-ID,C000WP
ATSC3v,-428.41822922799406
ATSC4Z,163.9183673469388
ATSC4c,-0.16300206411155793
ATSC4d,-0.5816326530612228
ATSC4i,2.2716727537776764
ATSC4m,963.1043174081638
ATSC4p,2.6087148854455506
ATSC4s,-17.46739138042048
ATSC4v,70.91414377389663
ATSC5Z,-367.4081632653062
ATSC5c,-0.011768332159168973
ATSC5d,1.6275510204081642
ATSC5i,-4.385958150610368
ATSC5m,-2026.6233950663259
ATSC5p,-2.690299373510352
ATSC5s,-3.204277595811987
ATSC5v,-19.094435657137986
ATSC6Z,30.16326530612246
ATSC6c,0.1263776440456482
ATSC6d,0.44897959183673497
ATSC6i,1.819774277717466
ATSC6m,167.65449018367337
ATSC6p,0.22954815561032574
ATSC6s,14.323647154334985
ATSC6v,-32.24656616437731
ATSC7Z,18.93877551020409
ATSC7c,-0.056425275513999076
ATSC7d,0.6173469387755104
ATSC7i,3.1067112890106214
ATSC7m,108.36199005612237
ATSC7p,0.39671770557134123
ATSC7s,-4.465160549816635
ATSC7v,21.824020198281413
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.7664292200289224
AXp-1d,0.4679150643401279
AXp-2d,0.3039575159880866
AXp-3d,0.21015132652869947
AXp-4d,0.13006664490184186
AXp-5d,0.0852356488480478
AXp-6d,0.06151987401881382
AXp-7d,0.05013160705901013
GATS1Z,0.5147658744235543
GATS1c,1.3147474460603683
GATS1d,0.8965517241379309
GATS1i,0.6530943760097988
GATS1m,0.5145783390884654
GATS1p,0.41698837075095874
GATS1s,0.750172149342363
GATS1v,0.4618287975295761
GATS2Z,0.7057422844980488
GATS2c,0.6665917201152389
GATS2d,1.3806896551724137
GATS2i,0.8280436434678706
GATS2m,0.7080741806563506
GATS2p,0.6109956851611201
GATS2s,0.5414310599707509
GATS2v,0.6628429058767842
GATS3Z,1.185356509400496
GATS3c,0.7008614484633945
GATS3d,1.104551724137931
GATS3i,1.188208664297203
GATS3m,1.1894809434411078
GATS3p,1.326232451555976
GATS3s,0.870186549089657
GATS3v,1.2539172342909422
GATS4Z,1.200851365732529
GATS4c,1.2788979112017247
GATS4d,0.8472413793103448
GATS4i,0.9564250079046933
GATS4m,1.1943850885987417
GATS4p,1.0471002938205967
GATS4s,1.4536660375450774
GATS4v,1.1551692427702012
GATS5Z,1.7530349611761455
GATS5c,1.1772670230902407
GATS5d,0.6275862068965516
GATS5i,1.566902806348893
GATS5m,1.7546072061757487
GATS5p,1.9735426612261513
GATS5s,1.562496452563402
GATS5v,1.5162367047217067
GATS6Z,0.0524565448740688
GATS6c,1.0165660130942586
GATS6d,0.3137931034482758
GATS6i,1.0361376191660112
GATS6m,0.04640368139602366
GATS6p,0.4620938225984214
GATS6s,0.1972781900330487
GATS6v,1.1006048928578347
GATS7Z,0.1452642781128059
GATS7c,3.5336716832300366
GATS7d,0.0
GATS7i,0.28768860550941494
GATS7m,0.12542206325815494
GATS7p,0.1583603447206379
GATS7s,4.383959778512193
GATS7v,0.9788828761616378
MATS1Z,-0.01028733593472861
MATS1c,-0.534864437766639
MATS1d,0.14482758620689645
MATS1i,0.16160890796634625
MATS1m,-0.008548661667431161
MATS1p,0.09946187042028812
MATS1s,-0.07972133614323354
MATS1v,0.10437066914559624
MATS2Z,-0.04324228449804895
MATS2c,-0.04552666256601274
MATS2d,-0.32413793103448274
MATS2i,-0.07811364523389894
MATS2m,-0.044187180552354786
MATS2p,0.006669586582083247
MATS2s,-0.010442625366684697
MATS2v,-0.016959666687678253
MATS3Z,-0.1859737495565803
MATS3c,0.19124190477905645
MATS3d,-0.216
MATS3i,-0.3876278808025691
MATS3m,-0.1895035851384463
MATS3p,-0.3806322665513859
MATS3s,-0.06363855643029008
MATS3v,-0.35963015502820767
MATS4Z,0.07123093295494855
MATS4c,-0.2629987362835262
MATS4d,-0.039310344827586094
MATS4i,0.08039328436055411
MATS4m,0.07698605514649849
MATS4p,0.2370646544617361
MATS4s,-0.3298673161421894
MATS4v,0.07440995381153305
MATS5Z,-0.35479484450750853
MATS5c,-0.04219519145213573
MATS5d,0.24444444444444455
MATS5i,-0.34492603176731607
MATS5m,-0.3599973258547816
MATS5p,-0.5432857167745339
MATS5s,-0.13447106830029745
MATS5v,-0.04452382681655382
MATS6Z,0.13107484923731821
MATS6c,2.0390637909804252
MATS6d,0.3034482758620692
MATS6i,0.6440083886962885
MATS6m,0.13401515903877273
MATS6p,0.20859985311425294
MATS6s,2.7049849294980706
MATS6v,-0.3383620489760604
MATS7Z,0.16459737495565804
MATS7c,-1.8208083726443205
MATS7d,0.8344827586206899
MATS7i,2.1988970345155425
MATS7m,0.17323901453780866
MATS7p,0.721027401766522
MATS7s,-1.68646879735346
MATS7v,0.4579973044908562
MAXsBr,3.1065509259259256
MAXsOH,9.223101851851851
MAXtsC,1.9647222222222223
MINsBr,3.1065509259259256
MINsOH,9.223101851851851
MINtsC,1.9647222222222223
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,13.318638764755505
SpAD_D,55.654396106600714
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,115
TMWC10,87.73164014495465
TSRW10,41.131876230917946
VE1_Dt,3.300414114065467
VE2_Dt,0.30003764673322425
VE3_Dt,1.2893581295144072
VR1_Dt,38.40745350383757
VR2_Dt,3.491586682167052
VR3_Dt,3.7435617222251527
Xc-3dv,0.7061817422846689
Xc-4dv,0.0
Xc-5dv,0.1267731382092775
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.05555555555555555
Xch-7d,0.20595037673258595
Xp-0dv,8.47704975362703
Xp-1dv,4.315875146003141
Xp-2dv,3.6089761921657213
Xp-3dv,2.354970253677711
Xp-4dv,1.8165200808483404
Xp-5dv,0.6950751471508706
Xp-6dv,0.46528446256527994
Xp-7dv,0.07760648719413848
Xpc-4d,2.1126276868059555
Xpc-5d,2.6723203312624815
Xpc-6d,3.5036938767952535
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,14
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,10.58103076621595
AATS0pe,7.045421428571429
AATS0se,8.372591285714284
AATS1dv,9.862433862433862
AATS1pe,6.851821428571429
AATS1se,8.069528571428572
AATS2dv,8.43148148148148
AATS2pe,6.7779
AATS2se,8.0054138
AATS3dv,5.549629629629631
AATS3pe,6.960852
AATS3se,8.312883840000001
AATS4dv,3.984842249657065
AATS4pe,6.9274049999999985
AATS4se,8.41058125
AATS5dv,4.732510288065843
AATS5pe,6.981644444444445
AATS5se,8.512159555555556
AATS6dv,12.5
AATS6pe,8.0338
AATS6se,9.394254
AATS7dv,0.0
AATS7pe,6.688000000000001
AATS7se,8.278848
AATSC0Z,115.06122448979595
AATSC0c,0.03098913447550435
AATSC0d,0.7397959183673469
AATSC0i,1.4128498243643715
AATSC0m,625.5056942295918
AATSC0p,0.550211690428658
AATSC0s,2.6476389938691525
AATSC0v,47.65097956753832
AATSC1Z,-1.1836734693877535
AATSC1c,-0.0165749859881154
AATSC1d,0.10714285714285708
AATSC1i,0.22832911723597013
AATSC1m,-5.347236551020429
AATSC1p,0.054725083857142864
AATSC1s,-0.2110733182161754
AATSC1v,4.973364622907108
AATSC2Z,-4.975510204081634
AATSC2c,-0.0014108318684790786
AATSC2d,-0.23979591836734696
AATSC2i,-0.11036284994917492
AATSC2m,-27.639333047448996
AATSC2p,0.0036696845077883187
AATSC2s,-0.02764830211920156
AATSC2v,-0.8081447308068166
AATSC3Z,-21.398367346938777
AATSC3c,0.005926421104549778
AATSC3d,-0.15979591836734694
AATSC3i,-0.5476599833106433
AATSC3m,-118.5355715810204
AATSC3p,-0.20942832281092955
AATSC3s,-0.16849192351837852
AATSC3v,-17.13672916911976
AATSC4Z,8.19591836734694
AATSC4c,-0.008150103205577897
AATSC4d,-0.02908163265306114
AATSC4i,0.11358363768888383
AATSC4m,48.155215870408185
AATSC4p,0.13043574427227753
AATSC4s,-0.873369569021024
AATSC4v,3.5457071886948315
AATSC5Z,-40.82312925170069
AATSC5c,-0.0013075924621298858
AATSC5d,0.1808390022675738
AATSC5i,-0.48732868340115204
AATSC5m,-225.18037722959176
AATSC5p,-0.29892215261226135
AATSC5s,-0.35603084397910967
AATSC5v,-2.1216039619042206
AATSC6Z,15.08163265306123
AATSC6c,0.0631888220228241
AATSC6d,0.22448979591836749
AATSC6i,0.909887138858733
AATSC6m,83.82724509183669
AATSC6p,0.11477407780516287
AATSC6s,7.1618235771674925
AATSC6v,-16.123283082188657
AATSC7Z,18.93877551020409
AATSC7c,-0.056425275513999076
AATSC7d,0.6173469387755104
AATSC7i,3.1067112890106214
AATSC7m,108.36199005612237
AATSC7p,0.39671770557134123
AATSC7s,-4.465160549816635
AATSC7v,21.824020198281413
ATS0are,94.96010000000001
ATS1are,92.57499999999999
ATS2are,130.075
ATS3are,166.73600000000002
ATS4are,133.06160000000003
ATS5are,60.4846
ATS6are,16.244999999999997
ATS7are,6.7540000000000004
ATS8are,0.0
ATSC0dv,52.87713109935333
ATSC0pe,1.641435714285714
ATSC0se,1.3019454285714283
ATSC1dv,-0.17460317460317332
ATSC1pe,-0.3846071428571426
ATSC1se,-0.2591691428571433
ATSC2dv,-8.400996612636822
ATSC2pe,-0.04247959183673425
ATSC2se,-0.09954775510204197
ATSC3dv,-25.233756053861875
ATSC3pe,0.256629081632653
ATSC3se,0.2550864489795919
ATSC4dv,-6.1340947901794465
