DLiP-ID,T002P2
DLiP-Mol-ID,19069
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H15N3O2/c23-13-14-7-1-2-8-15(14)21(26)25-22(27)24-20-18-11-5-3-9-16(18)17-10-4-6-12-19(17)20/h1-12,20H,(H2,24,25,26,27)"
Standard Inchi Key(RDKit),IXGAGTXYOOTCHU-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1ccccc1C(=O)NC(=O)NC1c2ccccc2-c2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),353.381
MW Monoisotopic(RDKit),353.11642672
MolLogP(RDKit),3.76768
XLogP(SDF),
XLogP(CDK),4.872
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),81.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.735686127965194
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,2354673.17988121
qed,0.7356861279651938
Chi0,18.802754140504845
Chi1,13.18587184800163
TPSA,81.99000000000001
Chi0n,14.269263675892823
Chi0v,14.269263675892823
Chi1n,8.47993129956716
Chi1v,8.47993129956716
Chi2n,6.192486637809942
Chi2v,6.192486637809942
Chi3n,4.628396558294746
Chi3v,4.628396558294746
Chi4n,3.4273068779902136
Chi4v,3.4273068779902136
MolMR,100.87590000000002
MolWt,353.3810000000001
fr_SH,0
Kappa1,16.55263758687716
Kappa2,6.7721556302138035
Kappa3,2.9377175964570386
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1052.9620718730037
MolLogP,3.767680000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,1.5700463046233872
SMR_VSA1,9.589074368143644
SMR_VSA2,5.261891554738487
SMR_VSA3,10.633577208012662
SMR_VSA4,0.0
SMR_VSA5,6.041840829147961
SMR_VSA6,0.0
