DLiP-ID,I0005I
DLiP-Mol-ID,27903
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H32N6O4/c1-15-13-28(23-25-7-8-27(23)14-17-5-6-17)9-10-29(15)22(31)16(2)33-20-12-26-18(21(30)24-3)11-19(20)32-4/h7-8,11-12,15-17H,5-6,9-10,13-14H2,1-4H3,(H,24,30)/t15-,16+/m1/s1"
Standard Inchi Key(RDKit),CBFBVKRYRFGNRU-CVEARBPZSA-N
Canonical SMILES(RDKit),CNC(=O)c1cc(OC)c(O[C@@H](C)C(=O)N2CCN(c3nccn3CC3CC3)C[C@H]2C)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),456.547
MW Monoisotopic(RDKit),456.248503504
MolLogP(RDKit),1.5609
XLogP(SDF),
XLogP(CDK),1.531
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),101.82
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.643193495269375
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,40450328.11976427
qed,0.6431934952693747
Chi0,23.53480494807372
Chi1,15.905417200814467
TPSA,101.81999999999998
Chi0n,19.65315371080191
Chi0v,19.65315371080191
Chi1n,11.401915315540284
Chi1v,11.401915315540284
Chi2n,8.709254461416071
Chi2v,8.709254461416071
Chi3n,6.201417294727105
Chi3v,6.201417294727105
Chi4n,4.171391454901703
Chi4v,4.171391454901703
MolMR,122.60820000000007
MolWt,456.5470000000002
fr_SH,0
Kappa1,22.87835199057318
Kappa2,9.678424728276394
Kappa3,5.042263701761346
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,5
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1004.5878756544844
MolLogP,1.5609000000000002
NOCount,10
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.3833059047268275
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,24.75175502454258
SMR_VSA4,5.917906046161393
SMR_VSA5,45.379681268042106
SMR_VSA6,38.69164847254293
SMR_VSA7,30.3508257781493
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,193.4290587870704
NHOHCount,1
PEOE_VSA1,29.15743362109874
PEOE_VSA2,9.589074368143644
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,32.60702369139466
PEOE_VSA8,57.72859264716321
PEOE_VSA9,13.30664111289061
RingCount,4
SMR_VSA10,17.762698739689505
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,456.2485035040001
NumHDonors,1
PEOE_VSA10,5.693927994848461
PEOE_VSA11,17.602990054316113
PEOE_VSA12,5.948339280986494
PEOE_VSA13,11.814359458703011
PEOE_VSA14,0.0
SlogP_VSA1,19.690424242456906
SlogP_VSA2,77.18687183782795
SlogP_VSA3,11.339293589984397
SlogP_VSA4,5.917906046161393
SlogP_VSA5,37.177582824153546
SlogP_VSA6,24.65689778330084
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
