DLiP-ID,T002PG
AATSC5Z,0.3111111111111111
AATSC5c,-0.0009000688411812547
AATSC5d,-0.04938271604938271
AATSC5i,0.03000121643042937
AATSC5m,1.4752231102880657
AATSC5p,-0.0014113709196112356
AATSC5s,0.07056279530559366
AATSC5v,1.3876916934493937
AATSC6Z,-0.3283582089552239
AATSC6c,0.0022258676536877965
AATSC6d,-0.04809286898839137
AATSC6i,-0.08815785872264717
AATSC6m,-1.6108972493192464
AATSC6p,-0.024009200988445917
AATSC6s,-0.024725338783904007
AATSC6v,-4.072125396283724
AATSC7Z,-0.1532258064516129
AATSC7c,-0.002248067932310508
AATSC7d,0.019713261648745543
AATSC7i,-0.19771348133073416
AATSC7m,-0.7187680371587255
AATSC7p,-0.02080984373798421
AATSC7s,-0.11215804779955847
AATSC7v,-2.435050000252713
AATSC8Z,0.2708333333333333
AATSC8c,-0.0022910555893149867
AATSC8d,0.045138888888888895
AATSC8i,0.001094828203988182
AATSC8m,1.4401100835476637
AATSC8p,0.024966085985552642
AATSC8s,-0.1674126705151654
AATSC8v,5.084018298940706
ATS0are,340.3595999999999
ATS1are,371.353
ATS2are,626.1487000000002
ATS3are,779.0160000000002
ATS4are,751.39
ATS5are,819.8529999999998
ATS6are,824.405
ATS7are,752.4510000000001
ATS8are,588.5870000000002
ATSC0dv,214.0
ATSC0pe,6.915199999999993
ATSC0se,4.614559999999997
ATSC1dv,46.0
ATSC1pe,0.11546666666667116
ATSC1se,-0.055480000000007024
ATSC2dv,-35.0
ATSC2pe,-0.0811555555555484
ATSC2se,0.12369199999998838
ATSC3dv,-91.0
ATSC3pe,-1.9617555555555504
ATSC3se,-0.7105440000000075
ATSC4dv,-14.0
ATSC4pe,-0.002744444444443328
ATSC4se,0.2837440000000033
ATSC5dv,12.0
ATSC5pe,0.07089999999999702
ATSC5se,-0.27917199999999265
ATSC6dv,-7.0
ATSC6pe,-0.3549444444444441
ATSC6se,-0.37625199999999975
ATSC7dv,-7.0
ATSC7pe,-1.1576888888888917
ATSC7se,-1.1954759999999967
ATSC8dv,0.0
ATSC8pe,-1.1846666666666679
ATSC8se,-1.1159800000000017
AXp-0dv,0.5484257508303363
AXp-1dv,0.29902802400167977
AXp-2dv,0.15736508481392375
AXp-3dv,0.08556303560925525
AXp-4dv,0.04615710629343312
AXp-5dv,0.024574350542623243
AXp-6dv,0.012942146568445424
AXp-7dv,0.007014031554072115
BertzCT,1032.053386231069
ECIndex,869
ETA_eta,23.60558922255226
GATS1dv,0.601778980160682
GATS1pe,0.777359257410069
GATS1se,0.8352333453167611
GATS2dv,1.0608680990461508
GATS2pe,0.9449815019774165
GATS2se,0.9512750319294162
GATS3dv,1.2283313234850768
GATS3pe,1.1465880211520956
GATS3se,1.1001548709498465
GATS4dv,0.9378734487513405
GATS4pe,0.8341684699327121
GATS4se,0.787538943023394
GATS5dv,0.9301142263759085
GATS5pe,0.8810482436971914
GATS5se,0.9112331210583701
GATS6dv,0.9814130283163619
GATS6pe,1.0170608376442642
GATS6se,1.0728573918142035
GATS7dv,1.0226107928851371
GATS7pe,1.1262838711543346
GATS7se,1.2001797955643347
GATS8dv,1.115775895638629
GATS8pe,1.2778303742721355
GATS8se,1.3638629549729555
LogEE_A,4.329313750952169
LogEE_D,202.9507202633072
MATS1dv,0.20363994097393012
MATS1pe,0.015818699919628483
MATS1se,-0.011390035019591616
MATS2dv,-0.09104923403025339
MATS2pe,-0.006533344146705089
MATS2se,0.014922216618164971
MATS3dv,-0.18518239372927345
MATS3pe,-0.12354131525130221
MATS3se,-0.06705524505324596
MATS4dv,-0.028956641642408458
MATS4pe,-0.00017566434786559502
MATS4se,0.027216377413529915
MATS5dv,0.022429906542056073
MATS5pe,0.004101110596945691
MATS5se,-0.024199230262472938
MATS6dv,-0.013181754777514298
MATS6pe,-0.020684479614882553
MATS6se,-0.03285772431142025
MATS7dv,-0.014244799517636419
MATS7pe,-0.07290531563941449
MATS7se,-0.11281910217421187
MATS8dv,0.0
MATS8pe,-0.09636380726515521
MATS8se,-0.13603436730695911
MAXaaCH,1.9741532081534787
MAXaaaC,0.9883096678754147
MAXaasC,0.9617891762485018
MAXaasN,2.00488300677705
MAXdssC,0.6454541775019043
MAXssNH,3.0542136737795484
MDEC-22,19.4437771059754
MDEC-23,23.611853607037116
MDEC-33,5.100417276683157
MDEN-22,1.5000000000000004
MDEN-23,0.29159402999962064
MDEO-11,0.4999999999999999
MDEO-12,0.3849001794597505
MDEO-22,0.33333333333333337
MINaaCH,1.8865986394557823
MINaaaC,0.9589713671536366
MINaasC,0.7311829963466869
MINaasN,2.00488300677705
MINdssC,-0.8351544919001579
MINssNH,2.7519688564858673
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5714285714285716
SM1_Dzi,1.5935350853437962
SM1_Dzm,1.5670630303235251
SM1_Dzp,-6.40190433008388
SM1_Dzv,-2.873276425205818
SddssSe,0
SpAD_Dt,648.5184969550444
SpAbs_A,39.470413824309446
SpAbs_D,405.90144052661435
SpMAD_A,1.315680460810315
SpMAD_D,13.530048017553812
SpMax_A,2.4722021815196222
SpMax_D,202.9507202633072
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,97.11
TpiPC10,8.871696090672863
VAdjMat,6.044394119358453
VE1_DzZ,5.373483724514267
VE1_Dzi,5.374955003227669
VE1_Dzm,5.373471815010629
VE1_Dzp,5.350807795185323
VE1_Dzv,5.3591385317793465
VE2_DzZ,0.17911612415047556
VE2_Dzi,0.17916516677425562
VE2_Dzm,0.17911572716702098
VE2_Dzp,0.17836025983951076
VE2_Dzv,0.17863795105931154
VE3_DzZ,2.7800887251199895
VE3_Dzi,2.780362491154268
VE3_Dzm,2.7800865087707
VE3_Dzp,2.7758598279324853
VE3_Dzv,2.777415529150749
VR1_DzZ,194.9423333022867
VR1_Dzi,194.89847896652265
VR1_Dzm,194.94302635385318
VR1_Dzp,196.26243326499602
VR1_Dzv,195.74540506673182
VR2_DzZ,6.49807777674289
VR2_Dzi,6.496615965550755
VR2_Dzm,6.498100878461773
VR2_Dzp,6.542081108833201
VR2_Dzv,6.524846835557727
VR3_DzZ,6.3713160768411665
VR3_Dzi,6.371091090977353
VR3_Dzm,6.3713196319968
VR3_Dzp,6.378064997540374
VR3_Dzv,6.375427149785773
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09316949906249124
Xch-6dv,0.14863184832675128
Xch-7dv,0.15081899774322327
Xpc-4dv,1.3069550875846292
Xpc-5dv,1.9300444936487433
Xpc-6dv,2.441899731339509
Zagreb1,154.0
Zagreb2,178.0
fragCpx,219.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,33
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.302955555555553
AATS1are,6.514964912280702
AATS2are,6.455141237113404
AATS3are,6.282387096774195
AATS4are,6.158934426229508
AATS5are,6.072985185185184
AATS6are,6.152276119402985
AATS7are,6.068153225806452
AATS8are,6.131114583333336
AATSC0dv,3.962962962962963
AATSC0pe,0.12805925925925912
AATSC0se,0.08545481481481476
AATSC1dv,0.8070175438596491
AATSC1pe,0.0020257309941521255
AATSC1se,-0.0009733333333334566
AATSC2dv,-0.36082474226804123
AATSC2pe,-0.0008366552119128701
AATSC2se,0.001275175257731839
AATSC3dv,-0.7338709677419355
AATSC3pe,-0.015820609318996374
AATSC3se,-0.0057301935483871575
AATSC4dv,-0.11475409836065574
AATSC4pe,-2.249544626592892e-05
AATSC4se,0.002325770491803306
AATSC5dv,0.08888888888888889
AATSC5pe,0.0005251851851851632
AATSC5se,-0.002067940740740686
AATSC6dv,-0.05223880597014925
AATSC6pe,-0.0026488391376451054
AATSC6se,-0.0028078507462686547
AATSC7dv,-0.056451612903225805
AATSC7pe,-0.0093362007168459
AATSC7se,-0.009640935483870941
AATSC8dv,0.0
AATSC8pe,-0.01234027777777779
AATSC8se,-0.011624791666666684
AETA_eta,0.7868529740850754
ATSC0are,7.443925925925924
ATSC1are,0.04795967078189453
ATSC2are,0.06315157750343173
ATSC3are,-1.8574595336076787
ATSC4are,0.19806364883401942
ATSC5are,-0.12068888888888998
ATSC6are,-0.39299396433470524
ATSC7are,-1.4823113854595342
ATSC8are,-1.4532831275720164
BCUTZ-1h,8.029046852355483
BCUTZ-1l,5.6790464915956465
BCUTc-1h,0.4344752529753582
BCUTc-1l,-0.5219092288796718
BCUTd-1h,3.253985107014682
BCUTd-1l,0.9729511778086976
BCUTi-1h,14.55983082253952
BCUTi-1l,10.940261221699073
BCUTm-1h,16.014504282706568
BCUTm-1l,11.69086465872253
BCUTp-1h,2.0091959279445413
BCUTp-1l,0.7415638358575813
BCUTs-1h,7.008294753185003
BCUTs-1l,1.2470651895862455
BCUTv-1h,20.90933355755172
BCUTv-1l,14.697085052465187
BalabanJ,1.2036542491375994
Diameter,17
ETA_beta,37.5
GATS1are,0.8042925089833435
GATS2are,0.9512992339518749
GATS3are,1.141354244542149
GATS4are,0.8172768537992938
GATS5are,0.883732399271591
GATS6are,1.0196067157569892
GATS7are,1.1383828351228444
GATS8are,1.2973419945916629
HybRatio,0.2727272727272727
Lipinski,True
LogEE_Dt,324.2592484775222
MATS1are,0.00610369824135453
MATS2are,0.0047228503683030025
MATS3are,-0.10866492707083099
MATS4are,0.011777053878477484
MATS5are,-0.006485227826813869
MATS6are,-0.0212751582459668
MATS7are,-0.08671804455646571
MATS8are,-0.10981728826883468
MAXssCH2,0.8188975844949486
MAXsssCH,-0.278191010160326
MINssCH2,0.010448788871616266
MINsssCH,-0.278191010160326
NsssssAs,0
RotRatio,0.2727272727272727
SM1_Dzpe,1.679620563035496
SM1_Dzse,1.555031173324093
SMR_VSA1,19.47551611644921
SMR_VSA2,0.0
SMR_VSA3,15.363984849918886
SMR_VSA4,4.992404732635669
SMR_VSA5,12.462662452073971
SMR_VSA6,26.303276740850986
SMR_VSA7,66.35759867946456
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,307.1432651571113
SpAD_Dzi,306.19949235007994
SpAD_Dzm,307.25581360847167
SpAD_Dzp,536.5920091698067
SpAD_Dzv,430.32938132263587
SpAbs_Dt,648.5184969550446
SpDiam_A,4.845411863277758
SpDiam_D,312.096883436016
SpMAD_Dt,21.61728323183481
SpMax_Dt,324.2592484775222
SsssssAs,0
VE1_Dzpe,5.373945771626971
VE1_Dzse,5.373416809406625
VE2_Dzpe,0.17913152572089905
VE2_Dzse,0.1791138936468875
VE3_Dzpe,2.78017470793349
VE3_Dzse,2.7800762722071837
VMcGowan,302.1000000000007
VR1_Dzpe,194.92044484893623
VR1_Dzse,194.94557702786253
VR2_Dzpe,6.497348161631208
VR2_Dzse,6.498185900928751
VR3_Dzpe,6.371203788853699
VR3_Dzse,6.371332716113582
mZagreb1,7.888888888888889
mZagreb2,6.694444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13785048010973933
AATSC1are,0.0008413977330156935
AATSC2are,0.0006510471907570281
AATSC3are,-0.01497951236780386
AATSC4are,0.0016234725314263887
AATSC5are,-0.0008939917695473332
AATSC6are,-0.002932790778617203
AATSC7are,-0.011954124076286566
AATSC8are,-0.015138365912208504
AETA_beta,1.25
BCUTdv-1h,6.022228415998581
BCUTdv-1l,1.89608687410542
BCUTpe-1h,3.5011529915292243
BCUTpe-1l,2.22752237327713
BCUTse-1h,3.714044985146879
BCUTse-1l,2.4233599798144523
ETA_alpha,13.933333333333335
ETA_dBeta,-2.5
ETA_eta_B,0.2107036241664293
ETA_eta_F,29.221805432368384
ETA_eta_L,6.8021673358882
ETA_eta_R,52.827394654920646
ETA_psi_1,0.542857142857143
LabuteASA,173.63493119035715
LogEE_DzZ,153.62401353093657
LogEE_Dzi,153.15286401121807
LogEE_Dzm,153.68014223857998
LogEE_Dzp,267.22902052988945
LogEE_Dzv,214.68581125711697
PEOE_VSA1,19.72727860043844
PEOE_VSA2,9.632125767808455
PEOE_VSA3,10.47250133075687
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,29.828919765543436
PEOE_VSA8,23.64452490960671
PEOE_VSA9,19.007418857986547
SM1_Dzare,1.8855281526291297
SpAD_Dzpe,304.3290705096812
SpAD_Dzse,307.5699551568981
SpAbs_DzZ,305.6765984904448
SpAbs_Dzi,304.77649140059646
SpAbs_Dzm,305.79322144683624
SpAbs_Dzp,540.859945389863
SpAbs_Dzv,432.24489893943974
SpDiam_Dt,469.7145329812919
SpMAD_DzZ,10.238108838570376
SpMAD_Dzi,10.206649745002665
SpMAD_Dzm,10.241860453615722
SpMAD_Dzp,17.886400305660224
SpMAD_Dzv,14.34431271075453
SpMax_DzZ,153.62401353093657
SpMax_Dzi,153.15286401121807
SpMax_Dzm,153.68014223857998
SpMax_Dzp,267.22902052988945
SpMax_Dzv,214.68581125711697
VE1_Dzare,5.374635384430049
VE2_Dzare,0.17915451281433498
VE3_Dzare,2.780303024926033
VR1_Dzare,194.8845731390029
VR2_Dzare,6.496152437966763
VR3_Dzare,6.371019739350079
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4644444444444445
AETA_dBeta,-0.08333333333333333
AETA_eta_B,0.007023454138880976
AETA_eta_F,0.9740601810789461
AETA_eta_L,0.22673891119627332
AETA_eta_R,1.7609131551640216
BCUTare-1h,3.5551197468144378
BCUTare-1l,2.1778765677472545
ETA_beta_s,20.0
ETA_dPsi_A,0.17114285714285693
ETA_dPsi_B,0.0
ETA_eta_BR,0.5547036241664293
ETA_eta_FL,7.901342602318467
ETA_eta_RL,14.703509938206667
LogEE_Dzpe,152.22052260694178
LogEE_Dzse,153.83681195089318
PEOE_VSA10,18.963275762309742
PEOE_VSA11,0.0
PEOE_VSA12,5.959554568743835
PEOE_VSA13,0.0
SlogP_VSA1,15.533748155927583
SlogP_VSA2,47.905763640178726
SlogP_VSA3,9.632125767808455
SlogP_VSA4,0.0
SlogP_VSA5,18.026113943770966
SlogP_VSA6,65.78655192040324
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,299.0321734677728
SpAbs_Dzpe,302.7614246508482
SpAbs_Dzse,306.11859272846243
SpDiam_DzZ,234.43896067538782
SpDiam_Dzi,234.59094899983955
SpDiam_Dzm,234.53164494412357
SpDiam_Dzp,426.5889912360144
SpDiam_Dzv,335.53994334439886
SpMAD_Dzpe,10.144302350322706
SpMAD_Dzse,10.25233183856327
SpMax_Dzpe,152.22052260694178
SpMax_Dzse,153.83681195089318
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.01849012080554764
AETA_eta_FL,0.2633780867439489
AETA_eta_RL,0.49011699794022223
DetourIndex,4738
EState_VSA1,5.969305287951849
EState_VSA2,12.462662452073971
EState_VSA3,19.17331849776967
EState_VSA4,35.30540106888711
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,65.36124683555892
EState_VSA8,15.7892899347632
EState_VSA9,9.574451537536682
ETA_beta_ns,17.5
ETA_shape_p,0.0478468899521531
ETA_shape_x,0.0
ETA_shape_y,0.27990430622009566
GhoseFilter,True
LogEE_Dzare,149.57893767230735
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,297.27234719198543
SpDiam_Dzpe,232.22713854179835
SpDiam_Dzse,234.77645479241482
SpMAD_Dzare,9.967739115592426
SpMax_Dzare,149.57893767230735
TopoPSA(NO),97.11
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.00488300677705
VSA_EState9,66.8284503265563
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5833333333333334
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.035555555555555486
FilterItLogS,-4.460480557564024
SpDiam_Dzare,227.95496097505082
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.608641975308642
ETA_epsilon_2,0.8555555555555554
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5450980392156857
ETA_epsilon_5,0.8050505050505049
AETA_beta_ns_d,0.016666666666666666
ETA_dEpsilon_A,0.1657848324514995
ETA_dEpsilon_B,0.06354393609295628
ETA_dEpsilon_C,-0.10224089635854322
ETA_dEpsilon_D,0.0505050505050505
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8666666666666667
MDEDescriptor,"0.0,0.0,0.0,0.0,19.4437771059754,23.611853607037116,0.0,5.100417276683157,0.0,0.0,0.4999999999999999,0.3849001794597505,0.33333333333333337,0.0,0.0,0.0,1.5000000000000004,0.29159402999962064,0.0"
APolDescriptor,62.331031999999965
BCUTDescriptor,"11.988265381608134,15.997945029945312,-0.34317852675711646,0.2608855745465305,4.244990745753357,11.397401376493226"
BPolDescriptor,34.326967999999994
TPSADescriptor,97.11
ALOGPDescriptor,"2.7258000000000036,7.4299856400000195,109.35530000000001"
XLogPDescriptor,3.6720000000000006
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,408.17975544000006
ChiPathDescriptor,"20.760937777247957,14.703509938206668,12.824203791505994,10.318895900787451,8.859934079343567,6.8204048017852035,4.749563721763098,3.56630024921926,16.45277252491009,9.867924792055433,6.924063731812648,4.8770930297275505,3.507940078300918,2.2116915488360926,1.268330363707653,0.7925855656101498"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.46380384601941865,0.5520380037620333,0.0,0.0,0.09316949906249124,0.1486318483267513,0.15081899774322327"
AtomCountDescriptor,54
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.5580782047249229,0.0,0.24719387459906544,0.0,0.5984235964208441,0.0,0.09981449309843923,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,2,4,2,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"61.74685878114045,2.058228626038015,23.555484206749334,10.945613593283396,12.60987061346596"
FractionalPSADescriptor,0.23790988824352555
WienerNumbersDescriptor,"2916.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.308259561972477,5.637954877204829,7.660220177189625,1.3069550875846292,1.9300444936487446,2.192492580564727"
FractionalCSP3Descriptor,0.2727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,10,1,0,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.168044077134986,11.743801652892563,6.515235457063712"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2379.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2727272727272727
AutocorrelationDescriptorMass,"34.5377973472697,36.543376948173,49.50850924474188,45.53921560364798,46.81593829703001"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.6900553473974204,-0.3404964312967595,-0.11916987772673683,0.13930965477342527,-0.01440491797061172"
EccentricConnectivityIndexDescriptor,869
AutocorrelationDescriptorPolarizability,"1907.3838566174531,2231.8037343766273,3071.1513355793704,2952.5010838386356,2830.6986510303554"
