DLiP-ID,C000TF
SMR,55.36910000000002
SdO,10.711643361048123
SdS,0
Spe,26.098039215686274
SsF,37.318350497606446
SsI,0
Sse,26.188638018936636
StN,0
fMF,0.4166666666666667
nBr,0
nCl,0
AMID,1.983229970125929
BIC0,0.3950001781417098
BIC1,0.7277443840181593
BIC2,0.8286689273092092
BIC3,0.885480088654065
BIC4,0.885480088654065
BIC5,0.885480088654065
CIC0,2.628054075569339
CIC1,0.9795739585136221
CIC2,0.4795739585136225
CIC3,0.1981203125901443
CIC4,0.1981203125901443
CIC5,0.1981203125901443
GGI1,5.5
GGI2,3.1111111111111125
GGI3,1.8125
GGI4,1.417777777777778
GGI5,0.8194444444444445
GGI6,0.3469387755102041
GGI7,0.23263888888888887
GGI8,0.14814814814814814
GGI9,0.0
JGI1,0.2894736842105263
JGI2,0.10727969348659011
JGI3,0.06041666666666667
JGI4,0.056711111111111115
JGI5,0.04820261437908497
JGI6,0.026687598116169543
JGI7,0.025848765432098762
JGI8,0.029629629629629624
JGI9,0.0
MIC0,22.499868142475115
MIC1,40.231531036182105
MIC2,45.081615502278126
MIC3,45.36532077736899
MIC4,45.36532077736899
MIC5,45.36532077736899
MPC2,29
MPC3,36
MPC4,44
MPC5,55
MPC6,62
MPC7,68
MPC8,63
MPC9,63
Mare,1.1095
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2405755905197825
RPCG,0.1976724540802868
SIC0,0.4268101265482586
SIC1,0.786350715330922
SIC2,0.8954028613236876
SIC3,0.9567891094945744
SIC4,0.9567891094945744
SIC5,0.9567891094945744
SaaN,3.5965740740740744
SaaO,0
SaaS,0
Sare,26.627999999999997
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,18.340489575459813
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,46.965802203643605
TIC1,86.52932501298082
TIC2,98.5293250129808
TIC3,105.28421251514428
TIC4,105.28421251514428
TIC5,105.28421251514428
Vabc,192.05074314185262
WPol,30
apol,27.547757999999995
bpol,11.366242
nRot,1
ABCGG,11.96285848864349
ATS0Z,886.0
ATS0d,102.0
ATS0i,4182.499628872994
ATS0m,3639.9197394493103
ATS0p,37.415936429094
ATS0s,362.22916666666663
ATS0v,6268.806906989406
ATS1Z,826.0
ATS1d,123.0
ATS1i,3753.501163458901
ATS1m,3265.1252505055995
ATS1p,46.684203212
ATS1s,126.52777777777777
ATS1v,7653.3493821827515
ATS2Z,1388.0
ATS2d,172.0
ATS2i,6266.6787233649
ATS2m,5583.770285954909
ATS2p,67.82175208999999
ATS2s,397.11111111111103
ATS2v,11215.301661901032
ATS3Z,1414.0
ATS3d,188.0
ATS3i,7444.609209180199
ATS3m,5523.441029011199
ATS3p,75.52667784084899
ATS3s,282.08333333333326
ATS3v,12352.154093072635
ATS4Z,1374.0
ATS4d,158.0
ATS4i,9091.63578582395
ATS4m,5200.872822564799
ATS4p,64.21899631484901
ATS4s,408.97222222222223
ATS4v,10732.181534183974
ATS5Z,954.0
ATS5d,115.0
ATS5i,7408.019617913195
ATS5m,3603.7934456495996
ATS5p,46.292201247245
ATS5s,273.0277777777778
ATS5v,7580.447079496289
ATS6Z,704.0
ATS6d,76.0
ATS6i,4532.440626487496
ATS6m,2751.662056011199
ATS6p,29.611982071396
ATS6s,183.27777777777783
ATS6v,5209.8974192476535
ATS7Z,589.0
ATS7d,47.0
ATS7i,4014.5414741329982
ATS7m,2285.3404511728
ATS7p,17.081433786698003
ATS7s,265.0
ATS7v,3394.6322155484577
ATS8Z,293.0
ATS8d,25.0
ATS8i,2128.971231212598
ATS8m,1140.4878277823998
ATS8p,8.586231222698
ATS8s,83.91666666666667
ATS8v,1826.3940559372165
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,5
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.09090909090909091
GGI10,0.0
JGI10,0.0
JGT10,0.6442497630318771
Kier1,14.409972299168976
Kier2,5.174791914387634
Kier3,2.962962962962963
MAXdO,10.711643361048123
MAXsF,12.439450165868816
MID_C,23.360530092675745
MID_N,2.0517737541729333
MID_O,5.2083449257118986
MID_X,5.077490689706154
MID_h,12.337609369590986
MINdO,10.711643361048123
MINsF,12.439450165868816
MPC10,28
MWC01,19.0
MWC02,4.574710978503383
MWC03,5.424950017481403
MWC04,6.333279628139691
MWC05,7.207118856207756
MWC06,8.114025442356757
MWC07,8.996775795442296
MWC08,9.90243700089995
MWC09,10.78983440803721
MWC10,11.694321593687683
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.6574000000000004
SRW02,3.6635616461296463
SRW03,0.0
SRW04,5.043425116919247
SRW05,0.0
SRW06,6.616065185132817
SRW07,0.0
SRW08,8.274611946209552
SRW09,0.0
SRW10,9.977156142461329
SaaCH,3.322551492819349
SaaNH,0
SaaSe,0
SaaaC,-0.1571990740740734
SaasC,-1.9643905895691607
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4011130401234573
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.864719070693504
VE1_D,4.174402677460618
VE2_A,0.214706615038528
VE2_D,0.23191125985892322
VE3_A,1.9396756588388577
VE3_D,2.01675794170235
VR1_A,88.0466859718599
VR1_D,88.47975452657265
VR2_A,4.891482553992216
VR2_D,4.9155419181429245
VR3_A,5.065653861110564
VR3_D,5.070560428334282
WPath,587
Xc-3d,2.474978587787629
Xc-4d,0.28867513459481287
Xc-5d,0.7942716873878279
Xc-6d,0.14433756729740643
Xp-0d,13.499635521070495
Xp-1d,8.3035490182802
Xp-2d,8.644274196298376
Xp-3d,6.343760632847508
Xp-4d,5.025500401886214
Xp-5d,3.741571751249005
Xp-6d,2.8103615874851107
Xp-7d,2.0755773120287224
ZMIC0,57.509589912413745
ZMIC1,37.30375989964945
ZMIC2,30.56942396139825
ZMIC3,29.802130732261627
ZMIC4,29.802130732261627
ZMIC5,29.802130732261627
nAcid,1
nAtom,24
nBase,0
nRing,2
piPC1,3.2771447329921766
piPC2,3.960813169597578
piPC3,4.574710978503383
piPC4,5.179674586417264
piPC5,5.799282030467152
piPC6,6.208841503527855
piPC7,6.61363586456635
piPC8,6.89970735615276
piPC9,7.214748704582066
AATS0Z,36.916666666666664
AATS0d,4.25
AATS0i,174.2708178697081
AATS0m,151.6633224770546
AATS0p,1.5589973512122501
AATS0s,15.092881944444443
AATS0v,261.20028779122526
AATS1Z,33.04
AATS1d,4.92
AATS1i,150.14004653835605
AATS1m,130.60501002022397
AATS1p,1.86736812848
AATS1s,5.061111111111111
AATS1v,306.1339752873101
AATS2Z,35.58974358974359
AATS2d,4.410256410256411
AATS2i,160.68406982986923
AATS2m,143.1735970757669
AATS2p,1.739019284358974
AATS2s,10.182336182336181
AATS2v,287.57183748464183
AATS3Z,29.458333333333332
AATS3d,3.9166666666666665
AATS3i,155.09602519125414
AATS3m,115.07168810439998
AATS3p,1.5734724550176873
AATS3s,5.87673611111111
AATS3v,257.3365436056799
AATS4Z,25.92452830188679
AATS4d,2.981132075471698
AATS4i,171.5402978457349
AATS4m,98.12967589744905
AATS4p,1.2116791757518681
AATS4s,7.716457023060797
AATS4v,202.49399121101837
AATS5Z,22.714285714285715
AATS5d,2.738095238095238
AATS5i,176.3814194741237
AATS5m,85.8046058488
AATS5p,1.1021952677915476
AATS5s,6.500661375661377
AATS5v,180.48683522610213
AATS6Z,26.074074074074073
AATS6d,2.814814814814815
AATS6i,167.86817135138875
AATS6m,101.91340948189627
AATS6p,1.0967400767183704
AATS6s,6.788065843621401
AATS6v,192.95916367583902
AATS7Z,28.047619047619047
AATS7d,2.238095238095238
AATS7i,191.16864162538087
AATS7m,108.82573577013333
AATS7p,0.8134016088903812
AATS7s,12.619047619047619
AATS7v,161.64915312135514
AATS8Z,26.636363636363637
AATS8d,2.272727272727273
AATS8i,193.54283920114528
AATS8m,103.6807116165818
AATS8p,0.7805664747907273
AATS8s,7.628787878787879
AATS8v,166.03582326701968
AMID_C,1.2978072273708747
AMID_N,0.11398743078738519
AMID_O,0.28935249587288325
AMID_X,0.2820828160947863
AMID_h,0.6854227427550548
ATS0dv,406.0
ATS0pe,192.8311
ATS0se,221.51324400000001
ATS1dv,332.0
ATS1pe,181.3705
ATS1se,210.95363999999998
ATS2dv,593.0
ATS2pe,302.8613
ATS2se,346.1967
ATS3dv,502.0
ATS3pe,343.3539999999999
ATS3se,402.97712
ATS4dv,496.0
ATS4pe,402.642
ATS4se,474.5932680000001
ATS5dv,363.0
ATS5pe,308.4816
ATS5se,367.63990800000005
ATS6dv,265.0
ATS6pe,197.135
ATS6se,233.91170000000002
ATS7dv,249.0
ATS7pe,178.6171
ATS7se,208.18678000000003
ATS8dv,128.0
ATS8pe,89.54899999999999
ATS8se,104.67832800000002
ATSC0Z,181.83333333333331
ATSC0c,1.2275401082953883
ATSC0d,21.333333333333336
ATSC0i,97.57242711759127
ATSC0m,884.27440491308
ATSC0p,5.795979311320499
ATSC0s,150.70572916666666
ATSC0v,884.6039906968322
ATSC1Z,-16.743055555555564
ATSC1c,-0.758659254977824
ATSC1d,1.694444444444446
ATSC1i,-0.05347152282494455
ATSC1m,-73.1608976085904
ATSC1p,0.8100963247405641
ATSC1s,-27.19780815972222
ATSC1v,113.85092064609707
ATSC2Z,35.1875
ATSC2c,0.15407918087109082
ATSC2d,-3.0833333333333317
ATSC2i,62.07510572450256
ATSC2m,186.1493692354604
ATSC2p,1.2964150442594384
ATSC2s,94.14398871527779
ATSC2v,-24.423951416920513
ATSC3Z,-5.166666666666668
ATSC3c,-0.29708516299189597
ATSC3d,-9.999999999999998
ATSC3i,-40.77020633184304
ATSC3m,-21.309161464066666
ATSC3p,-3.4705941445117476
ATSC3s,-7.369791666666664
ATSC3v,-382.72750025818027
ATSC4Z,-120.5486111111111
ATSC4c,0.626082969568452
ATSC4d,-1.1944444444444455
ATSC4i,-26.463504788044094
ATSC4m,-604.8142583246796
ATSC4p,-1.547103285681438
ATSC4s,-60.30674913194444
ATSC4v,-460.3114882488454
ATSC5Z,-18.291666666666643
ATSC5c,-0.39962158037700635
ATSC5d,1.3333333333333324
ATSC5i,14.05969370130302
ATSC5m,-77.2722526161548
ATSC5p,0.5420170884811237
ATSC5s,-51.988498263888886
ATSC5v,159.8393455411175
ATSC6Z,55.35416666666667
ATSC6c,0.005180906779161262
ATSC6d,-3.75
ATSC6i,-51.66292723895063
ATSC6m,275.70886084106485
ATSC6p,-2.9598513806793116
ATSC6s,-28.276584201388886
ATSC6v,-63.62133425551232
ATSC7Z,-24.4375
ATSC7c,0.2818079622615955
ATSC7d,3.916666666666666
ATSC7i,-8.630687573608617
ATSC7m,-116.78684457762316
ATSC7p,0.8261747022783111
ATSC7s,-23.4326171875
ATSC7v,77.6785173225769
ATSC8Z,-1.75694444444445
ATSC8c,-0.5617867000610847
ATSC8d,-4.027777777777779
ATSC8i,-18.61809953135708
ATSC8m,-19.44426985708867
ATSC8p,-0.22249525785381297
ATSC8s,-51.1923828125
ATSC8v,140.22430912051414
AXp-0d,0.749979751170583
AXp-1d,0.4370288956989579
AXp-2d,0.29807842056201295
AXp-3d,0.176215573134653
AXp-4d,0.11421591822468669
AXp-5d,0.06802857729543646
AXp-6d,0.04532841270137275
AXp-7d,0.03052319576512827
GATS1Z,0.6046196150320807
GATS1c,1.555149365288283
GATS1d,1.0781249999999998
GATS1i,0.8198900091526603
GATS1m,0.5908833167831998
GATS1p,0.8483076315921235
GATS1s,0.7941930615794901
GATS1v,0.717137393992947
GATS2Z,0.4978495381795107
GATS2c,0.593867694404524
GATS2d,1.0643028846153846
GATS2i,0.6600108219876987
GATS2m,0.4937263482581155
GATS2p,0.8623448500199414
GATS2s,0.4339589954492064
GATS2v,0.8325306270748142
GATS3Z,0.7246791934005501
GATS3c,0.9004735121710028
GATS3d,1.1679687499999998
GATS3i,0.9774641748784803
GATS3m,0.716848840287482
GATS3p,1.2426433042368807
GATS3s,0.6810722699337032
GATS3v,1.151895612723336
GATS4Z,1.3018867924528303
GATS4c,0.7283694328039066
GATS4d,0.8747051886792452
GATS4i,1.0010397720130741
GATS4m,1.3062209716599449
GATS4p,1.0406756827301673
GATS4s,1.1040913052224484
GATS4v,1.202413439410866
GATS5Z,1.2483304962681683
GATS5c,1.156093128822244
GATS5d,0.8085937499999999
GATS5i,0.7365355411117398
GATS5m,1.2360536307670134
GATS5p,0.8558404344828332
GATS5s,1.098310336097829
GATS5v,1.0124026446414347
GATS6Z,0.8713718301252675
GATS6c,1.0101872423743143
GATS6d,1.1380208333333333
GATS6i,1.306903244189859
GATS6m,0.8624017904429022
GATS6p,1.4173838177301232
GATS6s,1.1274023471957957
GATS6v,1.1833045027778126
GATS7Z,1.508838549168522
GATS7c,0.9983126807689862
GATS7d,0.8214285714285713
GATS7i,1.2838726320478235
GATS7m,1.5100375134163901
GATS7p,0.8061054940111193
GATS7s,1.6380406009754043
GATS7v,0.8802908943722562
GATS8Z,1.4488792600616618
GATS8c,2.3891713471298672
GATS8d,1.6661931818181817
GATS8i,1.8685411444545679
GATS8m,1.501853795832538
GATS8p,1.1301885207234281
GATS8s,2.2434641729279807
GATS8v,0.7469527978293179
MATS1Z,-0.08839596700274982
MATS1c,-0.5933108660621084
MATS1d,0.07625000000000007
MATS1i,-0.0005260980322861317
MATS1m,-0.07942609365828077
MATS1p,0.13417792403640583
MATS1s,-0.17325085103074078
MATS1v,0.12355459049439328
MATS2Z,0.11908622999365438
MATS2c,0.07724224798715607
MATS2d,-0.08894230769230764
MATS2i,0.39150471285494215
MATS2m,0.12954514724681263
MATS2p,0.13764608714737836
MATS2s,0.38442309132292035
MATS2v,-0.016990793741541263
MATS3Z,-0.01420714940421632
MATS3c,-0.1210083324301478
MATS3d,-0.23437499999999994
MATS3i,-0.20892278452143068
MATS3m,-0.012048952986579575
MATS3p,-0.2993966988230192
MATS3s,-0.024450933973838358
MATS3v,-0.21632702558615693
MATS4Z,-0.30020925929128545
MATS4c,0.23095723497966736
MATS4d,-0.025353773584905683
MATS4i,-0.12281619121600824
MATS4m,-0.3097207758037318
MATS4p,-0.12087259721460146
MATS4s,-0.18120556357780793
MATS4v,-0.2356341823766264
MATS5Z,-0.05748330496268161
MATS5c,-0.18602666197519524
MATS5d,0.035714285714285685
MATS5i,0.08233996963892685
MATS5m,-0.04993424289811635
MATS5p,0.05343774260127192
MATS5s,-0.1971239810053724
MATS5v,0.10325159036269953
MATS6Z,0.2705978205519911
MATS6c,0.003751608961079571
MATS6d,-0.15625
MATS6i,-0.47065142629724516
MATS6m,0.2771476157267326
MATS6p,-0.4539317453928006
MATS6s,-0.16678026543071212
MATS6v,-0.06392950711364395
MATS7Z,-0.15359434332853217
MATS7c,0.26236718491578637
MATS7d,0.20982142857142852
MATS7i,-0.10109047435480553
MATS7m,-0.15093807846943522
MATS7p,0.16290597481990046
MATS7s,-0.1776981809295058
MATS7v,0.10035614727300508
MATS8Z,-0.021081576535288794
MATS8c,-0.9985143688697807
MATS8d,-0.4119318181818182
MATS8i,-0.416319540964784
MATS8m,-0.04797590122553117
MATS8p,-0.08375533673931886
MATS8s,-0.7411295656012354
MATS8v,0.34585413404141274
MAXaaN,3.5965740740740744
MAXsOH,9.611522108843538
MINaaN,3.5965740740740744
MINsOH,8.728967466616275
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.52002467051099
SpAD_D,135.31241145797816
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-4.5169062972411185
SssssN,0
TMPC10,485
TMWC10,110.03745372075613
TSRW10,51.5748200368526
VE1_Dt,4.230210134425138
VE2_Dt,0.2350116741347299
VE3_Dt,2.0300383338954995
VR1_Dt,83.1387758956018
VR2_Dt,4.618820883088989
VR3_Dt,5.008297875207128
Xc-3dv,0.5279061884644477
Xc-4dv,0.013498731178900972
Xc-5dv,0.09979920366254735
Xc-6dv,0.004499577059633658
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12359693729953272
Xch-7d,0.2876149140127501
Xp-0dv,8.693183572749922
Xp-1dv,4.7267991440502675
Xp-2dv,3.55532070307608
Xp-3dv,2.398442298800389
Xp-4dv,1.5118561780299478
Xp-5dv,0.9879429006773155
Xp-6dv,0.5564805875983764
Xp-7dv,0.3074433666055155
Xpc-4d,4.2802115023572656
Xpc-5d,5.899253631069878
Xpc-6d,8.30033665861702
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,25
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.756430355546232
AATS0dv,16.916666666666668
AATS0pe,8.034629166666667
AATS0se,9.2297185
AATS1dv,13.28
AATS1pe,7.25482
AATS1se,8.438145599999999
AATS2dv,15.205128205128204
AATS2pe,7.765674358974359
AATS2se,8.876838461538462
AATS3dv,10.458333333333334
AATS3pe,7.153208333333332
AATS3se,8.395356666666666
AATS4dv,9.358490566037736
AATS4pe,7.597018867924528
AATS4se,8.954589962264153
AATS5dv,8.642857142857142
AATS5pe,7.3448
AATS5se,8.753331142857144
AATS6dv,9.814814814814815
AATS6pe,7.301296296296296
AATS6se,8.663396296296296
AATS7dv,11.857142857142858
AATS7pe,8.50557619047619
AATS7se,9.913656190476193
AATS8dv,11.636363636363637
AATS8pe,8.140818181818181
AATS8se,9.516211636363638
AATSC0Z,7.576388888888888
AATSC0c,0.051147504512307845
AATSC0d,0.888888888888889
AATSC0i,4.065517796566303
AATSC0m,36.84476687137833
AATSC0p,0.24149913797168746
AATSC0s,6.279405381944444
AATSC0v,36.85849961236801
AATSC1Z,-0.6697222222222226
AATSC1c,-0.030346370199112963
AATSC1d,0.06777777777777784
AATSC1i,-0.0021388609129977822
AATSC1m,-2.926435904343616
AATSC1p,0.03240385298962257
AATSC1s,-1.0879123263888888
AATSC1v,4.554036825843883
AATSC2Z,0.9022435897435898
AATSC2c,0.003950748227463867
AATSC2d,-0.07905982905982901
AATSC2i,1.5916693775513477
AATSC2m,4.77306074962719
AATSC2p,0.03324141139126765
AATSC2s,2.4139484285968664
AATSC2v,-0.6262551645364234
AATSC3Z,-0.10763888888888891
AATSC3c,-0.006189274228997833
AATSC3d,-0.2083333333333333
AATSC3i,-0.8493792985800633
AATSC3m,-0.4439408638347222
AATSC3p,-0.07230404467732808
AATSC3s,-0.15353732638888884
AATSC3v,-7.973489588712089
AATSC4Z,-2.2745020964360583
AATSC4c,0.01181288621827268
AATSC4d,-0.022536687631027275
AATSC4i,-0.4993114110951716
AATSC4m,-11.411589779710935
AATSC4p,-0.029190628031725244
AATSC4s,-1.137863191168763
AATSC4v,-8.685122419789536
AATSC5Z,-0.43551587301587247
AATSC5c,-0.009514799532785865
AATSC5d,0.03174603174603172
AATSC5i,0.3347546119357862
AATSC5m,-1.8398155384798762
AATSC5p,0.01290516877336009
