DLiP-ID,C000RY
MID_X,0.0
MID_h,14.706911272062648
MPC10,345
MWC01,39.0
MWC02,5.25227342804663
MWC03,6.124683390894205
MWC04,7.016609683894219
MWC05,7.905072849498666
MWC06,8.801920904041582
MWC07,9.69738546707677
MWC08,10.597659208142261
MWC09,11.49719234598123
MWC10,12.40002216806491
NaaCH,10
NaaNH,2
NaaSe,0
NaaaC,4
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.923700000000004
SRW02,4.3694478524670215
SRW03,0.0
SRW04,5.713732805509369
SRW05,3.044522437723423
SRW06,7.247792581767846
SRW07,5.41610040220442
SRW08,8.863757191604241
SRW09,7.5352967024440884
SRW10,10.521884246882085
SaaCH,20.763154516482466
SaaNH,6.90470637339175
SaaSe,0
SaaaC,3.9534944467042235
SaasC,5.8586557354957
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.163722379834784
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.805753460821048
SsssP,0
VE1_A,4.961260474774928
VE1_D,5.724097579234121
VE2_A,0.14591942572867436
VE2_D,0.1683558111539447
VE3_A,2.825435268052723
VE3_D,2.9684603405564314
VR1_A,503.3179830556523
VR1_D,244.06113750523681
VR2_A,14.803470089872127
VR2_D,7.178268750154024
VR3_A,7.4449975750575
VR3_D,6.721194189075567
WPath,4027
Xc-3d,2.159465946493411
Xc-4d,0.0
Xc-5d,0.41666666666666663
Xc-6d,0.0
Xp-0d,23.070338854006454
Xp-1d,16.65733097863942
Xp-2d,15.238983985271094
Xp-3d,13.431671556017456
Xp-4d,11.4118589098
Xp-5d,9.640778622663401
Xp-6d,7.1913994214762065
Xp-7d,5.5557880007097165
ZMIC0,113.57388493771269
ZMIC1,62.68145840446212
ZMIC2,38.782223567292284
ZMIC3,30.58924950744115
ZMIC4,27.692017769194287
ZMIC5,26.799134731364987
nAcid,0
nAtom,62
nBase,1
nRing,6
piPC1,3.970291913552122
piPC2,4.634728988229636
piPC3,5.303304908059076
piPC4,5.969346741854363
piPC5,6.57829589472871
piPC6,7.056902390384212
piPC7,7.604590961148609
piPC8,8.170581284143209
piPC9,8.611032119005056
AATS0Z,21.903225806451612
AATS0d,3.5161290322580645
AATS0i,162.1618311898625
AATS0m,86.39879603225809
AATS0p,1.5427849247705157
AATS0s,2.6738351254480284
AATS0v,225.5093065740711
AATS1Z,25.104477611940297
AATS1d,4.149253731343284
AATS1i,147.6215211263882
AATS1m,95.53370505970153
AATS1p,1.8352309949253736
AATS1s,2.890961857379768
AATS1v,268.6205590398464
AATS2Z,21.47008547008547
AATS2d,3.8461538461538463
AATS2i,156.03951418359532
AATS2m,80.38109405128208
AATS2p,1.596301988849051
AATS2s,2.75071225071225
AATS2v,229.54609102891385
AATS3Z,17.695945945945947
AATS3d,3.331081081081081
AATS3i,158.5141856875313
AATS3m,64.13784653378382
AATS3p,1.4481155524140672
AATS3s,2.5758258258258264
AATS3v,199.88747521979454
AATS4Z,15.119496855345911
AATS4d,2.9685534591194966
AATS4i,159.38443396351872
AATS4m,53.4706438490566
AATS4p,1.3519554030067547
AATS4s,2.3801537386443044
AATS4v,179.03461622044037
AATS5Z,14.025641025641026
AATS5d,2.878205128205128
AATS5i,161.79207444483114
AATS5m,50.08547446794871
AATS5p,1.2806723363676666
AATS5s,2.2183048433048427
AATS5v,167.44463450581716
AATS6Z,16.19083969465649
AATS6d,3.145038167938931
AATS6i,158.5366271917804
AATS6m,58.526742290076335
AATS6p,1.3922442271849234
AATS6s,2.458439355385919
AATS6v,186.46754846943654
AATS7Z,16.075
AATS7d,3.175
AATS7i,159.19398428627696
AATS7m,57.457441891666654
AATS7p,1.3744255281106836
AATS7s,2.4534722222222216
AATS7v,184.87285683366878
AATS8Z,16.165137614678898
AATS8d,3.1743119266055047
AATS8i,161.45047906853972
AATS8m,58.274540733944946
AATS8p,1.3328081743287068
AATS8s,2.4551478083588183
AATS8v,180.50969755171678
AMID_C,1.6702609445967955
AMID_N,0.37473006151948207
AMID_O,0.05782615236471343
AMID_X,0.0
AMID_h,0.4325562138841955
ATS0dv,440.0
ATS0pe,378.3706999999999
ATS0se,466.2724559999998
ATS1dv,499.0
ATS1pe,434.86550000000005
ATS1se,517.9058999999997
ATS2dv,710.0
ATS2pe,748.4316999999999
ATS2se,904.4801359999996
ATS3dv,662.0
ATS3pe,922.3146
ATS3se,1129.6218679999993
ATS4dv,595.0
ATS4pe,959.8965999999997
ATS4se,1188.5866799999997
ATS5dv,557.0
ATS5pe,916.2823000000003
ATS5se,1147.3691639999997
ATS6dv,549.0
ATS6pe,790.6868999999997
ATS6se,977.442464
ATS7dv,493.0
ATS7pe,732.5630999999998
ATS7se,903.3519799999999
ATS8dv,434.0
ATS8pe,665.1571000000002
ATS8se,821.4685440000001
ATSC0Z,428.9677419354839
ATSC0c,1.0403396853327211
ATSC0d,36.774193548387096
ATSC0i,99.53997867502486
ATSC0m,2053.3001307096774
ATSC0p,13.974289881939486
ATSC0s,21.23297491039426
ATSC0v,3134.9223003327916
ATSC1Z,38.21227887617067
ATSC1c,-0.4997735835376146
ATSC1d,15.64724245577522
ATSC1i,-24.25172170812376
ATSC1m,179.9062105556717
ATSC1p,-0.9227197241747921
ATSC1s,-1.286709446178747
ATSC1v,10.392266712088883
ATSC2Z,57.43184183142556
ATSC2c,0.0034117829803409815
ATSC2d,0.40998959417273495
ATSC2i,3.1179777022972743
ATSC2m,279.3489367898028
ATSC2p,1.8499003909973977
ATSC2s,6.499421898485378
ATSC2v,482.04948349097833
ATSC3Z,-83.3100936524454
ATSC3c,0.004950673652201717
ATSC3d,-6.170655567117587
ATSC3i,-1.974795502145171
ATSC3m,-386.4848991779392
ATSC3p,0.26409555348394353
ATSC3s,0.2323968088796391
ATSC3v,-151.81311355394996
ATSC4Z,-98.64308012486993
ATSC4c,-0.2322803110221673
ATSC4d,4.982310093652445
ATSC4i,-19.14194613982659
ATSC4m,-471.424272755463
ATSC4p,-2.783981564464611
ATSC4s,-4.384206266620417
ATSC4v,-680.9324329897315
ATSC5Z,166.8553590010406
ATSC5c,0.10623796523544211
ATSC5d,10.82622268470343
ATSC5i,28.072374624608063
ATSC5m,797.5820302143595
ATSC5p,4.396855367633622
ATSC5s,6.365417967395075
ATSC5v,1103.954076298469
ATSC6Z,54.277835587929246
ATSC6c,0.3460734704387799
ATSC6d,-0.08740894901144686
ATSC6i,3.9506231075910447
ATSC6m,249.34935430697195
ATSC6p,0.07564880183138195
ATSC6s,5.005954445600648
ATSC6v,58.386839009119804
ATSC7Z,-58.67950052029136
ATSC7c,-0.3572015036600818
ATSC7d,-3.4016649323621237
ATSC7i,-15.916881056968558
ATSC7m,-282.39392530905286
ATSC7p,-2.3634835997748698
ATSC7s,-6.288732801479937
ATSC7v,-490.67912262674156
ATSC8Z,27.556711758584814
ATSC8c,0.19044824982423214
ATSC8d,-5.5868886576482835
ATSC8i,-11.721583455679712
ATSC8m,130.31565901040594
ATSC8p,-0.43976561260364055
ATSC8s,3.8628165105792567
ATSC8v,60.08520635446102
AXp-0d,0.6785393780590133
AXp-1d,0.4271110507343441
AXp-2d,0.2721247140226981
AXp-3d,0.17443729293529164
AXp-4d,0.10972941259423076
AXp-5d,0.06986071465698117
AXp-6d,0.04439135445355683
AXp-7d,0.02805953535711978
GATS1Z,0.7895385458030946
GATS1c,1.5385046588175582
GATS1d,0.6437025399319194
GATS1i,1.3951116642902857
GATS1m,0.7922018496345087
GATS1p,1.0619004207767093
GATS1s,0.9207064357483349
GATS1v,0.9395829585295687
GATS2Z,0.8805575158786167
GATS2c,1.3182151549882108
GATS2d,1.169646873594242
GATS2i,1.1038686424763071
GATS2m,0.8769071092247637
GATS2p,0.88510288051313
GATS2s,0.8147357626805637
GATS2v,0.844159152881563
GATS3Z,1.055464294569799
GATS3c,1.2339833011059829
GATS3d,1.1151878852536747
GATS3i,1.0626205277247578
GATS3m,1.0506611108105044
GATS3p,0.9555577831457522
GATS3s,1.0689760331313762
GATS3v,0.9661431424939668
GATS4Z,1.054440020772027
GATS4c,0.9928697760972686
GATS4d,0.8398184927728125
GATS4i,1.0828896774279893
GATS4m,1.0553169888264455
GATS4p,1.060270563560694
GATS4s,1.0768318247062374
GATS4v,1.0655488687528143
GATS5Z,0.8249529522465301
GATS5c,0.7012592953154879
GATS5d,0.8772351551956815
GATS5i,0.8416711942064696
GATS5m,0.8278471837676822
GATS5p,0.8734030920651612
GATS5s,0.7719357048252223
GATS5v,0.872801352538576
GATS6Z,0.8960886616709852
GATS6c,0.6429370524593803
GATS6d,1.0319840632114639
GATS6i,0.9865700834207322
GATS6m,0.9004460402067033
GATS6p,0.9929865111157137
GATS6s,0.847977691986537
GATS6v,0.9829442214769337
GATS7Z,1.0380733944954126
GATS7c,1.1898192327760997
GATS7d,1.078201754385965
GATS7i,1.1089482508812798
GATS7m,1.03846740369556
GATS7p,1.0607712040287178
GATS7s,1.179414422968715
GATS7v,1.0488657163249384
GATS8Z,0.9484471004124231
GATS8c,1.0331955515070739
GATS8d,1.2022291968453243
GATS8i,1.0973078510810863
GATS8m,0.9481998745034729
GATS8p,0.972438109067429
GATS8s,0.9111395334791148
GATS8v,0.9485367874158004
MATS1Z,0.08243187731069426
MATS1c,-0.4445442714268933
MATS1d,0.3937418172296409
MATS1i,-0.22545606326854045
MATS1m,0.08107941525796292
MATS1p,-0.061102213456281806
MATS1s,-0.056077226964435
MATS1v,0.0030676117296818094
MATS2Z,0.0709469838662198
MATS2c,0.001737849088799843
MATS2d,0.005907932223721672
MATS2i,0.016598975711970974
MATS2m,0.07209421472638218
MATS2p,0.07014947481167016
MATS2s,0.1622070442124461
MATS2v,0.08148368634608477
MATS3Z,-0.08135850544483424
MATS3c,0.0019935131606917743
MATS3d,-0.07029397818871504
MATS3i,-0.008311024453254857
MATS3m,-0.07885151991206982
MATS3p,0.007917012219688706
MATS3s,0.004585105023997661
MATS3v,-0.020286750137630056
MATS4Z,-0.08966780837142957
MATS4c,-0.08706263324472245
MATS4d,0.05283018867924528
MATS4i,-0.07498650489887569
MATS4m,-0.08952700791275202
MATS4p,-0.07768392713565037
MATS4s,-0.08051461064468593
MATS4v,-0.08469773649529588
MATS5Z,0.15459043388055269
MATS5c,0.04058557185733805
MATS5d,0.11700404858299591
MATS5i,0.11208531035065578
MATS5m,0.15437963754837403
MATS5p,0.1250487984501994
MATS5s,0.11914701604944687
MATS5v,0.139955934153495
MATS6Z,0.05988503121057061
MATS6c,0.15743943999136378
MATS6d,-0.0011249497790277278
MATS6i,0.018784016026787437
MATS6m,0.05747463302565252
MATS6p,0.002562080078787777
MATS6s,0.11158259067784819
MATS6v,0.008814721113707449
MATS7Z,-0.07067604151000151
MATS7c,-0.1773979334118659
MATS7d,-0.047792397660818726
MATS7i,-0.08261727588150602
MATS7m,-0.07105806204079658
MATS7p,-0.08738427523213334
MATS7s,-0.15302512379023178
MATS7v,-0.08086884535019279
MATS8Z,0.03653995013390991
MATS8c,0.10412787651246574
MATS8d,-0.08641558023499116
MATS8i,-0.06698135551473457
MATS8m,0.03610017950210872
MATS8p,-0.017900151649906763
MATS8s,0.103480477485458
MATS8v,0.010901994720293245
MAXaaN,4.907826334804981
MAXssO,5.54570325519096
MINaaN,4.831425595014263
MINssO,5.54570325519096
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,11
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.7485530858108
SpAD_D,494.82118535820763
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.932224568926493
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1692
TMWC10,152.29281944564048
TSRW10,86.71253422060248
VE1_Dt,5.790189494574709
VE2_Dt,0.1702996910169032
VE3_Dt,2.9799404505772955
VR1_Dt,237.27927470348516
VR2_Dt,6.978802197161328
VR3_Dt,6.693013253295524
Xc-3dv,1.0298942553315817
Xc-4dv,0.0
Xc-5dv,0.1118033988749895
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.6860260682416409
Xch-7d,1.0947886435479321
Xp-0dv,19.506139270292696
Xp-1dv,11.827499657801587
Xp-2dv,8.85191482490124
Xp-3dv,6.53031772416074
Xp-4dv,4.557786293295638
Xp-5dv,3.2596418770464664
Xp-6dv,1.9430160791883264
Xp-7dv,1.2095810623792935
Xpc-4d,5.295793176272556
Xpc-5d,8.135268739699068
Xpc-6d,12.086895399805138
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,67
nFRing,2
nHBAcc,5
nHBDon,2
nHRing,3
nSpiro,0
naRing,5
piPC10,9.115705120606412
AATS0dv,7.096774193548387
AATS0pe,6.10275322580645
AATS0se,7.5205234838709645
AATS1dv,7.447761194029851
AATS1pe,6.490529850746269
AATS1se,7.7299388059701455
AATS2dv,6.068376068376068
AATS2pe,6.396852136752136
AATS2se,7.7305994529914495
AATS3dv,4.472972972972973
AATS3pe,6.231855405405406
AATS3se,7.632580189189184
AATS4dv,3.742138364779874
AATS4pe,6.037085534591193
AATS4se,7.4753879245283
AATS5dv,3.5705128205128207
AATS5pe,5.873604487179489
AATS5se,7.354930538461537
AATS6dv,4.190839694656488
AATS6pe,6.035777862595418
AATS6se,7.461392854961832
AATS7dv,4.108333333333333
AATS7pe,6.104692499999999
AATS7se,7.527933166666666
AATS8dv,3.981651376146789
AATS8pe,6.102358715596332
AATS8se,7.536408660550459
AATSC0Z,6.918834547346514
AATSC0c,0.01677967234407615
AATSC0d,0.5931321540062435
AATSC0i,1.60548352701653
AATSC0m,33.11774404370448
AATSC0p,0.22539177228934654
AATSC0s,0.3424673372644236
AATSC0v,50.563262908593416
AATSC1Z,0.5703325205398607
AATSC1c,-0.007459307216979322
AATSC1d,0.23354093217574956
AATSC1i,-0.36196599564363824
AATSC1m,2.685167321726443
AATSC1p,-0.013771936181713315
AATSC1s,-0.01920461859968279
AATSC1v,0.1551084583893863
AATSC2Z,0.49087044300363725
AATSC2c,2.916053829351266e-05
AATSC2d,0.0035041845655789314
AATSC2i,0.026649382070916876
AATSC2m,2.387597750340195
AATSC2p,0.015811114452969212
AATSC2s,0.05555061451696905
AATSC2v,4.1200810554784475
AATSC3Z,-0.5629060381921986
AATSC3c,3.34504976500116e-05
AATSC3d,-0.04169361869674045
AATSC3i,-0.013343212852332236
AATSC3m,-2.6113844539049946
AATSC3p,0.0017844294154320509
AATSC3s,0.00157024870864621
AATSC3v,-1.025764280769932
AATSC4Z,-0.6203967303450939
AATSC4c,-0.0014608824592589138
AATSC4d,0.03133528360787701
AATSC4i,-0.12038959836368925
AATSC4m,-2.9649325330532266
AATSC4p,-0.017509318015500697
AATSC4s,-0.027573624318367403
AATSC4v,-4.282593918174412
