DLiP-ID,J1004X
AATSC4v,-7.80694780350432
AATSC5Z,0.25074492967223116
AATSC5c,0.0005087218633889084
AATSC5d,0.04280542116561469
AATSC5i,0.014318381336247566
AATSC5m,0.9211782271154393
AATSC5p,3.7869386230551474e-05
AATSC5s,-0.10559966767194867
AATSC5v,-1.7030046645815238
AATSC6Z,1.7978190856262697
AATSC6c,-0.0008812059505790322
AATSC6d,0.022448015122873328
AATSC6i,-0.11275390650429838
AATSC6m,8.134322901001184
AATSC6p,0.01282651409198221
AATSC6s,-0.10206417871658983
AATSC6v,4.515506767963304
AATSC7Z,-1.2042032692093851
AATSC7c,0.00037713186127768936
AATSC7d,-0.004853775158456574
AATSC7i,0.011635660104128753
AATSC7m,-5.267578190748361
AATSC7p,-0.015769557905886133
AATSC7s,0.031732463536263585
AATSC7v,-0.7804312918020514
AATSC8Z,0.2659105229993698
AATSC8c,-0.002242483190954622
AATSC8d,0.017485822306238193
AATSC8i,0.19578054276272278
AATSC8m,1.1514242356647755
AATSC8p,0.02852522982896738
AATSC8s,-0.1059622701770126
AATSC8v,2.084704851158095
ATS0are,279.11829999999986
ATS1are,303.24899999999997
ATS2are,499.1869999999999
ATS3are,593.6580000000001
ATS4are,646.5666999999999
ATS5are,705.4699
ATS6are,629.8227999999999
ATS7are,502.11999999999995
ATS8are,411.1669999999999
ATSC0dv,175.88405797101453
ATSC0pe,4.517793478260867
ATSC0se,2.7931889782608676
ATSC1dv,84.29006511237134
ATSC1pe,0.5784285444234359
ATSC1se,0.3278057618147445
ATSC2dv,75.12203318630539
ATSC2pe,1.0621549621928115
ATSC2se,0.3165994730623819
ATSC3dv,-8.255618567527824
ATSC3pe,-1.092953780718342
ATSC3se,-0.9434906068052924
ATSC4dv,-3.419029615626978
ATSC4pe,1.6777299621928112
ATSC4se,1.531625657844991
ATSC5dv,-22.156689771056502
ATSC5pe,-1.0026702268430998
ATSC5se,-0.5064333572778827
ATSC6dv,13.938878386893512
ATSC6pe,0.46451531190926576
ATSC6se,0.14940720321361
ATSC7dv,0.030665826507030758
ATSC7pe,-0.1464270793950839
ATSC7se,-0.149202938090737
ATSC8dv,-18.83091787439613
ATSC8pe,-0.8148510869565215
ATSC8se,-0.4995238804347826
AXp-0dv,0.6156533636007884
AXp-1dv,0.3418877605980601
AXp-2dv,0.17372199746639128
AXp-3dv,0.09642797305404147
AXp-4dv,0.05334822220340208
AXp-5dv,0.025556405599535884
AXp-6dv,0.014224075924498956
AXp-7dv,0.008211582507731524
BertzCT,834.1936946252385
ECIndex,548
ETA_eta,20.661777503755093
GATS1dv,0.428786255767963
GATS1pe,0.6580438579818448
GATS1se,0.6696844814505424
GATS2dv,0.7666736858810028
GATS2pe,0.747039951795544
GATS2se,0.7918006644383703
GATS3dv,1.1134228740936056
GATS3pe,1.2069826705755267
GATS3se,1.2695742425054093
GATS4dv,1.025724877668475
GATS4pe,0.8903975427152504
GATS4se,0.8404229238862774
GATS5dv,1.051226984011709
GATS5pe,1.1836924356622631
GATS5se,1.2370089354740303
GATS6dv,0.9353541803999119
GATS6pe,0.9401897970264118
GATS6se,0.9537610281297123
GATS7dv,0.9645391445965332
GATS7pe,0.9742477209680563
GATS7se,0.9523832447632171
GATS8dv,1.0102175346077784
GATS8pe,1.0740790641834101
GATS8se,1.0404617542767642
LogEE_A,4.143148677015683
LogEE_D,134.5707794532264
MATS1dv,0.4592683384604115
MATS1pe,0.12269869301016585
MATS1se,0.11246900616133582
MATS2dv,0.2425569200636951
MATS2pe,0.1335163099495913
MATS2se,0.06436987723173009
MATS3dv,-0.02249105050172121
MATS3pe,-0.11592097391072885
MATS3se,-0.1618541576000663
MATS4dv,-0.008598068049287581
MATS4pe,0.1642555976637154
MATS4se,0.24253633229731267
MATS5dv,-0.04910822356047655
MATS5pe,-0.08651821873739812
MATS5se,-0.0706802062848773
MATS6dv,0.033754791376742595
MATS6pe,0.043793306463377056
MATS6se,0.02278270531068111
MATS7dv,9.435547455631819e-05
MATS7pe,-0.01754017539909317
MATS7se,-0.028907861253131044
MATS8dv,-0.07137625430308353
MATS8pe,-0.12024322505776278
MATS8se,-0.11922427121175376
MAXaaCH,2.016742016250945
MAXaasC,1.1417773175998285
MAXdssC,-0.2124637293188878
MAXsCH3,2.124835799805587
MAXssNH,2.9356212207105066
MAXsssN,2.2543850256151843
MDEC-11,0.3820962723620983
MDEC-12,4.852577767541332
MDEC-13,3.727273841131048
MDEC-22,7.852066167005952
MDEC-23,15.43335578068944
MDEC-33,7.502620760359133
MDEN-22,0.25
MDEN-23,0.29814239699997197
MDEO-12,0.25
MINaaCH,1.9153399260938944
MINaasC,0.4779809670781894
MINdssC,-0.2124637293188878
MINsCH3,1.7512440126545465
MINssNH,2.9356212207105066
MINsssN,2.2543850256151843
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5535714285714288
SM1_Dzi,0.9351166328597537
SM1_Dzm,1.5513903960768884
SM1_Dzp,-3.2949960521892754
SM1_Dzv,-1.5983839656748697
SddssSe,0
SpAD_Dt,413.56753341031424
SpAbs_A,32.38275992967449
SpAbs_D,269.1415589064528
SpMAD_A,1.2953103971869797
SpMAD_D,10.765662356258112
SpMax_A,2.445347143441226
SpMax_D,134.5707794532264
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,86.61
TpiPC10,8.274406804725938
VAdjMat,5.754887502163468
VE1_DzZ,4.918908789055437
VE1_Dzi,4.91631569955834
VE1_Dzm,4.918914439747686
VE1_Dzp,4.917474778506648
VE1_Dzv,4.91749231762282
VE2_DzZ,0.1967563515622175
VE2_Dzi,0.1966526279823336
VE2_Dzm,0.19675657758990744
VE2_Dzp,0.19669899114026593
VE2_Dzv,0.1966996927049128
VE3_DzZ,2.509377446936755
VE3_Dzi,2.5088501403033
VE3_Dzm,2.5093785957055665
VE3_Dzp,2.5090858742161304
VE3_Dzv,2.5090894409014077
VR1_DzZ,145.20572764185465
VR1_Dzi,145.5447264298822
VR1_Dzm,145.20544970238385
VR1_Dzp,145.56771070463907
VR1_Dzv,145.45847480966617
VR2_DzZ,5.808229105674186
VR2_Dzi,5.8217890571952875
VR2_Dzm,5.808217988095354
VR2_Dzp,5.822708428185563
VR2_Dzv,5.818338992386646
VR3_DzZ,5.8944422800561025
VR3_Dzi,5.896774169392093
VR3_Dzm,5.894440365946092
VR3_Dzp,5.896932075904305
VR3_Dzv,5.896181381255232
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.14067290342713984
Xch-6dv,0.13234688933542058
Xch-7dv,0.1341938768626294
Xpc-4dv,1.4826898220836957
Xpc-5dv,2.095178795307702
Xpc-6dv,2.2529571279340805
Zagreb1,128.0
Zagreb2,151.0
fragCpx,129.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,27
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,2
AATS0are,6.06778913043478
AATS1are,6.317687499999999
AATS2are,6.162802469135801
AATS3are,6.183937500000002
AATS4are,6.216987499999998
AATS5are,5.978558474576271
AATS6are,5.831692592592592
AATS7are,5.907294117647059
AATS8are,5.958942028985506
AATSC0dv,3.8235664776307505
AATSC0pe,0.09821290170132319
AATSC0se,0.06072149952741017
AATSC1dv,1.7560430231744029
AATSC1pe,0.012050594675488248
AATSC1se,0.006829286704473844
AATSC2dv,0.927432508472906
AATSC2pe,0.01311302422460261
AATSC2se,0.003908635469905949
AATSC3dv,-0.0859960267450815
AATSC3pe,-0.011384935215816063
AATSC3se,-0.009828027154221796
AATSC4dv,-0.03287528476564402
AATSC4pe,0.01613201886723857
AATSC4se,0.014727169786971066
AATSC5dv,-0.18776855738183476
AATSC5pe,-0.00849720531222966
AATSC5se,-0.00429180811252443
AATSC6dv,0.12906368876753252
AATSC6pe,0.004301067702863572
AATSC6se,0.0013834000297556482
AATSC7dv,0.0003607744294944795
AATSC7pe,-0.0017226715222951046
AATSC7se,-0.0017553286834204355
AATSC8dv,-0.2729118532521178
AATSC8pe,-0.011809436042848138
AATSC8se,-0.0072394765280403275
AETA_eta,0.8264711001502038
ATSC0are,4.715636956521738
ATSC1are,0.6239744801512276
ATSC2are,0.9970479678638928
ATSC3are,-1.3340075614366735
ATSC4are,2.0164490548204146
ATSC5are,-1.1574426275992438
ATSC6are,0.07237844990548196
ATSC7are,-0.052111767485822066
ATSC8are,-0.9254728260869559
BCUTZ-1h,16.00450287655088
BCUTZ-1l,5.698327905732302
BCUTc-1h,0.43901831464441143
BCUTc-1l,-0.4639975153933746
BCUTd-1h,3.2604490058165227
BCUTd-1l,0.9778991195904057
BCUTi-1h,14.56507574049086
BCUTi-1l,10.311638195933577
BCUTm-1h,32.062245905593144
BCUTm-1l,11.710527333196003
BCUTp-1h,2.936253578805661
BCUTp-1l,0.7157301841571361
BCUTs-1h,7.008270893952842
BCUTs-1l,0.6153065487310879
BCUTv-1h,24.44071307343091
BCUTv-1l,14.681749297851363
BalabanJ,1.503090846678082
Diameter,13
ETA_beta,32.25
GATS1are,0.6658432421642515
GATS2are,0.76659256332757
GATS3are,1.2549272356125063
GATS4are,0.8917350076910909
GATS5are,1.205779198351723
GATS6are,0.9668276789263717
GATS7are,0.9554900343665348
GATS8are,1.08338216101564
HybRatio,0.2631578947368421
Lipinski,True
LogEE_Dt,206.78376670515712
MATS1are,0.12680695078768903
MATS2are,0.12007386851318813
MATS3are,-0.1355515622630168
MATS4are,0.18913477358772443
MATS5are,-0.09568303332238991
MATS6are,0.006537368880876345
MATS7are,-0.005980456651797372
MATS8are,-0.13083744354083132
MAXssCH2,0.9504866682280587
MINssCH2,0.9504866682280587
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,1.012622399020808
SM1_Dzse,0.9891346839337528
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,20.771211599071872
SMR_VSA6,23.30621114668196
SMR_VSA7,52.415659793811315
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,209.32422641012238
SpAD_Dzi,204.97434998526793
SpAD_Dzm,209.35675456668227
SpAD_Dzp,275.77596848076394
SpAD_Dzv,255.20875099689556
SpAbs_Dt,413.56753341031424
SpDiam_A,4.779296162088274
SpDiam_D,204.8328322036991
SpMAD_Dt,16.54270133641257
SpMax_Dt,206.78376670515712
SsssssAs,0
VE1_Dzpe,4.916252596244687
VE1_Dzse,4.9165363112044425
VE2_Dzpe,0.19665010384978746
VE2_Dzse,0.1966614524481777
VE3_Dzpe,2.508837304732418
VE3_Dzse,2.5088950126650316
VMcGowan,269.6200000000001
VR1_Dzpe,145.47522350643348
VR1_Dzse,145.44617311099842
VR2_Dzpe,5.819008940257339
VR2_Dzse,5.8178469244399365
VR3_Dzpe,5.896296518806384
VR3_Dzse,5.896096805785139
mZagreb1,8.13888888888889
mZagreb2,5.722222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,40
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10251384688090735
AATSC1are,0.012999468336483909
AATSC2are,0.01230923417115917
AATSC3are,-0.013895912098298683
AATSC4are,0.019388933219427064
AATSC5are,-0.009808835827112235
AATSC6are,0.0006701708324581663
AATSC7are,-0.0006130796174802596
AATSC8are,-0.013412649653434144
AETA_beta,1.29
BCUTdv-1h,6.0334311094271795
BCUTdv-1l,0.6474847977982745
BCUTpe-1h,3.5153433665746143
BCUTpe-1l,2.2464117442797535
BCUTse-1h,3.7235613213727383
BCUTse-1l,2.4421283447716284
ETA_alpha,12.200000000000001
ETA_dBeta,0.75
ETA_eta_B,0.2796533093877258
ETA_eta_F,22.533860397157664
ETA_eta_L,5.891631525047331
ETA_eta_R,43.19563790091276
ETA_psi_1,0.5951219512195125
LabuteASA,150.812158993064
LogEE_DzZ,104.52935623548497
LogEE_Dzi,102.52457965794837
LogEE_Dzm,104.5450247521113
LogEE_Dzp,137.24988917207168
LogEE_Dzv,127.41256942256675
PEOE_VSA1,14.739793271830155
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,11.336785877934737
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,56.48310971184583
PEOE_VSA8,35.40779962335518
PEOE_VSA9,0.0
SM1_Dzare,1.1038416648231353
SpAD_Dzpe,209.89823386369534
SpAD_Dzse,211.58191487681773
SpAbs_DzZ,208.01922641012237
SpAbs_Dzi,204.11404268303687
SpAbs_Dzm,208.05358663397777
SpAbs_Dzp,277.84965538512324
SpAbs_Dzv,256.4235228108085
SpDiam_Dt,303.2426368233864
SpMAD_DzZ,8.372969056404894
SpMAD_Dzi,8.198973999410718
SpMAD_Dzm,8.37427018266729
SpMAD_Dzp,11.031038739230558
SpMAD_Dzv,10.208350039875823
SpMax_DzZ,104.52935623548497
SpMax_Dzi,102.52457965794837
SpMax_Dzm,104.5450247521113
SpMax_Dzp,137.24988917207168
SpMax_Dzv,127.41256942256675
VE1_Dzare,4.915930606272052
VE2_Dzare,0.19663722425088206
VE3_Dzare,2.5087718075857284
VR1_Dzare,145.49803698429
VR2_Dzare,5.8199214793716
VR3_Dzare,5.896453326877784
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48800000000000004
AETA_dBeta,0.03
AETA_eta_B,0.011186132375509033
AETA_eta_F,0.9013544158863066
AETA_eta_L,0.23566526100189325
AETA_eta_R,1.7278255160365104
BCUTare-1h,3.5697119906499433
BCUTare-1l,2.1968734742049456
ETA_beta_s,15.75
ETA_dPsi_A,0.11887804878048747
ETA_dPsi_B,0.0
ETA_eta_BR,0.5376533093877258
ETA_eta_FL,6.242928727938039
ETA_eta_RL,12.13456025298537
LogEE_Dzpe,104.98962182780849
LogEE_Dzse,105.83052282576622
PEOE_VSA10,17.0176269054199
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,24.1533557983021
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,29.965710494024506
SlogP_VSA6,45.61505582021323
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,207.75886214789054
SpAbs_Dzpe,208.96662125659617
SpAbs_Dzse,210.67191096759865
SpDiam_DzZ,160.7462572872652
SpDiam_Dzi,156.52738132659985
SpDiam_Dzm,160.77138886455165
SpDiam_Dzp,211.52025155583863
SpDiam_Dzv,196.0934252747752
SpMAD_Dzpe,8.395929354547814
SpMAD_Dzse,8.46327659507271
SpMax_Dzpe,104.98962182780849
SpMax_Dzse,105.83052282576622
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.63
AETA_eta_BR,0.021506132375509034
AETA_eta_FL,0.24971714911752155
AETA_eta_RL,0.4853824101194148
DetourIndex,2505
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,17.0176269054199
EState_VSA4,30.02773685288927
EState_VSA5,0.0
EState_VSA6,18.26052307762536
EState_VSA7,41.091960883239885
EState_VSA8,29.2208359913635
EState_VSA9,4.523094936973348
ETA_beta_ns,16.5
ETA_shape_p,0.15027322404371582
ETA_shape_x,0.0
ETA_shape_y,0.31967213114754095
GhoseFilter,True
LogEE_Dzare,103.92358474053819
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,206.74332781625324
SpDiam_Dzpe,160.71097541847612
SpDiam_Dzse,162.11718360099826
SpMAD_Dzare,8.31035448591562
SpMax_Dzare,103.92358474053819
TopoPSA(NO),58.370000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.245087382187851
VSA_EState9,47.69636226481412
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.66
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.011999999999999957
FilterItLogS,-5.747462892709222
SpDiam_Dzare,158.98821754747212
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5826086956521741
ETA_epsilon_2,0.8199999999999997
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.524137931034483
ETA_epsilon_5,0.7999999999999997
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.14176362522963853
ETA_dEpsilon_B,0.05847076461769107
ETA_dEpsilon_C,-0.08329286061194746
ETA_dEpsilon_D,0.020000000000000018
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.72
MDEDescriptor,"0.3820962723620983,4.852577767541332,3.727273841131048,0.0,7.852066167005952,15.43335578068944,0.0,7.502620760359133,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.29814239699997197,0.0"
APolDescriptor,55.24665299999999
BCUTDescriptor,"11.850000000000007,31.97207224569905,-0.27579238063394335,0.23993558526145392,5.552639764153914,10.50251359643381"
BPolDescriptor,30.751346999999992
TPSADescriptor,86.61
ALOGPDescriptor,"4.201299999999998,17.650921689999983,103.44799999999998"
XLogPDescriptor,4.1370000000000005
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,355.13544808
ChiPathDescriptor,"17.811190308942127,12.134560252985372,10.410743717306227,9.081141089823616,7.7141685607006,5.0178415653913335,3.428003760085229,2.5271840638700858,15.39133409001971,9.230969536147622,6.427713906256478,4.821398652702076,3.414286221017735,1.712279175168904,1.0241334665639243,0.6405034356030592"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.3740028226427154,0.5306689868820993,0.0,0.0,0.14067290342713984,0.13234688933542058,0.13419387686262937"
AtomCountDescriptor,46
BondCountDescriptor,27
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.4227225406220287,0.0,0.3538704765036392,0.0,0.6245004731530925,0.0,0.1081504015278556,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,2,5,0,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"50.591501842692104,2.023660073707684,18.015987812352478,5.601764102992304,9.421934037380936"
FractionalPSADescriptor,0.24387878052795703
WienerNumbersDescriptor,"1624.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.711709786263287,6.401695550741304,7.644250141514355,1.4826898220836957,2.095178795307703,1.9169447638230221"
FractionalCSP3Descriptor,0.2631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,2,0,0,7,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,9.273922571219869,4.6464"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1704.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2631578947368421
AutocorrelationDescriptorMass,"33.75663201336134,32.55430755952038,43.883219246507274,41.99206442202024,46.84807453522339"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.34983232964245825,-0.11372867621734961,0.0034294331892187647,-0.1693249574979688,0.11315758409931023"
EccentricConnectivityIndexDescriptor,548
AutocorrelationDescriptorPolarizability,"1770.8919613902958,2046.804962777974,2797.320273151373,2616.493339981927,2510.601978052526"
