DLiP-ID,C000B2
DLiP-Mol-ID,30342
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H10N2OS2/c1-7(16)12-11(14)8-4-5-9(15-13(8)18-12)10-3-2-6-17-10/h2-6H,14H2,1H3"
Standard Inchi Key(RDKit),MMKINTDODOUCGX-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)c1sc2nc(-c3cccs3)ccc2c1N
SMILES(SDF),
MW(SDF),
MW(RDKit),274.37
MW Monoisotopic(RDKit),274.02345494
MolLogP(RDKit),3.8096
XLogP(SDF),
XLogP(CDK),2.164
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),55.98
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.722872175159437
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,23618.43904902486
qed,0.7228721751594372
Chi0,12.698306133819765
Chi1,8.664703797946448
TPSA,55.980000000000004
Chi0n,9.636060082029305
Chi0v,11.269053243884757
Chi1n,5.404112975202453
Chi1v,7.100262367385073
Chi2n,3.9275538327415878
Chi2v,5.874318792503241
Chi3n,2.6871940162833376
Chi3v,4.795610788199584
Chi4n,1.8202448414997932
Chi4v,3.504491674293705
MolMR,77.34990000000002
MolWt,274.37000000000006
fr_SH,0
Kappa1,11.374929829685563
Kappa2,4.186885045708242
Kappa3,1.7186225240186974
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,728.8720328081082
MolLogP,3.8096000000000014
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.2171697383620756
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,5.733667477162185
SMR_VSA7,34.522678238013654
SMR_VSA8,0.0
SMR_VSA9,10.57107518854976
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,111.9018334049154
NHOHCount,2
PEOE_VSA1,5.733667477162185
PEOE_VSA2,4.794537184071822
