DLiP-ID,T000MW
NtsC,0
RNCG,0.27279564494424435
RPCG,0.11342045595030152
SIC0,0.30894535868477996
SIC1,0.6127039958788014
SIC2,0.7869037891002848
SIC3,0.9601433935998899
SIC4,0.9908950043298076
SIC5,0.9908950043298076
SaaN,0
SaaO,0
SaaS,0
Sare,40.98800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.972747722550061
SsLi,0
SsOH,11.63876700680272
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,67.86282385530293
TIC1,134.5863343756773
TIC2,172.85099688216766
TIC3,210.9047446871779
TIC4,217.65963218934144
TIC5,217.65963218934144
Vabc,309.56100823632033
WPol,48
apol,50.187895
bpol,19.574104999999996
nRot,3
ABCGG,16.883003679991553
ATS0Z,1314.0
ATS0d,159.0
ATS0i,6456.645313008135
ATS0m,5317.521981
ATS0p,71.549205572735
ATS0s,241.0677964487121
ATS0v,10576.365837200077
ATS1Z,1276.0
ATS1d,206.0
ATS1i,6333.710859050748
ATS1m,4946.314950000002
ATS1p,88.28886832600003
ATS1s,150.24279835390948
ATS1v,13060.629045412263
ATS2Z,2000.0
ATS2d,325.0
ATS2i,10782.690833081546
ATS2m,7691.551156999998
ATS2p,135.498781864849
ATS2s,255.06327160493836
ATS2v,19853.71850190372
ATS3Z,2360.0
ATS3d,371.0
ATS3i,15140.044825776322
ATS3m,8896.269478000002
ATS3p,159.07632105479198
ATS3s,353.43518518518516
ATS3v,23071.909509858546
ATS4Z,2274.0
ATS4d,370.0
ATS4i,17347.102161332474
ATS4m,8309.378529000001
ATS4p,156.99695813079202
ATS4s,457.71193415637856
ATS4v,22609.055650364582
ATS5Z,2163.0
ATS5d,349.0
ATS5i,16747.36299640064
ATS5m,8002.577760999999
ATS5p,156.490900611037
ATS5s,385.12654320987656
ATS5v,22397.99850666554
ATS6Z,2357.0
ATS6d,331.0
ATS6i,17262.705064625683
ATS6m,8816.595879
ATS6p,160.65859232358403
ATS6s,478.06378600823047
ATS6v,22692.26282586575
ATS7Z,1971.0
ATS7d,270.0
ATS7i,15735.412075644625
ATS7m,7275.8604989999985
ATS7p,143.509599789584
ATS7s,340.23559670781884
ATS7v,19511.185650124396
ATS8Z,1523.0
ATS8d,191.0
ATS8i,13022.672031670458
ATS8m,5485.398862999999
ATS8p,112.60830473418797
ATS8s,272.52674897119346
ATS8v,14666.866713980296
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,13
C2SP3,1
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.1
GGI10,0.024793388429752067
JGI10,0.006198347107438017
JGT10,0.49426776392191696
Kier1,19.322235434007133
Kier2,7.787993510005409
Kier3,3.446409989594173
MAXdO,12.996837819489937
MID_C,41.943340160756115
MID_N,4.385156175767679
MID_O,5.392357604322671
MID_X,1.7617309386283861
MID_h,11.539244718718736
MINdO,12.996837819489937
MPC10,158
MWC01,29.0
MWC02,4.976733742420574
MWC03,5.872117789475416
MWC04,6.794586580876499
MWC05,7.719129840906732
MWC06,8.656085190282855
MWC07,9.593900644696298
MWC08,10.53945573080889
MWC09,11.484680299529925
MWC10,12.435401031264375
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.822800000000001
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.442417710521793
SRW05,2.3978952727983707
SRW06,7.027314514039777
SRW07,5.043425116919247
SRW08,8.711278615130434
SRW09,7.390798521735676
SRW10,10.449554829640324
SaaCH,19.93156592827078
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.3015049982173617
SaasN,0.6930041152263375
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3315712396069539
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3101568405139834
SsssP,0
VE1_A,4.057208763245916
VE1_D,5.014511148662515
VE2_A,0.1560464908940737
VE2_D,0.19286581341009673
VE3_A,2.356006685469365
VE3_D,2.5678473838560674
VR1_A,296.67859277080584
VR1_D,161.30705389240654
VR2_A,11.410715106569455
VR2_D,6.204117457400252
VR3_A,6.648160818628531
VR3_D,6.038821160711435
WPath,1489
Xc-3d,1.995841787432685
Xc-4d,0.09622504486493763
Xc-5d,0.8780845907129253
Xc-6d,0.12667994256430742
Xp-0d,18.311190308942127
Xp-1d,12.513892449325283
Xp-2d,11.600758494977008
Xp-3d,10.46863095805513
Xp-4d,8.72651832697439
Xp-5d,7.373094877092266
Xp-6d,5.1052890888224525
Xp-7d,3.555620488376804
ZMIC0,80.40518255778721
ZMIC1,55.61804491134358
ZMIC2,32.755219529811555
ZMIC3,25.591359473588447
ZMIC4,24.991463046016392
ZMIC5,24.991463046016392
nAcid,0
nAtom,41
nBase,0
nRing,4
piPC1,3.6888794541139363
piPC2,4.310799125385514
piPC3,4.910814958814044
piPC4,5.464361325821674
piPC5,6.01417348620131
piPC6,6.176646592135073
piPC7,6.547054384626851
piPC8,6.921997130647048
piPC9,7.25775172129227
AATS0Z,32.048780487804876
AATS0d,3.8780487804878048
AATS0i,157.47915397580817
AATS0m,129.69565807317073
AATS0p,1.7451025749447562
AATS0s,5.879702352407612
AATS0v,257.9601423707336
AATS1Z,29.0
AATS1d,4.681818181818182
AATS1i,143.94797406933517
AATS1m,112.4162488636364
AATS1p,2.0065651892272736
AATS1s,3.4146090534979425
AATS1v,296.8324783048242
AATS2Z,27.397260273972602
AATS2d,4.4520547945205475
AATS2i,147.70809360385678
AATS2m,105.36371447945203
AATS2p,1.8561476967787536
AATS2s,3.494017419245731
AATS2v,271.96874660142083
AATS3Z,23.838383838383837
AATS3d,3.7474747474747474
AATS3i,152.92974571491234
AATS3m,89.86130785858587
AATS3p,1.6068315258059795
AATS3s,3.570052375607931
AATS3v,233.04959100867217
AATS4Z,20.672727272727272
AATS4d,3.3636363636363638
AATS4i,157.70092873938611
AATS4m,75.53980480909092
AATS4p,1.4272450739162912
AATS4s,4.161017583239805
AATS4v,205.53686954876892
AATS5Z,20.214953271028037
AATS5d,3.2616822429906542
AATS5i,156.5174111813144
AATS5m,74.79044636448597
AATS5p,1.4625317814115608
AATS5s,3.5993134879427715
AATS5v,209.32708884734149
AATS6Z,21.234234234234233
AATS6d,2.981981981981982
AATS6i,155.51986544707822
AATS6m,79.42879170270271
AATS6p,1.447374705617874
AATS6s,4.306880955029103
AATS6v,204.43480023302476
AATS7Z,19.71
AATS7d,2.7
AATS7i,157.35412075644624
AATS7m,72.75860498999998
AATS7p,1.43509599789584
AATS7s,3.402355967078188
AATS7v,195.11185650124398
AATS8Z,18.573170731707318
AATS8d,2.3292682926829267
AATS8i,158.8130735569568
AATS8m,66.89510808536585
AATS8p,1.3732720089535118
AATS8s,3.323496938673091
AATS8v,178.86422821927192
AMID_C,1.6132053907983122
AMID_N,0.16865985291414148
AMID_O,0.2073983693970258
AMID_X,0.06775888225493792
AMID_h,0.44381710456610524
ATS0dv,375.60493827160496
ATS0pe,266.6196
ATS0se,324.121325
ATS1dv,381.1111111111111
ATS1pe,290.97760000000005
ATS1se,345.0629499999998
ATS2dv,592.6666666666666
ATS2pe,481.48670000000004
ATS2se,574.1983119999998
ATS3dv,636.6666666666667
ATS3pe,644.9526000000001
ATS3se,780.149228
ATS4dv,631.1111111111111
ATS4pe,726.3906999999999
ATS4se,884.0606739999998
ATS5dv,594.1111111111111
ATS5pe,687.8006999999997
ATS5se,839.6538259999998
ATS6dv,607.8888888888889
ATS6pe,708.6769999999999
ATS6se,868.4221540000001
ATS7dv,401.1111111111111
ATS7pe,626.3839999999998
ATS7se,773.56838
ATS8dv,244.44444444444446
ATS8pe,510.7553999999999
ATS8se,635.3832400000001
ATSC0Z,433.51219512195127
ATSC0c,1.0501088210878557
ATSC0d,29.024390243902438
ATSC0i,61.075233144948974
ATSC0m,2035.9860395121955
ATSC0p,10.11445424271
ATSC0s,93.58042070475577
ATSC0v,1999.6546075726048
ATSC1Z,5.791790600832863
ATSC1c,-0.28365701816812294
ATSC1d,10.754312908982756
ATSC1i,-1.2310252764864251
ATSC1m,28.945831352766287
ATSC1p,0.558328543075
ATSC1s,-8.87300668299266
ATSC1v,71.76611154552296
ATSC2Z,4.0392623438429895
ATSC2c,-0.08277543309438834
ATSC2d,-0.8726948245092202
ATSC2i,-7.699511459860755
ATSC2m,14.009968453896612
ATSC2p,-0.9457605237109992
ATSC2s,-0.9577765986181381
ATSC2v,-200.24884456892133
ATSC3Z,-46.13920285544317
ATSC3c,-0.06824781695078894
ATSC3d,-13.107674003569304
ATSC3i,-15.044401664146628
ATSC3m,-218.7065690660321
ATSC3p,-3.438671034498
ATSC3s,-1.613335579222164
ATSC3v,-332.39102851118645
ATSC4Z,-220.30101130279596
ATSC4c,-0.03140545612345264
ATSC4d,-5.943486020226057
ATSC4i,-8.512093729961949
ATSC4m,-1031.1172903010115
ATSC4p,-1.8810640992480003
ATSC4s,-19.748274362657643
ATSC4v,-682.3604893227205
ATSC5Z,-15.726948245092212
ATSC5c,-0.322149269793984
ATSC5d,-6.185603807257587
ATSC5i,10.30181469331747
ATSC5m,-67.25764255621655
ATSC5p,1.3171477592519998
ATSC5s,-25.94846234251011
ATSC5v,99.59738768579969
ATSC6Z,120.51576442593695
ATSC6c,0.4463038344426027
ATSC6d,-6.163593099345627
ATSC6i,-6.670674721175307
ATSC6m,548.4057976133254
ATSC6p,-0.6517580834459998
ATSC6s,43.55616404001037
ATSC6v,-32.942013968295214
ATSC7Z,12.677572873289698
ATSC7c,-0.08814853311634599
ATSC7d,-7.669244497323021
ATSC7i,-4.295477525266901
ATSC7m,71.21417209220691
ATSC7p,1.3080345679489997
ATSC7s,-12.819621811406812
ATSC7v,107.77582866006844
ATSC8Z,-112.85365853658539
ATSC8c,-0.09100056848452243
ATSC8d,0.4878048780487815
ATSC8i,-1.5537576594291755
ATSC8m,-534.7001835853658
ATSC8p,-1.7815527865470004
ATSC8s,-19.98939176806034
ATSC8v,-481.57420066692225
AXp-0d,0.704276550343928
AXp-1d,0.4315135327353546
AXp-2d,0.26978508127853507
AXp-3d,0.16884888642024404
AXp-4d,0.10266492149381634
AXp-5d,0.065248627230905
AXp-6d,0.04084231271057962
AXp-7d,0.02486447893969793
GATS1Z,0.5599087533373568
GATS1c,1.0716273807098156
GATS1d,0.7517188693659281
GATS1i,1.0791317249439274
GATS1m,0.5636619645899182
GATS1p,0.7904292438000932
GATS1s,0.6358584784563188
GATS1v,0.7802404467751356
GATS2Z,0.6503111363219478
GATS2c,0.9473071170033616
GATS2d,1.2554391619661562
GATS2i,1.1443045222446233
GATS2m,0.6551645751032474
GATS2p,0.9065898404071996
GATS2s,0.6170533060921912
GATS2v,0.8918245999680355
GATS3Z,0.8928715533869127
GATS3c,1.0551257402175114
GATS3d,1.4338341397164927
GATS3i,1.121050904831316
GATS3m,0.8939003305609219
GATS3p,1.0590938833143035
GATS3s,0.8959673547338592
GATS3v,0.9737425307058104
GATS4Z,1.0216761971009747
GATS4c,1.3117944840364875
GATS4d,1.2215431627196334
GATS4i,1.068375261676938
GATS4m,1.0205360564829824
GATS4p,0.9824183272016078
GATS4s,1.4074381082815943
GATS4v,1.0252426523436435
GATS5Z,0.7209102027638816
GATS5c,1.1495783480115003
GATS5d,1.107672975732349
GATS5i,0.949579965342953
GATS5m,0.7243904399973268
GATS5p,0.85648789058683
GATS5s,1.1479722229131173
GATS5v,0.917366109739428
GATS6Z,0.7410662603641109
GATS6c,0.8178166894116671
GATS6d,0.9870542811719283
GATS6i,0.9898417937826797
GATS6m,0.7468121975200709
GATS6p,0.9827531704038325
GATS6s,0.9764331198057902
GATS6v,0.9823043297691575
GATS7Z,1.0075841116237199
GATS7c,0.8713223234399994
GATS7d,0.9095798319327731
GATS7i,0.9811573376832865
GATS7m,1.0058528914523694
GATS7p,0.9495342123518234
GATS7s,1.043561146268227
GATS7v,0.9956525469184924
GATS8Z,1.4161134241026216
GATS8c,1.0802269843198546
GATS8d,0.6470588235294118
GATS8i,0.9292601898986755
GATS8m,1.4127962419894697
GATS8p,1.1566627426090397
GATS8s,1.2184937713636568
GATS8v,1.1763082257689903
MATS1Z,0.012449236371819975
MATS1c,-0.2517041678171692
MATS1d,0.3452635599694426
MATS1i,-0.018781618601200076
MATS1m,0.013247758785621497
MATS1p,0.05143734653209976
MATS1s,-0.08835212421936263
MATS1v,0.03344225913978595
MATS2Z,0.005233132588620337
MATS2c,-0.044271899068310555
MATS2d,-0.01688730286635201
MATS2i,-0.07080420206380418
MATS2m,0.003864767373943805
MATS2p,-0.05251697771973271
MATS2s,-0.005748310580999765
MATS2v,-0.0562439776927153
MATS3Z,-0.04407754829719496
MATS3c,-0.026915541376734534
MATS3d,-0.18702996350055173
MATS3i,-0.10201368802496995
MATS3m,-0.04448726368316577
MATS3p,-0.14079811434418613
MATS3s,-0.007139838368238592
MATS3v,-0.06884033376276144
MATS4Z,-0.18941149994373802
MATS4c,-0.01114710187609327
MATS4d,-0.07632543926661575
MATS4i,-0.051947234874043575
MATS4m,-0.18876629211461224
MATS4p,-0.06931900374587453
MATS4s,-0.07865662911995469
MATS4v,-0.12718914718519478
MATS5Z,-0.013900909550756175
MATS5c,-0.11755007855201433
MATS5d,-0.0816618236079479
MATS5i,0.06463216132749103
MATS5m,-0.012658053417242519
MATS5p,0.04989903219029224
MATS5s,-0.10624945552910219
MATS5v,0.019085038414422852
MATS6Z,0.10268415146326704
MATS6c,0.15698465012837332
MATS6d,-0.07843894314482551
MATS6i,-0.04034275086893367
MATS6m,0.09949199046152234
MATS6p,-0.023801528632882086
MATS6s,0.1719196464649985
MATS6v,-0.006084936308074075
MATS7Z,0.011989985371891514
MATS7c,-0.0344163365281151
MATS7d,-0.10833613445378149
MATS7i,-0.02883567846854923
MATS7m,0.014340869726592218
MATS7p,0.053022551685932465
MATS7s,-0.05616607515860078
MATS7v,0.02209786109225548
MATS8Z,-0.1301620344323169
MATS8c,-0.04332911344857135
MATS8d,0.008403361344537832
MATS8i,-0.012720030521550895
MATS8m,-0.13131234036198877
MATS8p,-0.08806964487634396
MATS8s,-0.10680328009598528
MATS8v,-0.12041434526823326
MAXsCl,5.972747722550061
MAXsOH,11.63876700680272
MINsCl,5.972747722550061
MINsOH,11.63876700680272
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.118752422285766
SpAD_D,237.76905605436286
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.03077404572940301
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.6794573570168811
SssssN,0
TMPC10,1111
TMWC10,133.07209085026156
TSRW10,76.54022202469133
VE1_Dt,5.054736835526643
VE2_Dt,0.1944129552125632
VE3_Dt,2.575837235912572
VR1_Dt,154.9560971180189
VR2_Dt,5.959849889154573
VR3_Dt,5.998653277425534
Xc-3dv,0.9097735691482801
Xc-4dv,0.025
Xc-5dv,0.22818134969444656
Xc-6dv,0.024389046463035496
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.05555555555555555
Xch-6d,0.5110372562638482
Xch-7d,0.9874175857692208
Xp-0dv,14.44984338496275
Xp-1dv,8.526722384535605
Xp-2dv,6.643833346380955
Xp-3dv,4.953855581126519
Xp-4dv,3.5141568841475075
Xp-5dv,2.550133788340597
Xp-6dv,1.5115577365519148
Xp-7dv,0.9375217015661123
Xpc-4d,5.584109568229206
Xpc-5d,9.550617858084003
Xpc-6d,16.336362719059878
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.506660459031068
AATS0dv,9.161096055404998
AATS0pe,6.502917073170732
AATS0se,7.905398170731708
AATS1dv,8.66161616161616
AATS1pe,6.613127272727274
AATS1se,7.842339772727268
AATS2dv,8.118721461187214
AATS2pe,6.595708219178083
AATS2se,7.86573030136986
AATS3dv,6.430976430976432
AATS3pe,6.514672727272728
AATS3se,7.880295232323232
AATS4dv,5.737373737373737
AATS4pe,6.603551818181818
AATS4se,8.036915218181816
AATS5dv,5.552440290758048
AATS5pe,6.428043925233641
AATS5se,7.847232018691586
AATS6dv,5.476476476476477
AATS6pe,6.384477477477477
AATS6se,7.82362300900901
AATS7dv,4.011111111111111
AATS7pe,6.263839999999998
AATS7se,7.7356838
AATS8dv,2.981029810298103
AATS8pe,6.228724390243901
AATS8se,7.748576097560977
AATSC0Z,10.573468173706129
AATSC0c,0.025612410270435506
AATSC0d,0.7079119571683522
AATSC0i,1.4896398328036335
AATSC0m,49.658196085663306
AATSC0p,0.2466940059197561
AATSC0s,2.282449285481848
AATSC0v,48.77206359933182
AATSC1Z,0.13163160456438325
AATSC1c,-0.0064467504129118855
AATSC1d,0.2444162024768808
AATSC1i,-0.027977847192873297
AATSC1m,0.657859803471961
AATSC1p,0.012689285069886364
AATSC1s,-0.2016592427952877
AATSC1v,1.6310479896709764
AATSC2Z,0.055332360874561504
AATSC2c,-0.0011339100423888814
AATSC2d,-0.011954723623413975
AATSC2i,-0.10547275972411993
AATSC2m,0.1919173760807755
AATSC2p,-0.01295562361247944
AATSC2s,-0.01312022737833066
AATSC2v,-2.7431348571085112
AATSC3Z,-0.4660525540953856
AATSC3c,-0.0006893718883918074
AATSC3d,-0.13240074751080105
AATSC3i,-0.15196365317319827
AATSC3m,-2.2091572632932537
AATSC3p,-0.03473405085351515
AATSC3s,-0.01629631898204206
AATSC3v,-3.357485136476631
AATSC4Z,-2.002736466389054
AATSC4c,-0.0002855041465768422
AATSC4d,-0.05403169109296416
AATSC4i,-0.07738267027238135
AATSC4m,-9.373793548191014
AATSC4p,-0.017100582720436366
