DLiP-ID,C000PY
ATS8p,3.99148862
ATS8s,77.0
ATS8v,688.3890986244484
C1SP1,2
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4633331903357414
Kier1,11.076923076923077
Kier2,5.671875
Kier3,3.7037037037037037
MAXtN,8.45176067649282
MID_C,20.20112046262075
MID_N,3.439414444168171
MID_O,1.7586413535823158
MID_X,0.0
MID_h,5.198055797750486
MINtN,8.45176067649282
MPC10,0
MWC01,13.0
MWC02,4.07753744390572
MWC03,4.844187086458591
MWC04,5.645446897643238
MWC05,6.434546518787453
MWC06,7.239214973779806
MWC07,8.036249942132116
MWC08,8.841448244098858
MWC09,9.641798060358601
MWC10,10.447002994124777
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.82276
SRW02,3.295836866004329
SRW03,0.0
SRW04,4.51085950651685
SRW05,0.0
SRW06,5.926926025970411
SRW07,0.0
SRW08,7.423568444259167
SRW09,0.0
SRW10,8.957639268419648
SaaCH,6.254395313681028
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.8782549130763422
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.4577777777777778
SdssC,0.046934996220710845
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.3064498501665125
VE1_D,3.5485231812516864
VE2_A,0.2543422961666548
VE2_D,0.2729633216347451
VE3_A,1.4582393254402937
VE3_D,1.5288957761193978
VR1_A,55.03295354958825
VR1_D,51.03147734959496
VR2_A,4.233304119199096
VR2_D,3.925498257661151
VR3_A,4.270296425725061
VR3_D,4.194806909733657
WPath,270
Xc-3d,0.6969234250586759
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,9.681798275874712
Xp-1d,6.257550155273625
Xp-2d,5.044121902793911
Xp-3d,3.9567956789604666
Xp-4d,2.6582304982293867
Xp-5d,2.078891805070017
Xp-6d,1.042609028280525
Xp-7d,0.589024324691682
ZMIC0,38.96798853030055
ZMIC1,32.66506167417801
ZMIC2,24.167057075224015
ZMIC3,22.75072297539835
ZMIC4,22.75072297539835
ZMIC5,22.75072297539835
nAcid,0
nAtom,19
nBase,0
nRing,1
piPC1,3.091042453358316
piPC2,3.5115454388310208
piPC3,4.06474409244581
piPC4,4.464470303884956
piPC5,4.949203054577755
piPC6,4.984462419792233
piPC7,5.192262165207532
piPC8,5.576895624750347
piPC9,5.2108513407667605
AATS0Z,27.789473684210527
AATS0d,3.3684210526315788
AATS0i,157.1253097088418
AATS0m,110.37356278947364
AATS0p,1.7694674436365263
AATS0s,8.149122807017545
AATS0v,269.72055828876853
AATS1Z,27.894736842105264
AATS1d,3.8947368421052633
AATS1i,142.07371352819212
AATS1m,107.78651500000001
AATS1p,2.0528857650526313
AATS1s,4.859649122807018
AATS1v,307.1376839111204
AATS2Z,25.11111111111111
AATS2d,3.7037037037037037
AATS2i,142.21791137821853
AATS2m,95.74635377777778
AATS2p,1.928461755925926
AATS2s,4.14917695473251
AATS2v,281.177235832719
AATS3Z,20.057142857142857
AATS3d,2.8857142857142857
AATS3i,151.21810821163425
AATS3m,73.81876842857142
AATS3p,1.568635735477086
AATS3s,4.498412698412698
AATS3v,221.80380732756916
AATS4Z,16.393939393939394
AATS4d,2.4242424242424243
AATS4i,160.3662980369756
AATS4m,58.98662348484848
AATS4p,1.3427978703361814
AATS4s,4.525252525252526
AATS4v,183.4540673906336
AATS5Z,18.75
AATS5d,2.5416666666666665
AATS5i,157.35144615140393
AATS5m,70.39124958333332
AATS5p,1.4253279962122498
AATS5s,4.393518518518518
AATS5v,200.36462220418414
AATS6Z,20.823529411764707
AATS6d,2.235294117647059
AATS6i,164.87805190593238
AATS6m,75.69312911764706
AATS6p,1.3706775727058824
AATS6s,6.372549019607844
AATS6v,202.19801424607385
AATS7Z,21.5
AATS7d,1.8
AATS7i,176.26080306523488
AATS7m,79.04035079999998
AATS7p,1.0844726414849002
AATS7s,7.666666666666667
AATS7v,174.11648268196967
AATS8Z,31.0
AATS8d,1.5
AATS8i,175.52432410895
AATS8m,118.10254049999999
AATS8p,0.997872155
AATS8s,19.25
AATS8v,172.0972746561121
AMID_C,1.5539323432785193
AMID_N,0.26457034185909006
AMID_O,0.1352801041217166
AMID_X,0.0
AMID_h,0.39985044598080666
ATS0dv,200.0
ATS0pe,124.38180000000001
ATS0se,149.47093200000003
ATS1dv,182.0
ATS1pe,124.919
ATS1se,148.03982
ATS2dv,210.0
ATS2pe,172.788
ATS2se,206.38936
ATS3dv,208.0
ATS3pe,221.65050000000002
ATS3se,269.27668400000005
ATS4dv,169.0
ATS4pe,203.90709999999999
ATS4se,251.78298
ATS5dv,139.0
ATS5pe,146.2125
ATS5se,180.07119999999998
ATS6dv,112.0
ATS6pe,115.155
ATS6se,138.372532
ATS7dv,80.0
ATS7pe,70.25
ATS7se,84.56070399999999
ATS8dv,50.0
ATS8pe,32.1352
ATS8se,37.577016
ATSC0Z,120.42105263157895
ATSC0c,0.5001493570602225
ATSC0d,10.105263157894738
ATSC0i,32.1129468843906
ATSC0m,572.9835224210526
ATSC0p,4.050368965590631
ATSC0s,52.93859649122807
ATSC0v,845.0624394631391
ATSC1Z,-7.263157894736848
ATSC1c,-0.2347368817522293
ATSC1d,1.5789473684210533
ATSC1i,2.6668025049868787
ATSC1m,-31.69809326315797
ATSC1p,0.5040654625263175
ATSC1s,-2.614035087719298
ATSC1v,55.364147554819546
ATSC2Z,-16.49307479224377
ATSC2c,0.012110771498855281
ATSC2d,-5.3074792243767295
ATSC2i,-5.301370572646945
ATSC2m,-81.22249291412746
ATSC2p,-1.0579666807075268
ATSC2s,2.0887196060326256
ATSC2v,-202.3494524319728
ATSC3Z,-38.56509695290859
ATSC3c,-0.06198987815033911
ATSC3d,-1.8254847645429364
ATSC3i,-16.32644964069934
ATSC3m,-185.3576034072022
ATSC3p,-1.752918183220426
ATSC3s,-1.4512157586949836
ATSC3v,-368.08659127663503
ATSC4Z,7.637119113573416
ATSC4c,-0.03585298004903881
ATSC4d,0.13296398891966685
ATSC4i,6.663048810377086
ATSC4m,38.65647537396128
ATSC4p,0.7263810676718487
ATSC4s,3.6417359187442306
ATSC4v,120.25353127608766
ATSC5Z,66.31024930747922
ATSC5c,0.1585529829777682
ATSC5d,-0.6066481994459838
ATSC5i,-7.3289025481059635
ATSC5m,314.7024559944598
ATSC5p,0.5156063788940438
ATSC5s,7.20621729763004
ATSC5v,280.13805232786285
ATSC6Z,-50.16620498614958
ATSC6c,-0.08522484170647508
ATSC6d,0.32686980609418204
ATSC6i,-4.628009747885956
ATSC6m,-236.06577069252077
ATSC6p,-0.7058810294411972
ATSC6s,-32.07663896583564
ATSC6v,-208.65886240396458
ATSC7Z,-10.48476454293629
ATSC7c,-0.15011778241844426
ATSC7d,-0.7922437673130202
ATSC7i,1.4973601594924228
ATSC7m,-47.79897174792245
ATSC7p,-0.06654532739438598
ATSC7s,-20.23084025854109
ATSC7v,17.406656796370868
ATSC8Z,6.01662049861496
ATSC8c,0.25952252508952467
ATSC8d,0.5041551246537392
ATSC8i,2.0257615231013313
ATSC8m,22.580800542936288
ATSC8p,-0.3592545130618176
ATSC8s,26.66204986149584
ATSC8v,-105.46014792239814
AXp-0d,0.744753713528824
AXp-1d,0.481350011944125
AXp-2d,0.31525761892461945
AXp-3d,0.21982198216447035
AXp-4d,0.13990686832786245
AXp-5d,0.09449508204863713
AXp-6d,0.06516306426753281
AXp-7d,0.042073166049405857
GATS1Z,0.708041958041958
GATS1c,1.256613096999628
GATS1d,0.8906249999999999
GATS1i,0.8013904864455331
GATS1m,0.7059439451359124
GATS1p,0.7547413413350901
GATS1s,0.6740679370339685
GATS1v,0.7248534858959265
GATS2Z,0.7888986013986014
GATS2c,0.6036669557413302
GATS2d,1.517361111111111
GATS2i,0.9621201786269085
GATS2m,0.7978719371689958
GATS2p,1.0885687407501132
GATS2s,0.48868636656540543
GATS2v,1.0235612585889213
GATS3Z,1.089035964035964
GATS3c,0.8954414637726881
GATS3d,0.9669642857142855
GATS3i,1.1327373210963922
GATS3m,1.0924445749918001
GATS3p,1.2027982583322407
GATS3s,0.7596401941058113
GATS3v,1.198006002285885
GATS4Z,1.0780356007628735
GATS4c,0.9087551070871833
GATS4d,0.8906249999999999
GATS4i,0.8012838457258296
GATS4m,1.077647575956388
GATS4p,0.9354174001253251
GATS4s,0.8683588159975897
GATS4v,1.0177055144559835
GATS5Z,0.6477272727272727
GATS5c,0.45322557123727597
GATS5d,0.9277343749999999
GATS5i,1.0762639519882962
GATS5m,0.6547101100131334
GATS5p,0.9355090577518432
GATS5s,0.6501242750621374
GATS5v,0.8585353323710657
GATS6Z,1.4332064993829698
GATS6c,1.2943982328582762
GATS6d,0.7858455882352939
GATS6i,1.3067870865117506
GATS6m,1.4208566934330928
GATS6p,1.0265861585177736
GATS6s,2.19177347823968
GATS6v,1.092973794456814
GATS7Z,1.337805944055944
GATS7c,2.335764319725121
GATS7d,1.2468749999999997
GATS7i,1.163705365831911
GATS7m,1.3142864850947948
GATS7p,0.8696419965055855
GATS7s,2.7626346313173156
GATS7v,0.7939731576172958
GATS8Z,0.9715909090909091
GATS8c,1.1999478359964315
GATS8d,0.44531249999999994
GATS8i,0.8836707329112808
GATS8m,0.9819712199097734
GATS8p,1.2168094619749819
GATS8s,0.1912593206296603
GATS8v,1.2030167149355107
MATS1Z,-0.06031468531468536
MATS1c,-0.4693335669408146
MATS1d,0.15625000000000006
MATS1i,0.08304446535497347
MATS1m,-0.055321125342702025
MATS1p,0.12444927037722693
MATS1s,-0.04937862468931234
MATS1v,0.06551486016819293
MATS2Z,-0.09638047138047139
MATS2c,0.01703969951805325
MATS2d,-0.3695987654320986
MATS2i,-0.11617102971296725
MATS2m,-0.09975255282422982
MATS2p,-0.18380919810855723
MATS2s,0.02776499227755787
MATS2v,-0.168501228393558
MATS3Z,-0.17385114885114886
MATS3c,-0.06728319783624866
MATS3d,-0.09806547619047619
MATS3i,-0.2759924162942251
MATS3m,-0.17561185453870584
MATS3p,-0.23493764757962302
MATS3s,-0.014881445535960868
MATS3v,-0.23645404875810352
MATS4Z,0.036514621741894515
MATS4c,-0.04127292094915911
MATS4d,0.0075757575757575335
MATS4i,0.11946274641278255
MATS4m,0.038843627569955075
MATS4p,0.1032546432564219
MATS4s,0.03960734101579174
MATS4v,0.08193108391824117
MATS5Z,0.4359338578088578
MATS5c,0.2509672555851204
MATS5d,-0.0475260416666667
MATS5i,-0.18067628210739312
MATS5m,0.4348108358792718
MATS5p,0.10077807398753741
MATS5s,0.10776488999355611
MATS5v,0.2624373628933074
MATS6Z,-0.46560057589469356
MATS6c,-0.1904456985245582
MATS6d,0.03615196078431363
MATS6i,-0.16107152985843204
MATS6m,-0.46046387719597637
MATS6p,-0.19477876290690885
MATS6s,-0.6772064915444223
MATS6v,-0.2759641808378194
MATS7Z,-0.1654283216783217
MATS7c,-0.5702772233309111
MATS7d,-0.14895833333333347
MATS7i,0.08859306227104582
MATS7m,-0.15850027577986037
MATS7p,-0.031215951712906788
MATS7s,-0.7260977630488815
MATS7v,0.039136336403870244
MATS8Z,0.23732517482517487
MATS8c,2.4647277393716815
MATS8d,0.23697916666666646
MATS8i,0.29964136487917725
MATS8m,0.18719352020061938
MATS8p,-0.42130950329232414
MATS8s,2.392294946147473
MATS8v,-0.5927795145523582
MAXsOH,8.954477040816325
MAXtsC,1.7523193027210884
MINsOH,8.954477040816325
MINtsC,1.7523193027210884
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,16.199542565312125
SpAD_D,86.1155870373788
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,147
TMWC10,91.20743216128915
TSRW10,43.114830111170406
VE1_Dt,3.564343011678423
VE2_Dt,0.274180231667571
VE3_Dt,1.5333440129012974
VR1_Dt,50.19525975539097
VR2_Dt,3.861173827337767
VR3_Dt,4.178284859523201
Xc-3dv,0.24292942776363385
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.1422588984322123
Xp-0dv,6.728392132448004
Xp-1dv,3.569537867485481
Xp-2dv,2.373151722722693
Xp-3dv,1.4449952120689213
Xp-4dv,0.8267632789243116
Xp-5dv,0.5271616853520088
Xp-6dv,0.19736023735201377
Xp-7dv,0.08684843354646092
Xpc-4d,1.3408739759180548
Xpc-5d,1.5885949726030018
Xpc-6d,2.0878496229159094
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,19
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,10.526315789473685
AATS0pe,6.54641052631579
AATS0se,7.866891157894739
AATS1dv,9.578947368421053
AATS1pe,6.574684210526316
AATS1se,7.79156947368421
AATS2dv,7.777777777777778
AATS2pe,6.399555555555556
AATS2se,7.644050370370371
AATS3dv,5.942857142857143
AATS3pe,6.332871428571429
AATS3se,7.693619542857144
AATS4dv,5.121212121212121
AATS4pe,6.17900303030303
AATS4se,7.629787272727273
AATS5dv,5.791666666666667
AATS5pe,6.0921875000000005
AATS5se,7.502966666666666
AATS6dv,6.588235294117647
AATS6pe,6.773823529411764
AATS6se,8.139560705882353
AATS7dv,8.0
AATS7pe,7.025
AATS7se,8.456070399999998
AATS8dv,12.5
AATS8pe,8.0338
AATS8se,9.394254
AATSC0Z,6.337950138504155
AATSC0c,0.026323650371590655
AATSC0d,0.5318559556786704
AATSC0i,1.6901550991784529
AATSC0m,30.157027495844876
AATSC0p,0.21317731397845427
AATSC0s,2.786241920590951
AATSC0v,44.47697049805995
AATSC1Z,-0.3822714681440446
AATSC1c,-0.01235457272380154
AATSC1d,0.08310249307479228
AATSC1i,0.14035802657825677
AATSC1m,-1.6683206980609457
AATSC1p,0.026529761185595656
AATSC1s,-0.13758079409048937
AATSC1v,2.9139025028852394
AATSC2Z,-0.6108546219349544
AATSC2c,0.0004485470925501956
AATSC2d,-0.19657330460654554
AATSC2i,-0.19634705824618315
AATSC2m,-3.008240478301017
AATSC2p,-0.039183951137315806
AATSC2s,0.07735998540861576
AATSC2v,-7.494424164147141
AATSC3Z,-1.1018599129402453
AATSC3c,-0.0017711393757239744
AATSC3d,-0.05215670755836961
AATSC3i,-0.4664699897342669
AATSC3m,-5.2959315259200626
AATSC3p,-0.05008337666344074
AATSC3s,-0.041463307391285245
AATSC3v,-10.516759750761
AATSC4Z,0.23142785192646714
AATSC4c,-0.0010864539408799638
AATSC4d,0.00402921178544445
AATSC4i,0.20191057001142684
AATSC4m,1.1714083446654933
AATSC4p,0.02201154750520754
AATSC4s,0.11035563390134032
AATSC4v,3.6440464023056864
AATSC5Z,2.762927054478301
AATSC5c,0.006606374290740342
AATSC5d,-0.025277008310249326
AATSC5i,-0.30537093950441513
AATSC5m,13.112602333102492
AATSC5p,0.02148359912058516
AATSC5s,0.30025905406791836
AATSC5v,11.672418846994285
AATSC6Z,-2.950953234479387
AATSC6c,-0.005013225982733828
AATSC6d,0.019227635652598943
AATSC6i,-0.2722358675227033
AATSC6m,-13.886221805442398
AATSC6p,-0.04152241349654101
AATSC6s,-1.8868611156373907
AATSC6v,-12.274050729644975
AATSC7Z,-1.048476454293629
