DLiP-ID,T000PL
MPC7,36
MPC8,27
MPC9,21
Mare,0.9739555555555558
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.23947710812418338
RPCG,0.16930224511429867
SIC0,0.2607240803428622
SIC1,0.4462452337384695
SIC2,0.7045338543481013
SIC3,0.8421113791476099
SIC4,0.8421113791476099
SIC5,0.8421113791476099
SaaN,0
SaaO,0
SaaS,0
Sare,43.82800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.00932775888133
SssS,0
StCH,0
StsC,0
TIC0,64.43362565633947
TIC1,110.2820970883038
TIC2,174.1138393261815
TIC3,208.11383932618145
TIC4,208.11383932618145
TIC5,208.11383932618145
Vabc,293.88806991831603
WPol,32
apol,46.02782499999997
bpol,31.130174999999994
nRot,5
ABCGG,13.914928202400736
ATS0Z,870.0
ATS0d,121.0
ATS0i,7477.901847976225
ATS0m,3409.431468
ATS0p,56.73163862122502
ATS0s,229.4236111111111
ATS0v,8238.724418092313
ATS1Z,948.0
ATS1d,150.0
ATS1i,6607.287586667495
ATS1m,3499.380827999998
ATS1p,73.51310775000006
ATS1s,127.12500000000001
ATS1v,10427.296884030196
ATS2Z,1411.0
ATS2d,250.0
ATS2i,13484.756662443786
ATS2m,5118.769467999999
ATS2p,110.665335699282
ATS2s,228.05555555555554
ATS2v,15208.015817185678
ATS3Z,1742.0
ATS3d,294.0
ATS3i,18516.367396998125
ATS3m,6191.3731640000005
ATS3p,137.04695553607402
ATS3s,363.49999999999983
ATS3v,18544.605980193493
ATS4Z,1761.0
ATS4d,289.0
ATS4i,21218.527344413666
ATS4m,6095.177566
ATS4p,134.23324879201704
ATS4s,435.5694444444443
ATS4v,18349.431181303913
ATS5Z,1608.0
ATS5d,256.0
ATS5i,19376.74049562563
ATS5m,5499.232679
ATS5p,114.95997294007404
ATS5s,474.9166666666666
ATS5v,16309.0444118662
ATS6Z,1361.0
ATS6d,221.0
ATS6i,15071.083077245887
ATS6m,4591.485743
ATS6p,119.74321421194297
ATS6s,329.25000000000017
ATS6v,15926.931703565788
ATS7Z,1174.0
ATS7d,222.0
ATS7i,20241.59186488747
ATS7m,3737.8752090000007
ATS7p,128.343106788262
ATS7s,281.7083333333333
ATS7v,15315.34162368199
ATS8Z,771.0
ATS8d,178.0
ATS8i,21188.712007073653
ATS8m,2142.3573079999996
ATS8p,95.73672275239299
ATS8s,285.74999999999994
ATS8v,10765.087496381126
C1SP1,0
C1SP2,2
C1SP3,6
C2SP1,0
C2SP2,1
C2SP3,5
C3SP2,0
C3SP3,0
C4SP3,1
FCSP3,0.8
GGI10,0.0
JGI10,0.0
JGT10,0.5700790946276526
Kier1,18.05
Kier2,7.8520408163265305
Kier3,4.496326530612245
MAXdO,12.391365268329555
MID_C,29.241400238917073
MID_N,2.2174448764913315
MID_O,7.201845293160506
MID_X,0.0
MID_h,9.419290169651838
MINdO,11.92737394494835
MPC10,13
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.407171771460119
MWC04,6.282266746896006
MWC05,7.141245122350491
MWC06,8.02322468471667
MWC07,8.890272839380247
MWC08,9.774232716678865
MWC09,10.644877128219813
MWC10,11.52916292105989
NaaCH,0
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,0
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.9358999999999995
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,0.0
SRW06,6.561030665896573
SRW07,0.0
SRW08,8.18004072349016
SRW09,0.0
SRW10,9.843259726985641
SaaCH,0
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.3671702569916853
SdssS,0
SsCH3,7.1344738126732175
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.4040046296296296
SsssP,0
VE1_A,3.9120978071305985
VE1_D,4.400581348859877
VE2_A,0.19560489035652992
VE2_D,0.22002906744299383
VE3_A,2.057220934242726
VE3_D,2.174883837497337
VR1_A,118.82511194453222
VR1_D,99.2649930764632
VR2_A,5.941255597226611
VR2_D,4.96324965382316
VR3_A,5.470799945155364
VR3_D,5.290940152460969
WPath,794
Xc-3d,1.9174613594199161
Xc-4d,0.2041241452319315
Xc-5d,0.7289419924794519
Xc-6d,0.11785113019775792
Xp-0d,15.336498814253964
Xp-1d,9.34657109985498
Xp-2d,8.368051767398244
Xp-3d,6.957688141710918
Xp-4d,4.621399176801376
Xp-5d,3.1049657220672673
Xp-6d,1.8517122577834093
Xp-7d,1.193390593479019
ZMIC0,70.11328023499802
ZMIC1,39.88368023259436
ZMIC2,27.24108463071505
ZMIC3,23.08043791452414
ZMIC4,23.08043791452414
ZMIC5,23.08043791452414
nAcid,0
nAtom,45
nBase,0
nRing,1
piPC1,3.1780538303479458
piPC2,3.5553480614894135
piPC3,3.8918202981106265
piPC4,3.9512437185814275
piPC5,4.007333185232471
piPC6,3.9318256327243257
piPC7,3.871201010907891
piPC8,3.5263605246161616
piPC9,3.332204510175204
AATS0Z,19.333333333333332
AATS0d,2.688888888888889
AATS0i,166.1755966216939
AATS0m,75.76514373333333
AATS0p,1.260703080471667
AATS0s,5.098302469135802
AATS0v,183.08276484649585
AATS1Z,21.066666666666666
AATS1d,3.3333333333333335
AATS1i,146.82861303705545
AATS1m,77.76401839999996
AATS1p,1.633624616666668
AATS1s,2.825
AATS1v,231.71770853400437
AATS2Z,16.6
AATS2d,2.9411764705882355
AATS2i,158.64419602875043
AATS2m,60.22081727058822
AATS2p,1.3019451258739059
AATS2s,2.683006535947712
AATS2v,178.91783314336092
AATS3Z,15.147826086956522
AATS3d,2.5565217391304347
AATS3i,161.01189040867933
AATS3m,53.838027513043485
AATS3p,1.1917126568354264
AATS3s,3.1608695652173897
AATS3v,161.25744330603038
AATS4Z,13.651162790697674
AATS4d,2.24031007751938
AATS4i,164.48470809622995
AATS4m,47.249438496124036
AATS4p,1.0405678200931554
AATS4s,3.376507321274762
AATS4v,142.2436525682474
AATS5Z,14.105263157894736
AATS5d,2.245614035087719
AATS5i,169.97140785636518
AATS5m,48.238883149122806
AATS5p,1.0084208152638074
AATS5s,4.165935672514619
AATS5v,143.0617930865456
AATS6Z,14.326315789473684
AATS6d,2.3263157894736843
AATS6i,158.64297976048303
AATS6m,48.33142887368421
AATS6p,1.260454886441505
AATS6s,3.4657894736842123
AATS6v,167.65191266911356
AATS7Z,9.392
AATS7d,1.776
AATS7i,161.93273491909974
AATS7m,29.903001672000006
AATS7p,1.026744854306096
AATS7s,2.2536666666666667
AATS7v,122.52273298945592
AATS8Z,6.2682926829268295
AATS8d,1.4471544715447155
AATS8i,172.26595127702157
AATS8m,17.417539089430893
AATS8p,0.7783473394503495
AATS8s,2.3231707317073167
AATS8v,87.52103655594411
AMID_C,1.4620700119458536
AMID_N,0.11087224382456658
AMID_O,0.3600922646580253
AMID_X,0.0
AMID_h,0.47096450848259186
ATS0dv,270.0
ATS0pe,275.11349999999993
ATS0se,344.6778399999999
ATS1dv,235.0
ATS1pe,285.3960000000001
ATS1se,344.90858399999973
ATS2dv,337.0
ATS2pe,523.0311999999998
ATS2se,647.667768
ATS3dv,380.0
ATS3pe,707.9128999999997
ATS3se,881.1971520000003
ATS4dv,319.0
ATS4pe,801.807
ATS4se,1004.835768
ATS5dv,298.0
ATS5pe,744.7662000000004
ATS5se,928.8373800000002
ATS6dv,209.0
ATS6pe,599.7497000000003
ATS6se,742.2663319999997
ATS7dv,96.0
ATS7pe,713.1504999999996
ATS7se,911.0857319999999
ATS8dv,32.0
ATS8pe,701.2064999999999
ATS8se,913.0035919999998
ATSC0Z,342.9777777777777
ATSC0c,0.8539535397127976
ATSC0d,27.111111111111114
ATSC0i,57.10398317587772
ATSC0m,1625.0442808
ATSC0p,9.652512527211112
ATSC0s,100.78641975308642
ATSC0v,2171.5861500436604
ATSC1Z,10.3111111111111
ATSC1c,-0.45001950229945137
ATSC1d,12.777777777777779
ATSC1i,-14.08200521791662
ATSC1m,45.597188000000614
ATSC1p,-1.2994961644444385
ATSC1s,-1.7939814814814798
ATSC1v,-141.97653761312984
ATSC2Z,96.48641975308637
ATSC2c,-0.2275634901649275
ATSC2d,-1.6543209876543183
ATSC2i,-1.509429573964887
ATSC2m,451.19264364444484
ATSC2p,0.5974351037110173
ATSC2s,16.650342935528126
ATSC2v,324.2623480663367
ATSC3Z,70.43456790123456
ATSC3c,0.5030090749359003
ATSC3d,-4.839506172839505
ATSC3i,-3.840060595641399
ATSC3m,317.61840791111183
ATSC3p,-1.5497533516577247
ATSC3s,31.864334705075454
ATSC3v,-105.30211124807494
ATSC4Z,-13.536296296296282
ATSC4c,-0.13518027712438394
ATSC4d,-2.2962962962962985
ATSC4i,-30.139769762420947
ATSC4m,-61.46703282666625
ATSC4p,-3.2633656431365154
ATSC4s,-44.70424897119342
ATSC4v,-316.0576829405267
ATSC5Z,-133.45481481481482
ATSC5c,-0.22805354832898522
ATSC5d,-5.925925925925926
ATSC5i,38.225123076711895
ATSC5m,-601.059470226666
ATSC5p,5.006878127788627
ATSC5s,-49.3632510288066
ATSC5v,440.09085747807524
ATSC6Z,-240.21975308641981
ATSC6c,0.05774937319599807
ATSC6d,-18.456790123456795
ATSC6i,3.0853542276677355
ATSC6m,-1141.0845803777772
ATSC6p,-2.2088319085337855
ATSC6s,-4.045096021947877
ATSC6v,-1125.0035771249914
ATSC7Z,-79.29382716049383
ATSC7c,0.16801987886854622
ATSC7d,-11.19753086419753
ATSC7i,-42.188978922823445
ATSC7m,-399.51588931111115
ATSC7p,-7.44993010665164
ATSC7s,9.655624142661186
ATSC7v,-1316.8850715226818
ATSC8Z,-60.828148148148145
ATSC8c,-0.09388348222793137
ATSC8d,1.2962962962962972
ATSC8i,9.52880642209202
ATSC8m,-271.70380112000095
ATSC8p,2.0169033267265113
ATSC8s,-25.834732510288067
ATSC8v,166.5920603622425
AXp-0d,0.7668249407126982
AXp-1d,0.467328554992749
AXp-2d,0.29885899169279445
AXp-3d,0.1987910897631691
AXp-4d,0.12161576781056252
AXp-5d,0.07573087126993334
AXp-6d,0.048729269941668665
AXp-7d,0.03314973870775053
GATS1Z,0.9236750032396012
GATS1c,1.598444116777111
GATS1d,1.0098360655737704
GATS1i,1.6833474187446973
GATS1m,0.9380763979651098
GATS1p,1.5145242577168148
GATS1s,0.5365459289292845
GATS1v,1.322606337813946
GATS2Z,0.8187805380024242
GATS2c,1.257326758597735
GATS2d,1.65159112825458
GATS2i,1.2036779158459108
GATS2m,0.8262943719316191
GATS2p,1.0920566478009504
GATS2s,0.4985385447342577
GATS2v,1.004663340276751
GATS3Z,0.9091728594689311
GATS3c,1.0653917406662288
GATS3d,1.3477548111190305
GATS3i,1.1386986903104834
GATS3m,0.9151426128085295
GATS3p,1.1266671181207926
GATS3s,0.7218773616609263
GATS3v,1.056007472012538
GATS4Z,1.0680738086556112
GATS4c,1.4564305483417728
GATS4d,1.1197102554327105
GATS4i,1.1662903907716464
GATS4m,1.0619389181055456
GATS4p,1.0838111838984428
GATS4s,1.628923245302304
GATS4v,1.0092317523816179
GATS5Z,1.3329593583544195
GATS5c,1.6588812683885001
GATS5d,1.252804141501294
GATS5i,0.6776022327518023
GATS5m,1.3088568439729682
GATS5p,0.6393510044510486
GATS5s,2.234399488621968
GATS5v,0.7764392421564232
GATS6Z,1.3632308710093237
GATS6c,1.0261702247880962
GATS6d,1.51190681622088
GATS6i,1.131338944553615
GATS6m,1.3634979840243209
GATS6p,1.2157219204074001
GATS6s,1.2509647973087539
GATS6v,1.299015551443721
GATS7Z,0.9637009200466504
GATS7c,0.5716788133060332
GATS7d,0.8828852459016393
GATS7i,1.2491419237635206
GATS7m,0.9765307881572158
GATS7p,1.3223826672639043
GATS7s,0.5570955571615812
GATS7v,1.2536139261066208
GATS8Z,1.0252625657006864
GATS8c,0.8218581842711754
GATS8d,0.540983606557377
GATS8i,0.6858316662104124
GATS8m,1.017721872123792
GATS8p,0.7390140758308344
GATS8s,1.0454605411164295
GATS8v,0.8389205755374062
MATS1Z,0.030063496177270933
MATS1c,-0.5269835902908749
MATS1d,0.4713114754098361
MATS1i,-0.24660285385950528
MATS1m,0.028059043398837955
MATS1p,-0.13462776254172862
MATS1s,-0.017799833408870962
MATS1v,-0.06537918728680202
MATS2Z,0.14893398074533684
MATS2c,-0.14107885652814572
MATS2d,-0.03230472516875597
MATS2i,-0.01399394105295206
MATS2m,0.14699088296629378
MATS2p,0.0327675485176787
MATS2s,0.0874610632866153
MATS2v,0.07905203388501117
MATS3Z,0.08035900411851869
MATS3c,0.23049220931222283
MATS3d,-0.06985032074126868
MATS3i,-0.02631396836823225
MATS3m,0.07648127834647844
MATS3p,-0.06282563455392189
MATS3s,0.12371361877153957
MATS3v,-0.018974689982163305
MATS4Z,-0.013767550349424847
MATS4c,-0.05522069811976493
MATS4d,-0.029546321006481153
MATS4i,-0.18411803499863189
MATS4m,-0.013194710106479636
MATS4p,-0.11793648137473513
MATS4s,-0.15472824109906846
MATS4v,-0.0507705761953381
MATS5Z,-0.15359459293562405
MATS5c,-0.10541690304200814
MATS5d,-0.08628127696289904
MATS5i,0.2642348840345033
MATS5m,-0.14600237051874962
MATS5p,0.20475490245649372
MATS5s,-0.19333451743694655
MATS5v,0.07999686096579689
MATS6Z,-0.33176582118767195
MATS6c,0.03203331911937033
MATS6d,-0.3224762726488352
MATS6i,0.025593373706095386
MATS6m,-0.3326147816316168
MATS6p,-0.1083954872712778
MATS6s,-0.01901147119179063
MATS6v,-0.24539502209434275
MATS7Z,-0.08322923415835172
MATS7c,0.07083190546059417
MATS7d,-0.1486885245901639
MATS7i,-0.2659715061458669
MATS7m,-0.0885057237216917
MATS7p,-0.27785251050790294
MATS7s,0.03448901845976703
MATS7v,-0.21830984036190965
MATS8Z,-0.06488525491708202
MATS8c,-0.04022187841834464
MATS8d,0.01749300279888046
MATS8i,0.061049133477643625
MATS8m,-0.06116992063078626
MATS8p,0.07644553259240391
MATS8s,-0.09377981110310754
MATS8v,0.02806626610942822
MAXssO,5.00932775888133
MINssO,5.00932775888133
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.274769298620974
SpAD_D,164.59959016110787
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.596831183862434
SssNH2,0
SsssAs,0
SsssCH,-0.6038832199546489
SsssNH,0
SssssB,0
SssssC,-0.6867643376795161
SssssN,0
TMPC10,317
TMWC10,112.26716490926549
TSRW10,53.32834110446912
VE1_Dt,4.43035926454087
VE2_Dt,0.2215179632270435
VE3_Dt,2.181627859419207
VR1_Dt,95.6042995024336
VR2_Dt,4.78021497512168
VR3_Dt,5.253364973480835
Xc-3dv,1.2844680722208184
Xc-4dv,0.1767766952966369
Xc-5dv,0.1986400463800832
Xc-6dv,0.03608439182435161
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.09622504486493763
Xp-0dv,12.900197713664324
Xp-1dv,7.367895547061563
Xp-2dv,5.828735875526904
Xp-3dv,4.015142340970874
Xp-4dv,2.23860115653079
Xp-5dv,1.4953735446511753
Xp-6dv,0.7902498560773874
Xp-7dv,0.46124732519900213
Xpc-4d,4.569448325951968
Xpc-5d,6.154910526180688
Xpc-6d,8.504364779158317
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,0
piPC10,2.995732273553991
AATS0dv,6.0
AATS0pe,6.113633333333332
AATS0se,7.659507555555553
AATS1dv,5.222222222222222
AATS1pe,6.342133333333335
AATS1se,7.664635199999994
AATS2dv,3.9647058823529413
AATS2pe,6.153308235294115
AATS2se,7.6196208
AATS3dv,3.3043478260869565
AATS3pe,6.155764347826084
AATS3se,7.662583930434785
AATS4dv,2.4728682170542635
AATS4pe,6.215558139534884
AATS4se,7.789424558139535
AATS5dv,2.6140350877192984
AATS5pe,6.5330368421052665
AATS5se,8.147696315789474
AATS6dv,2.2
AATS6pe,6.313154736842108
AATS6se,7.813329810526312
AATS7dv,0.768
AATS7pe,5.705203999999997
AATS7se,7.288685855999999
AATS8dv,0.2601626016260163
AATS8pe,5.700865853658535
AATS8se,7.422793430894307
AATSC0Z,7.6217283950617265
AATSC0c,0.01897674532695106
AATSC0d,0.6024691358024692
AATSC0i,1.2689774039083939
AATSC0m,36.11209512888889
AATSC0p,0.21450027838246916
AATSC0s,2.239698216735254
AATSC0v,48.25747000097023
AATSC1Z,0.22913580246913554
AATSC1c,-0.010000433384432253
AATSC1d,0.28395061728395066
AATSC1i,-0.31293344928703604
AATSC1m,1.013270844444458
AATSC1p,-0.028877692543209744
AATSC1s,-0.039866255144032886
AATSC1v,-3.155034169180663
AATSC2Z,1.1351343500363102
AATSC2c,-0.002677217531352088
AATSC2d,-0.019462599854756686
AATSC2i,-0.0177579949878222
AATSC2m,5.308148748758175
AATSC2p,0.007028648278953145
AATSC2s,0.19588638747680148
AATSC2v,3.8148511537216083
AATSC3Z,0.6124745034889961
AATSC3c,0.00437399195596435
AATSC3d,-0.04208266237251743
AATSC3i,-0.03339183126644695
AATSC3m,2.7618991992270594
AATSC3p,-0.013476116101371519
AATSC3s,0.2770811713484822
AATSC3v,-0.915670532591956
AATSC4Z,-0.10493252942865335
AATSC4c,-0.0010479091249952243
AATSC4d,-0.017800746482917042
AATSC4i,-0.23364162606527866
AATSC4m,-0.47648862656330426
AATSC4p,-0.025297408086329576
AATSC4s,-0.34654456566816605
AATSC4v,-2.4500595576785016
AATSC5Z,-1.170656270305393
AATSC5c,-0.0020004697221840807
AATSC5d,-0.05198180636777128
AATSC5i,0.33530809716413945
AATSC5m,-5.272451493216368
AATSC5p,0.04391998357709322
AATSC5s,-0.4330109739369
AATSC5v,3.86044611822873
AATSC6Z,-2.5286289798570505
AATSC6c,0.0006078881389052429
