DLiP-ID,T007JZ
JGI4,0.03620071684587813
JGI5,0.01736111111111111
JGI6,0.01539844509232264
JGI7,0.009163464768623498
JGI8,0.007296456391198454
JGI9,0.004243827160493826
MIC0,13.585497486251445
MIC1,28.78407985252847
MIC2,35.017591633111465
MIC3,38.93565736862367
MIC4,39.736505309142004
MIC5,39.77939892616328
MPC2,35
MPC3,44
MPC4,54
MPC5,58
MPC6,52
MPC7,54
MPC8,59
MPC9,60
Mare,0.9790638297872345
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.20693890956769043
RPCG,0.1465393248589385
SIC0,0.26723057615283125
SIC1,0.5844252245141234
SIC2,0.7597192518473064
SIC3,0.894625078934977
SIC4,0.9540345548961637
SIC5,0.9616954624134699
SaaN,0
SaaO,0
SaaS,0
Sare,46.01600000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.3999022108843535
SssS,0
StCH,0
StsC,0
TIC0,69.7647310189177
TIC1,152.57336632609145
TIC2,198.33662007564843
TIC3,233.55590102452214
TIC4,249.06567602884903
TIC5,251.06567602884903
Vabc,322.87931704963955
WPol,33
apol,52.67544599999999
bpol,27.822553999999993
nRot,5
ABCGG,15.612300390835705
ATS0Z,1032.0
ATS0d,146.0
ATS0i,7582.909449360979
ATS0m,4067.9319289999994
ATS0p,69.90909590667796
ATS0s,206.63888888888889
ATS0v,10289.981089803501
ATS1Z,1183.0
ATS1d,186.0
ATS1i,7127.177986807195
ATS1m,4474.968423000004
ATS1p,88.86046281000006
ATS1s,149.38888888888889
ATS1v,12935.709264133013
ATS2Z,1689.0
ATS2d,286.0
ATS2i,12999.91746933594
ATS2m,6200.092162999998
ATS2p,131.000113796245
ATS2s,259.3333333333333
ATS2v,18342.55913111998
ATS3Z,1735.0
ATS3d,319.0
ATS3i,18270.99728013963
ATS3m,6146.407489000001
ATS3p,143.24009250667794
ATS3s,308.1111111111111
ATS3v,19325.190143638243
ATS4Z,1701.0
ATS4d,278.0
ATS4i,17561.435385379227
ATS4m,6045.085819
ATS4p,123.41583399067798
ATS4s,352.08333333333326
ATS4v,17281.45191328323
ATS5Z,1558.0
ATS5d,255.0
ATS5i,16506.742326290634
ATS5m,5473.231875999999
ATS5p,112.39423539013096
ATS5s,394.1666666666665
ATS5v,15862.593980391324
ATS6Z,1413.0
ATS6d,252.0
ATS6i,14251.236123380831
ATS6m,5040.8756760000015
ATS6p,117.76154734843298
ATS6s,253.9166666666667
ATS6v,16089.593601064114
ATS7Z,1421.0
ATS7d,257.0
ATS7i,15706.53397466048
ATS7m,4982.397395000003
ATS7p,124.48136824297998
ATS7s,280.19444444444446
ATS7v,16590.2546886711
ATS8Z,1294.0
ATS8d,237.0
ATS8i,16058.382243732172
ATS8m,4481.532059999999
ATS8p,115.353648084074
ATS8s,274.00000000000006
ATS8v,15189.56758761065
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,4
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.3
GGI10,0.06254259769411284
JGI10,0.0044673284067223455
JGT10,0.3230274536724539
Kier1,19.753086419753085
Kier2,10.364081632653061
Kier3,6.0
MAXdO,12.43190590822851
MID_C,41.099369421730486
MID_N,4.2441991727490445
MID_O,5.57023863918505
MID_X,0.0
MID_h,9.814437811934093
MINdO,12.358943688586546
MPC10,62
MWC01,27.0
MWC02,4.8283137373023015
MWC03,5.645446897643238
MWC04,6.484635235635252
MWC05,7.316548177182976
MWC06,8.16194579946869
MWC07,9.001222992395064
MWC08,9.850666776352545
MWC09,10.69514433474214
MWC10,11.54783883791541
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.4688000000000017
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.272999558563747
SRW05,2.3978952727983707
SRW06,6.727431724850855
SRW07,4.59511985013459
SRW08,8.264363329731667
SRW09,6.6052979209482015
SRW10,9.843472120126142
SaaCH,19.126418753036337
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8435126532063975
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5783776163511003
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8298634696966225
SssPH,0
SssSe,0
SsssB,0
SsssN,1.5673119803476947
SsssP,0
VE1_A,3.8605942482571196
VE1_D,4.923099797826912
VE2_A,0.15442376993028478
VE2_D,0.19692399191307647
VE3_A,2.267111853827438
VE3_D,2.510229104195087
VR1_A,407.2157356702245
VR1_D,143.79074556057427
VR2_A,16.28862942680898
VR2_D,5.751629822422971
VR3_A,6.925633839954749
VR3_D,5.884649818765904
WPath,1736
Xc-3d,1.1518183382308034
Xc-4d,0.0
Xc-5d,0.24800564528543081
Xc-6d,0.0
Xp-0d,17.484916895309066
Xp-1d,12.237183443017884
Xp-2d,10.387858258896323
Xp-3d,8.513108304633432
Xp-4d,6.972226605126952
Xp-5d,5.033577854435546
Xp-6d,2.856897791188062
Xp-7d,1.8994636053971576
ZMIC0,83.01667025966012
ZMIC1,52.46402849179008
ZMIC2,35.42559304128997
ZMIC3,24.50225454389894
ZMIC4,22.180448074938433
ZMIC5,22.029188974867044
nAcid,0
nAtom,47
nBase,0
nRing,3
piPC1,3.58351893845611
piPC2,4.04305126783455
piPC3,4.460144413937834
piPC4,4.877103901471733
piPC5,5.241085420592904
piPC6,4.928159072272018
piPC7,5.069690056877571
piPC8,5.303926605312547
piPC9,5.3592360627674145
AATS0Z,21.95744680851064
AATS0d,3.106382978723404
AATS0i,161.33849892257402
AATS0m,86.55174317021276
AATS0p,1.48742757248251
AATS0s,4.3965721040189125
AATS0v,218.9357678681596
AATS1Z,24.142857142857142
AATS1d,3.795918367346939
AATS1i,145.45261197565705
AATS1m,91.32588618367355
AATS1p,1.813478832857144
AATS1s,3.04875283446712
AATS1v,263.9940666149594
AATS2Z,19.870588235294118
AATS2d,3.364705882352941
AATS2i,152.9402055215993
AATS2m,72.94226074117645
AATS2p,1.541177809367588
AATS2s,3.0509803921568626
AATS2v,215.79481330729388
AATS3Z,15.219298245614034
AATS3d,2.7982456140350878
AATS3i,160.2719059661371
AATS3m,53.915855166666674
AATS3p,1.2564920395322625
AATS3s,2.702729044834308
AATS3v,169.5192117863004
AATS4Z,15.75
AATS4d,2.574074074074074
AATS4i,162.60588319795582
AATS4m,55.97301684259259
AATS4p,1.1427392036173887
AATS4s,3.26003086419753
AATS4v,160.01344364151137
AATS5Z,15.737373737373737
AATS5d,2.5757575757575757
AATS5i,166.73477097263267
AATS5m,55.285170464646455
AATS5p,1.1352953069710199
AATS5s,3.98148148148148
AATS5v,160.2282220241548
AATS6Z,15.7
AATS6d,2.8
AATS6i,158.34706803756478
AATS6m,56.00972973333335
AATS6p,1.308461637204811
AATS6s,2.8212962962962966
AATS6v,178.77326223404572
AATS7Z,14.353535353535353
AATS7d,2.595959595959596
AATS7i,158.65185832990383
AATS7m,50.32724641414144
AATS7p,1.2573875580098988
AATS7s,2.830246913580247
AATS7v,167.57833018859696
AATS8Z,13.070707070707071
AATS8d,2.393939393939394
AATS8i,162.20588124981992
AATS8m,45.26800060606059
AATS8p,1.1651883644855958
AATS8s,2.767676767676768
AATS8v,153.42997563243082
AMID_C,1.6439747768692194
AMID_N,0.16976796690996176
AMID_O,0.22280954556740198
AMID_X,0.0
AMID_h,0.3925775124773637
ATS0dv,332.0
ATS0pe,290.51399999999984
ATS0se,359.07494799999984
ATS1dv,319.0
ATS1pe,315.3910000000001
ATS1se,377.4675639999997
ATS2dv,430.0
ATS2pe,540.4239
ATS2se,656.3587239999996
ATS3dv,408.0
ATS3pe,699.4327000000002
ATS3se,868.345052
ATS4dv,400.0
ATS4pe,680.1389999999997
ATS4se,843.5384760000001
ATS5dv,392.0
ATS5pe,644.3644
ATS5se,797.757304
ATS6dv,319.0
ATS6pe,552.4950000000001
ATS6se,685.552056
ATS7dv,303.0
ATS7pe,598.7044999999999
ATS7se,746.8291399999997
ATS8dv,273.0
ATS8pe,594.1315000000001
ATS8se,746.5404000000001
ATSC0Z,342.6382978723405
ATSC0c,0.9006427453914707
ATSC0d,23.10638297872341
ATSC0i,68.32492722359038
ATSC0m,1631.3511279574468
ATSC0p,10.87287013436064
ATSC0s,72.16548463356973
ATSC0v,2384.0028416182986
ATSC1Z,17.44092349479402
ATSC1c,-0.6151863547107268
ATSC1d,5.272068809416033
ATSC1i,-9.903889259549686
ATSC1m,81.92209685287514
ATSC1p,-0.553855919092878
ATSC1s,-1.0696896534379545
ATSC1v,-5.727242367770749
ATSC2Z,-32.367134449977414
ATSC2c,0.23759578429604863
ATSC2d,-4.341330918967853
ATSC2i,-5.855028313772113
ATSC2m,-168.7012275187861
ATSC2p,-2.153899084995729
ATSC2s,12.279915497208389
ATSC2v,-570.6992847069063
ATSC3Z,-20.590765052059766
ATSC3c,0.09481346669828425
ATSC3d,-8.704843820733362
ATSC3i,-7.207179261891134
ATSC3m,-104.45956432231766
ATSC3p,-1.933104473016782
ATSC3s,-8.203397716412658
ATSC3v,-340.0472641145481
ATSC4Z,-4.722046174739725
ATSC4c,-0.33630902854496053
ATSC4d,-3.946582163875056
ATSC4i,-34.76361064293387
ATSC4m,-25.639942114983967
ATSC4p,-3.8537107699357622
ATSC4s,-24.249056888486503
ATSC4v,-412.6420162871252
ATSC5Z,-92.06790402897236
ATSC5c,0.2904863291948971
ATSC5d,4.499320959710275
ATSC5i,38.86238641021096
ATSC5m,-421.45269474015373
ATSC5p,4.50516340865012
ATSC5s,1.9510713746793387
ATSC5v,293.50273302069206
ATSC6Z,-16.732910819375288
ATSC6c,-0.14958706461981908
ATSC6d,-4.246265278406517
ATSC6i,-0.754097146384711
ATSC6m,-75.15843930149374
ATSC6p,-0.1471392391627327
ATSC6s,-3.0757507167647504
ATSC6v,0.18504440469227035
ATSC7Z,-37.578542326844726
ATSC7c,0.026536985492779514
ATSC7d,-1.5857854232684478
ATSC7i,-12.306360786430792
ATSC7m,-179.44161671887727
ATSC7p,-1.8346798129127058
ATSC7s,-5.739235953925858
ATSC7v,-324.4170730474208
ATSC8Z,-3.7274784970574775
ATSC8c,0.01525540746560045
ATSC8d,-2.1815301041195125
ATSC8i,2.2504584796813445
ATSC8m,-10.383494250792449
ATSC8p,0.7683803844769959
ATSC8s,-9.960276143051153
ATSC8v,167.02149085026446
AXp-0d,0.6993966758123626
AXp-1d,0.4532290164080698
AXp-2d,0.29679595025418065
AXp-3d,0.19347973419621436
AXp-4d,0.12911530750235098
AXp-5d,0.08678582507647492
AXp-6d,0.054940342138231964
AXp-7d,0.035175251951799213
GATS1Z,0.7972946257489582
GATS1c,1.724920776590283
GATS1d,0.8735107302589542
GATS1i,1.3156294507676825
GATS1m,0.8041741191108764
GATS1p,1.120740835910952
GATS1s,0.5328126107286261
GATS1v,1.0021707063346088
GATS2Z,0.9674067093305279
GATS2c,1.0162615269470519
GATS2d,1.2998700032499184
GATS2i,1.161353353325126
GATS2m,0.9744041176481956
GATS2p,1.1178769404840063
GATS2s,0.5244165051200327
GATS2v,1.1012341833154988
GATS3Z,1.0051262190498598
GATS3c,1.1971600029250808
GATS3d,1.3184630545055083
GATS3i,1.0549263647358607
GATS3m,1.006174843845537
GATS3p,1.0350979075614402
GATS3s,0.8973480041747558
GATS3v,1.0213172423690284
GATS4Z,1.0622096419569096
GATS4c,1.6658909540018731
GATS4d,1.1336453857172086
GATS4i,1.1887111416957226
GATS4m,1.0550158741033315
GATS4p,1.080957160042032
GATS4s,1.712010905700302
GATS4v,0.9950942323497047
GATS5Z,1.2584463612779557
GATS5c,1.4708776200011693
GATS5d,0.9551779303160516
GATS5i,0.7010859331245995
GATS5m,1.2378363789149696
GATS5p,0.6858479681685875
GATS5s,1.983096376859071
GATS5v,0.8071545189012633
GATS6Z,1.0024176188110612
GATS6c,1.2211454071028405
GATS6d,1.2165950480867607
GATS6i,0.9945909712595852
GATS6m,1.0002067767039475
GATS6p,0.9950139445453081
GATS6s,1.0317806496465673
GATS6v,0.9752238102761088
GATS7Z,1.0224876685383388
GATS7c,0.8830964224008658
GATS7d,1.0255594620235502
GATS7i,1.0499086839409326
GATS7m,1.0231446173736913
GATS7p,1.0725842564108723
GATS7s,1.1420510384590186
GATS7v,1.0522875996735457
GATS8Z,1.0089268241280163
GATS8c,0.8671526095814655
GATS8d,1.005450452964265
GATS8i,0.9224521353939112
GATS8m,1.0055046641269043
GATS8p,0.9322497854021229
GATS8s,1.1920398044521743
GATS8v,0.9433518076235238
MATS1Z,0.04882422417551221
MATS1c,-0.6551728869177708
MATS1d,0.21885218175668084
MATS1i,-0.1390363556556993
MATS1m,0.04816764242290421
MATS1p,-0.04886010303474575
MATS1s,-0.01421772273084034
MATS1v,-0.0023043082320484158
MATS2Z,-0.05223327781186997
MATS2c,0.1458697060131268
MATS2d,-0.1038890694399305
MATS2i,-0.04738367643614493
MATS2m,-0.057180734188760865
MATS2p,-0.10953680852792558
MATS2s,0.09409028369258994
MATS2v,-0.13236692859080265
MATS3Z,-0.024775908350110256
MATS3c,0.04340207344827287
MATS3d,-0.1553180834221834
MATS3i,-0.04348897312452918
MATS3m,-0.026399382539848852
MATS3p,-0.07330002647426694
MATS3s,-0.046865930222266684
MATS3v,-0.05880652582764474
MATS4Z,-0.0059974747474747766
MATS4c,-0.16250251014143616
MATS4d,-0.07432985471659502
MATS4i,-0.22142150676345593
MATS4m,-0.00683980460504379
MATS4p,-0.1542442624937371
MATS4s,-0.14623099070373533
MATS4v,-0.07532528449135656
MATS5Z,-0.12756602287153698
MATS5c,0.153121370198789
MATS5d,0.09244377476421671
MATS5i,0.2700305812332883
MATS5m,-0.12264901107091729
MATS5p,0.19671116505128194
MATS5s,0.012835307805169541
MATS5v,0.0584477832410929
MATS6Z,-0.025502980625931447
MATS6c,-0.08673548940596491
MATS6d,-0.09596889707386938
MATS6i,-0.005763727874421969
MATS6m,-0.024059447729026164
MATS6p,-0.007067074240942149
MATS6s,-0.02225752910087576
MATS6v,4.053447359256869e-05
MATS7Z,-0.052067495621892036
MATS7c,0.01398819555764198
MATS7d,-0.03258180330003534
MATS7i,-0.08550925619825864
MATS7m,-0.05222018297713364
MATS7p,-0.08010852676313093
MATS7s,-0.03775610722967075
MATS7v,-0.06460402794221565
MATS8Z,-0.005164662020101641
MATS8c,0.008041441745461012
MATS8d,-0.044822069683948154
MATS8i,0.015637037954778468
MATS8m,-0.0030217514734493275
MATS8p,0.03355017053161908
MATS8s,-0.06552461984716457
MATS8v,0.03326045993967699
MAXssO,5.3999022108843535
MINssO,5.3999022108843535
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.62918127297554
SpAD_D,288.01032290315277
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.0209952478210953
SssNH2,0
SsssAs,0
SsssCH,-0.5004762954564552
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,530
TMWC10,125.53176278863762
TSRW10,72.71391296238605
VE1_Dt,4.908344920200267
VE2_Dt,0.19633379680801066
VE3_Dt,2.5072275333929164
VR1_Dt,144.61312825586475
VR2_Dt,5.78452513023459
VR3_Dt,5.890352827628852
Xc-3dv,0.47751471825737923
Xc-4dv,0.0
Xc-5dv,0.066123276517148
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.34020690871988585
Xch-7d,0.41592908571621773
Xp-0dv,14.058345333910173
Xp-1dv,8.570925044502454
Xp-2dv,6.050694446700286
Xp-3dv,4.288680385086178
Xp-4dv,2.981938853961463
Xp-5dv,1.7133170779653824
Xp-6dv,0.8480887755086897
Xp-7dv,0.48572062533381233
Xpc-4d,2.7544378935778644
Xpc-5d,4.39208883058801
Xpc-6d,6.084994904904868
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.564520407322694
AATS0dv,7.0638297872340425
AATS0pe,6.181148936170209
AATS0se,7.639892510638294
AATS1dv,6.510204081632653
AATS1pe,6.436551020408165
AATS1se,7.703419673469382
AATS2dv,5.0588235294117645
AATS2pe,6.357928235294118
AATS2se,7.721867341176466
AATS3dv,3.5789473684210527
AATS3pe,6.13537456140351
AATS3se,7.617061859649123
AATS4dv,3.7037037037037037
AATS4pe,6.29758333333333
AATS4se,7.810541444444445
AATS5dv,3.95959595959596
AATS5pe,6.508731313131314
AATS5se,8.058154585858585
AATS6dv,3.5444444444444443
AATS6pe,6.138833333333334
AATS6se,7.6172450666666665
AATS7dv,3.0606060606060606
AATS7pe,6.047520202020201
AATS7se,7.543728686868684
AATS8dv,2.757575757575758
AATS8pe,6.0013282828282835
AATS8se,7.540812121212122
AATSC0Z,7.29017655047533
AATSC0c,0.019162611604073846
AATSC0d,0.49162516976007253
AATSC0i,1.4537218558210718
AATSC0m,34.70959846717972
AATSC0p,0.2313376624332051
AATSC0s,1.535435843267441
AATSC0v,50.72346471528295
AATSC1Z,0.35593721417946983
AATSC1c,-0.012554823565525036
AATSC1d,0.10759324100849046
AATSC1i,-0.20212018897040177
AATSC1m,1.6718795276096967
AATSC1p,-0.011303182022303633
AATSC1s,-0.021830401090570502
AATSC1v,-0.11688249730144386
AATSC2Z,-0.3807898170585578
AATSC2c,0.002795244521129984
AATSC2d,-0.0510744813996218
AATSC2i,-0.0688826860443778
AATSC2m,-1.984720323750425
AATSC2p,-0.025339989235243873
AATSC2s,0.1444695940848046
AATSC2v,-6.714109231845956
AATSC3Z,-0.1806207460706997
AATSC3c,0.000831697076300739
AATSC3d,-0.07635827912924002
AATSC3i,-0.06322087071834327
AATSC3m,-0.9163119677396286
AATSC3p,-0.016957056780848963
AATSC3s,-0.0719596290913391
AATSC3v,-2.9828707378469135
AATSC4Z,-0.04372264976610856
AATSC4c,-0.003113972486527412
AATSC4d,-0.036542427443287555
AATSC4i,-0.32188528373086917
AATSC4m,-0.23740687143503672
AATSC4p,-0.035682507129034834
AATSC4s,-0.2245283045230232
AATSC4v,-3.8207594100659743
AATSC5Z,-0.9299788285754784
AATSC5c,0.002934205345403001
