DLiP-ID,C0026H
DLiP-Mol-ID,28786
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1"
Standard Inchi Key(RDKit),RDHQFKQIGNGIED-MRVPVSSYSA-N
Canonical SMILES(RDKit),CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),203.238
MW Monoisotopic(RDKit),203.115758024
MolLogP(RDKit),-1.2357
XLogP(SDF),
XLogP(CDK),-1.001
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),66.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.414060329046936
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,466.8081377924922
qed,0.4140603290469362
Chi0,11.35337115112852
Chi1,6.2041959196710925
TPSA,66.43
Chi0n,9.071770588918131
Chi0v,9.071770588918131
Chi1n,4.380117365360953
Chi1v,4.380117365360953
Chi2n,4.280472105468622
Chi2v,4.280472105468622
Chi3n,1.4783254882230397
Chi3v,1.4783254882230397
Chi4n,1.174989881451553
Chi4v,1.174989881451553
MolMR,48.07740000000003
MolWt,203.23799999999997
fr_SH,0
Kappa1,12.9
Kappa2,4.95024333881867
Kappa3,7.544022314808277
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,203.3420689261142
MolLogP,-1.2356999999999976
NOCount,5
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,4.244430536983525
SMR_VSA1,23.915495574479017
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,19.448525210364934
SMR_VSA6,27.687772353944144
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
