DLiP-ID,C003BU
DLiP-Mol-ID,31268
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H16ClN3O3/c16-11-13(18-4-5-19-6-8-22-9-7-19)15(21)12-10(14(11)20)2-1-3-17-12/h1-3,18H,4-9H2"
Standard Inchi Key(RDKit),BMKPVDQDJQWBPD-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),321.764
MW Monoisotopic(RDKit),321.088019052
MolLogP(RDKit),0.8328
XLogP(SDF),
XLogP(CDK),0.707
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),71.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.885567851906991
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,137582.7821744821
qed,0.8855678519069914
Chi0,15.526733258565956
Chi1,10.681540550352057
TPSA,71.53
Chi0n,11.971828030088899
Chi0v,12.727756976107353
Chi1n,7.16396497356051
Chi1v,7.541929446569737
Chi2n,5.1275897765756815
Chi2v,5.5055542495849075
Chi3n,3.7468332614653006
Chi3v,4.107458291203268
Chi4n,2.5409793749481095
Chi4v,2.7954161137280438
MolMR,81.03870000000002
MolWt,321.764
fr_SH,0
Kappa1,15.147852854407125
Kappa2,6.558925308339387
Kappa3,2.8995325361705557
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,638.6747723622591
MolLogP,0.8327999999999995
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.6884863897026874
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,15.200676855804016
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,39.392789552676135
SMR_VSA7,40.316282860251185
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
