DLiP-ID,C000LH
AATSC4v,-8.68009283993232
AATSC5Z,-0.24898299903590673
AATSC5c,-0.0018648202385583468
AATSC5d,-0.0009229430714604809
AATSC5i,0.02637543034756076
AATSC5m,-1.1094388634396963
AATSC5p,0.008651845453682812
AATSC5s,-0.04562183371087126
AATSC5v,1.027543946008292
AATSC6Z,0.7760198807429267
AATSC6c,0.004231203640584933
AATSC6d,0.009741837873362958
AATSC6i,-0.16873986945807012
AATSC6m,3.5987774569900948
AATSC6p,-0.011197099485515592
AATSC6s,0.08411282488957042
AATSC6v,0.5779425093469065
AATSC7Z,0.253039245655701
AATSC7c,-0.004238340054196634
AATSC7d,0.009946622145930836
AATSC7i,0.014897502555911992
AATSC7m,1.3398823359199246
AATSC7p,0.015630679479134615
AATSC7s,-0.1754129620485112
AATSC7v,4.4131130525354
AATSC8Z,-1.443770826427537
AATSC8c,0.0011193549902019722
AATSC8d,-0.09354664247457213
AATSC8i,0.09076876384345522
AATSC8m,-6.824757867190635
AATSC8p,-0.004441084483712698
AATSC8s,-0.10491043303461524
AATSC8v,-5.284112324802537
ATS0are,273.7197999999999
ATS1are,292.774
ATS2are,471.2080000000001
ATS3are,536.3039
ATS4are,582.721
ATS5are,573.0689999999998
ATS6are,495.3180000000001
ATS7are,443.906
ATS8are,399.0740000000001
ATSC0dv,187.1627906976744
ATSC0pe,5.781562790697672
ATSC0se,4.054441860465115
ATSC1dv,60.80638182801515
ATSC1pe,0.43740173066522414
ATSC1se,0.17500158788534342
ATSC2dv,7.607355327203916
ATSC2pe,-0.7195647376960521
ATSC2se,-0.7082899491617082
ATSC3dv,-17.64359113034072
ATSC3pe,1.004409897241752
ATSC3se,0.7159765516495407
ATSC4dv,-42.73985938345051
ATSC4pe,-0.7198166035694962
ATSC4se,-0.3133755651703616
ATSC5dv,-5.859924283396439
ATSC5pe,-0.9796552731206059
ATSC5se,-0.6206584921579229
ATSC6dv,40.77068685776096
ATSC6pe,1.1892009194158994
ATSC6se,0.5933102563547863
ATSC7dv,-18.656571119524056
ATSC7pe,-1.030530989724176
ATSC7se,-1.0193070784207672
ATSC8dv,-55.79286100594916
ATSC8pe,-1.0113370470524596
ATSC8se,-0.2860357057869109
AXp-0dv,0.5593386384499437
AXp-1dv,0.2860129137056372
AXp-2dv,0.14762337673185014
AXp-3dv,0.07886691181861866
AXp-4dv,0.0416933358375246
AXp-5dv,0.02238705749590267
AXp-6dv,0.011111522292849714
AXp-7dv,0.005887112119790905
BertzCT,858.870469560701
ECIndex,610
ETA_eta,16.300674329472
GATS1dv,0.4862077534791252
GATS1pe,0.6797124137997613
GATS1se,0.7511515447695418
GATS2dv,0.93603958441134
GATS2pe,1.0463377018098021
GATS2se,1.1227786521030703
GATS3dv,0.9911158051689861
GATS3pe,0.8438592084219603
GATS3se,0.8732489259554552
GATS4dv,1.1010571188255085
GATS4pe,1.1378757332852791
GATS4se,1.1502812145781498
GATS5dv,1.0500623973550003
GATS5pe,1.1297319670828379
GATS5se,1.1166890170014134
GATS6dv,0.9416428643329894
GATS6pe,0.9355996023781868
GATS6se,0.9744433974477054
GATS7dv,1.1594184890656063
GATS7pe,1.32381838743486
GATS7se,1.4062583008860947
GATS8dv,1.2686041011992562
GATS8pe,1.273655239684232
GATS8se,1.2282653661132399
LogEE_A,4.138070091926595
LogEE_D,143.17234246492126
MATS1dv,0.3104456593770709
MATS1pe,0.0722921585179798
MATS1se,0.04124457700712972
MATS2dv,0.02394196465045351
MATS2pe,-0.07331118194176552
MATS2se,-0.10290242213869473
MATS3dv,-0.0482565914039572
MATS3pe,0.08893135436141833
MATS3se,0.09039759819357855
MATS4dv,-0.10790476918707535
MATS4pe,-0.05883065404310159
MATS4se,-0.03652255202022604
MATS5dv,-0.014633665398910905
MATS5pe,-0.07919698747400652
MATS5se,-0.07154878333141722
MATS6dv,0.11856865138284219
MATS6pe,0.11195702612317791
MATS6se,0.07965116697314932
MATS7dv,-0.06212003342265246
MATS7pe,-0.11107982181634683
MATS7se,-0.15667269998684064
MATS8dv,-0.20674541460911952
MATS8pe,-0.12131861283647968
MATS8se,-0.04892895476810264
MAXaaCH,1.942597718437885
MAXaasC,1.0133880870068297
MAXdssC,-0.2922872837406567
MAXsCH3,1.570587794731949
MAXssNH,2.8147050037237626
MDEC-11,0.19999999999999996
MDEC-12,2.417673827835023
MDEC-13,2.67619311800022
MDEC-22,10.173791628972234
MDEC-23,16.32573778133242
MDEC-33,5.969630593605459
MDEN-22,0.33333333333333337
MDEO-12,0.454280148208035
MDEO-22,0.6694329500821695
MINaaCH,1.598785903250189
MINaasC,0.22288519883261948
MINdssC,-0.2922872837406567
MINsCH3,1.5599963239555592
MINssNH,2.8147050037237626
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2857142857142858
SM1_Dzi,1.1430359144285005
SM1_Dzm,1.28206267335915
SM1_Dzp,-5.365540693720244
SM1_Dzv,-2.2346271687189603
SddssSe,0
SpAD_Dt,431.4230211868303
SpAbs_A,33.07493686009421
SpAbs_D,286.34468492984274
SpMAD_A,1.3229974744037685
SpMAD_D,11.45378739719371
SpMax_A,2.4006004807785084
SpMax_D,143.17234246492126
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.59
TpiPC10,8.42696414327062
VAdjMat,5.754887502163468
VE1_DzZ,4.920764722771894
VE1_Dzi,4.918002400868672
VE1_Dzm,4.920755898150938
VE1_Dzp,4.892739829497707
VE1_Dzv,4.911848147972511
VE2_DzZ,0.19683058891087576
VE2_Dzi,0.19672009603474688
VE2_Dzm,0.19683023592603754
VE2_Dzp,0.19570959317990827
VE2_Dzv,0.19647392591890042
VE3_DzZ,2.5097546817578564
VE3_Dzi,2.5091931638479212
VE3_Dzm,2.509752888412845
VE3_Dzp,2.5040431707866126
VE3_Dzv,2.507941007740423
VR1_DzZ,144.37216546621931
VR1_Dzi,144.7389853034117
VR1_Dzm,144.37404298610664
VR1_Dzp,147.98173369405328
VR1_Dzv,145.9113209499261
VR2_DzZ,5.774886618648773
VR2_Dzi,5.789559412136469
VR2_Dzm,5.774961719444266
VR2_Dzp,5.919269347762131
VR2_Dzv,5.836452837997045
VR3_DzZ,5.888685179823069
VR3_Dzi,5.891222750809545
VR3_Dzm,5.8886981844605835
VR3_Dzp,5.913379577035147
VR3_Dzv,5.8992897782920695
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.026352313834736494
Xch-6dv,0.0824835900059501
Xch-7dv,0.08812026216242463
Xpc-4dv,0.9938890146236475
Xpc-5dv,1.1709507059537607
Xpc-6dv,1.2785773981182436
Zagreb1,126.0
Zagreb2,146.0
fragCpx,129.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,27
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.365576744186044
AATS1are,6.506088888888889
AATS2are,6.454904109589042
AATS3are,6.384570238095238
AATS4are,6.403527472527473
AATS5are,6.229010869565216
AATS6are,6.269848101265824
AATS7are,6.433420289855072
AATS8are,6.436677419354841
AATSC0dv,4.3526230394808
AATSC0pe,0.1344549486208761
AATSC0se,0.09428934559221197
AATSC1dv,1.3512529295114477
AATSC1pe,0.009720038459227203
AATSC1se,0.003888924175229854
AATSC2dv,0.10421034694799884
AATSC2pe,-0.009857051201315782
AATSC2se,-0.009702602043311071
AATSC3dv,-0.21004275155167523
AATSC3pe,0.011957260681449427
AATSC3se,0.008523530376780246
AATSC4dv,-0.46966878443352206
AATSC4pe,-0.00791007256669776
AATSC4se,-0.0034436875293446328
AATSC5dv,-0.0636948291673526
AATSC5pe,-0.010648426881745715
AATSC5se,-0.006746287958238293
AATSC6dv,0.516084643769126
AATSC6pe,0.015053176195137968
AATSC6se,0.007510256409554257
AATSC7dv,-0.27038508868875444
AATSC7pe,-0.014935231735132984
AATSC7se,-0.014772566353924162
AATSC8dv,-0.899884854934664
AATSC8pe,-0.016311887855684833
AATSC8se,-0.004613479125595337
AETA_eta,0.6520269731788799
ATSC0are,6.268227906976741
ATSC1are,0.42755219037317554
ATSC2are,-0.9008752839372616
ATSC3are,1.181519902650082
ATSC4are,-0.6651799891833402
ATSC5are,-1.1046318009734983
ATSC6are,1.1718557057869112
ATSC7are,-1.3076168739859362
ATSC8are,-0.8935007030827452
BCUTZ-1h,8.03369347952502
BCUTZ-1l,5.690155143963217
BCUTc-1h,0.44638563247253465
BCUTc-1l,-0.5283334817712712
BCUTd-1h,3.184083368481566
BCUTd-1l,0.9779256968376843
BCUTi-1h,14.565005285726608
BCUTi-1l,10.95073330687141
BCUTm-1h,16.016481894634627
BCUTm-1l,11.701947988573757
BCUTp-1h,1.9940778520503988
BCUTp-1l,0.7157391222472693
BCUTs-1h,7.008271188631054
BCUTs-1l,1.426467656585728
BCUTv-1h,20.89993452943645
BCUTv-1l,14.681708378465146
BalabanJ,1.412721475045604
Diameter,15
ETA_beta,34.5
GATS1are,0.7032875530514788
GATS2are,1.0758916789016433
GATS3are,0.8471852138767013
GATS4are,1.145038381656943
GATS5are,1.1349229064987476
GATS6are,0.9492259447585687
GATS7are,1.3627664088721052
GATS8are,1.2704393241577767
HybRatio,0.15789473684210525
Lipinski,True
LogEE_Dt,215.71151059341514
MATS1are,0.06517789028479727
MATS2are,-0.08465750964803882
MATS3are,0.09649069456754071
MATS4are,-0.050144286986567844
MATS5are,-0.08236702716352069
MATS6are,0.10175850658442583
MATS7are,-0.13000351729165494
MATS8are,-0.09886142952829477
MAXssCH2,0.4287949927190544
MINssCH2,0.4287949927190544
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,1.3572521419828643
SM1_Dzse,1.2745051870999227
SMR_VSA1,18.791358028645266
SMR_VSA2,0.0
SMR_VSA3,10.473451861131776
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,14.219595082555067
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
SpAD_DzZ,221.1399117123164
SpAD_Dzi,219.6964366674394
SpAD_Dzm,221.17974892571607
SpAD_Dzp,297.5241136559672
SpAD_Dzv,265.1903559313074
SpAbs_Dt,431.4230211868302
SpDiam_A,4.738592331207762
SpDiam_D,220.07025096600717
SpMAD_Dt,17.25692084747321
SpMax_Dt,215.71151059341514
SsssssAs,0
VE1_Dzpe,4.920676521291752
VE1_Dzse,4.9207718877260325
VE2_Dzpe,0.1968270608516701
VE2_Dzse,0.1968308755090413
VE3_Dzpe,2.50973675725311
VE3_Dzse,2.5097561378219697
VMcGowan,250.72999999999996
VR1_Dzpe,144.3687582641502
VR1_Dzse,144.373537788217
VR2_Dzpe,5.7747503305660075
VR2_Dzse,5.77494151152868
VR3_Dzpe,5.888661579413226
VR3_Dzse,5.888694685225104
mZagreb1,7.527777777777779
mZagreb2,5.750000000000001
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,36
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14577274202271492
AATSC1are,0.009501159786070568
AATSC2are,-0.012340757314209062
AATSC3are,0.014065713126786691
AATSC4are,-0.007309670210805936
AATSC5are,-0.012006867401885852
AATSC6are,0.014833616528948244
AATSC7are,-0.018950969188201973
AATSC8are,-0.014411301662624923
AETA_beta,1.38
BCUTdv-1h,6.0336052485375005
BCUTdv-1l,0.9966232906076701
BCUTpe-1h,3.5155711540905608
BCUTpe-1l,2.2385528432738577
BCUTse-1h,3.7238022448868984
BCUTse-1l,2.4345940011610328
ETA_alpha,11.633333333333335
ETA_dBeta,2.5
ETA_eta_B,0.2071736643162918
ETA_eta_F,25.536550137713714
ETA_eta_L,4.78224219794926
ETA_eta_R,41.83722446718571
ETA_psi_1,0.5444617784711392
LabuteASA,144.90916828266973
LogEE_DzZ,110.62138442758678
LogEE_Dzi,109.89393977029684
LogEE_Dzm,110.64115696979239
LogEE_Dzp,147.6889486892395
LogEE_Dzv,132.14825253190992
PEOE_VSA1,19.313609448579776
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.4884985994335
PEOE_VSA7,23.762552697081826
PEOE_VSA8,18.17457496607118
PEOE_VSA9,14.219595082555067
SM1_Dzare,1.5141926477431362
SpAD_Dzpe,220.0057298960339
SpAD_Dzse,221.30904790969458
SpAbs_DzZ,219.9570545694594
SpAbs_Dzi,218.64484362616523
SpAbs_Dzm,220.0002512662258
SpAbs_Dzp,300.7434380721994
SpAbs_Dzv,266.5311322325388
SpDiam_Dt,313.5255576670635
SpMAD_DzZ,8.845596468492657
SpMAD_Dzi,8.787857466697576
SpMAD_Dzm,8.847189957028643
SpMAD_Dzp,11.900964546238688
SpMAD_Dzv,10.607614237252296
SpMax_DzZ,110.62138442758678
SpMax_Dzi,109.89393977029684
SpMax_Dzm,110.64115696979239
SpMax_Dzp,147.6889486892395
SpMax_Dzv,132.14825253190992
VE1_Dzare,4.92083320880703
VE2_Dzare,0.1968333283522812
VE3_Dzare,2.509768599423588
VR1_Dzare,144.31548022014312
VR2_Dzare,5.772619208805724
VR3_Dzare,5.888292469932973
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4653333333333334
AETA_dBeta,0.1
AETA_eta_B,0.008286946572651673
AETA_eta_F,1.0214620055085486
AETA_eta_L,0.19128968791797038
AETA_eta_R,1.6734889786874285
BCUTare-1h,3.5699161753680384
BCUTare-1l,2.1888398427294895
ETA_beta_s,16.0
ETA_dPsi_A,0.16953822152886078
ETA_dPsi_B,0.0
ETA_eta_BR,0.4651736643162918
ETA_eta_FL,7.424797700107544
ETA_eta_RL,12.207039898056804
LogEE_Dzpe,110.05715503369626
LogEE_Dzse,110.7055041623313
PEOE_VSA10,0.0
PEOE_VSA11,22.953199080290712
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,14.790514511606428
SlogP_VSA2,25.283438069032016
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,16.051916670617278
SlogP_VSA6,59.12039855312784
SlogP_VSA7,0.0
SlogP_VSA8,11.323698910571437
SlogP_VSA9,0.0
SpAD_Dzare,218.01267766433585
SpAbs_Dzpe,218.75705792540975
SpAbs_Dzse,220.1365031375628
SpDiam_DzZ,172.92674990458124
SpDiam_Dzi,170.9060154188862
SpDiam_Dzm,172.952774951913
SpDiam_Dzp,222.23611769751074
SpDiam_Dzv,202.7096531594491
SpMAD_Dzpe,8.800229195841355
SpMAD_Dzse,8.852361916387784
SpMax_Dzpe,110.05715503369626
SpMax_Dzse,110.7055041623313
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.64
AETA_eta_BR,0.018606946572651672
AETA_eta_FL,0.29699190800430175
AETA_eta_RL,0.48828159592227216
DetourIndex,2609
EState_VSA1,0.0
EState_VSA2,11.601107724199966
EState_VSA3,23.804027491354827
EState_VSA4,11.126902983393991
EState_VSA5,0.0
EState_VSA6,32.418696287939895
EState_VSA7,36.39820241076966
EState_VSA8,10.473451861131776
EState_VSA9,13.996820844573445
ETA_beta_ns,18.5
ETA_shape_p,0.11461318051575929
ETA_shape_x,0.0
ETA_shape_y,0.30085959885386815
GhoseFilter,True
LogEE_Dzare,109.06690653807766
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,216.61962042841236
SpDiam_Dzpe,172.0563319111542
SpDiam_Dzse,173.05443720095928
SpMAD_Dzare,8.720507106573434
SpMax_Dzare,109.06690653807766
TopoPSA(NO),73.59
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.289682303476946
VSA_EState9,52.87698436318972
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.74
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.034666666666666617
FilterItLogS,-5.5394108396100314
SpDiam_Dzare,170.65090373849256
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6224806201550388
ETA_epsilon_2,0.8546666666666662
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5432748538011698
ETA_epsilon_5,0.8333333333333329
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.18163554973250323
ETA_dEpsilon_B,0.079205766353869
ETA_dEpsilon_C,-0.10242978337863423
ETA_dEpsilon_D,0.021333333333333315
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.19999999999999996,2.417673827835023,2.67619311800022,0.0,10.173791628972234,16.32573778133242,0.0,5.969630593605459,0.0,0.0,0.0,0.454280148208035,0.6694329500821695,0.0,0.0,0.0,0.33333333333333337,0.0,0.0"
APolDescriptor,50.850273999999985
BCUTDescriptor,"11.996157108567857,15.999298955141708,-0.3749950286990736,0.25218604441915105,4.887009666695349,9.50478485776909"
BPolDescriptor,27.043725999999996
TPSADescriptor,73.59
ALOGPDescriptor,"3.311899999999999,10.968681609999994,94.1151"
XLogPDescriptor,3.2920000000000007
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,338.12665719999995
ChiPathDescriptor,"17.6480536021256,12.207039898056806,10.301669915163458,8.969321908768167,7.03644653841769,5.336807651281572,3.5695762047278707,2.418707975130368,13.983465961248593,7.722348670052204,5.314441562346607,3.706744855475079,2.376520142738902,1.4999328522254793,0.7778065604994794,0.42975918474473596"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3061862178478973,0.4593401976868631,0.0,0.0,0.026352313834736494,0.0824835900059501,0.08812026216242463"
AtomCountDescriptor,43
BondCountDescriptor,27
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2731597389607807,0.0,0.2845177968644246,0.0,0.4935419175725014,0.0,0.04670690083921679,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,13,2,1,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"50.856595836935384,2.0342638334774152,17.368462998529345,11.254624086161373,6.113838912367971"
FractionalPSADescriptor,0.21764033811883676
WienerNumbersDescriptor,"1725.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3499775739228217,4.842664213560658,5.920907497607846,0.9938890146236473,1.1709507059537598,1.1454747692326166"
FractionalCSP3Descriptor,0.15789473684210525
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,9.796296296296296,5.258488003621548"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1425.06
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.15789473684210525
AutocorrelationDescriptorMass,"28.817836744716743,30.04455925940334,40.04110708002936,41.341466460798905,37.31385002588331"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5966225683139469,-0.263983908850619,-0.10049580245118887,0.14078339194371128,-0.12725820854296088"
EccentricConnectivityIndexDescriptor,610
AutocorrelationDescriptorPolarizability,"1429.0714232770135,1637.655650982859,2186.222493062006,2083.914633400987,1792.7633296492813"
