DLiP-ID,C1007J
DLiP-Mol-ID,34715
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H20F3N3O3/c25-24(26,27)18-9-7-16(8-10-18)20-19(21(31)17-5-2-1-3-6-17)22(32)23(33)30(20)13-4-12-29-14-11-28-15-29/h1-3,5-11,14-15,20,32H,4,12-13H2"
Standard Inchi Key(RDKit),RYYDDWFIBLQEMU-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc(C(F)(F)F)cc1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),455.436
MW Monoisotopic(RDKit),455.14567616
MolLogP(RDKit),4.5705
XLogP(SDF),
XLogP(CDK),4.789
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),75.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.529878705730721
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,33196918.269126922
qed,0.5298787057307213
Chi0,23.587211190881014
Chi1,15.769875513468989
TPSA,75.43
Chi0n,17.36611822498002
Chi0v,17.36611822498002
Chi1n,10.238592986338983
Chi1v,10.238592986338983
Chi2n,7.632345759103265
Chi2v,7.632345759103265
Chi3n,5.51254060470615
Chi3v,5.51254060470615
Chi4n,3.9048450519012774
Chi4v,3.9048450519012774
MolMR,113.1693
MolWt,455.4360000000001
