DLiP-ID,P0000S
MATS2v,-0.008414590317247441
MATS3Z,-0.05732645537747088
MATS3c,-0.038220953915688805
MATS3d,-0.04997881072400407
MATS3i,0.010811086702839501
MATS3m,-0.055106607318740924
MATS3p,0.022465879803543563
MATS3s,-0.0929715125843105
MATS3v,0.0022618314118613473
MATS4Z,-0.05868522726458172
MATS4c,0.02482395111968034
MATS4d,-0.10891141602867258
MATS4i,-0.09915697915333295
MATS4m,-0.05961958928269352
MATS4p,-0.0820867990415967
MATS4s,-0.02745560855644323
MATS4v,-0.08100635075376576
MATS5Z,0.01849264666673777
MATS5c,0.0913818878353558
MATS5d,-0.02777164252884442
MATS5i,-0.03147448715945105
MATS5m,0.016869460996102648
MATS5p,-0.006169690764163165
MATS5s,0.008955688436111059
MATS5v,-0.011790398877856052
MATS6Z,-0.10311210813482635
MATS6c,-0.09341276951362089
MATS6d,-0.02380336351875809
MATS6i,-0.01743938970160635
MATS6m,-0.10184933272363983
MATS6p,-0.017732731712577367
MATS6s,-0.14483562346464351
MATS6v,-0.05086381291872624
MATS7Z,0.13126366418889374
MATS7c,-0.021092032482234038
MATS7d,-0.15317534987651418
MATS7i,-0.11492102682126769
MATS7m,0.1287779567605092
MATS7p,-0.1302609374202212
MATS7s,-0.010449957999853259
MATS7v,-0.00905466842615656
MATS8Z,-0.10599639265413206
MATS8c,0.18671699583362378
MATS8d,-0.06944372574385513
MATS8i,-0.08270075204559947
MATS8m,-0.10740135583233734
MATS8p,-0.10131295026420116
MATS8s,-0.03702632366409442
MATS8v,-0.12129232076617302
MAXdsN,3.383495251021995
MAXsOH,9.833836664678115
MAXssO,5.760601269254769
MINdsN,3.383495251021995
MINsOH,8.831925674867595
MINssO,5.6809496252204585
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.88652597213039
SpAD_D,349.21610207642243
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7099058362816821
SssNH2,0
SsssAs,0
SsssCH,-0.4636264698972137
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1256
TMWC10,140.94015022490268
TSRW10,80.20405216404282
VE1_Dt,5.436684452363665
VE2_Dt,0.18122281507878885
VE3_Dt,2.791781688061722
VR1_Dt,188.31792850597478
VR2_Dt,6.277264283532492
VR3_Dt,6.336743932257506
Xc-3dv,0.809290915251089
Xc-4dv,0.0
Xc-5dv,0.13014799874529193
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4291524928550882
Xch-7d,0.7943732386528312
Xp-0dv,15.869076822118485
Xp-1dv,9.404235262777751
Xp-2dv,7.084110553837273
Xp-3dv,5.151920180202212
Xp-4dv,3.746409796818906
Xp-5dv,2.6111631721072106
Xp-6dv,1.5410336992331346
Xp-7dv,1.0008415935530819
Xpc-4d,4.69706249232105
Xpc-5d,8.052615121466232
Xpc-6d,13.065163905089491
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,52
nFRing,2
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,7.948760523779129
AATS0dv,10.040816326530612
AATS0pe,6.675342857142857
AATS0se,8.106241142857142
AATS1dv,9.057692307692308
AATS1pe,6.738598076923076
AATS1se,8.008464538461538
AATS2dv,7.666666666666667
AATS2pe,6.600973563218392
AATS2se,7.928022022988507
AATS3dv,6.077586206896552
AATS3pe,6.507923275862068
AATS3se,7.926437103448277
AATS4dv,5.959016393442623
AATS4pe,6.522202459016394
AATS4se,7.95891118032787
AATS5dv,5.804878048780488
AATS5pe,6.519226829268292
AATS5se,7.982088682926829
AATS6dv,5.939130434782609
AATS6pe,6.56928
AATS6se,8.029961947826086
AATS7dv,6.009090909090909
AATS7pe,6.474348181818181
AATS7se,7.930094727272728
AATS8dv,5.45
AATS8pe,6.729134
AATS8se,8.232799720000001
AATSC0Z,7.620158267388588
AATSC0c,0.03896003568290003
AATSC0d,0.6438983756768013
AATSC0i,1.415911226358695
AATSC0m,35.93080446897126
AATSC0p,0.22927077756265304
AATSC0s,2.551737701883474
AATSC0v,47.04999440158065
AATSC1Z,-0.03931054368372152
AATSC1c,-0.01929325072472712
AATSC1d,0.20225547047704484
AATSC1i,0.18599144224343372
AATSC1m,-0.06503701253484177
AATSC1p,0.02609394948064479
AATSC1s,-0.19708045436908408
AATSC1v,3.8164481145623688
AATSC2Z,0.14549971994427613
AATSC2c,-0.00042584081546826656
AATSC2d,0.025817786650198477
AATSC2i,0.002029532226934155
AATSC2m,0.6238438493491694
AATSC2p,-0.0005139766712533581
AATSC2s,0.4360317353933519
AATSC2v,-0.3959064273180868
AATSC3Z,-0.4368366628847177
AATSC3c,-0.0014890897283897134
AATSC3d,-0.03218127504344452
AATSC3i,0.015307539031687658
AATSC3m,-1.9800247325180607
AATSC3p,0.005150769731187535
AATSC3s,-0.237238913862519
AATSC3v,0.10641915526539564
AATSC4Z,-0.4471907197137805
AATSC4c,0.0009671420214133122
AATSC4d,-0.07012788387352262
AATSC4i,-0.14039747995501922
AATSC4m,-2.1421798050368355
AATSC4p,-0.01882010424389612
