DLiP-ID,T0029Q
DLiP-Mol-ID,18403
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H21F3N2O4S/c1-33-19-4-2-3-5-21(19)34-20-7-6-14(10-17(20)24(25,26)27)15-8-9-28-22(11-15)29-13-16(30)12-18(29)23(31)32/h2-11,16,18,30H,12-13H2,1H3,(H,31,32)/t16-,18+/m1/s1"
Standard Inchi Key(RDKit),HQRUSYULBHQARY-AEFFLSMTSA-N
Canonical SMILES(RDKit),COc1ccccc1Sc1ccc(-c2ccnc(N3C[C@H](O)C[C@H]3C(=O)O)c2)cc1C(F)(F)F
SMILES(SDF),
MW(SDF),
MW(RDKit),490.503
MW Monoisotopic(RDKit),490.117412812
MolLogP(RDKit),4.9514
XLogP(SDF),
XLogP(CDK),3.597
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),82.89
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.505908511619848
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,41706486.22322177
qed,0.5059085116198481
Chi0,24.4574546788841
Chi1,16.168053661235913
TPSA,82.89
Chi0n,17.98990946506772
Chi0v,18.80640604599544
Chi1n,10.331499293420078
Chi1v,11.147995874347803
Chi2n,7.760257424992305
Chi2v,8.844034381479132
Chi3n,5.511121779164691
Chi3v,6.6442113781128604
Chi4n,3.8977898255485064
Chi4v,4.953981564982154
MolMR,121.18560000000005
MolWt,490.50300000000016
fr_SH,0
Kappa1,23.902719166236164
Kappa2,9.55360901065041
Kappa3,4.972733090390052
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1204.8307366028894
MolLogP,4.951400000000004
NOCount,6
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.706855116408417
SMR_VSA1,32.91570007057775
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,34.5338943083013
SMR_VSA6,18.554463678040587
SMR_VSA7,66.35759867946456
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,1
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,197.55708789810853
NHOHCount,2
PEOE_VSA1,19.84982747433194
PEOE_VSA2,0.0
PEOE_VSA3,9.77851570501903
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,29.960986154775945
