DLiP-ID,P0005B
DLiP-Mol-ID,23340
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23N5O/c28-27-19-4-2-16-13-17(1-3-18(16)19)21-20(14-5-9-23-10-6-14)25-22(26-21)15-7-11-24-12-8-15/h1,3,5-6,9-10,13,15,23-24H,2,4,7-8,11-12H2,(H,25,26)"
Standard Inchi Key(RDKit),GRRXVMYMOIITEW-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=NC1=c2ccc(=c3nc(C4CCNCC4)[nH]c3=C3C=CNC=C3)cc2CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),373.46
MW Monoisotopic(RDKit),373.190260356
MolLogP(RDKit),1.76578
XLogP(SDF),
XLogP(CDK),2.989
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),82.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.700945253925683
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,7151938.898094031
qed,0.7009452539256833
Chi0,18.92407448406449
Chi1,13.830831138144495
TPSA,82.17
Chi0n,15.664118322100075
Chi0v,15.664118322100075
Chi1n,9.93218093373913
Chi1v,9.93218093373913
Chi2n,7.568506750924643
Chi2v,7.568506750924643
Chi3n,5.8858046094809096
Chi3v,5.8858046094809096
Chi4n,4.363558457585148
Chi4v,4.363558457585148
MolMR,109.14410000000004
MolWt,373.46000000000004
fr_SH,0
Kappa1,17.131782584925666
Kappa2,7.203109789379788
Kappa3,2.9947091793416525
