DLiP-ID,C0020D
DLiP-Mol-ID,27506
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H9Cl2N3O2/c14-9-5-4-8(7-10(9)15)13(19)20-18-12(16)11-3-1-2-6-17-11/h1-7H,(H2,16,18)"
Standard Inchi Key(RDKit),CFVNVLRHAKDKAW-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(NOC(=O)c1ccc(Cl)c(Cl)c1)c1ccccn1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.14
MW Monoisotopic(RDKit),309.007181888
MolLogP(RDKit),3.07537
XLogP(SDF),
XLogP(CDK),4.026
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),75.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.50766264173225
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,35364.42310247668
qed,0.5076626417322498
Chi0,14.535169427003234
Chi1,9.575387400469406
TPSA,75.07
Chi0n,10.06109100677352
Chi0v,11.572948898810429
Chi1n,5.49885160250956
Chi1v,6.254780548528014
Chi2n,3.710447487570796
Chi2v,4.524847741052008
Chi3n,2.3221274056002112
Chi3v,3.0611566843382283
Chi4n,1.3423330981635078
Chi4v,1.6404242797861175
MolMR,76.07890000000002
MolWt,310.14
fr_SH,0
Kappa1,14.302294745904305
Kappa2,6.362288275514512
Kappa3,3.4642103446102404
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,1
fr_azo,0
BertzCT,647.3194576175111
MolLogP,3.0753700000000004
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9845819481851024
SMR_VSA1,9.632125767808455
SMR_VSA2,5.409283605791522
SMR_VSA3,10.464075119068411
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,63.89769209641085
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,124.50888100096552
NHOHCount,2
PEOE_VSA1,4.8375885837366335
PEOE_VSA2,10.39326212673873
PEOE_VSA3,4.794537184071822
PEOE_VSA4,5.480096598121202
PEOE_VSA5,0.0
PEOE_VSA6,29.26824684892664
PEOE_VSA7,30.33183534230805
PEOE_VSA8,6.196843571613076
