DLiP-ID,T007Z4
DLiP-Mol-ID,26350
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H24N4O4/c1-25-13-15-11-14(7-8-17(15)24-18(21(25)29)12-19(26)27)20(28)23-10-9-22-16-5-3-2-4-6-16/h2-8,11,18,22,24H,9-10,12-13H2,1H3,(H,23,28)(H,26,27)/t18-/m0/s1"
Standard Inchi Key(RDKit),ZIQYUBASERVYOD-SFHVURJKSA-N
Canonical SMILES(RDKit),CN1Cc2cc(C(=O)NCCNc3ccccc3)ccc2N[C@@H](CC(=O)O)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),396.447
MW Monoisotopic(RDKit),396.179755248
MolLogP(RDKit),1.7557
XLogP(SDF),
XLogP(CDK),2.034
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),110.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.530970424552332
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3204604.3499969603
qed,0.5309704245523316
Chi0,20.802754140504852
Chi1,13.935560745775549
TPSA,110.77000000000001
Chi0n,16.14375160984433
Chi0v,16.14375160984433
Chi1n,9.371556988974675
Chi1v,9.371556988974675
Chi2n,6.909715295209134
Chi2v,6.909715295209134
Chi3n,4.671214401659874
Chi3v,4.671214401659874
Chi4n,3.2093883536557954
Chi4v,3.2093883536557954
MolMR,109.84440000000006
MolWt,396.4470000000002
fr_SH,0
Kappa1,20.19113888142375
Kappa2,9.094354294584862
Kappa3,5.249573145210503
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,900.8090362283659
MolLogP,1.7556999999999994
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.6177119000093896
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,19.007418857986544
SMR_VSA6,30.770762002515
SMR_VSA7,59.65783953108687
SMR_VSA8,0.0
SMR_VSA9,0.0
