DLiP-ID,T000GB
DLiP-Mol-ID,15954
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H21N3O3S/c28-24(26-20-13-5-2-6-14-20)21(17-18-9-3-1-4-10-18)27-31(29,30)22-15-7-11-19-12-8-16-25-23(19)22/h1-16,21,27H,17H2,(H,26,28)"
Standard Inchi Key(RDKit),BGFDPSAWVYYBHE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccccc1)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12
SMILES(SDF),
MW(SDF),
MW(RDKit),431.517
MW Monoisotopic(RDKit),431.130362532
MolLogP(RDKit),3.7631
XLogP(SDF),
XLogP(CDK),3.683
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),88.16
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.466343159731526
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,12838336.55729586
qed,0.4663431597315258
Chi0,21.683587508058327
Chi1,15.026806570407933
TPSA,88.16000000000001
Chi0n,16.6022681147656
Chi0v,17.418764695693326
Chi1n,9.787389348936722
Chi1v,11.270552596531116
Chi2n,7.050142846389199
Chi2v,8.732545087798714
Chi3n,4.823089813803564
Chi3v,6.3263707188273335
Chi4n,3.3323747241450348
Chi4v,4.707098984841908
MolMR,121.07020000000003
MolWt,431.51700000000017
fr_SH,0
Kappa1,20.71186027324128
Kappa2,9.074478753537328
Kappa3,4.961985727746088
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1288.2322601994913
MolLogP,3.7631000000000023
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.6615136895945568
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.706073385399296
SMR_VSA4,0.0
SMR_VSA5,17.358145927591746
SMR_VSA6,5.316788604006331
SMR_VSA7,102.75580109023426
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,180.56375274717143
NHOHCount,2
PEOE_VSA1,5.316788604006331
PEOE_VSA2,9.77851570501903
PEOE_VSA3,8.417796984328938
