DLiP-ID,P000ET
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,11.65669156263541
EState_VSA3,5.687386274683562
EState_VSA4,0.0
EState_VSA5,19.056471336613843
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,5.106527394840706
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,30.500000000000004
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.125
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.5099999999999998
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,11
HeavyAtomMolWt,142.093
MaxEStateIndex,10.524468537414966
MinEStateIndex,-0.11510204081632636
NumHeteroatoms,3
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.3636363636363635
FpDensityMorgan2,1.9090909090909092
FpDensityMorgan3,2.3636363636363638
MaxPartialCharge,0.22074743631242583
MinPartialCharge,-0.5079643157925783
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,10.524468537414966
MinAbsEStateIndex,0.11510204081632636
NumAliphaticRings,0
NumRotatableBonds,1
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5079643157925783
MinAbsPartialCharge,0.22074743631242583
NumRadicalElectrons,0
NumValenceElectrons,58
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,1
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,151.063328528
MZ,0.6666666666666666
Mi,1.128915690523343
Mm,0.629277329114978
Mp,0.6606328443113771
Mv,0.63128934459597
SZ,13.333333333333332
Si,22.57831381046686
Sm,12.58554658229956
Sp,13.212656886227544
Sv,12.6257868919194
nB,0
nC,8
nF,0
nH,9
nI,0
nN,1
nO,2
nP,0
nS,0
nX,0
ABC,8.10634399227556
AMW,7.5531664264
IC0,1.595461844238322
IC1,3.2841837197791888
IC2,3.684183719779189
IC3,4.0841837197791895
IC4,4.0841837197791895
IC5,4.0841837197791895
MID,21.39259690592916
Mpe,0.9827450980392157
Mse,1.0159868900218498
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,42.41050000000002
SdO,10.524468537414966
SdS,0
Spe,19.654901960784315
SsF,0
SsI,0
Sse,20.319737800436997
StN,0
fMF,0.3
nBr,0
nCl,0
AMID,1.9447815369026509
BIC0,0.34797707592752963
BIC1,0.7162945649528494
BIC2,0.803536281747062
BIC3,0.8907779985412748
BIC4,0.8907779985412748
BIC5,0.8907779985412748
CIC0,2.7264662506490405
CIC1,1.0377443751081739
CIC2,0.6377443751081735
CIC3,0.23774437510817314
CIC4,0.23774437510817314
CIC5,0.23774437510817314
GGI1,3.0
GGI2,0.8888888888888893
GGI3,0.5
GGI4,0.5022222222222223
GGI5,0.1736111111111111
GGI6,0.1616326530612245
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.2727272727272727
JGI2,0.0634920634920635
JGI3,0.04545454545454546
JGI4,0.0627777777777778
JGI5,0.028935185185185185
JGI6,0.05387755102040817
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,15.215235042528173
MIC1,27.218966693073373
MIC2,32.02336669307338
MIC3,32.42656669307337
MIC4,32.42656669307337
MIC5,32.42656669307337
MPC2,14
MPC3,14
MPC4,16
MPC5,18
MPC6,12
MPC7,10
MPC8,4
MPC9,0
Mare,0.9973999999999998
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.417927700727649
RPCG,0.2411415570760613
SIC0,0.3691551106844369
SIC1,0.7598885607708799
SIC2,0.8524398460347836
SIC3,0.9449911312986874
SIC4,0.9449911312986874
SIC5,0.9449911312986874
SaaN,0
SaaO,0
SaaS,0
Sare,19.947999999999997
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.878088151927438
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,31.90923688476644
TIC1,65.68367439558378
TIC2,73.68367439558378
TIC3,81.6836743955838
TIC4,81.6836743955838
TIC5,81.6836743955838
Vabc,141.69926050059215
WPol,11
apol,22.065136999999986
bpol,10.466862999999998
nRot,1
ABCGG,7.427049296444223
ATS0Z,474.0
ATS0d,59.0
ATS0i,3260.7563513532414
ATS0m,1871.3895949999996
ATS0p,28.809124143640993
ATS0s,128.58333333333331
ATS0v,4343.984641023407
ATS1Z,489.0
ATS1d,67.0
ATS1i,2976.2470430127505
ATS1m,1845.648643
ATS1p,34.93803045599999
ATS1s,77.16666666666666
ATS1v,5184.234198780781
ATS2Z,665.0
ATS2d,99.0
ATS2i,4734.960181123347
ATS2m,2487.7004620000007
ATS2p,46.856979054547
ATS2s,122.27777777777776
ATS2v,6764.859757290693
ATS3Z,607.0
ATS3d,94.0
ATS3i,6007.852510769598
ATS3m,2105.3343510000004
ATS3p,46.66669125569801
ATS3s,145.61111111111114
ATS3v,6571.966838922074
ATS4Z,447.0
ATS4d,75.0
ATS4i,5551.36853852584
ATS4m,1548.8153439999999
ATS4p,38.024692745641
ATS4s,107.16666666666667
ATS4v,5032.555818104135
ATS5Z,354.0
ATS5d,53.0
ATS5i,4202.340863697594
ATS5m,1224.853758
ATS5p,29.027325121093998
ATS5s,96.44444444444444
ATS5v,3832.836766624076
ATS6Z,217.0
ATS6d,34.0
ATS6i,3521.161267263444
ATS6m,694.045219
ATS6p,19.381388167094002
ATS6s,69.5
ATS6v,2466.3783702277274
ATS7Z,143.0
ATS7d,21.0
ATS7i,2245.708369238843
ATS7m,503.6727899999999
ATS7p,9.549011573943
ATS7s,67.66666666666666
ATS7v,1195.6529555387647
ATS8Z,38.0
ATS8d,5.0
ATS8i,893.8596544975001
ATS8m,76.61505600000001
ATS8p,3.2526162539999994
ATS8s,27.0
ATS8v,442.7911388723859
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.0
JGI10,0.0
JGT10,0.5272643956572529
Kier1,9.090909090909092
Kier2,4.13265306122449
Kier3,3.2653061224489797
MAXdO,10.524468537414966
MID_C,15.969636911513339
MID_N,1.9684464300976603
MID_O,3.454513564318158
MID_X,0.0
MID_h,5.422959994415818
MINdO,10.524468537414966
MPC10,0
MWC01,11.0
MWC02,3.9318256327243257
MWC03,4.672828834461906
MWC04,5.484796933490655
MWC05,6.251903883165888
MWC06,7.063903961472068
MWC07,7.842671474979457
MWC08,8.651549243915316
MWC09,9.436599066190539
MWC10,10.242563539313103
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.3505999999999998
SRW02,3.1354942159291497
SRW03,0.0
SRW04,4.3694478524670215
SRW05,0.0
SRW06,5.777652323222656
SRW07,0.0
SRW08,7.266128779556451
SRW09,0.0
SRW10,8.79527937019457
SaaCH,6.309537037037037
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.8837055933484512
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.11510204081632636
SdssS,0
SsCH3,1.437358276643991
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5819444444444444
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.0961568364421614
VE1_D,3.266901188718959
VE2_A,0.2814688033129238
VE2_D,0.296991017156269
VE3_A,1.2254717920143003
VE3_D,1.2791520667007732
VR1_A,39.74357732297205
VR1_D,39.5680954904223
VR2_A,3.61305248390655
VR2_D,3.597099590038391
VR3_A,3.777758431069154
VR3_D,3.773333303904935
WPath,166
Xc-3d,0.9010475702906073
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,8.267584713501616
Xp-1d,5.1815405503520555
Xp-2d,4.755446768199098
Xp-3d,2.9401663280389134
Xp-4d,2.2314841761768758
Xp-5d,1.7455584717366839
Xp-6d,0.7889911321932253
Xp-7d,0.5326569984497611
ZMIC0,36.87439173532016
ZMIC1,24.823155681218058
ZMIC2,18.864214539623557
ZMIC3,17.87105768269114
ZMIC4,17.87105768269114
ZMIC5,17.87105768269114
nAcid,0
nAtom,20
nBase,0
nRing,1
piPC1,2.772588722239781
piPC2,3.2771447329921766
piPC3,3.590439381300684
piPC4,4.066887715989061
piPC5,4.541298109393681
piPC6,4.22683374526818
piPC7,4.2018901887852635
piPC8,3.840795496139778
piPC9,0.0
AATS0Z,23.7
AATS0d,2.95
AATS0i,163.03781756766207
AATS0m,93.56947974999999
AATS0p,1.4404562071820497
AATS0s,6.429166666666665
AATS0v,217.19923205117033
AATS1Z,24.45
AATS1d,3.35
AATS1i,148.81235215063754
AATS1m,92.28243215
AATS1p,1.7469015227999996
AATS1s,3.858333333333333
AATS1v,259.21170993903905
AATS2Z,21.451612903225808
AATS2d,3.193548387096774
AATS2i,152.74065100397894
AATS2m,80.24840200000003
AATS2p,1.5115154533724837
AATS2s,3.9444444444444438
AATS2v,218.22128249324817
AATS3Z,16.405405405405407
AATS3d,2.5405405405405403
AATS3i,162.3743921829621
AATS3m,56.900928405405416
AATS3p,1.261261925829676
AATS3s,3.935435435435436
AATS3v,177.62072537627228
AATS4Z,13.147058823529411
AATS4d,2.2058823529411766
AATS4i,163.27554525076002
AATS4m,45.55339247058823
AATS4p,1.1183733160482647
AATS4s,3.151960784313726
AATS4v,148.01634759129809
AATS5Z,13.615384615384615
AATS5d,2.0384615384615383
AATS5i,161.62849475759975
AATS5m,47.10975992307692
AATS5p,1.1164355815805385
AATS5s,3.7094017094017095
AATS5v,147.4167987163106
AATS6Z,10.333333333333334
AATS6d,1.619047619047619
AATS6i,167.674346060164
AATS6m,33.04977233333333
AATS6p,0.9229232460520953
AATS6s,3.3095238095238093
AATS6v,117.4465890584632
AATS7Z,11.0
AATS7d,1.6153846153846154
AATS7i,172.74679763375713
AATS7m,38.744060769230764
AATS7p,0.7345393518417692
AATS7s,5.205128205128204
AATS7v,91.97330427221267
AATS8Z,7.6
AATS8d,1.0
AATS8i,178.7719308995
AATS8m,15.323011200000002
AATS8p,0.6505232507999998
AATS8s,5.4
AATS8v,88.55822777447717
AMID_C,1.45178517377394
AMID_N,0.17894967546342366
AMID_O,0.3140466876652871
AMID_X,0.0
AMID_h,0.4929963631287107
ATS0dv,162.0
ATS0pe,128.4888
ATS0se,157.69537200000005
ATS1dv,146.0
ATS1pe,132.09150000000002
ATS1se,157.96626799999999
ATS2dv,170.0
ATS2pe,198.60710000000003
ATS2se,240.67055200000004
ATS3dv,140.0
ATS3pe,242.29299999999998
ATS3se,297.07358800000003
ATS4dv,102.0
ATS4pe,205.08
ATS4se,257.52986400000003
ATS5dv,78.0
ATS5pe,159.00510000000006
ATS5se,199.02489599999996
ATS6dv,48.0
ATS6pe,127.3585
ATS6se,161.55247599999998
ATS7dv,35.0
ATS7pe,76.9256
ATS7se,98.88537600000001
ATS8dv,0.0
ATS8pe,35.882000000000005
ATS8se,45.002304
ATSC0Z,154.0
ATSC0c,0.6422036396123332
ATSC0d,10.950000000000001
ATSC0i,28.893395365412527
ATSC0m,728.8467337499998
ATSC0p,4.465610602202551
ATSC0s,50.57083333333335
ATSC0v,968.3327012068942
ATSC1Z,-7.0
ATSC1c,-0.4166410660228513
ATSC1d,1.8999999999999992
ATSC1i,0.24010177962749668
ATSC1m,-30.309007000000154
ATSC1p,0.30459142080000223
ATSC1s,-7.758333333333333
ATSC1v,42.67439897770464
ATSC2Z,25.0
ATSC2c,0.2397466937254719
ATSC2d,-3.222500000000001
ATSC2i,-11.138432251339896
ATSC2m,112.50339343749991
ATSC2p,-1.1599559096643999
ATSC2s,8.830486111111114
ATSC2v,-116.85922050456243
ATSC3Z,-117.0
ATSC3c,-0.18638969987883985
ATSC3d,-1.5574999999999999
ATSC3i,1.145958421120734
ATSC3m,-547.1484561875001
ATSC3p,-0.6273930198382672
ATSC3s,-28.369930555555555
ATSC3v,-370.5665985198784
ATSC4Z,7.0
ATSC4c,-0.07205995964043448
ATSC4d,-2.9649999999999994
ATSC4i,-2.981326321389883
ATSC4m,32.70219737500005
ATSC4p,-0.4646533622853855
ATSC4s,-0.1745833333333332
ATSC4v,-11.4995288303057
ATSC5Z,-2.0
ATSC5c,0.28980377932155027
ATSC5d,-0.7849999999999998
ATSC5i,-3.77856834005481
ATSC5m,-14.060569874999953
ATSC5p,-0.9392711328693153
ATSC5s,-0.6268055555555561
ATSC5v,-167.48192320966743
ATSC6Z,-19.0
ATSC6c,-0.3490186614473992
ATSC6d,-0.7974999999999994
ATSC6i,-2.0779059207178245
ATSC6m,-89.01026618749995
ATSC6p,-0.46028706666482877
ATSC6s,-11.524375000000003
ATSC6v,-94.09563921553558
ATSC7Z,63.0
ATSC7c,0.27092630915646027
ATSC7d,-0.4674999999999996
ATSC7i,-0.1405084704329076
ATSC7m,292.50473281250004
ATSC7p,0.2640736912010912
ATSC7s,28.183125000000004
ATSC7v,175.91239260564782
ATSC8Z,-54.0
ATSC8c,-0.1265174190647993
ATSC8d,1.5125000000000002
ATSC8i,1.926264065571862
ATSC8m,-250.32271643750005
ATSC8p,0.2785880011493617
ATSC8s,-16.696875000000002
ATSC8v,-107.25723607389406
AXp-0d,0.7515986103183288
AXp-1d,0.47104914094109596
AXp-2d,0.33967476915707845
AXp-3d,0.2100118805742081
AXp-4d,0.13946776101105474
AXp-5d,0.09697547065203799
AXp-6d,0.06574926101610211
AXp-7d,0.05326569984497611
GATS1Z,0.8327922077922079
GATS1c,1.5389986386971781
GATS1d,0.9977168949771689
GATS1i,1.178692273871088
GATS1m,0.8348088050617544
GATS1p,1.000668180254107
GATS1s,0.7835132240257061
GATS1v,0.9213809259739685
GATS2Z,0.7283200670297445
GATS2c,0.5412135088429925
GATS2d,1.4552953306819856
GATS2i,1.3385788292820273
GATS2m,0.7394044631721944
GATS2p,1.195012692887794
GATS2s,0.5265335448964819
GATS2v,1.0539673781217016
GATS3Z,1.3554756054756054
GATS3c,1.2199276317431762
GATS3d,0.9613723312353449
GATS3i,1.009150790356811
GATS3m,1.3466849454642178
GATS3p,0.9798323548512086
GATS3s,1.4079276607084135
GATS3v,1.0825246037916298
GATS4Z,0.9216959511077158
GATS4c,0.976337582332384
GATS4d,1.0461993016384634
GATS4i,0.9691350801699136
GATS4m,0.9250369701329705
GATS4p,1.00615690929363
GATS4s,0.7426731094514099
GATS4v,0.9876000520358019
GATS5Z,0.9656593406593407
GATS5c,0.38782674571481285
GATS5d,0.9009483667017915
GATS5i,0.9808309794176947
GATS5m,0.9715703039656333
GATS5p,1.121721010755464
GATS5s,1.040630156144698
GATS5v,1.1086480503104967
GATS6Z,1.1485776128633274
GATS6c,1.2650405662616755
GATS6d,0.7849532507066753
GATS6i,0.8725570463445214
GATS6m,1.144224869694535
GATS6p,0.9928483569297888
GATS6s,1.3828238719068406
GATS6v,1.0374670183810568
GATS7Z,0.49350649350649356
GATS7c,0.4271007997160262
GATS7d,1.0677906568317528
GATS7i,0.6936720764239016
GATS7m,0.5014874859536904
GATS7p,0.7820732683380025
GATS7s,0.2713465710911536
GATS7v,0.7055826758048656
GATS8Z,2.726623376623377
GATS8c,3.781336857615008
GATS8d,0.0
GATS8i,0.35959968285012067
GATS8m,2.658959617928041
GATS8p,0.4593193212712784
GATS8s,4.207959133228967
GATS8v,1.0966698339403873
MATS1Z,-0.045454545454545456
MATS1c,-0.6487678367477909
MATS1d,0.17351598173515972
MATS1i,0.00830991915595063
MATS1m,-0.04158488416907193
MATS1p,0.06820823576730362
MATS1s,-0.15341517673230612
MATS1v,0.044069976077970766
MATS2Z,0.10473397570171764
MATS2c,0.24085084034694645
MATS2d,-0.1898659596405951
MATS2i,-0.24871031017861456
MATS2m,0.09958586780290475
MATS2p,-0.16758260360347538
MATS2s,0.11265560478444568
MATS2v,-0.0778586175937747
MATS3Z,-0.41067041067041066
MATS3c,-0.15688355361006015
MATS3d,-0.07688510428236454
MATS3i,0.021438705162740983
MATS3m,-0.40578616678682977
MATS3p,-0.07594288716250158
MATS3s,-0.30323996238143053
MATS3v,-0.2068568677072975
MATS4Z,0.0267379679144385
MATS4c,-0.06600431535826304
MATS4d,-0.15928015041633087
MATS4i,-0.06069627135697562
MATS4m,0.026393185014635466
MATS4p,-0.06120674899237439
MATS4s,-0.00203073731758502
MATS4v,-0.006985645238747283
MATS5Z,-0.00999000999000999
MATS5c,0.3471266282889173
MATS5d,-0.05514576747453458
MATS5i,-0.10059707396974157
MATS5m,-0.014839639776006882
MATS5p,-0.16179562447674153
MATS5s,-0.009534312327424304
MATS5v,-0.13304543826956305
MATS6Z,-0.11750154607297464
MATS6c,-0.5175908460884028
MATS6d,-0.06936290497934328
MATS6i,-0.06849170873493866
MATS6m,-0.1163093393410344
MATS6p,-0.09816544118349016
MATS6s,-0.21703409880059796
MATS6v,-0.09254556246969
MATS7Z,0.6293706293706294
MATS7c,0.6490304331600515
MATS7d,-0.0656831752722163
MATS7i,-0.007481532539019485
MATS7m,0.6174237468756445
MATS7p,0.09097685701302906
MATS7s,0.8573846027088178
MATS7v,0.27948498468060234
MATS8Z,-1.4025974025974026
MATS8c,-0.788020567066058
MATS8d,0.5525114155251142
MATS8i,0.26667188694309546
MATS8m,-1.3738016778894573
MATS8p,0.24954079158801276
MATS8s,-1.3206723242976022
MATS8v,-0.4430594399640231
MAXsOH,8.878088151927438
MINsOH,8.878088151927438
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,13.221782261237907
SpAD_D,62.49840337947931
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,110
TMWC10,85.57864256971325
TSRW10,40.344002541369846
VE1_Dt,3.289201916249533
VE2_Dt,0.29901835602268484
VE3_Dt,1.285955136507088
VR1_Dt,38.60159880714403
VR2_Dt,3.509236255194912
VR3_Dt,3.7486038752915283
Xc-3dv,0.2599310051992921
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.1422588984322123
Xp-0dv,6.164862962722324
Xp-1dv,3.249098148027829
Xp-2dv,2.228060242189871
Xp-3dv,1.187673314898459
Xp-4dv,0.7480265991539314
Xp-5dv,0.45410082788731415
Xp-6dv,0.15399015065916907
Xp-7dv,0.07400723517722868
Xpc-4d,1.0504768156519497
Xpc-5d,1.3844708273710706
Xpc-6d,1.7444062609526056
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,20
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,8.1
AATS0pe,6.42444
AATS0se,7.884768600000003
AATS1dv,7.3
AATS1pe,6.604575000000001
AATS1se,7.898313399999999
AATS2dv,5.483870967741935
AATS2pe,6.406680645161291
AATS2se,7.763566193548389
AATS3dv,3.7837837837837838
AATS3pe,6.548459459459459
AATS3se,8.029015891891893
AATS4dv,3.0
AATS4pe,6.031764705882353
AATS4se,7.574407764705883
AATS5dv,3.0
AATS5pe,6.115580769230771
AATS5se,7.6548036923076905
AATS6dv,2.2857142857142856
AATS6pe,6.064690476190476
AATS6se,7.692975047619047
AATS7dv,2.6923076923076925
AATS7pe,5.917353846153846
AATS7se,7.606567384615385
AATS8dv,0.0
AATS8pe,7.176400000000001
AATS8se,9.0004608
AATSC0Z,7.7
AATSC0c,0.03211018198061666
AATSC0d,0.5475000000000001
AATSC0i,1.4446697682706264
AATSC0m,36.44233668749999
AATSC0p,0.22328053011012755
AATSC0s,2.5285416666666674
AATSC0v,48.41663506034471
AATSC1Z,-0.35
AATSC1c,-0.020832053301142565
AATSC1d,0.09499999999999996
AATSC1i,0.012005088981374834
AATSC1m,-1.5154503500000076
AATSC1p,0.015229571040000112
AATSC1s,-0.38791666666666663
AATSC1v,2.133719948885232
AATSC2Z,0.8064516129032258
AATSC2c,0.0077337643137249
AATSC2d,-0.10395161290322584
AATSC2i,-0.3593042661722547
AATSC2m,3.62914172379032
AATSC2p,-0.03741793256981935
AATSC2s,0.28485439068100366
AATSC2v,-3.7696522743407237
AATSC3Z,-3.1621621621621623
AATSC3c,-0.005037559456184861
AATSC3d,-0.042094594594594595
AATSC3i,0.0309718492194793
AATSC3m,-14.787796113175677
AATSC3p,-0.01695656810373695
AATSC3s,-0.7667548798798799
AATSC3v,-10.015313473510227
AATSC4Z,0.20588235294117646
AATSC4c,-0.0021194105776598375
AATSC4d,-0.08720588235294116
AATSC4i,-0.08768606827617302
AATSC4m,0.9618293345588249
AATSC4p,-0.013666275361334869
AATSC4s,-0.005134803921568624
AATSC4v,-0.33822143618546174
AATSC5Z,-0.07692307692307693
AATSC5c,0.01114629920467501
AATSC5d,-0.030192307692307685
AATSC5i,-0.14532955154056962
AATSC5m,-0.5407911490384597
AATSC5p,-0.036125812802665976
AATSC5s,-0.024107905982906002
AATSC5v,-6.4416124311410545
AATSC6Z,-0.9047619047619048
AATSC6c,-0.01661993625939996
AATSC6d,-0.03797619047619045
AATSC6i,-0.09894790098656307
AATSC6m,-4.238584104166664
AATSC6p,-0.02191843174594423
AATSC6s,-0.5487797619047621
AATSC6v,-4.4807447245493135
AATSC7Z,4.846153846153846
AATSC7c,0.020840485319727712
AATSC7d,-0.03596153846153843
AATSC7i,-0.010808343879454431
