DLiP-ID,T0083K
DLiP-Mol-ID,26547
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H21Cl2N3O4/c1-13-10-11-27-14(2)20(13)22(30)29-19(24(32)33)12-15-6-8-16(9-7-15)28-23(31)21-17(25)4-3-5-18(21)26/h3-11,19H,12H2,1-2H3,(H,28,31)(H,29,30)(H,32,33)/t19-/m0/s1"
Standard Inchi Key(RDKit),ZRKHLKCFHURIEZ-IBGZPJMESA-N
Canonical SMILES(RDKit),Cc1ccnc(C)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),486.355
MW Monoisotopic(RDKit),485.090911512
MolLogP(RDKit),4.68324
XLogP(SDF),
XLogP(CDK),2.329
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),108.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.449479679625889
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,15780152.683910556
qed,0.44947967962588886
Chi0,24.120591385700628
Chi1,15.667611553344429
TPSA,108.39
Chi0n,17.855710481492764
Chi0v,19.367568373529675
Chi1n,9.972293953029261
Chi1v,10.728222899047717
Chi2n,7.4043758467580645
Chi2v,8.218776100239277
Chi3n,5.0207994636006115
Chi3v,5.650740251949322
Chi4n,3.3361733500789037
Chi4v,3.9052608247780567
MolMR,127.16220000000003
MolWt,486.35500000000025
fr_SH,0
Kappa1,24.22692903734537
Kappa2,10.464105424097506
Kappa3,5.884010553160897
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1172.331248181246
MolLogP,4.683240000000004
NOCount,7
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.696877802183686
SMR_VSA1,19.490138947056174
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,26.31013685145522
SMR_VSA6,5.316788604006331
SMR_VSA7,92.72078070842507
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,200.3048911866545
NHOHCount,3
PEOE_VSA1,15.740104602853368
PEOE_VSA2,14.573052889090853
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.40098098584986
PEOE_VSA7,55.306212725083284
PEOE_VSA8,18.305051469222647
PEOE_VSA9,26.866097605725106
RingCount,3
SMR_VSA10,46.67293080180345
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,485.09091151199993
NumHDonors,3
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.633577208012662
SlogP_VSA2,33.91601149159073
SlogP_VSA3,11.21535880699783
SlogP_VSA4,13.847474399381248
