DLiP-ID,T004YJ
AATSC4i,0.031084648449718227
AATSC4m,-8.794879555931315
AATSC4p,-0.010532692508180085
AATSC4s,-0.17255958808550784
AATSC4v,-3.990553537236217
AATSC5Z,-0.9604268866755857
AATSC5c,0.0011530213191976305
AATSC5d,-0.05520662999851346
AATSC5i,-0.05548078361501604
AATSC5m,-4.452499589917495
AATSC5p,-0.011001994894692082
AATSC5s,0.003289394644448522
AATSC5v,-3.9079116533247276
AATSC6Z,-0.4019860264605323
AATSC6c,-0.0019983748841040402
AATSC6d,-0.035966998662107924
AATSC6i,-0.2257767508889454
AATSC6m,-2.0849870491571276
AATSC6p,-0.04373553978681161
AATSC6s,-0.2521722118530998
AATSC6v,-6.278586494892796
AATSC7Z,0.36672228755795544
AATSC7c,0.0013052166802707708
AATSC7d,0.04667690829941693
AATSC7i,0.10380451775841963
AATSC7m,1.7177771183862913
AATSC7p,0.02432279829405906
AATSC7s,0.2389787558230034
AATSC7v,2.6803388209672545
AATSC8Z,0.26832279808035775
AATSC8c,-0.0007843424414519792
AATSC8d,0.0062745585288955874
AATSC8i,0.007798213394820683
AATSC8m,1.3979436902169666
AATSC8p,0.009086014590021082
AATSC8s,-0.07124099117150469
AATSC8v,2.9824661651056656
ATS0are,388.3084999999999
ATS1are,409.084
ATS2are,696.0039999999997
ATS3are,931.6118000000001
ATS4are,1085.2100000000003
ATS5are,1047.8719999999998
ATS6are,1064.757
ATS7are,1036.296
ATS8are,802.87
ATSC0dv,249.74910394265237
ATSC0pe,8.093227419354836
ATSC0se,5.771073241935479
ATSC1dv,24.44224765868888
ATSC1pe,-0.25451745577522533
ATSC1se,0.07216487539021657
ATSC2dv,33.81119204532316
ATSC2pe,1.8532847814776374
ATSC2se,1.5687761958896962
ATSC3dv,2.6786911781708818
ATSC3pe,1.2799788241415262
ATSC3se,0.29004504370446954
ATSC4dv,-106.9187189270436
ATSC4pe,-3.146513007284048
ATSC4se,-1.8758862845994029
ATSC5dv,-73.3165683894092
ATSC5pe,-1.6843113943808417
ATSC5se,-0.8709038491155123
ATSC6dv,-59.33125216788068
ATSC6pe,-1.7262354578564014
ATSC6se,-1.185953344172734
ATSC7dv,29.938374378540882
ATSC7pe,1.1741010665972924
ATSC7se,1.1177021308532753
ATSC8dv,26.73222337842526
ATSC8pe,-0.5461802289282092
ATSC8se,-0.8912668777315225
AXp-0dv,0.5749865946460518
AXp-1dv,0.3374903211445537
AXp-2dv,0.19799458522865312
AXp-3dv,0.11938599168024037
AXp-4dv,0.06910989594801781
AXp-5dv,0.03948549897678269
AXp-6dv,0.0227068562326429
AXp-7dv,0.012473394907332612
BertzCT,1315.292166144447
ECIndex,995
ETA_eta,31.09516545074926
GATS1dv,0.6427613044246224
GATS1pe,0.6509444583087598
GATS1se,0.6234271624281074
GATS2dv,0.8180622355995489
GATS2pe,0.648114808685146
GATS2se,0.6340584808113136
GATS3dv,0.9549079601990049
GATS3pe,0.8310378935580214
GATS3se,0.8819811930902262
GATS4dv,1.3034483318298615
GATS4pe,1.4395852813385215
GATS4se,1.4882742971970597
GATS5dv,1.114206824736209
GATS5pe,1.1256196890212418
GATS5se,1.1234823129902327
GATS6dv,1.0273802689847467
GATS6pe,1.0353073000930657
GATS6se,1.0211966210134613
GATS7dv,1.0234689518950537
GATS7pe,1.1070446971025116
GATS7se,1.101461235720721
GATS8dv,0.9011348788491526
GATS8pe,0.9533305897478125
GATS8se,0.9694875626750596
LogEE_A,4.488098626895065
LogEE_D,237.81150056739403
MATS1dv,0.09335026053166126
MATS1pe,-0.029996747119366143
MATS1se,0.011927450224260143
MATS2dv,0.07561801181204166
MATS2pe,0.1279054723786796
MATS2se,0.1518354271281529
MATS3dv,0.004433218522770752
MATS3pe,0.06537044945916919
MATS3se,0.0207734817607295
MATS4dv,-0.1579909518342354
MATS4pe,-0.14347961245516433
MATS4se,-0.11995885997511894
MATS5dv,-0.10833794625772239
MATS5pe,-0.07680386051484218
MATS5se,-0.05569241256548239
MATS6dv,-0.08416532721010331
MATS6pe,-0.07556695623669195
MATS6se,-0.07280557879540182
MATS7dv,0.04397737077018187
MATS7pe,0.05322169762690153
MATS7se,0.07105170070201426
MATS8dv,0.04952426444128383
MATS8pe,-0.031224904735950663
MATS8se,-0.07145589646795626
MAXaaCH,1.929916129617331
MAXaasC,0.9069314810349471
MAXdssC,-0.7586619128826906
MAXsCH3,1.5974295295222285
MAXssNH,2.5104968156275875
MDEC-12,2.0542766428569976
MDEC-13,1.2799880733098574
MDEC-14,0.08333333333333334
MDEC-22,23.017362679144735
MDEC-23,26.974573430300232
MDEC-24,3.745031960813214
MDEC-33,6.526998064871452
MDEC-34,1.9320829551771204
MDEO-11,2.1955775717433688
MDEO-12,0.44168650100261464
MINaaCH,1.458974753892718
MINaasC,0.06356841924073375
MINdssC,-1.2233910351713375
MINsCH3,1.5974295295222285
MINssNH,2.5104968156275875
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.267857142857143
SM1_Dzi,1.1771542054576627
SM1_Dzm,2.2634523555072885
SM1_Dzp,-6.587809473182247
SM1_Dzv,-2.5557126214201147
SddssSe,0
SpAD_Dt,660.1555635691404
SpAbs_A,44.12582134183974
SpAbs_D,475.6230011347882
SpMAD_A,1.2607377526239925
SpMAD_D,13.589228603851089
SpMax_A,2.5738300922685418
SpMax_D,237.81150056739403
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,118.14999999999999
TpiPC10,8.516084764838405
VAdjMat,6.247927513443585
VE1_DzZ,5.841418543465332
VE1_Dzi,5.8379763476560855
VE1_Dzm,5.8414149663291814
VE1_Dzp,5.830322324928632
VE1_Dzv,5.84186469274018
VE2_DzZ,0.16689767267043806
VE2_Dzi,0.1667993242187453
VE2_Dzm,0.16689757046654805
VE2_Dzp,0.16658063785510377
VE2_Dzv,0.16691041979257656
VE3_DzZ,3.017736637118075
VE3_Dzi,3.0171471894727127
VE3_Dzm,3.0177360247433205
VE3_Dzp,3.015835254624274
VE3_Dzv,3.0178130110732457
VR1_DzZ,237.23366973848326
VR1_Dzi,238.27423950135642
VR1_Dzm,237.2349075531337
VR1_Dzp,239.83662283027886
VR1_Dzv,238.23790885196965
VR2_DzZ,6.77810484967095
VR2_Dzi,6.807835414324469
VR2_Dzm,6.77814021580382
VR2_Dzp,6.852474938007967
VR2_Dzv,6.806797395770562
VR3_DzZ,6.7218085721663945
VR3_Dzi,6.726185245629383
VR3_Dzm,6.721813789855024
VR3_Dzp,6.732720921822728
VR3_Dzv,6.726032759907528
Xch-3dv,0.0
Xch-4dv,0.1767766952966369
Xch-5dv,0.30489469859442814
Xch-6dv,0.5611921824017921
Xch-7dv,0.6319097236516895
Xpc-4dv,5.140633329923874
Xpc-5dv,6.960001128714906
Xpc-6dv,8.836112658223115
Zagreb1,186.0
Zagreb2,224.0
fragCpx,254.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,1
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,4
nBondsM,22
nBondsO,38
nBondsS,43
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.263040322580644
AATS1are,6.2936
AATS2are,6.270306306306304
AATS3are,6.2107453333333345
AATS4are,6.459583333333335
AATS5are,6.237333333333332
AATS6are,6.084325714285715
AATS7are,6.13192899408284
AATS8are,5.991567164179105
AATSC0dv,4.028211353913748
AATSC0pe,0.13053592611862638
AATSC0se,0.09308182648283031
AATSC1dv,0.37603457936444434
AATSC1pe,-0.0039156531657726975
AATSC1se,0.001110228852157178
AATSC2dv,0.3046053337416501
AATSC2pe,0.016696259292591328
AATSC2se,0.014133118881889156
AATSC3dv,0.017857941187805877
AATSC3pe,0.008533192160943509
AATSC3se,0.0019336336246964635
AATSC4dv,-0.6364209459943071
AATSC4pe,-0.018729244090976475
AATSC4se,-0.01116598978928216
AATSC5dv,-0.4364081451750548
AATSC5pe,-0.010025663061790724
AATSC5se,-0.00518395148283043
AATSC6dv,-0.3390357266736039
AATSC6pe,-0.009864202616322294
AATSC6se,-0.0067768762524156225
AATSC7dv,0.17715014425172118
AATSC7pe,0.006947343589333091
AATSC7se,0.006613622076054883
AATSC8dv,0.19949420431660642
AATSC8pe,-0.004075971857673203
AATSC8se,-0.006651245356205392
AETA_eta,0.888433298592836
ATSC0are,8.717724193548385
ATSC1are,-0.5131172996878175
ATSC2are,2.2032841050988634
ATSC3are,1.1386446930281025
ATSC4are,-2.908292976066557
ATSC5are,-1.5721268470343246
ATSC6are,-2.1301311914672243
ATSC7are,1.436598569198751
ATSC8are,-0.8164151925078154
BCUTZ-1h,16.013013882578825
BCUTZ-1l,5.675360076693655
BCUTc-1h,0.4613820396943777
BCUTc-1l,-0.5286457725144282
BCUTd-1h,4.128871220383093
BCUTd-1l,0.9706696421974588
BCUTi-1h,14.540292889762073
BCUTi-1l,10.311491969045093
BCUTm-1h,32.066489582631746
BCUTm-1l,11.686517939470388
BCUTp-1h,2.957088334578043
BCUTp-1l,0.7413712489577206
BCUTs-1h,7.015039231918652
BCUTs-1l,0.29287605279400153
BCUTv-1h,24.443300441348306
BCUTv-1l,14.69996933588118
BalabanJ,1.3331239106456976
Diameter,17
ETA_beta,45.75
GATS1are,0.6782531443848239
GATS2are,0.63777312251916
GATS3are,0.8449212779773156
GATS4are,1.456698133318081
GATS5are,1.1270469569432804
GATS6are,1.0431543925700602
GATS7are,1.1060688932361251
GATS8are,0.9537419564743034
HybRatio,0.25925925925925924
Lipinski,True
LogEE_Dt,330.07778178457016
MATS1are,-0.05614251516942448
MATS2are,0.14116794320583875
MATS3are,0.053986544653467715
MATS4are,-0.1231168335314599
MATS5are,-0.06655288202031345
MATS6are,-0.0865678970722368
MATS7are,0.06045570492712255
MATS8are,-0.04333061409326026
MAXddssS,-3.9670069167457522
MAXssCH2,0.5849526021964001
MAXsssCH,-1.2610557865121363
MAXssssC,-1.6430817611133475
MINddssS,-3.9670069167457522
MINssCH2,0.022562043335852655
MINsssCH,-1.2610557865121363
MINssssC,-1.6430817611133475
NsssssAs,0
RotRatio,0.23684210526315788
SM1_Dzpe,1.725137698898409
SM1_Dzse,1.7025878985853349
SMR_VSA1,27.850261701113332
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,41.36763324958734
SMR_VSA6,7.109797541277533
SMR_VSA7,84.42622338169795
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,362.92565595663444
SpAD_Dzi,394.805225942526
SpAD_Dzm,362.949509934146
SpAD_Dzp,453.4130154470793
SpAD_Dzv,434.4212745557968
SpAbs_Dt,660.1555635691402
SpDiam_A,5.147660184537081
SpDiam_D,360.70823185793176
SpMAD_Dt,18.86158753054687
SpMax_Dt,330.07778178457016
SsssssAs,0
VE1_Dzpe,5.8407475120004415
VE1_Dzse,5.8413904866388835
VE2_Dzpe,0.16687850034286975
VE2_Dzse,0.16689687104682524
VE3_Dzpe,3.0176217557745906
VE3_Dzse,3.017731834022111
VMcGowan,362.1000000000013
VR1_Dzpe,237.6605105680551
VR1_Dzse,237.56614226529865
VR2_Dzpe,6.7903003019444315
VR2_Dzse,6.787604064722818
VR3_Dzpe,6.7236061976678885
VR3_Dzse,6.723209046946504
mZagreb1,11.76388888888889
mZagreb2,7.729166666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,52
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14060845473465136
AATSC1are,-0.0078941123028895
AATSC2are,0.019849406352242013
AATSC3are,0.00759096462018735
AATSC4are,-0.017311267714681885
AATSC5are,-0.009357897899013836
AATSC6are,-0.012172178236955567
AATSC7are,0.008500583249696752
AATSC8are,-0.006092650690356831
AETA_beta,1.3071428571428572
BCUTdv-1h,6.024369845845067
BCUTdv-1l,0.6442249573465315
BCUTpe-1h,3.536314280279068
BCUTpe-1l,2.225030961737067
BCUTse-1h,3.7675067253784165
BCUTse-1l,2.4210404534104035
ETA_alpha,16.733333333333334
ETA_dBeta,3.25
ETA_eta_B,0.6333711472112782
ETA_eta_F,41.07870618249554
ETA_eta_L,7.891346007905775
ETA_eta_R,72.1738716332448
ETA_psi_1,0.5621500559910418
LabuteASA,204.23032315485025
LogEE_DzZ,181.13422381317972
LogEE_Dzi,197.4362459485618
LogEE_Dzm,181.14571562751564
LogEE_Dzp,224.9811387092409
LogEE_Dzv,216.62647439300235
PEOE_VSA1,15.160178952647085
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,60.6636706846161
PEOE_VSA7,48.58846905755685
PEOE_VSA8,11.984273114623004
PEOE_VSA9,12.005281016795308
SM1_Dzare,1.8753633027942849
SpAD_Dzpe,391.8396067721666
SpAD_Dzse,390.41987751114243
SpAbs_DzZ,360.91698248724674
SpAbs_Dzi,393.69533769166605
SpAbs_Dzm,360.94473784783963
SpAbs_Dzp,456.61280861976786
SpAbs_Dzv,435.8086614074249
SpDiam_Dt,471.4220789320443
SpMAD_DzZ,10.36930445590384
SpMAD_Dzi,11.280149312643601
SpMAD_Dzm,10.369985998118457
SpMAD_Dzp,12.954657584202266
SpMAD_Dzv,12.412036415879909
SpMax_DzZ,181.13422381317972
SpMax_Dzi,197.4362459485618
SpMax_Dzm,181.14571562751564
SpMax_Dzp,224.9811387092409
SpMax_Dzv,216.62647439300235
VE1_Dzare,5.840257436527309
VE2_Dzare,0.16686449818649454
VE3_Dzare,3.0175378459610807
VR1_Dzare,237.68950227383573
VR2_Dzare,6.791128636395307
VR3_Dzare,6.723728178124534
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47809523809523813
AETA_dBeta,0.09285714285714286
AETA_eta_B,0.018096318491750807
AETA_eta_F,1.1736773194998724
AETA_eta_L,0.22546702879730787
AETA_eta_R,2.0621106180927087
BCUTare-1h,3.580625512817592
BCUTare-1l,2.1750902427691
ETA_beta_s,21.25
ETA_dPsi_A,0.15184994400895813
ETA_dPsi_B,0.0
ETA_eta_BR,0.9773711472112782
ETA_eta_FL,8.889496407256043
ETA_eta_RL,16.780842415161818
LogEE_Dzpe,195.96909303462326
LogEE_Dzse,195.2585841241022
PEOE_VSA10,11.791352662431866
PEOE_VSA11,14.584275589635062
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,43.29947022011605
SlogP_VSA3,25.847149127487153
SlogP_VSA4,0.0
SlogP_VSA5,24.825916360475023
SlogP_VSA6,83.75825536551872
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,391.3861327219952
SpAbs_Dzpe,390.21304837034813
SpAbs_Dzse,388.8145803496192
SpDiam_DzZ,281.4778279369602
SpDiam_Dzi,301.53264080284373
SpDiam_Dzm,281.49675820094103
SpDiam_Dzp,346.18213241309223
SpDiam_Dzv,333.86556353684733
SpMAD_Dzpe,11.195417336347617
SpMAD_Dzse,11.154853643175498
SpMax_Dzpe,195.96909303462326
SpMax_Dzse,195.2585841241022
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6071428571428571
AETA_eta_BR,0.027924889920322233
AETA_eta_FL,0.25398561163588695
AETA_eta_RL,0.4794526404331948
DetourIndex,5528
EState_VSA1,32.50260143608638
EState_VSA2,24.157948344295804
EState_VSA3,11.984273114623004
EState_VSA4,16.876414816677897
EState_VSA5,12.13273413692322
EState_VSA6,37.441632883585584
EState_VSA7,36.39820241076966
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
ETA_beta_ns,24.5
ETA_shape_p,0.1294820717131474
ETA_shape_x,0.0796812749003984
ETA_shape_y,0.2390438247011952
GhoseFilter,False
LogEE_Dzare,195.7466481696489
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,389.6179330365036
SpDiam_Dzpe,300.7774451478177
SpDiam_Dzse,300.0905622219135
SpMAD_Dzare,11.182460934914149
SpMax_Dzare,195.7466481696489
TopoPSA(NO),109.77
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.587056309968816
VSA_EState9,66.5466172734436
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,23.113398747313283
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02190476190476188
FilterItLogS,-6.270417852049896
SpDiam_Dzare,300.21530375715673
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6107526881720419
ETA_epsilon_2,0.8504761904761899
ETA_epsilon_3,0.4414141414141403
ETA_epsilon_4,0.5408333333333318
ETA_epsilon_5,0.8207207207207202
AETA_beta_ns_d,0.014285714285714285
ETA_dEpsilon_A,0.16933854675790155
ETA_dEpsilon_B,0.06991935483871003
ETA_dEpsilon_C,-0.09941919191919152
ETA_dEpsilon_D,0.02975546975546972
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.7714285714285715
MDEDescriptor,"0.0,2.0542766428569976,1.2799880733098574,0.08333333333333334,23.017362679144735,26.974573430300232,3.745031960813214,6.526998064871452,1.9320829551771204,0.0,2.1955775717433688,0.44168650100261464,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,74.335411
BCUTDescriptor,"11.850000000000012,31.97207278692094,-0.3481882060233097,0.2769703764353386,4.6135992564669,13.672546974056704"
BPolDescriptor,40.48458899999999
TPSADescriptor,118.14999999999999
ALOGPDescriptor,"3.6084999999999985,13.021272249999988,126.94520000000001"
XLogPDescriptor,4.170000000000001
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,493.1559087999999
ChiPathDescriptor,"25.0538309960614,16.780842415161818,15.340308228083078,13.322490531962996,10.34823062936417,8.054767707650784,4.6304130047630085,3.3321612670783582,19.51177600258233,11.711565186127462,9.193829537659225,7.185742419032707,4.71620290183272,3.1521046164797264,1.6476475306913325,1.0130571985785326"
ChiChainDescriptor,"0.0,0.17677669529663687,0.19045042026428421,0.7217983634599041,0.8602021488967756,0.0,0.17677669529663687,0.1965739282502973,0.36442787342822114,0.36694830785635923"
AtomCountDescriptor,62
BondCountDescriptor,38
SmallRingDescriptor,"4,3,4,3,0,1,0,3,0,0,0"
ChiClusterDescriptor,"2.8228139363015208,0.2165063509461097,1.5469881775876604,0.46872185078518386,1.3613638607032579,0.10199834356035076,0.4003785531086333,0.09887610851602141"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,15,3,0,5,1,0"
ZagrebIndexDescriptor,186.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.55
WeightedPathDescriptor,"70.73375304749041,2.0209643727854405,21.689883408283144,15.174787014784107,3.0362224678376606"
FractionalPSADescriptor,0.2395794066170581
WienerNumbersDescriptor,"4028.0,61.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.7644387017687615,11.931338672581552,17.03459417088603,3.2629545738393784,4.269127265294844,4.954664281660375"
FractionalCSP3Descriptor,0.25925925925925924
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,13,1,0,0,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"28.019390581717452,12.24,6.027700831024931"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,3035.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.25925925925925924
AutocorrelationDescriptorMass,"46.134547552972165,48.44519306443418,66.93869928464781,78.26233491839406,71.30572301829645"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.7043064487585656,-0.2680842642459871,-0.03315540455716747,-0.10208713445303845,0.06126851714743069"
EccentricConnectivityIndexDescriptor,995
AutocorrelationDescriptorPolarizability,"2733.9971956724285,3267.293840164288,4554.385462166805,4940.613421339222,4467.931832967121"
