DLiP-ID,C003CD
DLiP-Mol-ID,33835
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C7H7NO2/c1-10-7(9)6-3-2-4-8-5-6/h2-5H,1H3"
Standard Inchi Key(RDKit),YNBADRVTZLEFNH-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),137.138
MW Monoisotopic(RDKit),137.047678464
MolLogP(RDKit),0.8682
XLogP(SDF),
XLogP(CDK),0.706
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),39.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),10
QED Weighted(RDKit),0.538889582808722
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,237.587417309747
qed,0.5388895828087218
Chi0,7.397341225498538
Chi1,4.842535255101096
TPSA,39.19
Chi0n,5.573111253186188
Chi0v,5.573111253186188
Chi1n,2.826911296278341
Chi1v,2.826911296278341
Chi2n,1.7332820233287707
Chi2v,1.7332820233287707
Chi3n,1.0826346035095742
Chi3v,1.0826346035095742
Chi4n,0.6013560098889986
Chi4v,0.6013560098889986
MolMR,35.5765
MolWt,137.138
fr_SH,0
Kappa1,6.7360092807424605
Kappa2,2.9608875695574928
Kappa3,1.3128403334329586
