DLiP-ID,T003GP
NdS,0
NsF,0
NsI,0
NtN,0
SMR,109.12650000000004
SdO,12.233967781557066
SdS,0
Spe,52.16862745098038
SsF,0
SsI,0
Sse,54.18681718863803
StN,0
fMF,0.3888888888888889
nBr,0
nCl,0
AMID,2.0038476397526237
BIC0,0.26242639776339727
BIC1,0.5823721947866888
BIC2,0.7043275662520692
BIC3,0.7776034473325822
BIC4,0.796192356089268
BIC5,0.8333701736026401
CIC0,4.186291463415911
CIC1,2.2738858742604102
CIC2,1.5449244808374178
CIC3,1.1069340279780997
CIC4,0.9958229168669899
CIC5,0.7736006946447676
GGI1,9.0
GGI2,4.888888888888889
GGI3,2.1736111111111107
GGI4,1.925555555555556
GGI5,0.9933333333333334
GGI6,0.7429478458049886
GGI7,0.651077097505669
GGI8,0.3341049382716049
GGI9,0.2171913580246914
JGI1,0.3000000000000001
JGI2,0.108641975308642
JGI3,0.04940025252525253
JGI4,0.06017361111111112
JGI5,0.027592592592592596
JGI6,0.022513571084999656
JGI7,0.02170256991685563
JGI8,0.011520859940400169
JGI9,0.008687654320987654
MIC0,14.60680596144796
MIC1,31.547452972353966
MIC2,36.286417972698395
MIC3,38.09817160843985
MIC4,39.02520864547688
MIC5,39.249208645476884
MPC2,45
MPC3,55
MPC4,64
MPC5,82
MPC6,80
MPC7,80
MPC8,96
MPC9,101
Mare,0.9798518518518521
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,3
NssS,0
NtCH,0
NtsC,0
RNCG,0.17520594140524412
RPCG,0.17126984486089442
SIC0,0.272567628499752
SIC1,0.6048774414086157
SIC2,0.7315456678768046
SIC3,0.8076532290923213
SIC4,0.82696048941137
SIC5,0.8655750100494678
SaaN,0
SaaO,0
SaaS,0
Sare,52.91200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.11062158185129
SsSH,0
SssO,17.523749624778596
SssS,0
StCH,0
StsC,0
TIC0,84.70418609236813
TIC1,187.97408790676513
TIC2,227.33800315160673
TIC3,250.9894876060099
TIC4,256.98948760600985
TIC5,268.98948760600985
Vabc,385.27246445697375
WPol,44
apol,60.54661799999998
bpol,36.809382000000014
nRot,5
ABCGG,17.398622699436647
ATS0Z,1176.0
ATS0d,176.0
ATS0i,8677.894058263375
ATS0m,4648.856359000003
ATS0p,83.73375552607398
ATS0s,225.81944444444446
ATS0v,11906.291678827884
ATS1Z,1325.0
ATS1d,211.0
ATS1i,8033.679838000049
ATS1m,5027.031837000001
ATS1p,102.61266372600001
ATS1s,175.72916666666669
ATS1v,14910.266314977656
ATS2Z,2066.0
ATS2d,347.0
ATS2i,14719.605183230382
ATS2m,7828.394372999998
ATS2p,153.42721298958404
ATS2s,301.4722222222221
ATS2v,21967.42657211534
ATS3Z,2280.0
ATS3d,365.0
ATS3i,18820.76835867527
ATS3m,8202.247718
ATS3p,185.85031737254698
ATS3s,426.74999999999994
ATS3v,25625.998751805266
ATS4Z,1887.0
ATS4d,361.0
ATS4i,24014.7177833706
ATS4m,6369.777405999999
ATS4p,185.395260732319
ATS4s,399.50000000000006
ATS4v,23301.395596656115
ATS5Z,1805.0
ATS5d,331.0
ATS5i,21389.791170139608
ATS5m,6581.296589999999
ATS5p,149.07804647499702
ATS5s,368.49999999999994
ATS5v,19828.70171807274
ATS6Z,1782.0
ATS6d,282.0
ATS6i,15867.852600454802
ATS6m,6350.086470999999
ATS6p,138.907868125943
ATS6s,375.63888888888886
ATS6v,19231.968629068255
ATS7Z,1622.0
ATS7d,286.0
ATS7i,18326.56730830454
ATS7m,5749.192034999999
ATS7p,134.58222655747002
ATS7s,330.44444444444446
ATS7v,17890.623214431653
ATS8Z,1546.0
ATS8d,261.0
ATS8i,16302.523565318625
ATS8m,5507.558681999999
ATS8p,121.750377356678
ATS8s,312.4166666666666
ATS8v,16673.84166563505
C1SP1,0
C1SP2,1
C1SP3,6
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,2
C4SP3,0
FCSP3,0.38095238095238093
GGI10,0.13957963473114987
JGI10,0.007346296564797361
JGT10,0.6175793833656388
Kier1,22.68
Kier2,9.013333333333334
Kier3,5.586776859504132
MAXdO,12.233967781557066
MID_C,42.25905341655736
MID_N,2.0287054531113404
MID_O,9.598651550481474
MID_X,0.0
MID_h,13.848680496516117
MINdO,12.233967781557066
MPC10,84
MWC01,30.0
MWC02,5.017279836814924
MWC03,5.860786223465865
MWC04,6.755768921984255
MWC05,7.628031126930335
MWC06,8.521782643750045
MWC07,9.4066470133368
MWC08,10.302766901557206
MWC09,11.195182731033283
MWC10,12.094632575665754
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,5
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,1
NsssN,0
NsssP,0
SLogP,3.0173200000000016
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.484796933490655
SRW05,2.3978952727983707
SRW06,7.034387929915503
SRW07,4.948759890378168
SRW08,8.661639795781266
SRW09,7.195187320178709
SRW10,10.330746767679962
SaaCH,12.311721209272028
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.6778334591615427
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.37320055954480513
SdssS,0
SsCH3,9.861431022930011
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.672103725749559
SssPH,0
SssSe,0
SsssB,-0.5786477356405004
SsssN,0
SsssP,0
VE1_A,3.7232548083918573
VE1_D,5.215239735385295
VE2_A,0.13297338601399492
VE2_D,0.18625856197804627
VE3_A,2.3442176514143376
VE3_D,2.681204474929216
VR1_A,2479.5358612521945
VR1_D,169.8823335116148
VR2_A,88.55485218757838
VR2_D,6.067226196843386
VR3_A,8.84544608610404
VR3_D,6.164725458766964
WPath,2294
Xc-3d,3.4313902371901683
Xc-4d,0.3535533905932738
Xc-5d,1.658291244717639
Xc-6d,0.8535533905932737
Xp-0d,20.526733258565947
Xp-1d,13.071300321916175
Xp-2d,13.29071252615953
Xp-3d,10.355068631352177
Xp-4d,7.250101567546808
Xp-5d,6.232343291402012
Xp-6d,4.01195287427459
Xp-7d,2.380803210516883
ZMIC0,93.95958636170829
ZMIC1,49.25206069483468
ZMIC2,35.59026522752311
ZMIC3,31.019328023962835
ZMIC4,28.43146922566333
ZMIC5,26.87156922374025
nAcid,0
nAtom,54
nBase,0
nRing,3
piPC1,3.6375861597263857
piPC2,4.219507705176107
piPC3,4.639571612705423
piPC4,5.064176061024286
piPC5,5.585374243605899
piPC6,5.611301621862036
piPC7,5.747101349375043
piPC8,6.063567161661269
piPC9,6.248224192692118
AATS0Z,21.77777777777778
AATS0d,3.259259259259259
AATS0i,160.70174181969213
AATS0m,86.08993257407413
AATS0p,1.5506251023347033
AATS0s,4.1818415637860085
AATS0v,220.4868829412571
AATS1Z,23.660714285714285
AATS1d,3.767857142857143
AATS1i,143.45856853571516
AATS1m,89.76842566071431
AATS1p,1.832368995107143
AATS1s,3.1380208333333335
AATS1v,266.254755624601
AATS2Z,21.298969072164947
AATS2d,3.577319587628866
AATS2i,151.7485070436122
AATS2m,80.70509662886596
AATS2p,1.5817238452534437
AATS2s,3.1079610538373412
AATS2v,226.4683151764468
AATS3Z,18.536585365853657
AATS3d,2.967479674796748
AATS3i,153.01437689979892
AATS3m,66.68494079674797
AATS3p,1.510978190020707
AATS3s,3.469512195121951
AATS3v,208.34145326670946
AATS4Z,12.414473684210526
AATS4d,2.375
AATS4i,157.99156436428026
AATS4m,41.90643030263158
AATS4p,1.219705662712625
AATS4s,2.628289473684211
AATS4v,153.29865524115866
AATS5Z,13.778625954198473
AATS5d,2.5267175572519083
AATS5i,163.2808486270199
AATS5m,50.23890526717557
AATS5p,1.1380003547709696
AATS5s,2.8129770992366407
AATS5v,151.36413525246368
AATS6Z,17.470588235294116
AATS6d,2.764705882352941
AATS6i,155.56718235740001
AATS6m,62.255749715686264
AATS6p,1.3618418443719902
AATS6s,3.682734204793028
AATS6v,188.54871204968876
AATS7Z,14.228070175438596
AATS7d,2.508771929824561
AATS7i,160.7593623535486
AATS7m,50.43150907894736
AATS7p,1.1805458469953511
AATS7s,2.8986354775828462
AATS7v,156.93529135466363
AATS8Z,15.46
AATS8d,2.61
AATS8i,163.02523565318626
AATS8m,55.07558681999999
AATS8p,1.21750377356678
AATS8s,3.1241666666666656
AATS8v,166.7384166563505
AMID_C,1.5092519077341913
AMID_N,0.07245376618254787
AMID_O,0.3428089839457669
AMID_X,0.0
AMID_h,0.49459573201843277
ATS0dv,394.0
ATS0pe,334.9636999999999
ATS0se,415.1667409999999
ATS1dv,391.0
ATS1pe,359.8167
ATS1se,432.4605899999999
ATS2dv,552.0
ATS2pe,615.5341999999999
ATS2se,751.1263399999998
ATS3dv,504.0
ATS3pe,800.6648
ATS3se,977.4696839999999
ATS4dv,436.0
ATS4pe,913.9181000000001
ATS4se,1149.5874840000001
ATS5dv,467.0
ATS5pe,769.7099000000002
ATS5se,974.4236880000001
ATS6dv,450.0
ATS6pe,656.9049
ATS6se,805.790468
ATS7dv,394.0
ATS7pe,690.1443000000002
ATS7se,864.4763979999999
ATS8dv,336.0
ATS8pe,623.7052
ATS8se,774.946966
ATSC0Z,405.33333333333337
ATSC0c,1.5657546229003008
ATSC0d,39.03703703703705
ATSC0i,91.03415566183052
ATSC0m,1928.8317478703696
ATSC0p,15.846849021667998
ATSC0s,71.34207818930041
ATSC0v,2937.5639264790198
ATSC1Z,8.654320987654343
ATSC1c,-1.006403911755672
ATSC1d,15.406035665294926
ATSC1i,-10.728525562684034
ATSC1m,59.06609704183833
ATSC1p,-1.354325259466446
ATSC1s,-11.646157216887664
ATSC1v,56.977912837525814
ATSC2Z,193.90123456790124
ATSC2c,0.1333723182417301
ATSC2d,-12.15912208504801
ATSC2i,11.74794580316093
ATSC2m,926.6851118439646
ATSC2p,3.5516191142201103
ATSC2s,17.428478890413043
ATSC2v,1000.9578101657276
ATSC3Z,-252.37037037037038
ATSC3c,0.4776406683988217
ATSC3d,-12.621399176954734
ATSC3i,0.7162158020867884
ATSC3m,-1190.5486196862137
ATSC3p,-1.5698157307146694
ATSC3s,-10.121513488797435
ATSC3v,-1171.0604672464779
ATSC4Z,-193.71604938271608
ATSC4c,-0.7771491463257758
ATSC4d,2.784636488340192
ATSC4i,-60.436109829806284
ATSC4m,-973.5914378573389
ATSC4p,-10.455361784078443
ATSC4s,-23.7571254381954
ATSC4v,-1817.2032879811657
ATSC5Z,387.9135802469135
ATSC5c,0.4030857591579096
ATSC5d,3.9286694101508917
ATSC5i,25.22385569054173
ATSC5m,1848.4273438700272
ATSC5p,5.795872408890223
ATSC5s,49.511964639536664
ATSC5v,2049.139974154606
ATSC6Z,-158.51851851851853
ATSC6c,0.20232907546070067
ATSC6d,-0.7736625514403291
ATSC6i,-28.782746219305086
ATSC6m,-762.473269588477
ATSC6p,-4.792167676801667
ATSC6s,-5.449131229995428
ATSC6v,-1234.5743691966186
ATSC7Z,75.62962962962963
ATSC7c,-0.451350670889289
ATSC7d,-6.152263374485596
ATSC7i,-23.30197270393974
ATSC7m,346.61939818107004
ATSC7p,-2.4008683553846657
ATSC7s,9.900777320530407
ATSC7v,-65.45377984598798
ATSC8Z,15.160493827160494
ATSC8c,0.4336304393929387
ATSC8d,-12.513031550068586
ATSC8i,28.760269294286704
ATSC8m,73.00324979561049
ATSC8p,1.8855847703394442
ATSC8s,9.047591830513639
ATSC8v,301.19730899279347
AXp-0d,0.7330976163773553
AXp-1d,0.43571001073053917
AXp-2d,0.29534916724798954
AXp-3d,0.18827397511549412
AXp-4d,0.11328283699291887
AXp-5d,0.07600418648051234
AXp-6d,0.05014941092843237
AXp-7d,0.029760040131461035
GATS1Z,0.8522527020676691
GATS1c,1.651826787848152
GATS1d,0.9697750067769039
GATS1i,1.3112564196381065
GATS1m,0.8483701022437549
GATS1p,1.2335295517764473
GATS1s,0.8531737376432161
GATS1v,1.026434340826968
GATS2Z,0.682091020075963
GATS2c,0.9859053143836344
GATS2d,1.7775875897415825
GATS2i,0.9957237990101956
GATS2m,0.6812861864307675
GATS2p,0.918272851476249
GATS2s,0.5796191032773543
GATS2v,0.809819727893749
GATS3Z,1.280457718228498
GATS3c,1.2258310292570802
GATS3d,1.2859374276854718
GATS3i,1.1752844718001192
GATS3m,1.2724702658327982
GATS3p,1.1844684652004547
GATS3s,1.131336404719526
GATS3v,1.1651571088444534
GATS4Z,1.1651959617382268
GATS4c,1.473178846901973
GATS4d,0.7904942324977525
GATS4i,1.49670218407349
GATS4m,1.176938865107759
GATS4p,1.542714697471843
GATS4s,0.955845120718791
GATS4v,1.304785360818282
GATS5Z,0.587905534351145
GATS5c,0.672685724588589
GATS5d,0.9534887089531695
GATS5i,0.7711434595654616
GATS5m,0.5896184101479078
GATS5p,0.7434545666444046
GATS5s,0.6659474086097078
GATS5v,0.685950337594571
GATS6Z,1.2133441369969038
GATS6c,1.1364630366641695
GATS6d,0.9051233396584436
GATS6i,1.1577104961608877
GATS6m,1.2090925434890931
GATS6p,1.0962880450536387
GATS6s,1.527020782427717
GATS6v,1.1504989102684253
GATS7Z,0.8969442520775621
GATS7c,1.0500549883408572
GATS7d,1.0301732747428338
GATS7i,1.056702173418912
GATS7m,0.8999247897302085
GATS7p,0.9800523759567311
GATS7s,0.9855095137131886
GATS7v,0.9664295207431635
GATS8Z,0.9904810855263156
GATS8c,0.9824699557525588
GATS8d,1.2015512333965839
GATS8i,0.7422232017592599
GATS8m,0.9856296812145626
GATS8p,0.727503878228455
GATS8s,0.9834649106994785
GATS8v,0.8339070458732869
MATS1Z,0.02058858082706772
MATS1c,-0.6198039595180228
MATS1d,0.38055706153429103
MATS1i,-0.11364266368192394
MATS1m,0.029529062676899833
MATS1p,-0.08241111519483169
MATS1s,-0.1574137355625072
MATS1v,0.01870358867216133
MATS2Z,0.2663117200217038
MATS2c,0.04742027005794395
MATS2d,-0.17339932314794884
MATS2i,0.0718421947493956
MATS2m,0.2674606313788662
MATS2p,0.12476865398577679
MATS2s,0.1359990122526608
MATS2v,0.18969263606883707
MATS3Z,-0.27334724005134786
MATS3c,0.13392641486253817
MATS3d,-0.14194474013051323
MATS3i,0.0034540464895643436
MATS3m,-0.27098262064099293
MATS3p,-0.043490500416198945
MATS3s,-0.062285700116192576
MATS3v,-0.17501716403082893
MATS4Z,-0.16978661703601106
MATS4c,-0.17633188230188873
MATS4d,0.025342055328073494
MATS4i,-0.23585348897801148
MATS4m,-0.17932158628888412
MATS4p,-0.2343939062752987
MATS4s,-0.11830369425572024
MATS4v,-0.2197689632574873
MATS5Z,0.3944982924869424
MATS5c,0.10611974959400818
MATS5d,0.041485000796674235
MATS5i,0.11421668963016472
MATS5m,0.39503038573623994
MATS5p,0.15076424604154975
MATS5s,0.2860795852811214
MATS5v,0.2875456244047609
MATS6Z,-0.20704334365325078
MATS6c,0.06841135342940624
MATS6d,-0.010492242437772067
MATS6i,-0.16738689295531015
MATS6m,-0.2092781392879834
MATS6p,-0.16009680808298746
MATS6s,-0.04043664347611436
MATS6v,-0.22249667132876313
MATS7Z,0.08838296398891966
MATS7c,-0.13654609929536154
MATS7d,-0.07465295116348743
MATS7i,-0.12124873860503609
MATS7m,0.08512309907890493
MATS7p,-0.0717652720703649
MATS7s,0.06573738819646077
MATS7v,-0.01055446717357813
MATS8Z,0.020197368421052627
MATS8c,0.1495511709481295
MATS8d,-0.17309297912713464
MATS8i,0.17060130130285356
MATS8m,0.020438151193412992
MATS8p,0.06425351655657568
MATS8s,0.0684827203311005
MATS8v,0.05536783230145991
MAXsOH,10.11062158185129
MAXssO,6.02365904111752
MINsOH,10.11062158185129
MINssO,5.476431542543556
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.34103546660361
SpAD_D,338.9823613561347
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.16347285210380402
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.9427739246776456
SssssN,0
TMPC10,745
TMWC10,134.78287797453845
TSRW10,78.16428777439594
VE1_Dt,5.222719572877202
VE2_Dt,0.18652569903132865
VE3_Dt,2.6826376743796723
VR1_Dt,169.02370458184706
VR2_Dt,6.036560877923109
VR3_Dt,6.159658386066097
Xc-3dv,1.9044294863699731
Xc-4dv,0.2041241452319315
Xc-5dv,0.8595863644205176
Xc-6dv,0.3707908118985982
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07216878364870322
Xch-6d,0.48171651633879004
Xch-7d,0.9563014463323429
Xp-0dv,16.906115692058965
Xp-1dv,9.251812636010142
Xp-2dv,8.014740737477121
Xp-3dv,5.2110233482405155
Xp-4dv,2.7491948021557304
Xp-5dv,1.9460503865581367
Xp-6dv,1.0546729879989507
Xp-7dv,0.5096894388819214
Xpc-4d,7.125430587263467
Xpc-5d,7.999314263698968
Xpc-6d,11.426304863303523
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,56
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.153596683060777
AATS0dv,7.296296296296297
AATS0pe,6.20303148148148
AATS0se,7.68827298148148
AATS1dv,6.982142857142857
AATS1pe,6.425298214285715
AATS1se,7.722510535714284
AATS2dv,5.690721649484536
AATS2pe,6.345713402061855
AATS2se,7.743570515463915
AATS3dv,4.097560975609756
AATS3pe,6.509469918699187
AATS3se,7.946908
AATS4dv,2.8684210526315788
AATS4pe,6.0126190789473695
AATS4se,7.56307555263158
AATS5dv,3.564885496183206
AATS5pe,5.875648091603055
AATS5se,7.438348763358779
AATS6dv,4.411764705882353
AATS6pe,6.440244117647059
AATS6se,7.899906549019608
AATS7dv,3.456140350877193
AATS7pe,6.053897368421054
AATS7se,7.583126298245613
AATS8dv,3.36
AATS8pe,6.237052
AATS8se,7.74946966
AATSC0Z,7.506172839506173
AATSC0c,0.0289954559796352
AATSC0d,0.722908093278464
AATSC0i,1.685817697441306
AATSC0m,35.71910644204388
AATSC0p,0.2934601670679259
AATSC0s,1.3211495960981556
AATSC0v,54.399331971833696
AATSC1Z,0.15454144620811325
AATSC1c,-0.017971498424208428
AATSC1d,0.2751077797374094
AATSC1i,-0.19158081361935775
AATSC1m,1.0547517328899703
AATSC1p,-0.024184379633329395
AATSC1s,-0.2079670931587083
AATSC1v,1.0174627292415324
AATSC2Z,1.998981799669085
AATSC2c,0.0013749723530075268
AATSC2d,-0.1253517740726599
AATSC2i,0.12111284333155597
AATSC2m,9.553454761277985
AATSC2p,0.03661463004350629
AATSC2s,0.17967504010735097
AATSC2v,10.319152682120903
AATSC3Z,-2.0517916290274014
AATSC3c,0.003883257466657087
AATSC3d,-0.10261300143865637
AATSC3i,0.005822892699892588
AATSC3m,-9.679257070619624
AATSC3p,-0.012762729518005443
AATSC3s,-0.08228872755119866
AATSC3v,-9.520816806881934
AATSC4Z,-1.2744476933073425
AATSC4c,-0.0051128233310906305
AATSC4d,0.018319976896974947
AATSC4i,-0.39760598572240974
AATSC4m,-6.405206828008808
AATSC4p,-0.06878527489525292
AATSC4s,-0.15629687788286448
AATSC4v,-11.955284789349774
