DLiP-ID,I001ET
AATSC4c,-0.0028579638898027014
AATSC4d,0.019534067632483044
AATSC4i,-0.03650702766888527
AATSC4m,2.683523711449562
AATSC4p,0.010571116486728583
AATSC4s,-0.09749024611857193
AATSC4v,4.560596775849542
AATSC5Z,-0.3370611886046302
AATSC5c,0.00031398517472280146
AATSC5d,-0.04455182335647715
AATSC5i,0.13639720025333976
AATSC5m,-1.5149322334246893
AATSC5p,0.02012353924309985
AATSC5s,-0.15282264568549905
AATSC5v,2.3954842280340634
AATSC6Z,-1.210196947810794
AATSC6c,0.002084453619031624
AATSC6d,-0.10096575560666296
AATSC6i,0.005824019075626359
AATSC6m,-5.743680983455343
AATSC6p,-0.017787624017965388
AATSC6s,-0.08973878606794372
AATSC6v,-6.968898640105735
AATSC7Z,-1.0147519284706181
AATSC7c,-0.0017952029372909125
AATSC7d,-0.02425318272245626
AATSC7i,-0.07161486708041365
AATSC7m,-4.833477506172168
AATSC7p,-0.018545333008857343
AATSC7s,-0.03478226162524613
AATSC7v,-5.636394379566391
AATSC8Z,0.03812884445480269
AATSC8c,0.00019200741395046715
AATSC8d,0.05499886807497283
AATSC8i,-0.05711803377995095
AATSC8m,0.1854765275588616
AATSC8p,-0.0068062908913745414
AATSC8s,-0.004626316897010295
AATSC8v,-0.8919413702510909
ATS0are,445.3396000000001
ATS1are,475.337
ATS2are,863.8310000000004
ATS3are,1220.9177
ATS4are,1437.991
ATS5are,1356.2879999999996
ATS6are,1326.193799999999
ATS7are,1536.8090000000002
ATS8are,1604.1080000000006
ATSC0dv,280.73972602739724
ATSC0pe,9.263797260273968
ATSC0se,5.726144986301367
ATSC1dv,103.17507975229874
ATSC1pe,-0.11779166823043118
ATSC1se,-0.21050798573841062
ATSC2dv,76.92737849502726
ATSC2pe,1.8627669356352086
ATSC2se,1.047206259335711
ATSC3dv,41.48020266466503
ATSC3pe,0.7550116156877535
ATSC3se,0.5174733525989886
ATSC4dv,-1.1823981985363172
ATSC4pe,-1.5564828860949502
ATSC4se,-2.0009333390880037
ATSC5dv,-132.10658660161388
ATSC5pe,-3.0393809345092726
ATSC5se,-1.7520458224807531
ATSC6dv,-156.3293300806906
ATSC6pe,-1.7553946706699042
ATSC6se,-0.35848893225745215
ATSC7dv,-73.28860949521486
ATSC7pe,-2.9654189716644783
ATSC7se,-1.1381313071870915
ATSC8dv,116.76899981234752
ATSC8pe,0.9149105460686635
ATSC8se,0.5313675458810175
AXp-0dv,0.6035889729370237
AXp-1dv,0.32790345159599316
AXp-2dv,0.19287592422284638
AXp-3dv,0.0998116345364279
AXp-4dv,0.05474182716164346
AXp-5dv,0.03026932960744314
AXp-6dv,0.017757184514554845
AXp-7dv,0.010210653224235386
BertzCT,1161.1793066261266
ECIndex,943
ETA_eta,44.56939720782475
GATS1dv,0.47581063520516925
GATS1pe,0.6577676674682823
GATS1se,0.6407562446763435
GATS2dv,0.7848565952878789
GATS2pe,0.6315649185017997
GATS2se,0.589800302058828
GATS3dv,0.9187869620376696
GATS3pe,0.864434720990771
GATS3se,0.8477566550642894
GATS4dv,1.092412351623754
GATS4pe,1.1559904063765059
GATS4se,1.2427424312161188
GATS5dv,1.374345336846557
GATS5pe,1.4017577927451275
GATS5se,1.5192607511938883
GATS6dv,1.2232798709094665
GATS6pe,1.1097640145144172
GATS6se,1.149167610884879
GATS7dv,0.947742484764254
GATS7pe,0.8909848970541651
GATS7se,0.832424849652502
GATS8dv,0.712809269408597
GATS8pe,0.7169638586180659
GATS8se,0.6530735628279626
LogEE_A,4.514971967819264
LogEE_D,233.44339494262792
MATS1dv,0.35300447370989196
MATS1pe,-0.012213349875569924
MATS1se,-0.03531144608969859
MATS2dv,0.14186681173593804
MATS2pe,0.10410539255862411
MATS2se,0.09468335465353085
MATS3dv,0.05392993071142772
MATS3pe,0.029747978284002306
MATS3se,0.03298515391253319
MATS4dv,-0.0012972820284129747
MATS4pe,-0.05175231983179412
MATS4se,-0.1076328386620227
MATS5dv,-0.1590338997140989
MATS5pe,-0.11088305986626425
MATS5se,-0.10340754536062546
MATS6dv,-0.18906929084178925
MATS6pe,-0.06433838183680414
MATS6se,-0.02125679636482546
MATS7dv,-0.07301548308504087
MATS7pe,-0.08953222399866671
MATS7se,-0.055592010727281635
MATS8dv,0.10805384580922389
MATS8pe,0.025657015231983438
MATS8se,0.02410733626145276
MAXaaCH,1.7890619200468032
MAXaaaC,0.5676516915654866
MAXaasC,0.4233408393811189
MAXdssC,-0.11107961139256228
MAXsCH3,1.945429499243567
MAXssNH,3.1562410224522415
MAXsssN,1.8666860880154532
MDEC-11,2.3713960313051317
MDEC-12,5.041816513899203
MDEC-13,9.438589925379535
MDEC-14,2.532478420560591
MDEC-22,10.259549152874564
MDEC-23,25.994717033303054
MDEC-24,1.2666185315346314
MDEC-33,15.683429883554526
MDEC-34,2.5245174333008675
MDEN-22,0.5503212081491045
MDEN-23,0.7937005259840998
MDEO-11,0.4256950235911152
MINaaCH,1.3222810728866827
MINaaaC,0.4089602872155389
MINaasC,-0.36249466771144623
MINdssC,-0.26419619269118755
MINsCH3,1.707703028380904
MINssNH,2.9193721491042055
MINsssN,1.8666860880154532
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.654761904761905
SM1_Dzi,1.7741040929820364
SM1_Dzm,1.6855864241423026
SM1_Dzp,-7.317814733608283
SM1_Dzv,-3.0209416124484996
SddssSe,0
SpAD_Dt,853.2889738474449
SpAbs_A,45.38472011243911
SpAbs_D,466.8867898852559
SpMAD_A,1.2606866697899752
SpMAD_D,12.969077496812664
SpMax_A,2.5209674593374274
SpMax_D,233.44339494262792
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.53999999999999
TpiPC10,8.596925273927695
VAdjMat,6.285402218862249
VE1_DzZ,5.919242145757054
VE1_Dzi,5.918798192476586
VE1_Dzm,5.919386007364285
VE1_Dzp,5.912079201647343
VE1_Dzv,5.918671064795745
VE2_DzZ,0.16442339293769595
VE2_Dzi,0.16441106090212737
VE2_Dzm,0.16442738909345236
VE2_Dzp,0.16422442226798173
VE2_Dzv,0.16440752957765958
VE3_DzZ,3.059142270243825
VE3_Dzi,3.059067265721456
VE3_Dzm,3.05916657400696
VE3_Dzp,3.057931425778605
VE3_Dzv,3.05904578686004
VR1_DzZ,250.98206788996188
VR1_Dzi,251.2693050370914
VR1_Dzm,250.95372072362463
VR1_Dzp,252.0003588248411
VR1_Dzv,250.9569108451922
VR2_DzZ,6.971724108054497
VR2_Dzi,6.979702917696984
VR2_Dzm,6.970936686767351
VR2_Dzp,7.000009967356697
VR2_Dzv,6.971025301255339
VR3_DzZ,6.806315339372224
VR3_Dzi,6.807459137852141
VR3_Dzm,6.80620238800669
VR3_Dzp,6.810364356880574
VR3_Dzv,6.806215099917404
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.17076064411493064
Xch-6dv,0.34080373916441364
Xch-7dv,0.48444806359973785
Xpc-4dv,3.7027016745950534
Xpc-5dv,5.06400720185019
Xpc-6dv,6.422588781444415
Zagreb1,194.0
Zagreb2,233.0
fragCpx,261.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,2
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,3
nBondsM,14
nBondsO,39
nBondsS,62
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,1
nHetero,8
naHRing,0
AATS0are,6.100542465753426
AATS1are,6.254434210526315
AATS2are,6.126460992907804
AATS3are,6.1045885
AATS4are,6.067472573839662
AATS5are,6.279111111111109
AATS6are,6.16834325581395
AATS7are,5.888157088122606
AATS8are,5.708569395017796
AATSC0dv,3.845749671608181
AATSC0pe,0.1269013323325201
AATSC0se,0.07844034227810093
AATSC1dv,1.357566838846036
AATSC1pe,-0.0015498903714530419
AATSC1se,-0.002769841917610666
AATSC2dv,0.5455842446455834
AATSC2pe,0.013211113018689423
AATSC2se,0.00742699474706178
AATSC3dv,0.20740101332332514
AATSC3pe,0.0037750580784387676
AATSC3se,0.002587366762994943
AATSC4dv,-0.004989021934752393
AATSC4pe,-0.006567438337953376
AATSC4se,-0.008442756705012674
AATSC5dv,-0.6116045676000643
AATSC5pe,-0.01407120803013552
AATSC5se,-0.00811132325222571
AATSC6dv,-0.7271131631660027
AATSC6pe,-0.008164626375208857
AATSC6se,-0.0016673903825928007
AATSC7dv,-0.28079927009660866
AATSC7pe,-0.011361758512124438
AATSC7se,-0.0043606563493758296
AATSC8dv,0.4155480420368239
AATSC8pe,0.003255909416614461
AATSC8se,0.0018909877077616282
AETA_eta,1.2380388113284653
ATSC0are,9.945649315068486
ATSC1are,-0.2393691499343188
ATSC2are,1.9059129667855157
ATSC3are,0.9656251641959128
ATSC4are,-2.488316269468941
ATSC5are,-3.2962226308875837
ATSC6are,-1.1588438731469253
ATSC7are,-2.8169461812722845
ATSC8are,0.9700129104897631
BCUTZ-1h,9.004073145712901
BCUTZ-1l,5.65249872151186
BCUTc-1h,0.41861993828088684
BCUTc-1l,-0.4076648882960003
BCUTd-1h,4.022049798720718
BCUTd-1l,0.9772258314810568
BCUTi-1h,17.424774168422395
BCUTi-1l,10.91302382501548
BCUTm-1h,19.000143579469906
BCUTm-1l,11.663787016289668
BCUTp-1h,2.0280153662186753
BCUTp-1l,0.5458450777583645
BCUTs-1h,8.001922710470057
BCUTs-1l,1.1457899214435812
BCUTv-1h,20.935794673353634
BCUTv-1l,13.304118061340041
BalabanJ,1.4459659724943608
Diameter,16
ETA_beta,37.75
GATS1are,0.6579613280416454
GATS2are,0.624729917979043
GATS3are,0.8570752627568687
GATS4are,1.190049265088766
GATS5are,1.430615493192866
GATS6are,1.0936463685014866
GATS7are,0.8623254184020552
GATS8are,0.6883343113883681
HybRatio,0.5357142857142857
Lipinski,True
LogEE_Dt,426.64448692372247
MATS1are,-0.02311768296029912
MATS2are,0.09921416241740845
MATS3are,0.035437926048479534
MATS4are,-0.07706318447547424
MATS5are,-0.11200889269567714
MATS6are,-0.03956181313607319
MATS7are,-0.07921870900704625
MATS8are,0.025337333797918304
MAXssCH2,0.9235032718704255
MAXsssCH,0.30255920886873255
MAXssssC,-0.48346476401659033
MINssCH2,0.6012379253175608
MINsssCH,-0.6828299121913843
MINssssC,-0.48346476401659033
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,1.780196115214998
SM1_Dzse,1.6200363731051546
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,20.850275542869472
SMR_VSA4,11.332896515558172
SMR_VSA5,71.12477698413235
SMR_VSA6,13.592428388589765
SMR_VSA7,47.77887474351255
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,400.68372688950603
SpAD_Dzi,384.5791770782735
SpAD_Dzm,400.6008371889469
SpAD_Dzp,553.785905332149
SpAD_Dzv,501.6936162376255
SpAbs_Dt,853.2889738474446
SpDiam_A,4.959388368845229
SpDiam_D,346.2197570351793
SpMAD_Dt,23.70247149576236
SpMax_Dt,426.64448692372247
SsssssAs,0
VE1_Dzpe,5.919138746547142
VE1_Dzse,5.919190963534451
VE2_Dzpe,0.1644205207374206
VE2_Dzse,0.1644219712092903
VE3_Dzpe,3.0591248017722736
VE3_Dzse,3.0591336234538096
VMcGowan,386.83000000000175
VR1_Dzpe,251.01215978793329
VR1_Dzse,250.991082105771
VR2_Dzpe,6.9725599941092575
VR2_Dzse,6.9719745029380835
VR3_Dzpe,6.8064352287906615
VR3_Dzse,6.806351254503582
mZagreb1,13.756944444444443
mZagreb2,7.777777777777775
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,68
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13624177143929433
AATSC1are,-0.003149594078083142
AATSC2are,0.013517113239613587
AATSC3are,0.004828125820979564
AATSC4are,-0.010499224765691735
AATSC5are,-0.015260289957812888
AATSC6are,-0.005389971503008955
AATSC7are,-0.010792897246253963
AATSC8are,0.003452003240177093
AETA_beta,1.0486111111111112
BCUTdv-1h,7.004065976121081
BCUTdv-1l,0.989155897837719
BCUTpe-1h,3.988685382109594
BCUTpe-1l,2.2019779815195526
BCUTse-1h,4.009971592213655
BCUTse-1l,2.397910367363538
ETA_alpha,16.885714285714286
ETA_dBeta,-7.75
ETA_eta_B,0.8911191912800547
ETA_eta_F,33.65990807027323
ETA_eta_L,10.189563597705355
ETA_eta_R,78.22930527809798
ETA_psi_1,0.5588652482269507
LabuteASA,211.72988532739765
LogEE_DzZ,200.38782905321864
LogEE_Dzi,192.33886920838626
LogEE_Dzm,200.3472404395885
LogEE_Dzp,275.87658950862885
LogEE_Dzv,250.42723289486153
PEOE_VSA1,20.850275542869472
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,45.03667987291831
PEOE_VSA7,62.08572891809203
PEOE_VSA8,23.53627294122233
PEOE_VSA9,12.083681658295921
SM1_Dzare,1.9900577693538684
SpAD_Dzpe,396.86196817856353
SpAD_Dzse,401.30064098034154
SpAbs_DzZ,399.12089620167535
SpAbs_Dzi,382.90363432379047
SpAbs_Dzm,399.0088944550348
SpAbs_Dzp,559.0709937508659
SpAbs_Dzv,503.87540740217173
SpDiam_Dt,629.3539968825553
SpMAD_DzZ,11.1301035247085
SpMAD_Dzi,10.682754918840931
SpMAD_Dzm,11.127801033026303
SpMAD_Dzp,15.382941814781917
SpMAD_Dzv,13.935933784378486
SpMax_DzZ,200.38782905321864
SpMax_Dzi,192.33886920838626
SpMax_Dzm,200.3472404395885
SpMax_Dzp,275.87658950862885
SpMax_Dzv,250.42723289486153
VE1_Dzare,5.918890686202556
VE2_Dzare,0.16441363017229324
VE3_Dzare,3.059082892711981
VR1_Dzare,251.05046258322704
VR2_Dzare,6.973623960645195
VR3_Dzare,6.8065878105350945
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46904761904761905
AETA_dBeta,-0.2152777777777778
AETA_eta_B,0.024753310868890408
AETA_eta_F,0.9349974463964786
AETA_eta_L,0.2830434332695932
AETA_eta_R,2.173036257724944
BCUTare-1h,4.107730429084381
BCUTare-1l,2.1520778883814384
ETA_beta_s,22.75
ETA_dPsi_A,0.15513475177304925
ETA_dPsi_B,0.0
ETA_eta_BR,1.2351191912800545
ETA_eta_FL,6.833530773387686
ETA_eta_RL,17.02309437109304
LogEE_Dzpe,198.48043398137108
LogEE_Dzse,200.6953215005348
PEOE_VSA10,11.859061670193856
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.950365812018994
SlogP_VSA2,60.381240624086594
SlogP_VSA3,9.589074368143644
SlogP_VSA4,17.150117356604067
SlogP_VSA5,57.31540234330933
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,391.69544690126827
SpAbs_Dzpe,395.18067184752715
SpAbs_Dzse,399.7706066279645
SpDiam_DzZ,300.01450220323085
SpDiam_Dzi,286.9017858892663
SpDiam_Dzm,299.99221843849256
SpDiam_Dzp,417.29122862745874
SpDiam_Dzv,379.0824664270507
SpMAD_Dzpe,11.023943560515654
SpMAD_Dzse,11.14724002723171
SpMax_Dzpe,198.48043398137108
SpMax_Dzse,200.6953215005348
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6319444444444444
AETA_eta_BR,0.03430886642444596
AETA_eta_FL,0.18982029926076904
AETA_eta_RL,0.47286373253036224
DetourIndex,7445
EState_VSA1,17.4986721276927
EState_VSA2,35.62244168739633
EState_VSA3,28.798562372700555
EState_VSA4,19.26246486877803
EState_VSA5,12.13273413692322
EState_VSA6,38.23687745621425
EState_VSA7,25.67112132992235
EState_VSA8,15.950365812018994
EState_VSA9,0.0
ETA_beta_ns,15.0
ETA_shape_p,0.22419627749576987
ETA_shape_x,0.02961082910321489
ETA_shape_y,0.3790186125211506
GhoseFilter,False
LogEE_Dzare,195.9030028331162
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,389.81594789687847
SpDiam_Dzpe,296.97217531665217
SpDiam_Dzse,300.4845862259522
SpMAD_Dzare,10.880429080590785
SpMax_Dzare,195.9030028331162
TopoPSA(NO),90.53999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.275913214629167
VSA_EState9,71.80742011870419
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.4166666666666667
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03095238095238094
FilterItLogS,-5.936415085225693
SpDiam_Dzare,292.878730343362
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5659491193737755
ETA_epsilon_2,0.8392857142857139
ETA_epsilon_3,0.4411764705882341
ETA_epsilon_4,0.5339070567986215
ETA_epsilon_5,0.7978021978021974
AETA_beta_ns_d,0.013888888888888888
ETA_dEpsilon_A,0.12477264878554134
ETA_dEpsilon_B,0.03204206257515396
ETA_dEpsilon_C,-0.09273058621038738
ETA_dEpsilon_D,0.04148351648351645
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5555555555555556
MDEDescriptor,"2.3713960313051317,5.041816513899203,9.438589925379535,2.532478420560591,10.259549152874564,25.994717033303054,1.2666185315346314,15.683429883554526,2.5245174333008675,0.0,0.4256950235911152,0.0,0.0,0.0,0.0,0.0,0.5503212081491045,0.7937005259840998,0.0"
APolDescriptor,81.31434099999998
BCUTDescriptor,"11.890000000000006,18.998409057831232,-0.3095849751655491,0.2322485206978982,4.68025773863478,11.561792376648347"
BPolDescriptor,48.48565899999999
TPSADescriptor,90.53999999999999
ALOGPDescriptor,"1.279899999999999,1.6381440099999973,130.2645"
XLogPDescriptor,4.016
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,496.28496956
ChiPathDescriptor,"26.197941654890254,17.02309437109305,16.389859460490847,13.542039727016636,11.080428966765774,8.542845155910397,6.169446175851084,4.28962902400905,21.729203025732854,12.788234612243734,11.186803604925084,7.785307493841379,5.638408197649275,3.783666200930392,2.5037630165522335,1.6132832094291916"
ChiChainDescriptor,"0.0,0.0,0.19245008972987526,0.509679700787487,0.8728108837525652,0.0,0.0,0.17076064411493064,0.3408037391644136,0.4844480635997379"
AtomCountDescriptor,73
BondCountDescriptor,39
SmallRingDescriptor,"4,2,2,1,0,0,2,2,0,0,0"
ChiClusterDescriptor,"3.607911163690396,0.2886751345948129,1.1268620922505053,0.11785113019775793,2.4781249936763303,0.2886751345948129,0.4566996524448303,0.07216878364870323"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,7,3,5,7,1,1"
ZagrebIndexDescriptor,194.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"72.6256281785458,2.017378560515161,22.515636526467517,7.665924407062706,12.2814721553154"
FractionalPSADescriptor,0.1824355069231124
WienerNumbersDescriptor,"4069.0,62.0"
AminoAcidCountDescriptor,"2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0"
ChiPathClusterDescriptor,"7.496268996921663,11.882089635085471,16.55760108179211,3.7027016745950556,5.06400720185019,5.819079858217256"
FractionalCSP3Descriptor,0.5357142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,5,0,4,0,0,6,5,0,0,3,2,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"28.994082840236686,12.027348394768133,6.270216962524655"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,4516.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.5357142857142857
AutocorrelationDescriptorMass,"41.26537245077141,42.07369844154686,63.81441414381318,70.41695651458352,71.21946398927057"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.6898225139575987,-0.3669667442915404,-0.017827453027858663,0.2765273818171428,-0.38203474669111215"
EccentricConnectivityIndexDescriptor,943
AutocorrelationDescriptorPolarizability,"2674.0670333584394,3205.078201140263,4676.745398692053,4758.790530110425,4605.2083612834695"
