DLiP-ID,T007MA
IC1,3.8736374400701123
IC2,4.816321094082688
IC3,5.4936149584841045
IC4,5.623516641218016
IC5,5.623516641218016
MID,62.6189031818043
Mpe,0.9834087481146304
Mse,1.0135931984985154
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,121.46180000000001
SdO,24.196509115019076
SdS,0
Spe,51.13725490196078
SsF,0
SsI,0
Sse,52.706846321922804
StN,0
fMF,0.4230769230769231
nBr,0
nCl,0
AMID,2.019964618767881
BIC0,0.28542714413369136
BIC1,0.6408644710416826
BIC2,0.7968244622992731
BIC3,0.9088776889795518
BIC4,0.9303689551294334
BIC5,0.9303689551294334
CIC0,3.97520556663413
CIC1,1.8268022780709794
CIC2,0.884118624058404
CIC3,0.2068247596569872
CIC4,0.07692307692307576
CIC5,0.07692307692307576
GGI1,6.5
GGI2,2.666666666666668
GGI3,1.6875
GGI4,1.6355555555555559
GGI5,1.1319444444444442
GGI6,0.7151020408163264
GGI7,0.45138888888888895
GGI8,0.364575459813555
GGI9,0.23437500000000006
JGI1,0.19696969696969696
JGI2,0.060606060606060635
JGI3,0.03835227272727272
JGI4,0.03634567901234569
JGI5,0.023100907029478455
JGI6,0.014593919200333193
JGI7,0.010030864197530865
JGI8,0.010416441708958717
JGI9,0.007560483870967742
MIC0,18.703027249192726
MIC1,37.37194970615546
MIC2,45.421669465826135
MIC3,47.533689896264
MIC4,47.66463079245979
MIC5,47.66463079245979
MPC2,44
MPC3,53
MPC4,68
MPC5,84
MPC6,83
MPC7,92
MPC8,94
MPC9,98
Mare,0.9960769230769232
NaaN,1
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.1522416912332471
RPCG,0.09628490708367865
SIC0,0.3026493107218681
SIC1,0.6795330942177391
SIC2,0.8449034341605643
SIC3,0.9637177533868505
SIC4,0.9865057643398498
SIC5,0.9865057643398498
SaaN,4.087708745847656
SaaO,0
SaaS,0
Sare,51.79600000000001
SdNH,7.318745762480691
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.341615091264366
SsSH,0
SssO,0
SssS,1.3529524484520874
StCH,0
StsC,0
TIC0,89.712175878362
TIC1,201.42914688364584
TIC2,250.44869689229975
TIC3,285.6679778411734
TIC4,292.4228653433368
TIC5,292.4228653433368
Vabc,387.5247579738607
WPol,44
apol,61.54865299999999
bpol,26.973346999999997
nRot,8
ABCGG,18.775128716783346
ATS0Z,1506.0
ATS0d,175.0
ATS0i,8392.63050514683
ATS0m,5971.875854000002
ATS0p,87.08228300182898
ATS0s,292.17009602194787
ATS0v,12432.650905302922
ATS1Z,1525.0
ATS1d,213.0
ATS1i,8008.725502512149
ATS1m,5846.152915000001
ATS1p,105.08331413600001
ATS1s,198.22222222222223
ATS1v,15189.978843094903
ATS2Z,2237.0
ATS2d,319.0
ATS2i,12677.631316244428
ATS2m,8468.1482
ATS2p,155.50438926969804
ATS2s,327.0216049382716
ATS2v,21432.74262550505
ATS3Z,2503.0
ATS3d,362.0
ATS3i,17594.905089268133
ATS3m,9180.164289999999
ATS3p,181.85751884964102
ATS3s,354.108024691358
ATS3v,24058.13927406904
ATS4Z,2607.0
ATS4d,363.0
ATS4i,18638.122445037036
ATS4m,9612.866107000002
ATS4p,180.11825842098006
ATS4s,358.2283950617284
ATS4v,23872.323469988547
ATS5Z,2554.0
ATS5d,366.0
ATS5i,18448.195103861926
ATS5m,9455.664418
ATS5p,179.505239734735
ATS5s,420.746913580247
ATS5v,24845.971649359875
ATS6Z,2520.0
ATS6d,369.0
ATS6i,20172.435699814363
ATS6m,9239.404023
ATS6p,183.56156733043298
ATS6s,479.1851851851852
ATS6v,25515.37254633845
ATS7Z,2427.0
ATS7d,350.0
ATS7i,20553.23955986954
ATS7m,8823.487446999998
ATS7p,176.93553471297997
ATS7s,507.83950617283955
ATS7v,24065.8082479144
ATS8Z,1972.0
ATS8d,304.0
ATS8i,19102.87737641651
ATS8m,6986.728480999998
ATS8p,152.08623210013099
ATS8s,408.0092592592593
ATS8v,20521.117915796094
C1SP1,0
C1SP2,4
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.09090909090909091
GGI10,0.14467911437608408
JGI10,0.005167111227717289
JGT10,0.40314343655036233
Kier1,25.619834710743802
Kier2,13.03202479338843
Kier3,8.37308650765397
MAXdO,12.800660282261562
MID_C,45.90884146119497
MID_N,9.434376973708252
MID_O,5.195421007278908
MID_X,0.0
MID_h,16.710061720609325
MINdO,11.395848832757515
MPC10,95
MWC01,33.0
MWC02,5.043425116919247
MWC03,5.855071922202427
MWC04,6.710523109452428
MWC05,7.544861068658458
MWC06,8.404919948933452
MWC07,9.249272581977971
MWC08,10.1104610706877
MWC09,10.960079211941625
MWC10,11.821431701595209
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.947370000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.493061443340548
SRW05,0.0
SRW06,6.963189985870238
SRW07,0.0
SRW08,8.517793011488205
SRW09,0.0
SRW10,10.117267400897372
SaaCH,20.73498312205915
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.0194668233717743
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4784738130590185
SdssS,0
SsCH3,0
SsNH2,5.345438120976818
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.535163170445527
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.881315225030751
VE1_D,5.482985922433353
VE2_A,0.15746178145260487
VE2_D,0.17687051362688236
VE3_A,2.7168168083699378
VE3_D,2.833051940416255
VR1_A,259.7447420244776
VR1_D,197.8216550052376
VR2_A,8.37886264595089
VR2_D,6.381343709846374
VR3_A,6.691101498818886
VR3_D,6.418768003985763
WPath,2884
Xc-3d,2.0896563198885065
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,22.216967702877938
Xp-1d,14.918723993369941
Xp-2d,13.463283718247181
Xp-3d,9.870026291711447
Xp-4d,8.386253532531658
Xp-5d,6.788137323388193
Xp-6d,4.300384315995313
Xp-7d,3.19834632524887
ZMIC0,99.2217381236097
ZMIC1,54.47626942062874
ZMIC2,32.0535152042463
ZMIC3,25.80463211244946
ZMIC4,25.2788848963218
ZMIC5,25.2788848963218
nAcid,1
nAtom,52
nBase,3
nRing,3
piPC1,3.828641396489095
piPC2,4.363098624788363
piPC3,4.81014976667463
piPC4,5.333322475746727
piPC5,5.83718365046955
piPC6,5.863631175598097
piPC7,6.195361566476327
piPC8,6.421114008583378
piPC9,6.7181824954739895
AATS0Z,28.96153846153846
AATS0d,3.3653846153846154
AATS0i,161.39674048359288
AATS0m,114.84376642307696
AATS0p,1.6746592884967113
AATS0s,5.618655692729766
AATS0v,239.08944048659467
AATS1Z,28.24074074074074
AATS1d,3.9444444444444446
AATS1i,148.30973152800277
AATS1m,108.26209101851853
AATS1p,1.945987298814815
AATS1s,3.6707818930041154
AATS1v,281.29590450175743
AATS2Z,26.31764705882353
AATS2d,3.7529411764705882
AATS2i,149.1486037205227
AATS2m,99.62527294117646
AATS2p,1.829463403172918
AATS2s,3.8473129992737833
AATS2v,252.14991324123588
AATS3Z,22.150442477876105
AATS3d,3.2035398230088497
AATS3i,155.7071246837888
AATS3m,81.24039194690265
AATS3p,1.6093585738906286
AATS3s,3.133699333551841
AATS3v,212.90388738114194
AATS4Z,21.907563025210084
AATS4d,3.0504201680672267
AATS4i,156.62287768938685
AATS4m,80.78038745378153
AATS4p,1.5135988102603366
AATS4s,3.0103226475775497
AATS4v,200.6077602520046
AATS5Z,21.64406779661017
AATS5d,3.1016949152542375
AATS5i,156.34063647340616
AATS5m,80.13274930508474
AATS5p,1.5212308452096186
AATS5s,3.5656518100020933
AATS5v,210.55908177423623
AATS6Z,19.6875
AATS6d,2.8828125
AATS6i,157.5971539047997
AATS6m,72.1828439296875
AATS6p,1.4340747447690076
AATS6s,3.7436342592592595
AATS6v,199.33884801826915
AATS7Z,18.813953488372093
AATS7d,2.7131782945736433
AATS7i,159.3274384486011
AATS7m,68.39912749612401
AATS7p,1.371593292348682
AATS7s,3.9367403579289886
AATS7v,186.55665308460775
AATS8Z,16.71186440677966
AATS8d,2.5762711864406778
AATS8i,161.88879132556363
AATS8m,59.20956339830507
AATS8p,1.2888663737299235
AATS8s,3.4577055869428754
AATS8v,173.90777894742453
AMID_C,1.4809303697159666
AMID_N,0.30433474108736297
AMID_O,0.1675942260412551
AMID_X,0.0
AMID_h,0.5390342490519137
ATS0dv,428.44444444444446
ATS0pe,333.0601999999999
ATS0se,406.7862729999999
ATS1dv,411.66666666666663
ATS1pe,356.69800000000004
ATS1se,424.94749599999994
ATS2dv,529.6666666666666
ATS2pe,550.1664999999999
ATS2se,662.010728
ATS3dv,505.3333333333333
ATS3pe,716.7176999999999
ATS3se,878.573436
ATS4dv,532.3333333333334
ATS4pe,741.7375999999999
ATS4se,916.9854240000001
ATS5dv,628.6666666666666
ATS5pe,749.9473999999999
ATS5se,917.3011779999999
ATS6dv,653.0
ATS6pe,814.2316999999999
ATS6se,997.8882
ATS7dv,591.6666666666666
ATS7pe,815.3947000000001
ATS7se,1003.1648799999999
ATS8dv,443.66666666666663
ATS8pe,742.0157
ATS8se,919.56216
ATSC0Z,506.3076923076922
ATSC0c,1.3953492021080738
ATSC0d,29.442307692307686
ATSC0i,87.1754346325026
ATSC0m,2324.529853923078
ATSC0p,14.231577499628825
ATSC0s,104.39379550490663
ATSC0v,2563.336746708008
ATSC1Z,2.5266272189348693
ATSC1c,-1.012757069424058
ATSC1d,6.117603550295858
ATSC1i,9.490386186478265
ATSC1m,18.207169964497126
ATSC1p,2.1612492848153897
ATSC1s,-14.636756195160753
ATSC1v,269.4810121432919
ATSC2Z,-0.5029585798817147
ATSC2c,0.748440597949027
ATSC2d,-5.223002958579884
ATSC2i,6.940354262222196
ATSC2m,-15.529005643490915
ATSC2p,-0.7057652491795455
ATSC2s,34.59970089528494
ATSC2v,-426.0570316181649
ATSC3Z,-152.05325443786987
ATSC3c,-0.623240479520827
ATSC3d,0.7119082840236668
ATSC3i,-0.20954939126801397
ATSC3m,-703.1319490251478
ATSC3p,-0.22221228870597098
ATSC3s,-36.59271637405541
ATSC3v,-456.026708122823
ATSC4Z,23.449704142011814
ATSC4c,0.10035618824653726
ATSC4d,-1.5698964497041434
ATSC4i,-20.705994070563158
ATSC4m,115.35957236834338
ATSC4p,-2.859752045060488
ATSC4s,-12.635753768232405
ATSC4v,102.36222268503104
ATSC5Z,-18.082840236686426
ATSC5c,0.14012896428953567
ATSC5d,-4.715236686390533
ATSC5i,-1.0517524439227075
ATSC5m,-76.29734697928991
ATSC5p,-2.4639622005345303
ATSC5s,-5.5286767152864
ATSC5v,-61.93930504642237
ATSC6Z,-35.21893491124261
ATSC6c,-0.3264888132560734
ATSC6d,-7.184911242603551
ATSC6i,-10.536585022395363
ATSC6m,-160.4215390029586
ATSC6p,-0.4993851979508819
ATSC6s,-18.13453218723874
ATSC6v,-177.40936638840603
ATSC7Z,-25.686390532544365
ATSC7c,0.9346052722834335
ATSC7d,-3.308801775147929
ATSC7i,8.775404568081163
ATSC7m,-121.4057036553254
ATSC7p,-1.9869528357968016
ATSC7s,22.717344015064818
ATSC7v,-415.8223034172286
ATSC8Z,-122.1597633136094
ATSC8c,-1.0373424934986972
ATSC8d,1.880917159763315
ATSC8i,3.146407647057136
ATSC8m,-566.4378215562131
ATSC8p,1.0259659362283546
ATSC8s,-53.21045892484639
ATSC8v,-146.81189692206272
AXp-0d,0.7166763775121915
AXp-1d,0.45208254525363456
AXp-2d,0.3059837208692541
AXp-3d,0.18622691116436693
AXp-4d,0.1233272578313479
AXp-5d,0.0808111586117642
AXp-6d,0.05181185922885919
AXp-7d,0.034764633970096416
GATS1Z,0.7685269590465581
GATS1c,1.683059263976455
GATS1d,0.8981783874011179
GATS1i,1.0314976095533386
GATS1m,0.7656828230694812
GATS1p,0.7943025103032454
GATS1s,0.7946539556112602
GATS1v,0.7910759479398027
GATS2Z,0.9581130355515043
GATS2c,0.49390127549116575
GATS2d,1.3042455911169173
GATS2i,1.0490217936316353
GATS2m,0.9483168258216514
GATS2p,1.10182023820917
GATS2s,0.4380098853781308
GATS2v,1.0530879600397838
GATS3Z,1.3313199312687056
GATS3c,1.0696224334393731
GATS3d,1.0500511551822804
GATS3i,1.0655465869363037
GATS3m,1.3052705839524732
GATS3p,1.1796402954822327
GATS3s,1.026627580092279
GATS3v,1.0674303213473972
GATS4Z,1.2980531319182187
GATS4c,0.8245227416970451
GATS4d,1.0990015862648133
GATS4i,1.1273897421575538
GATS4m,1.262037568330676
GATS4p,1.3437423757562097
GATS4s,0.9156556752120459
GATS4v,1.0165453220686569
GATS5Z,1.0320481127265424
GATS5c,0.8761083545835162
GATS5d,1.1523541719713495
GATS5i,1.023780310114063
GATS5m,1.0224650571072569
GATS5p,1.1137426743057426
GATS5s,0.971834773516191
GATS5v,0.9843536554582775
GATS6Z,0.892398302187785
GATS6c,1.0509879263543853
GATS6d,1.102924967341607
GATS6i,1.0039668179319412
GATS6m,0.9009717599792056
GATS6p,0.9281022119113087
GATS6s,1.17023783789098
GATS6v,0.9867399356221035
GATS7Z,0.9569279854147676
GATS7c,0.7298706328253245
GATS7d,0.9600960004860787
GATS7i,0.9129460693233563
GATS7m,0.9618638534657796
GATS7p,1.0079061775583087
GATS7s,0.9724960902993348
GATS7v,1.0413142589550661
GATS8Z,1.0452794987871392
GATS8c,1.3305176102828897
GATS8d,0.866100587851078
GATS8i,0.9060555261390147
GATS8m,1.0535899752518272
GATS8p,0.8934796691590252
GATS8s,1.4493143123921337
GATS8v,0.9975772863210757
MATS1Z,0.004805473963784428
MATS1c,-0.6989272268625573
MATS1d,0.20008708904855216
MATS1i,0.10483332191367739
MATS1m,0.007542527495008289
MATS1p,0.14623839241023648
MATS1s,-0.135014289361632
MATS1v,0.10123532705916555
MATS2Z,-0.0006077180188393286
MATS2c,0.328139752818116
MATS2d,-0.10852576170899458
MATS2i,0.04870481921709471
MATS2m,-0.004086889894789878
MATS2p,-0.030338328277211085
MATS2s,0.20275990291804755
MATS2v,-0.10168256471637337
MATS3Z,-0.13819937991249942
MATS3c,-0.20554061176640107
MATS3d,0.011126974676739683
MATS3i,-0.0011061580452983307
MATS3m,-0.1391959514471549
MATS3p,-0.007185217690451684
MATS3s,-0.16130389778042784
MATS3v,-0.08186712054032996
MATS4Z,0.02023854208957967
MATS4c,0.031428064178877314
MATS4d,-0.023299979691419375
MATS4i,-0.10379067735226542
MATS4m,0.021685772206959438
MATS4p,-0.08780752162819996
MATS4s,-0.05289113037415828
MATS4v,0.01744979890393543
MATS5Z,-0.015738866657396426
MATS5c,0.04425540709218592
MATS5d,-0.07057534125253243
MATS5i,-0.0053166827304528255
MATS5m,-0.014464240856723964
MATS5p,-0.07629609936855788
MATS5s,-0.02333822616892685
MATS5v,-0.010648342245576637
MATS6Z,-0.028258887876025537
MATS6c,-0.09505583275132497
MATS6d,-0.09913863487916397
MATS6i,-0.049101993966453636
MATS6m,-0.028036314573445156
MATS6p,-0.014255288050311848
MATS6s,-0.0705708003568035
MATS6v,-0.028116694065986405
MATS7Z,-0.020450417982800163
MATS7c,0.2699970080525287
MATS7d,-0.04530149519744404
MATS7i,0.040577628307158886
MATS7m,-0.021053174762981422
MATS7p,-0.05627923035265038
MATS7s,0.08771957124967658
MATS7v,-0.0653906643618406
MATS8Z,-0.10632490253336009
MATS8c,-0.3276126001256424
MATS8d,0.028152642008657268
MATS8i,0.01590531241142782
MATS8m,-0.10738372179010394
MATS8p,0.03176883111366426
MATS8s,-0.22461753307203944
MATS8v,-0.025239277757100692
MAXaaN,4.087708745847656
MAXdNH,7.318745762480691
MAXsOH,9.341615091264366
MAXssS,1.3529524484520874
MINaaN,4.087708745847656
MINdNH,7.318745762480691
MINsOH,9.341615091264366
MINssS,1.3529524484520874
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.22512281564511
SpAD_D,385.17236671212777
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.08591095916915958
SssNH2,0
SsssAs,0
SsssCH,-0.36819762768897024
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,775
TMWC10,139.70004573236852
TSRW10,66.29600446098733
VE1_Dt,5.495255893248444
VE2_Dt,0.1772663191370466
VE3_Dt,2.8352872666424744
VR1_Dt,195.28809703973297
VR2_Dt,6.299616033539773
VR3_Dt,6.405878000459207
Xc-3dv,0.9495867328704207
Xc-4dv,0.0
Xc-5dv,0.15137471507731048
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.28381478282798467
Xp-0dv,17.225679193160545
Xp-1dv,10.19961844492911
Xp-2dv,7.805041908980653
Xp-3dv,5.557748326824968
Xp-4dv,4.0778163427980525
Xp-5dv,2.8308367358768307
Xp-6dv,1.6509372132224898
Xp-7dv,1.0221935943665414
Xpc-4d,3.618568159065206
Xpc-5d,5.6784244716133205
Xpc-6d,8.393632247112699
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,0
nHBAcc,5
nHBDon,5
nHRing,1
nSpiro,0
naRing,3
piPC10,6.928629635692696
AATS0dv,8.23931623931624
AATS0pe,6.4050038461538445
AATS0se,7.82281294230769
AATS1dv,7.6234567901234565
AATS1pe,6.605518518518519
AATS1se,7.869398074074073
AATS2dv,6.231372549019607
AATS2pe,6.472547058823529
AATS2se,7.788361505882353
AATS3dv,4.4719764011799406
AATS3pe,6.342634513274335
AATS3se,7.774986159292036
AATS4dv,4.473389355742297
AATS4pe,6.233089075630252
AATS4se,7.705759865546219
AATS5dv,5.3276836158192085
AATS5pe,6.355486440677965
AATS5se,7.773738796610169
AATS6dv,5.1015625
AATS6pe,6.3611851562499995
AATS6se,7.7960015625
AATS7dv,4.58656330749354
AATS7pe,6.320889147286822
AATS7se,7.776471937984495
AATS8dv,3.759887005649717
AATS8pe,6.288268644067797
AATS8se,7.792899661016949
AATSC0Z,9.736686390532542
AATSC0c,0.02683363850207834
AATSC0d,0.5661982248520709
AATSC0i,1.6764506660096654
AATSC0m,44.702497190828424
AATSC0p,0.2736841826851697
AATSC0s,2.0075729904789736
AATSC0v,49.29493743669246
AATSC1Z,0.04678939294323832
AATSC1c,-0.018754760544889962
AATSC1d,0.11328895463510848
AATSC1i,0.1757478923421901
AATSC1m,0.3371698141573542
AATSC1p,0.0400231349039887
AATSC1s,-0.27105104065112506
AATSC1v,4.990389113764665
AATSC2Z,-0.00591715976331429
AATSC2c,0.00880518350528267
AATSC2d,-0.06144709363035158
AATSC2i,0.08165122661437878
AATSC2m,-0.1826941840410696
AATSC2p,-0.008303120578582889
AATSC2s,0.40705530465041107
AATSC2v,-5.012435666096057
AATSC3Z,-1.3456040215740697
AATSC3c,-0.005515402473635637
AATSC3d,0.006300073309943954
AATSC3i,-0.001854419391752336
AATSC3m,-6.2224066285411315
AATSC3p,-0.001966480431026292
AATSC3s,-0.3238293484429682
AATSC3v,-4.035634585157726
AATSC4Z,0.19705633732783037
