DLiP-ID,T0038U
DLiP-Mol-ID,19923
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H19ClN4O3/c21-16-11-13(6-8-18(26)27)5-7-17(16)25-19(28)14-3-1-4-15(12-14)24-20-22-9-2-10-23-20/h1,3-8,11-12H,2,9-10H2,(H,25,28)(H,26,27)(H2,22,23,24)/b8-6+"
Standard Inchi Key(RDKit),KNVMGBKMZYKHLR-SOFGYWHQSA-N
Canonical SMILES(RDKit),O=C(O)/C=C/c1ccc(NC(=O)c2cccc(NC3=NCCCN3)c2)c(Cl)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),398.85
MW Monoisotopic(RDKit),398.114568148
MolLogP(RDKit),3.4513
XLogP(SDF),
XLogP(CDK),3.276
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),102.82
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.57750886477852
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2110547.5986490236
qed,0.5775088647785201
Chi0,19.93251065250177
Chi1,13.508040390846979
TPSA,102.82000000000001
Chi0n,14.906361011203147
Chi0v,15.662289957221603
Chi1n,8.68430995836001
Chi1v,9.062274431369238
Chi2n,6.081440969729255
Chi2v,6.488641096469862
Chi3n,3.9444545789468446
Chi3v,4.2571635874351434
Chi4n,2.5896356010559414
Chi4v,2.825863396686708
MolMR,111.06140000000003
MolWt,398.85000000000014
fr_SH,0
Kappa1,19.441819240304884
Kappa2,9.053346541576833
Kappa3,5.339926472061547
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,956.2170274322038
MolLogP,3.4513000000000016
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.696416612935102
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,4.992404732635669
SMR_VSA5,6.4208216229260096
SMR_VSA6,23.723090019837812
SMR_VSA7,64.69012588320047
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,1
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,166.6780532708698
NHOHCount,4
PEOE_VSA1,21.056893206859698
PEOE_VSA2,9.786941916707491
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,48.392128563764935
PEOE_VSA8,30.416370685039592
PEOE_VSA9,10.710019588424888
RingCount,3
SMR_VSA10,46.88777213248071
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,398.11456814800005
NumHDonors,4
PEOE_VSA10,0.0
PEOE_VSA11,5.959554568743835
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,15.950365812018994
SlogP_VSA2,36.03207979271305
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,22.342261790391824
SlogP_VSA6,53.53299431870082
SlogP_VSA7,5.022633313741326
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,1
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.969305287951849
EState_VSA2,5.907179729351506
EState_VSA3,27.79647714056272
EState_VSA4,31.273740816268603
EState_VSA5,6.076020106833881
EState_VSA6,36.39820241076966
EState_VSA7,6.06636706846161
EState_VSA8,20.94277054465466
EState_VSA9,16.70746728507322
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SlogP_VSA12,11.600939890232516
VSA_EState1,0.0
VSA_EState2,0.0
