DLiP-ID,C001PJ
AATSC4v,1.920240557281775
AATSC5Z,0.43714549531724034
AATSC5c,0.005328286828580807
AATSC5d,-0.03183397089214264
AATSC5i,-0.257308102459809
AATSC5m,2.050954746075715
AATSC5p,-0.010160697856498849
AATSC5s,-0.025663879484285657
AATSC5v,0.03051896149246801
AATSC6Z,-1.0184252497271888
AATSC6c,0.0008847220580570831
AATSC6d,0.054898010576680936
AATSC6i,-0.2857480593575824
AATSC6m,-4.728585159027953
AATSC6p,-0.015177270014746178
AATSC6s,-0.42513372412956896
AATSC6v,-3.7161093731877153
AATSC7Z,-0.701701622477246
AATSC7c,-0.016355241741024654
AATSC7d,0.004590423426988524
AATSC7i,-0.18511166337184837
AATSC7m,-3.1643690594380707
AATSC7p,-0.010091301998096875
AATSC7s,-0.6148985402101744
AATSC7v,-1.231939159808423
AATSC8Z,2.6395633045461953
AATSC8c,0.025072286626123184
AATSC8d,-0.05458693172559883
AATSC8i,0.056055546715944086
AATSC8m,12.119136344630924
AATSC8p,-0.01063425849802461
AATSC8s,0.863265620190828
AATSC8v,2.786738035905565
ATS0are,275.6293999999999
ATS1are,279.47090000000003
ATS2are,410.65869999999995
ATS3are,479.6078
ATS4are,451.35600000000005
ATS5are,414.276
ATS6are,445.7720000000001
ATS7are,468.95180000000005
ATS8are,466.95580000000007
ATSC0dv,189.57894736842104
ATSC0pe,7.225136842105264
ATSC0se,5.3951014736842104
ATSC1dv,30.853185595567865
ATSC1pe,0.592806925207755
ATSC1se,0.5374312243767312
ATSC2dv,20.800554016620474
ATSC2pe,2.342554293628808
ATSC2se,1.6775842770083087
ATSC3dv,-32.61495844875347
ATSC3pe,-0.6375711911357337
ATSC3se,0.24980241551246557
ATSC4dv,-14.8781163434903
ATSC4pe,-2.3056922437673073
ATSC4se,-1.874798005540168
ATSC5dv,-3.3545706371191066
ATSC5pe,0.2738941828254914
ATSC5se,-0.0003128642659311759
ATSC6dv,-51.05817174515236
ATSC6pe,-1.9123797783933474
ATSC6se,-1.3157246648199459
ATSC7dv,-6.908587257617721
ATSC7pe,-2.404252077562321
ATSC7se,-1.9235111357340733
ATSC8dv,99.12188365650968
ATSC8pe,5.446434072022163
ATSC8se,3.5389838891966723
AXp-0dv,0.501241851003096
AXp-1dv,0.2585678697995342
AXp-2dv,0.13000705814914296
AXp-3dv,0.06788250905312704
AXp-4dv,0.03587195564583714
AXp-5dv,0.01878533161608082
AXp-6dv,0.010030868110107304
AXp-7dv,0.005510915154296914
BertzCT,857.762203187733
ECIndex,577
ETA_eta,17.103400159809066
GATS1dv,0.4378799527328123
GATS1pe,0.5942604153171643
GATS1se,0.6143975311325247
GATS2dv,0.672997759865209
GATS2pe,0.5667192507786387
GATS2se,0.6331176753781679
GATS3dv,1.0031130581049745
GATS3pe,0.9866868891081666
GATS3se,0.908899815733315
GATS4dv,0.9873273018257831
GATS4pe,1.0308970226580811
GATS4se,1.0215719046469771
GATS5dv,0.8829089659184052
GATS5pe,0.7630264665429177
GATS5se,0.750502882308939
GATS6dv,1.0113320882338095
GATS6pe,0.9710211390288837
GATS6se,0.9285215756639421
GATS7dv,0.9451772824621243
GATS7pe,1.0566985228679484
GATS7se,1.0263411988253959
GATS8dv,0.6515212137048046
GATS8pe,0.4799290334501253
GATS8se,0.4925581018519346
LogEE_A,4.154276137408849
LogEE_D,156.46115969197746
MATS1dv,0.15857287262062386
MATS1pe,0.07994405646025413
MATS1se,0.09706044253781357
MATS2dv,0.07188535105018277
MATS2pe,0.21242185228300545
MATS2se,0.20372312651949678
MATS3dv,-0.09613939967991642
MATS3pe,-0.04931253083061575
MATS3se,0.02587448413587171
MATS4dv,-0.04385635431296338
MATS4pe,-0.17833227322293058
MATS4se,-0.19419120168552692
MATS5dv,-0.010673082855203877
MATS5pe,0.02286545136070532
MATS5se,-3.4978355897666355e-05
MATS6dv,-0.1550653677250013
MATS6pe,-0.15239395034277775
MATS6se,-0.14041226973695317
MATS7dv,-0.019782660426747024
MATS7pe,-0.18064231059650512
MATS7se,-0.19354441514988568
MATS8dv,0.2921824476597968
MATS8pe,0.42125091570571144
MATS8se,0.36656724199512547
MAXaaCH,1.3931138196019148
MAXaasC,0.2030198555419518
MAXddsN,-0.6732530533639838
MAXdsCH,1.422968002015621
MAXdssC,0.2345427059712777
MAXsNH2,5.158502232695955
MAXssNH,2.233881960191484
MDEC-22,7.772762597237625
MDEC-23,13.450252668394745
MDEC-33,3.0493885236673366
MDEN-11,0.4999999999999999
MDEN-12,1.6329931618554518
MDEN-13,0.3999999999999999
MDEN-22,1.0
MDEN-23,0.5345224838248488
MDEN-33,0.08333333333333334
MDEO-11,0.8198276497595954
MDEO-12,1.392621247645583
MDEO-22,0.12499999999999997
MINaaCH,1.1965559756760569
MINaasC,-0.4134843342245318
MINddsN,-0.6732530533639838
MINdsCH,1.4053330498866212
MINdssC,-0.41058065928646736
MINsNH2,5.158502232695955
MINssNH,2.233881960191484
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.3571428571428577
SM1_Dzi,2.3903026280156943
SM1_Dzm,2.3505945454852877
SM1_Dzp,-9.602856495125822
SM1_Dzv,-4.309914637808727
SddssSe,0
SpAD_Dt,390.34422158143093
SpAbs_A,31.820950678154546
SpAbs_D,312.92231938395497
SpMAD_A,1.2238827183905594
SpMAD_D,12.035473822459805
SpMax_A,2.3145372942664646
SpMax_D,156.46115969197746
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,186.82
TpiPC10,8.231941496536166
VAdjMat,5.754887502163468
VE1_DzZ,5.027285239926442
VE1_Dzi,5.029158269985266
VE1_Dzm,5.027247749914842
VE1_Dzp,4.953783906900542
VE1_Dzv,4.980827250081268
VE2_DzZ,0.19335712461255547
VE2_Dzi,0.19342916423020254
VE2_Dzm,0.1933556826890324
VE2_Dzp,0.19053015026540546
VE2_Dzv,0.19157027884927955
VE3_DzZ,2.5703915697088844
VE3_Dzi,2.5707640731846184
VE3_Dzm,2.570384112373643
VE3_Dzp,2.5556631552200426
VE3_Dzv,2.5611074367426667
VR1_DzZ,147.32606470911318
VR1_Dzi,146.959799831472
VR1_Dzm,147.33019247058104
VR1_Dzp,154.9382150710541
VR1_Dzv,152.1288982557927
VR2_DzZ,5.6663871041966605
VR2_Dzi,5.652299993518154
VR2_Dzm,5.666545864253117
VR2_Dzp,5.959162118117465
VR2_Dzv,5.851111471376642
VR3_DzZ,5.948159702666505
VR3_Dzi,5.945670523872083
VR3_Dzm,5.948187720136812
VR3_Dzp,5.998537870034812
VR3_Dzv,5.980239621353017
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06804138174397717
Xch-6dv,0.07330440093790788
Xch-7dv,0.06906981700001524
Xpc-4dv,0.6764487687636683
Xpc-5dv,0.6988545314557343
Xpc-6dv,0.633901214918489
Zagreb1,126.0
Zagreb2,140.0
fragCpx,79.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,6
nBondsM,16
nBondsO,27
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,12
naHRing,2
AATS0are,7.253405263157893
AATS1are,7.165920512820514
AATS2are,7.080322413793103
AATS3are,7.0530558823529415
AATS4are,6.6375882352941185
AATS5are,6.575809523809524
AATS6are,6.7541212121212135
AATS7are,6.69931142857143
AATS8are,6.8669970588235305
AATSC0dv,4.988919667590028
AATSC0pe,0.19013518005540167
AATSC0se,0.14197635457063712
AATSC1dv,0.7911073229632786
AATSC1pe,0.015200177569429615
AATSC1se,0.013780287804531569
AATSC2dv,0.35863024166587026
AATSC2pe,0.04038886713153118
AATSC2se,0.02892386684497084
AATSC3dv,-0.4796317418934334
AATSC3pe,-0.009376046928466672
AATSC3se,0.0036735649340068465
AATSC4dv,-0.2187958285807397
AATSC4pe,-0.03390723887893099
AATSC4se,-0.02757055890500247
AATSC5dv,-0.05324715297014455
AATSC5pe,0.004347526711515736
AATSC5se,-4.966099459225014e-06
AATSC6dv,-0.7736086628053388
AATSC6pe,-0.02897545118777799
AATSC6se,-0.019935222194241604
AATSC7dv,-0.09869410368025315
AATSC7pe,-0.0343464582508903
AATSC7se,-0.02747873051048676
AATSC8dv,1.457674759654554
AATSC8pe,0.08009461870620828
AATSC8se,0.05204388072348048
AETA_eta,0.6578230830695795
ATSC0are,8.138021052631574
ATSC1are,0.7650415512465367
ATSC2are,2.6909889196675896
ATSC3are,-0.5216166204986136
ATSC4are,-2.7990008310249257
ATSC5are,0.19485457063712394
ATSC6are,-2.164836565096949
ATSC7are,-2.8299440443213255
ATSC8are,6.035246537396122
BCUTZ-1h,8.057697855117592
BCUTZ-1l,5.723254753756728
BCUTc-1h,0.5557241957384865
BCUTc-1l,-0.4694661837868573
BCUTd-1h,3.142013858614326
BCUTd-1l,0.9714864220053941
BCUTi-1h,14.642441820860087
BCUTi-1l,10.985416253156984
BCUTm-1h,16.030569683867675
BCUTm-1l,11.735779932986743
BCUTp-1h,1.9666264195363992
BCUTp-1l,0.6681534212167055
BCUTs-1h,8.002987298499992
BCUTs-1l,1.5261599029008819
BCUTv-1h,20.86514380699461
BCUTv-1l,14.65045019634584
BalabanJ,1.7272919957714408
Diameter,14
ETA_beta,34.0
GATS1are,0.6083413694529548
GATS2are,0.5830610292535571
GATS3are,0.9752370937199268
GATS4are,1.0360573612574513
GATS5are,0.7619601348957511
GATS6are,0.9673081688426814
GATS7are,1.0536392712643374
GATS8are,0.47659313915706925
HybRatio,0.0
Lipinski,True
LogEE_Dt,195.17211079071546
MATS1are,0.09159783396892635
MATS2are,0.21664501659392893
MATS3are,-0.035818491864507196
MATS4are,-0.19220244247390056
MATS5are,0.014442249234879906
MATS6are,-0.1531602148201035
MATS7are,-0.18877505088894886
MATS8are,0.4144297181201356
NsssssAs,0
RotRatio,0.25925925925925924
SM1_Dzpe,2.519430844553243
SM1_Dzse,2.3325467599861396
SMR_VSA1,18.680923971742036
SMR_VSA2,5.409283605791522
SMR_VSA3,5.425791397110385
SMR_VSA4,10.835075002901908
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,68.16663986279423
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,222.42603787291145
SpAD_Dzi,219.38987845954696
SpAD_Dzm,222.49342726793088
SpAD_Dzp,348.8972089932473
SpAD_Dzv,303.4357023988558
SpAbs_Dt,390.34422158143104
SpDiam_A,4.490926744274464
SpDiam_D,227.13431842535948
SpMAD_Dt,15.013239291593496
SpMax_Dt,195.17211079071546
SsssssAs,0
VE1_Dzpe,5.028432824713894
VE1_Dzse,5.027113824629017
VE2_Dzpe,0.19340126248899592
VE2_Dzse,0.19335053171650063
VE3_Dzpe,2.5706198149291772
VE3_Dzse,2.5703574721369975
VMcGowan,238.4999999999999
VR1_Dzpe,147.18278820510022
VR1_Dzse,147.3470507086025
VR2_Dzpe,5.660876469426932
VR2_Dzse,5.667194258023173
VR3_Dzpe,5.947186716531124
VR3_Dzse,5.948302138460114
mZagreb1,9.88888888888889
mZagreb2,5.805555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,29
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.21415844875346246
AATSC1are,0.01961645003196248
AATSC2are,0.04639636068392396
AATSC3are,-0.007670832654391376
AATSC4are,-0.041161776926837146
AATSC5are,0.003092929692652761
AATSC6are,-0.03280055401662044
AATSC7are,-0.04042777206173322
AATSC8are,0.08875362554994297
AETA_beta,1.3076923076923077
BCUTdv-1h,7.0052276919423
BCUTdv-1l,2.786766365622722
BCUTpe-1h,3.5577168701518698
BCUTpe-1l,2.2704053989538635
BCUTse-1h,3.761601158359961
BCUTse-1l,2.466059252938322
ETA_alpha,11.400000000000002
ETA_dBeta,0.0
ETA_eta_B,0.5679692140745907
ETA_eta_F,28.189378758292545
ETA_eta_L,4.7097937725233106
ETA_eta_R,45.29277891810161
ETA_psi_1,0.4523809523809526
LabuteASA,144.63411630670606
LogEE_DzZ,111.30367827711507
LogEE_Dzi,109.78687394623563
LogEE_Dzm,111.33712111648411
LogEE_Dzp,173.97319979707814
LogEE_Dzv,151.55208525181985
PEOE_VSA1,14.567969351268879
PEOE_VSA2,25.637920143322667
PEOE_VSA3,5.425791397110385
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,36.436814564258746
PEOE_VSA8,0.0
PEOE_VSA9,17.844419139693922
SM1_Dzare,2.828292228943694
SpAD_Dzpe,220.44127331914456
SpAD_Dzse,222.72213213074008
SpAbs_DzZ,220.25021369708725
SpAbs_Dzi,217.18344526445557
SpAbs_Dzm,220.32364768748292
SpAbs_Dzp,357.5492560892819
SpAbs_Dzv,307.4140851414483
SpDiam_Dt,276.9882269810637
SpMAD_DzZ,8.554847610496594
SpMAD_Dzi,8.438072248444113
SpMAD_Dzm,8.557439510305034
SpMAD_Dzp,13.419123422817204
SpMAD_Dzv,11.670603938417532
SpMax_DzZ,111.30367827711507
SpMax_Dzi,109.78687394623563
SpMax_Dzm,111.33712111648411
SpMax_Dzp,173.97319979707814
SpMax_Dzv,151.55208525181985
VE1_Dzare,5.030323799202242
VE2_Dzare,0.19347399227700932
VE3_Dzare,2.5709958006660485
VR1_Dzare,146.95728431850705
VR2_Dzare,5.6522032430195015
VR3_Dzare,5.945653406711492
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.43846153846153857
AETA_dBeta,0.0
AETA_eta_B,0.02184496977209964
AETA_eta_F,1.084206875318944
AETA_eta_L,0.18114591432781962
AETA_eta_R,1.7420299583885235
BCUTare-1h,3.6118989992969066
BCUTare-1l,2.221091192912221
ETA_beta_s,17.0
ETA_dPsi_A,0.26161904761904736
ETA_dPsi_B,0.0
ETA_eta_BR,0.7399692140745906
ETA_eta_FL,7.636450575775195
ETA_eta_RL,12.346244348298505
LogEE_Dzpe,110.31753784590126
LogEE_Dzse,111.45077940229258
PEOE_VSA10,21.367116935384225
PEOE_VSA11,0.0
PEOE_VSA12,5.959554568743835
PEOE_VSA13,0.0
SlogP_VSA1,11.15945887427257
SlogP_VSA2,21.517861669149877
SlogP_VSA3,0.0
SlogP_VSA4,25.637920143322667
SlogP_VSA5,11.520494837748885
SlogP_VSA6,50.35321788736062
SlogP_VSA7,0.0
SlogP_VSA8,12.152040213667762
SlogP_VSA9,0.0
SpAD_Dzare,217.05264660457112
SpAbs_Dzpe,218.1156448472493
SpAbs_Dzse,220.56901204459905
SpDiam_DzZ,164.37768446639296
SpDiam_Dzi,163.4347464292029
SpDiam_Dzm,164.42031369661612
SpDiam_Dzp,239.17997560023252
SpDiam_Dzv,213.8150636132352
SpMAD_Dzpe,8.478510512274791
SpMAD_Dzse,8.566235851182311
SpMax_Dzpe,110.31753784590126
SpMax_Dzse,111.45077940229258
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6538461538461539
AETA_eta_BR,0.028460354387484253
AETA_eta_FL,0.29370963752981516
AETA_eta_RL,0.47485555185763484
DetourIndex,2446
EState_VSA1,27.574541070101194
EState_VSA2,17.232179840519585
EState_VSA3,0.0
EState_VSA4,0.0
EState_VSA5,48.569548701181965
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,10.527198922850108
EState_VSA9,19.9772529570604
ETA_beta_ns,17.0
ETA_shape_p,0.18713450292397657
ETA_shape_x,0.0
ETA_shape_y,0.33333333333333326
GhoseFilter,True
LogEE_Dzare,108.63510377262953
SlogP_VSA10,11.768364403722018
SlogP_VSA11,0.0
SpAbs_Dzare,214.44191531631532
SpDiam_Dzpe,163.237323112953
SpDiam_Dzse,164.5496270153594
SpMAD_Dzare,8.348178715560428
SpMax_Dzare,108.63510377262953
TopoPSA(NO),186.82
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,9.93546074796616
VSA_EState9,69.56453925203384
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6538461538461539
EState_VSA10,20.228636537531145
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.06153846153846146
FilterItLogS,-2.763830755173367
SpDiam_Dzare,161.183172399872
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7578947368421053
ETA_epsilon_2,0.9692307692307689
ETA_epsilon_3,0.43684210526315803
ETA_epsilon_4,0.6480000000000001
ETA_epsilon_5,0.8799999999999998
AETA_beta_ns_d,0.038461538461538464
ETA_dEpsilon_A,0.32105263157894726
ETA_dEpsilon_B,0.10989473684210516
ETA_dEpsilon_C,-0.2111578947368421
ETA_dEpsilon_D,0.08923076923076911
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5769230769230769
MDEDescriptor,"0.0,0.0,0.0,0.0,7.772762597237625,13.450252668394745,0.0,3.0493885236673366,0.0,0.0,0.8198276497595954,1.392621247645583,0.12499999999999997,0.4999999999999999,1.6329931618554518,0.3999999999999999,1.0,0.5345224838248488,0.08333333333333334"
APolDescriptor,44.053515999999995
BCUTDescriptor,"11.993717490660908,16.002212377066936,-0.34047666458925074,0.23636880612326044,3.5011062011718717,10.062885107013892"
BPolDescriptor,19.462483999999996
TPSADescriptor,186.82
ALOGPDescriptor,"3.7627,14.157911290000001,79.7862"
XLogPDescriptor,2.4200000000000004
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,360.08183219999995
ChiPathDescriptor,"19.10408352775558,12.346244348298507,11.358272110694108,8.167786869707232,5.907498544770184,4.306518876610056,3.0688346945729665,1.6918649339844873,12.69057274243514,6.979576771490508,4.625643641497255,2.7915666728227895,1.7131878939154572,0.9594510459328054,0.4987602811840291,0.25711949481510543"
ChiChainDescriptor,"0.0,0.0,0.23570226039551587,0.30274943015462097,0.48624170203860423,0.0,0.0,0.06804138174397717,0.08739623249838811,0.07010009339206315"
AtomCountDescriptor,38
BondCountDescriptor,27
SmallRingDescriptor,"2,2,2,2,0,0,2,0,0,0,0"
ChiClusterDescriptor,"2.020620726159658,0.0,0.3333333333333333,0.0,0.4494538130533172,0.0,0.0,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,0,0,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,15
MannholdLogPDescriptor,1.68
WeightedPathDescriptor,"51.53500968764902,1.98211575721727,32.57659769867345,15.794440842390872,16.782156856282583"
FractionalPSADescriptor,0.5188265091259442
WienerNumbersDescriptor,"1962.0,31.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.5723684244462945,3.902527741079625,4.444845315177917,0.6283849393756812,0.7013293113465807,0.5499446649635955"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,4,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.290809327846365,11.11111111111111,7.881023200475907"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,871.12
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"32.80669602090456,31.89928619715587,44.05381353945286,38.13984407295569,33.65037523676921"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.5074763897177762,-0.21697029336493834,-0.14400710586311563,0.20669617868791745,-0.13517047917549146"
EccentricConnectivityIndexDescriptor,577
AutocorrelationDescriptorPolarizability,"1286.6467411179226,1440.4639603947371,1848.3131768006292,1618.2834982888958,1575.2282188792092"
