DLiP-ID,P00079
DLiP-Mol-ID,23727
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H17N3O3S/c1-15-9-10-8-11(4-5-12(10)14-13(15)17)20(18,19)16-6-2-3-7-16/h4-5,8H,2-3,6-7,9H2,1H3,(H,14,17)"
Standard Inchi Key(RDKit),JPBCSPCBFLTTPI-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1Cc2cc(S(=O)(=O)N3CCCC3)ccc2NC1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),295.364
MW Monoisotopic(RDKit),295.099062404
MolLogP(RDKit),1.4484
XLogP(SDF),
XLogP(CDK),0.34
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),69.72
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.89746879159207
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,50588.652899887304
qed,0.89746879159207
Chi0,14.328062645816686
Chi1,9.481200378874176
TPSA,69.72
Chi0n,11.295005066356985
Chi0v,12.111501647284712
Chi1n,6.635246763238562
Chi1v,8.075310092039201
Chi2n,5.216360668317652
Chi2v,7.154295648259321
Chi3n,3.775329271103207
Chi3v,5.669966137699611
Chi4n,2.5987996094536645
Chi4v,4.167056604802555
MolMR,74.92050000000003
MolWt,295.364
fr_SH,0
Kappa1,13.38615916955017
Kappa2,4.746545498803195
Kappa3,2.163483446066215
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,650.8252691885565
MolLogP,1.4484
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,1.9632257702951303
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.205125722146711
SMR_VSA4,0.0
SMR_VSA5,24.28188312728237
SMR_VSA6,25.45397339850867
SMR_VSA7,23.762552697081826
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,117.96616312968843
NHOHCount,1
PEOE_VSA1,10.216698334856808
PEOE_VSA2,0.0
PEOE_VSA3,13.212334168400758
PEOE_VSA4,4.305215991296234
