DLiP-ID,C000FJ
DLiP-Mol-ID,30746
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H7ClO3/c12-8-4-2-1-3-7(8)9-5-6-10(15-9)11(13)14/h1-6H,(H,13,14)"
Standard Inchi Key(RDKit),PJGGWIHXGHQXMM-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1ccc(-c2ccccc2Cl)o1
SMILES(SDF),
MW(SDF),
MW(RDKit),222.627
MW Monoisotopic(RDKit),222.008371764
MolLogP(RDKit),3.2982
XLogP(SDF),
XLogP(CDK),2.912
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),50.44
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.848287676639827
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3880.7472309848663
qed,0.8482876766398265
Chi0,10.836498814253964
Chi1,7.181540550352056
TPSA,50.44
Chi0n,7.605776264574667
Chi0v,8.36170521059312
Chi1n,4.262995341662973
Chi1v,4.6409598146721995
Chi2n,2.9488957886356495
Chi2v,3.3560959153762555
Chi3n,1.9560976136947223
Chi3v,2.285685834734768
Chi4n,1.258613853083961
Chi4v,1.487477538713684
MolMR,56.11330000000002
MolWt,222.62699999999998
fr_SH,0
Kappa1,9.80133906670155
Kappa2,3.7869395197087408
Kappa3,1.8715254972682223
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,502.03907064680715
MolLogP,3.2982000000000014
NOCount,3
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.461462857022256
SMR_VSA1,14.318215515965875
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,47.18108314338542
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,90.90679078315587
NHOHCount,1
PEOE_VSA1,9.523678331894054
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,24.26546827384644
PEOE_VSA8,5.563451491696996
PEOE_VSA9,5.022633313741326
RingCount,2
SMR_VSA10,17.570245178184365
fr_Al_COO,0
fr_Ar_COO,1
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,222.008371764
NumHDonors,1
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,5.760247418874442
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,11.075832682792555
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.554784602946263
SlogP_VSA6,40.81535334782301
SlogP_VSA7,5.022633313741326
SlogP_VSA8,11.323698910571437
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
