DLiP-ID,T007RR
DLiP-Mol-ID,26030
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H12O3/c1-17-13-5-3-2-4-12(13)10-6-8-11(9-7-10)14(15)16/h2-9H,1H3,(H,15,16)"
Standard Inchi Key(RDKit),YQLGXBYAHYGABI-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccccc1-c1ccc(C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),228.247
MW Monoisotopic(RDKit),228.078644244
MolLogP(RDKit),3.0604
XLogP(SDF),
XLogP(CDK),3.492
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),46.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.877710204713183
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,E1/E2
Common Target Pref Name,E1/E2
RDKit Descriptors
Ipc,9188.507025903215
qed,0.8777102047131828
Chi0,12.25071237662706
Chi1,8.21954535281284
TPSA,46.53
Chi0n,9.382512329944692
Chi0v,9.382512329944692
Chi1n,5.18882085291325
Chi1v,5.18882085291325
Chi2n,3.5827863963290674
Chi2v,3.5827863963290674
Chi3n,2.5498294922827482
Chi3v,2.5498294922827482
Chi4n,1.675489944025914
Chi4v,1.675489944025914
MolMR,65.38930000000002
MolWt,228.24699999999999
fr_SH,0
Kappa1,11.203022603757393
Kappa2,4.699037479729979
