DLiP-ID,C003LG
DLiP-Mol-ID,34162
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H21N3O/c24-19-9-8-16(18-7-4-10-21-20(18)19)15-22-11-13-23(14-12-22)17-5-2-1-3-6-17/h1-10,24H,11-15H2"
Standard Inchi Key(RDKit),JGIYPOIEJZBYNH-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1ccc(CN2CCN(c3ccccc3)CC2)c2cccnc12
SMILES(SDF),
MW(SDF),
MW(RDKit),319.408
MW Monoisotopic(RDKit),319.168462292
MolLogP(RDKit),3.2626
XLogP(SDF),
XLogP(CDK),3.401
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),39.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.804193691144359
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,571532.0491524087
qed,0.8041936911443589
Chi0,16.355160383312146
Chi1,11.809663088089318
TPSA,39.6
Chi0n,13.597890979828831
Chi0v,13.597890979828831
Chi1n,8.39042050998196
Chi1v,8.39042050998196
Chi2n,6.24212667428206
Chi2v,6.24212667428206
Chi3n,4.726255629801892
Chi3v,4.726255629801892
Chi4n,3.3985522317377925
Chi4v,3.3985522317377925
MolMR,97.33980000000004
MolWt,319.408
fr_SH,0
Kappa1,14.968115231046301
Kappa2,6.49418610696643
Kappa3,2.926801047253422
fr_ArN,0
