DLiP-ID,T004UT
DLiP-Mol-ID,21531
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H26N4O5/c1-4-15-18(12(2)3)23(20(29)24(19(15)28)11-17(26)27)10-13-5-7-14(8-6-13)22-16(25)9-21/h4-8,12,18H,9-11,21H2,1-3H3,(H,22,25)(H,26,27)/b15-4-"
Standard Inchi Key(RDKit),PHAATYRRJDAOHG-TVPGTPATSA-N
Canonical SMILES(RDKit),C/C=C1\C(=O)N(CC(=O)O)C(=O)N(Cc2ccc(NC(=O)CN)cc2)C1C(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),402.451
MW Monoisotopic(RDKit),402.190319932
MolLogP(RDKit),1.4035
XLogP(SDF),
XLogP(CDK),-1.78
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),133.04
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.590626643899669
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1728757.4402349982
qed,0.5906266438996689
Chi0,21.714813991764814
Chi1,13.687978265600167
TPSA,133.04000000000002
Chi0n,16.71475644543198
Chi0v,16.71475644543198
Chi1n,9.28458827108992
Chi1v,9.28458827108992
Chi2n,7.077606825346049
Chi2v,7.077606825346049
Chi3n,4.634992455404639
Chi3v,4.634992455404639
Chi4n,3.3672519086057853
Chi4v,3.3672519086057853
MolMR,106.79690000000004
MolWt,402.45100000000014
fr_SH,0
Kappa1,22.092938293606593
Kappa2,9.331299819321927
Kappa3,4.995672391344783
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,831.7782413362664
MolLogP,1.4035
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,1
BalabanJ,2.329277383930334
SMR_VSA1,24.28467613112799
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,11.651573523323577
SMR_VSA5,33.35780883413241
SMR_VSA6,18.406301415831482
SMR_VSA7,41.478044402446585
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,4
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,168.69490090873458
NHOHCount,4
PEOE_VSA1,21.0568932068597
PEOE_VSA2,14.383611552215466
PEOE_VSA3,9.694446914922299
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,32.056228643138354
PEOE_VSA7,30.537828874472233
PEOE_VSA8,17.805247210665403
PEOE_VSA9,12.586597235060536
RingCount,2
SMR_VSA10,29.502165533676493
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,402.190319932
NumHDonors,3
PEOE_VSA10,6.544756405912575
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,12.000419800289922
SlogP_VSA1,11.050456081168516
SlogP_VSA2,57.85247975650769
SlogP_VSA3,20.92836795812804
SlogP_VSA4,5.917906046161393
SlogP_VSA5,26.334663090768867
SlogP_VSA6,35.91459291074959
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
