DLiP-ID,P000G5
DLiP-Mol-ID,25818
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H17N3O4S/c1-19-10-11-9-12(7-8-13(11)17-16(19)20)18-24(21,22)15-6-4-3-5-14(15)23-2/h3-9,18H,10H2,1-2H3,(H,17,20)"
Standard Inchi Key(RDKit),TXZPMHLMPKIUGK-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2
SMILES(SDF),
MW(SDF),
MW(RDKit),347.396
MW Monoisotopic(RDKit),347.093977024
MolLogP(RDKit),2.4733
XLogP(SDF),
XLogP(CDK),1.354
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.74
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.889287619180716
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,250308.14430722527
qed,0.8892876191807159
Chi0,17.31962647737941
Chi1,11.403015330320244
TPSA,87.74000000000001
Chi0n,13.237013713333203
Chi0v,14.05351029426093
Chi1n,7.214063895487183
Chi1v,8.697227143081577
Chi2n,5.414499197061662
Chi2v,7.065323323307594
Chi3n,3.711862866204657
Chi3v,5.132591052112114
Chi4n,2.4988577881330474
Chi4v,3.7200358427490947
MolMR,90.73020000000004
MolWt,347.3960000000001
fr_SH,0
Kappa1,16.1295674675377
Kappa2,6.044875918909173
Kappa3,3.0008657881942873
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
