DLiP-ID,T000GY
GATS2v,0.995111993354766
GATS3Z,0.9845236253963344
GATS3c,0.7251976206429936
GATS3d,1.125729152403122
GATS3i,1.0744859326149447
GATS3m,0.9896369863746721
GATS3p,1.0875070631727726
GATS3s,0.779623396834921
GATS3v,1.0829371346601633
GATS4Z,0.9634842735167483
GATS4c,0.9359042355637862
GATS4d,0.9537924796485335
GATS4i,1.0509175428068074
GATS4m,0.9660519622505568
GATS4p,1.0572638010467015
GATS4s,0.9067520702102062
GATS4v,1.0285866244197384
GATS5Z,0.9248704663212436
GATS5c,0.7019089026220136
GATS5d,0.8371707605800534
GATS5i,0.9075109851522094
GATS5m,0.9252027711562649
GATS5p,0.9501420479065688
GATS5s,1.0046933254984602
GATS5v,0.9460185876725762
GATS6Z,0.9047372316802369
GATS6c,0.9626807460104216
GATS6d,0.9500393184796856
GATS6i,1.0225479640002448
GATS6m,0.9082989860878563
GATS6p,1.0290709825423587
GATS6s,0.8085337401292176
GATS6v,0.9922540476492306
GATS7Z,0.9189322931827444
GATS7c,1.0823791143698116
GATS7d,1.0297082774971653
GATS7i,1.0075336788686247
GATS7m,0.9180783989579797
GATS7p,0.9719435692464881
GATS7s,1.0613054739992098
GATS7v,0.9282501560191582
GATS8Z,1.0485253088880033
GATS8c,0.9912309103413498
GATS8d,1.1541284403669727
GATS8i,0.9870128286999432
GATS8m,1.043485401910833
GATS8p,0.9333780558882938
GATS8s,1.352151381909548
GATS8v,0.9502683442312742
MATS1Z,0.019594912859161564
MATS1c,-0.6076360042005579
MATS1d,0.23631915485126492
MATS1i,-0.05069305744088113
MATS1m,0.021883420775349785
MATS1p,0.04575492881679741
MATS1s,-0.042528148765216454
MATS1v,0.050571372619108504
MATS2Z,-0.008332888200416645
MATS2c,0.07682943744946194
MATS2d,-0.09538131719158868
MATS2i,0.04596236141631683
MATS2m,-0.01058235885662403
MATS2p,0.0014145211703946842
MATS2s,0.1331833515668092
MATS2v,-0.02259666003019085
MATS3Z,-0.06534684092490914
MATS3c,0.07164487782556034
MATS3d,-0.10615728695969698
MATS3i,-0.05335905705274169
MATS3m,-0.06657745268101685
MATS3p,-0.07448657959402957
MATS3s,-0.02260975642038108
MATS3v,-0.08333475447293877
MATS4Z,0.007589578924323141
MATS4c,-0.1383525325962706
MATS4d,-0.009811775853900155
MATS4i,-0.08962117582846559
MATS4m,0.007252144901063712
MATS4p,-0.06534920563998237
MATS4s,-0.0312904622532713
MATS4v,-0.024121472637566893
MATS5Z,0.08148086244359018
MATS5c,0.15250381468660568
MATS5d,0.06082667455854792
MATS5i,0.029798884187539114
MATS5m,0.07990306486142032
MATS5p,0.03452137855946833
MATS5s,0.11736278641785777
MATS5v,0.04208264284779345
MATS6Z,0.05516901060942511
MATS6c,-0.12343572028315695
MATS6d,0.01591961555264308
MATS6i,-0.05674669262504137
MATS6m,0.05493129155086235
MATS6p,-0.02858899431982823
MATS6s,-0.017675914586940285
MATS6v,0.02105332429720514
MATS7Z,0.08022355475344939
MATS7c,-0.01170983187143856
MATS7d,-0.02085695632752637
MATS7i,-0.02516939647773069
MATS7m,0.07892617674547585
MATS7p,-0.003605721105403632
MATS7s,0.05725089425979864
MATS7v,0.03502340420643494
MATS8Z,-0.046632124352331605
MATS8c,0.1906351703599805
MATS8d,-0.057696228338430175
MATS8i,0.011924024288447042
MATS8m,-0.04493883603231266
MATS8p,0.025023973563621443
MATS8s,-0.12572667257857922
MATS8v,-0.0038958647705278206
MAXsOH,8.91892658280537
MINsOH,8.91892658280537
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.98555197041141
SpAD_D,371.0768799434677
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.188822028331886
SssNH2,0
SsssAs,0
SsssCH,0.5322525376387486
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,954
TMWC10,137.81657850472524
TSRW10,78.82260539731821
VE1_Dt,5.323392930551854
VE2_Dt,0.18356527346730533
VE3_Dt,2.73682160595855
VR1_Dt,182.27422474854578
VR2_Dt,6.28531809477744
VR3_Dt,6.270223019479037
Xc-3dv,0.8544878391722062
Xc-4dv,0.0
Xc-5dv,0.13058358056465275
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4986708744917815
Xch-7d,0.6786109017349756
Xp-0dv,15.980614903027801
Xp-1dv,9.770827917883565
Xp-2dv,7.527285989136878
Xp-3dv,5.556112238148491
Xp-4dv,3.995108101339103
Xp-5dv,2.752147266526043
Xp-6dv,1.4671740950822425
Xp-7dv,0.9451000452416545
Xpc-4d,4.436708530195079
Xpc-5d,6.902686929107656
Xpc-6d,10.119642824441273
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,55
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,7.043269080335373
AATS0dv,7.961538461538462
AATS0pe,6.335273076923075
AATS0se,7.7774576153846136
AATS1dv,7.254545454545455
AATS1pe,6.528154545454546
AATS1se,7.78659898181818
AATS2dv,5.824742268041237
AATS2pe,6.398472164948453
AATS2se,7.734245979381441
AATS3dv,4.149253731343284
AATS3pe,6.179341044776121
AATS3se,7.616586119402985
AATS4dv,3.711267605633803
AATS4pe,6.080373239436619
AATS4se,7.576666647887323
AATS5dv,4.354838709677419
AATS5pe,6.191120161290321
AATS5se,7.698422032258065
AATS6dv,3.942857142857143
AATS6pe,6.055838095238096
AATS6se,7.5447518095238095
AATS7dv,4.820224719101123
AATS7pe,6.304210112359552
AATS7se,7.781843235955056
AATS8dv,4.153846153846154
AATS8pe,6.362258974358974
AATS8se,7.837600615384615
AATSC0Z,7.423076923076923
AATSC0c,0.02324159260644158
AATSC0d,0.6046597633136094
AATSC0i,1.4916170701140083
AATSC0m,35.24552535909763
AATSC0p,0.2265872806916726
AATSC0s,2.224194608809993
AATSC0v,49.26115988425242
AATSC1Z,0.14545454545454545
AATSC1c,-0.014122428462635391
AATSC1d,0.14289268423883805
AATSC1i,-0.07561462981508825
AATSC1m,0.7712926618813948
AATSC1p,0.010367484898839173
AATSC1s,-0.0945908792062638
AATSC1v,2.491204472156009
AATSC2Z,-0.061855670103092786
AATSC2c,0.0017856384853824803
AATSC2d,-0.05767324467760632
AATSC2i,0.06855824287132765
AATSC2m,-0.3729807974402137
AATSC2p,0.0003205125054805336
AATSC2s,0.29622569253814296
AATSC2v,-1.1131376825973276
AATSC3Z,-0.48507462686567165
AATSC3c,0.0016651410627599537
AATSC3d,-0.06418904000706528
AATSC3i,-0.07959128034505678
AATSC3m,-2.3465572968129016
AATSC3p,-0.016877711518234993
AATSC3s,-0.050288498336718716
AATSC3v,-4.105166664006356
AATSC4Z,0.056338028169014086
AATSC4c,-0.0032155331986719504
AATSC4d,-0.005932786065505456
AATSC4i,-0.13368047570942823
AATSC4m,0.25560565701829163
AATSC4p,-0.01480729880132452
AATSC4s,-0.0695960774508986
AATSC4v,-1.1882517202428027
AATSC5Z,0.6048387096774194
AATSC5c,0.003544431531874351
AATSC5d,0.03677944264172553
AATSC5i,0.04444852432448375
AATSC5m,2.816225498842813
AATSC5p,0.00782210529351774
